Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE
S10001	0	0.124626517880135	0.0134234082626637	0.108893285699503	0.092501912041134	0.00771190288088876	5.6829547878171e-07	0	0.00424883298614011	0.0131978178306156	0.00867824236546018	0	0.002473253913906	0	0	0.0062733693006628	0	0.0227638041087882	0.30498525290923	0	0	0	0.0291563131800265	0	0.0136055208057437	0.0198536253181634	0.0210226665202605	0	0	0	0.0233313309633912	0	0.0748742239692511	0.108378150768557	9999	0.277688828798441	0.964868245335146
S10006	0	0.129793610216565	0	0.0827330251011102	0.0542605310867264	0	0.00354903237742703	0.00107118270555263	0.00206818540189442	0.0014159428821715	0.0124234281161531	0	0.00266009823528942	0	0	0.000599115224667832	0	0.04149874270268	0.312600381002012	0	0	0.00109804305455289	0.0340082123902248	0	0.0182336775056664	0.0147910550562423	0	0.0390858568600926	0	0	0	0.0726189765602156	0.0445931805880257	0.13089772293273	9999	0.283144771502993	0.965688406831608
S1001	0	0.171485847017065	0	0.126201072070422	0.0489988528571966	0.00611743038937863	0	0	0.00942524144042495	0	0	0	0.00167471653262695	0	0	0	0.000229649291298976	0.0322753361797628	0.229733126097629	0	0	0	0.0281434997227034	0.00635935993937534	0.0188273717289298	0.000341761752386662	0.0343749391293978	0.0214324604401011	0	0	0	0.0639080195713268	0.000103367413698067	0.200367948426276	9999	0.301063526601497	0.962396547211226
S10010	0	0.089662445953788	0	0.16269573174308	0.0833944191442453	0.0112791654193914	0	0	0.006878743539954	0.00276312058917123	0	0	0.00139516265319887	0	0	0	0.00292360337924849	0.027424983904505	0.318747249148273	0	0	0	0.0377926346071979	0	0.0119779536493886	0.00843578841595248	0.0350064514170765	0.0220785487756153	0	0	0.0137148774357306	0.0280819675688395	0	0.135747152655343	9999	0.307966398224084	0.957828695973776
S10011	0	0.041433220936112	0.0532838913112785	0.126542189319932	0.0589678357899615	0	0.00145289795951371	0	0	0.00444693899398433	0.0154601687608201	0	0.00107576436268232	0	0	0.00314128068150732	0	0.0377128116715522	0.255364665767001	0	0	0	0.0406756226760215	0	0.0228654728925782	0.014324399894289	0	0.0360941704673703	0	0	0	0.047642234412631	0.0955065022132072	0.144009931889558	9999	0.303008070696991	0.961724970444761
S10014	0	0.1199994465337	0	0.129518886459341	0.116322205786432	0.016339137241736	0	0	0.00593835295366366	0.00122307242531515	0	0	0.00215523005792353	0	0	0	0.00181099247565926	0.0320601730085119	0.258365266070387	0	0	0	0.0274639204021677	0	0.0248445128128523	0.0118560888221982	0.0321577068024945	0.00841329846212683	0.000100819185787487	0	0.00667305508953023	0.0424091242708736	0.00929029944846814	0.153058411690832	9999	0.298507053870974	0.961369836705802
S10026	0	0.183798083631252	0	0.0963103215702056	0.0398853574346181	0	0.00104840527229816	0	0.00303631697068059	0	0.00958493160281885	0	0.000604439775960627	0	0	0.000442731014330729	0	0.0299114508275677	0.268319644782501	0	0	0	0.0256648299854386	0.00785039416071687	0.014596198045108	0.00184447529419974	0.0247198353673608	0.0388251312818995	0	0	0	0.124671214349023	0	0.128886238634021	9999	0.284774900812524	0.964729601098502
S10032	0	0.143537439480948	0	0.199261696452874	0.0607825347930816	0.0128828390102269	0	0	0.00774931670146874	0.000416001264881303	0	0	0.00168060544257176	0	0	0	0.00269925296548484	0.0437600859256369	0.219568964672343	0	0	0	0.0280435647349063	0	0.0221112824841745	0.00640171793937903	0.0425457649983659	0.0191038458404117	0	0	0.013150079926961	0.061436978585437	0	0.114868028780848	9999	0.281562002366548	0.962898070395963
S10036	0	0.152683490376574	0	0.0738182048425952	0.0290522925040842	0.013526331978555	0	0	0.00786564859715389	0	0	0	0.00140107420301022	0	0	0	0	0.027395867368782	0.310250773196181	0	0	0	0.0292791067862896	0	0.0145054570474511	0	0.0378695598377106	0.0106242993680541	0	0	0.0182060706054086	0.0518337098117975	0.0860079911556908	0.135680122320662	9999	0.291597012375145	0.962548950041966
S10042	0	0.108179018248371	0	0.135841615122695	0.0934480038675998	0.00731141546269737	0	0	0.0106639233835508	0	0	0	0.00365434102917013	0	0	0	0	0.0328219635905353	0.264164206731267	0	0	0	0.0282534151885993	0	0.014475041755048	0.00644759079847709	0.0374340324273607	0.0133270437626016	0	0	0.0119484437837103	0.0486009220641863	0.0251021319501596	0.15832689083397	9999	0.306432149847173	0.960189147272619
