Mixture	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_1	0.205672342836065	0.142623966154745	0.0585034600013491	0	0.666855624083597	0	9999	0.769983596775616	0.645310279482347	1.07365539307576
Mix_2	0.223311462123288	0.0752688109584994	0.0460033288347924	0	0.721598325527141	0	9999	0.769613577787425	0.650935610685322	1.06618192744372
Mix_3	0.0916750576346324	0.0731636376813337	0.0577316042309799	0	0.836806594538956	0	9999	0.777661004525915	0.644278792287476	1.0593768940859
Mix_4	0.106727972816376	0.0562049411313012	0.0613368617344813	0	0.845180368107189	0	9999	0.774758964488625	0.649221957104448	1.06945014378935
Mix_5	0.253301462926513	0.051596139423802	0.0631349975653226	0	0.695254116654632	0	9999	0.776493287288095	0.64078624174251	1.06328671657027
Mix_6	0.313306326352011	0.174563638389984	0	0	0.592946322955289	0	9999	0.770601466133667	0.643719110783248	1.08081628769728
Mix_7	0.116742175691524	0.0477712801906186	0.0460867050932979	0	0.85558176646828	0	9999	0.775750438782637	0.649797990599163	1.06618192744372
Mix_8	0.241469582541952	0.108892175650665	0	0	0.71908838559673	0	9999	0.766119599778612	0.656350162191494	1.06945014378935
Mix_9	0.184407932791278	0.0706895382903432	0.045653615564694	0	0.76345339053996	0	9999	0.775272629747295	0.645018927047461	1.06420447718628
Mix_10	0.313801703409575	0.11223378070718	0	0	0.643414659672592	0	9999	0.775147646001048	0.641166971244256	1.06945014378935
Mix_11	0.15628046527501	0.0652325879317805	0.0534831548533365	0	0.790895813280374	0	9999	0.770504582332916	0.652704530062411	1.0658920213405
Mix_12	0.117714127376297	0.119179766365626	0.0496557017862269	0	0.781129923992883	0	9999	0.771713283680799	0.648193510038948	1.06767951952103
Mix_13	0.286007202576309	0.0624915430792959	0	0	0.724388171012091	0	9999	0.775155384813544	0.646298559121796	1.0728869166677
Mix_14	0.0682978734372784	0.0343524443560233	0.0693338227623535	0	0.888810071542507	0	9999	0.779189348728946	0.64628729390542	1.06079421209816
Mix_15	0.115287783196856	0.0695998541312408	0.0347804546990574	0	0.84787535538021	0	9999	0.771229424298305	0.655154819095327	1.06754344740736
Mix_16	0.214999620226828	0.0905241269922757	0	0	0.76542479365313	0	9999	0.771107345473748	0.652221998454854	1.07094854087223
Mix_17	0.114935753709005	0.060969399795723	0.0262582840065194	0	0.871950806384805	0	9999	0.772392432213258	0.655534853546423	1.07411424389605
Mix_18	0.129858095368325	0.0899673657973556	0.0274156912690324	0	0.833931254020799	0	9999	0.766359304789777	0.660136605522205	1.08117240645551
Mix_19	0.162974344028581	0.127370066533159	0.0342915951339407	0	0.755614581250404	0	9999	0.771215385683519	0.647999815100541	1.08025058694609
Mix_20	0.267631890668659	0.115975974985161	0	0	0.692509193187906	0	9999	0.772080377574017	0.646732337183792	1.07611705884173
Mix_21	0.256979621587093	0.142509074065792	0	0	0.668122787811314	0	9999	0.770567786676964	0.647067335410476	1.0676114834642
Mix_22	0.176473618760442	0.14659480976798	0.0272974335898478	0	0.729884724827816	0	9999	0.770933234576943	0.647041574767693	1.08025058694609
Mix_23	0.287359381630342	0.0783254170891444	0	0	0.700497128724234	0	9999	0.770305487302315	0.651451787639445	1.06618192744372
Mix_24	0.052858602861322	0.113448083429733	0	0	0.913389076412483	0	9999	0.769193679319215	0.660615387328021	1.07969576270354
Mix_25	0.250722040904168	0.0467908507343231	0	0	0.765992138361135	0	9999	0.77531710820687	0.6490083471146	1.06350502999963
Mix_26	0.176907484971937	0.0621005666528892	0	0	0.827070482243728	0	9999	0.772842058447654	0.654429710366215	1.06607853386855
Mix_27	0.273061757694227	0.125636207713453	0	0	0.679087517712549	0	9999	0.772123947460753	0.645792244099441	1.07778548312023
Mix_28	0.234345511348026	0.12090336810907	0	0	0.710456629355351	0	9999	0.767971255293278	0.653006330967955	1.06570550881245
Mix_29	0.209304484312333	0.0633688875245792	0	0	0.798819128621934	0	9999	0.772503092918835	0.653272114261755	1.07149250045885
Mix_30	0.11951453008189	0.0376512928487819	0.0730080383381471	0	0.831647955334312	0	9999	0.778885521325704	0.64334363056838	1.06182181660313
Mix_31	0.221132154517784	0.0847422410157237	0	0	0.753576889182288	0	9999	0.771481605065293	0.651798614054128	1.0594512847158
Mix_32	0.137963067244856	0.105254036036764	0.0154328156727432	0	0.822268961137669	0	9999	0.767108916597806	0.658421277204807	1.08091888009203
Mix_33	0.129499980141194	0.101412301615112	0	0	0.837548516450755	0	9999	0.769654164585213	0.657078534853918	1.06846079820706
Mix_34	0.302488702300693	0.152572492816343	0	0	0.61782572155066	0	9999	0.771954924498854	0.643279071134839	1.0728869166677
Mix_35	0.147808038583869	0.0575304709558329	0.0599066404254052	0	0.80104017105378	0	9999	0.774188937696518	0.648053123796449	1.06628532101889
