B_cells,Blood_CD34._cells,Dendritic_cells,Eosinophils,Fibroblasts,Keratinocytes,Lymphatic_endothelial_cells,Macrophages,Monocytes,NK_cells,Neutrophils,Plasma_cells_CD138.,Platelets,Reticulocytes,Subcutaneous_Adipose,T_cells_CD3.,T_cells_CD4.,T_cells_CD8.,T_cells_Gamma_Delta,T_cells_Regulatory,Vascular_Endothelial_Cells
A,0.152670448282607,0,0,0,0,0,0,0,0.224990380057306,0,0.148119811189638,0,0,0.0412961384767534,0.0240988396768985,0,0,0.199908793584148,0.183679491920818,0,0.0252360968118309
B,0.153586942585204,0,0,0,0,0,0,0,0.221306083055943,0,0.151014088225358,0,0,0.035814499978468,0.0312904411076782,0,0,0.202802699703745,0.181085526845672,0,0.0230997184979317
C,0.105746218184555,0,0,0,0,0,0,0,0,0,0.0993025996866972,0,0,0.0442456354751388,0.0210371067144074,0,0.0483532297419198,0.434480113449386,0.202477395292287,0,0.0443577014556086
D,0.11424020302764,0,0,0,0,0,0,0,0,0,0.096471612957761,0,0,0.0440709367466979,0.014739231397855,0,0.0340394580265959,0.442806567476851,0.204107507851863,0,0.0495244825147363
E,0.0758482654678672,0,0,0,0,0,0,0,0.000926615163312806,0,0.140794119571517,0,0,0.0448299036240909,0.0258532433650163,0,0,0.461616304143925,0.21188944359481,0,0.0382421050694607
F,0.0713771369027121,0,0,0,0,0,0,0,0.0731535371594853,0.379010924507323,0.151044301215554,0,0,0.0571362551642437,0.0165370402813201,0,0,0.0766242439254947,0.141868272505595,0,0.0332482883382715
G,0.160217661124967,0,0,0,0,0,0,0,0.284001319484294,0,0.267237785146611,0,0,0.0334242290286842,0.0312336269542448,0,0,0.0139499497269202,0.175271138946257,0,0.0346642895880217
H,0.1168903276645,0,0,0,0,0,0,0,0.52170383108512,0,0.110931639970102,0,0,0.0380039736281356,0.0203400165236505,0,0,0,0.152183235063656,0,0.0399469760648361
I,0.116989182271873,0,0,0,0,0,0,0,0.528138844510875,0,0.110371416256311,0,0,0.0363835078222289,0.0166373074382699,0,0,0,0.150888467709753,0,0.0405912739906893
J,0.11140138333598,0,0,0,0,0,0,0,0,0,0.0544891057737212,0,0,0.0547320446590938,0.00538694774637889,0,0.154233061124951,0.356332554818142,0.193407770397314,0.0230033593069302,0.0470137728374893
K,0.0815423029867236,0,0,0,0,0,0,0,0,0,0.04351548016928,0,0,0.0544292102451197,0.000119325665271994,0,0,0.555543255551649,0.212583652323537,0,0.0522667730584198
L,0.0661397169301452,0,0,0,0,0,0,0,0,0,0.0990085857625446,0,0,0.0378438501525732,0.0150632715348643,0,0.074621241214597,0.34943902133629,0.253217951137137,0.0435084982658151,0.0611578636660332
