	B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
mix_1	0	0.0593957394680049	0.595166309183045	0.0565277761162154	0.042505724026457	0	0	0	0	0.192642864573222	0	0	0.013748896634839	0	0	0.00531876963151299	0	0.0346939203667033	0	0	0	0
mix_2	0	0.0322392894263967	0.71302772616646	0	0.0145115773922467	0	0	0	0	0.155270226957208	0	0	0.0259724077230355	0.0129996184264471	0	0	0	0.0459791539082068	0	0	0	0
mix_3	0.0531761187280992	0.21788133024947	0.1590632200461	0	0.0358290626837	0	0.0486048507321219	0.138443995514923	0	0.156363264668978	0	0	0	0	0	0.0339123217723147	0	0.156725835604294	0	0	0	0
mix_4	0.0505191311402014	0.234465721829736	0.297605850456371	0	0.0366513291241103	0	0	0.0420477711579793	0	0.180717884674107	0	0	0	0	0	0.0704393108682514	0	0.0875530007492439	0	0	0	0
mix_5	0.0450291553078881	0.176559263152948	0.273971265999357	0	0.0850188621765177	0	0	0	0	0.291595741814534	0	0	0	0	0	0.0483874082798119	0	0.0794383032689435	0	0	0	0
mix_6	0.0401405020734719	0.144517915984733	0.44022048694773	0	0.0283278999379842	0	0	0.0119475653993675	0	0.211583171148139	0	0	0	0	0	0.0400078373087283	0	0.0832546211998464	0	0	0	0
mix_7	0.0802918293621399	0.273699093999295	0.183362553197279	0	0.0595609150327593	0	0	0.0322901065227429	0	0.201085489006218	0	0	0	0	0	0.0883823260239383	0	0.0813276868556266	0	0	0	0
mix_8	0.070771097359793	0.211788182770548	0.452882174327804	0	0	0	0.0265366748184223	0.0607478976427367	0	0.0361937017972576	0	0	0	0	0	0.0712302198605866	0	0.0698500514228516	0	0	0	0
mix_9	0.00861612667407998	0.0914664735700808	0.463060015676115	0.0316792629518928	0.0761134253765305	0	0	0.0287957121565459	0	0.22857160752441	0	0	0.00435883578511689	0	0	0.00380399089904074	0	0.0635345493861869	0	0	0	0
mix_10	0.112954593183614	0.278014529678047	0.238472670526259	0	0	0	0.0522130462660043	0.0408356236504758	0	0.079307326202036	0	0	0	0	0	0.102277313129629	0	0.0959248973639351	0	0	0	0
mix_11	0.00651599249902918	0.0688603541904054	0.653814583535435	0	0.0240430596625171	0	0	0.0368896037812631	0	0.129339969160776	0	0	0.0190158928651319	0.00877038930567978	0	0.00669279241318798	0	0.0460573625865748	0	0	0	0
mix_12	0	0.0369383023309239	0.604158404599506	0	0.00781602414753361	0	0	0.0564368065539169	0	0.174175854556738	0	0	0.0119518889036601	0.00503875911751652	0	0	0	0.103483959790205	0	0	0	0
mix_13	0.112894881924422	0.295655593170841	0.173766964400684	0	0.0705656991137749	0	0	0	0	0.189180472959713	0	0	0	0	0	0.114426040626574	0	0.0435103478039908	0	0	0	0
mix_14	0.131686666615187	0.285282927714369	0.216117622933228	0	0	0	0.0246597795721612	0.017017448086427	0	0.123915012870712	0	0	0	0	0	0.111518253853585	0	0.0898022883543321	0	0	0	0
mix_15	0.0780852910823567	0.267285975493322	0.0989806726829451	0.121954374895773	0.088378238174056	0	0	0	0	0.242743350629139	0	0	0	0	0	0.102572097042408	0	0	0	0	0	0
mix_16	0.0488173282763924	0.223713129755804	0.257054970038068	0	0.0175374367031977	0	0.0263354962642761	0.0962377257682892	0	0.148147108295722	0	0	0	0	0	0.0455116927856355	0	0.136645112112616	0	0	0	0
mix_17	0.232016299595454	0.313780720664854	0.00410857148413787	0	0	0	0.043210778705648	0.0379214286759434	0	0.121252163400419	0	0	0	0	0	0.128173035846445	0	0.1195370016271	0	0	0	0
mix_18	0.00241706062115553	0.0628361706403923	0.719061522814939	0	0	0	0	0.00919941475351914	0	0.107302185565286	0	0	0.0267762295509271	0.014785205154498	0	0.010489883154834	0	0.0471323277444483	0	0	0	0
mix_19	0.0569669593164117	0.201643320666371	0.39797968491107	0	0.0146356521809845	0	0	0	0	0.185529596103788	0	0	0	0	0	0.0723122422601863	0	0.0709325445611895	0	0	0	0
mix_20	0.0449688457624296	0.167808424636868	0.0392965170348095	0	0.0682819849213994	0	0.0655258921275789	0.0387552975327625	0	0.3560605052812	0	0	0	0	0	0.0037882675850847	0	0.215514265117868	0	0	0	0
