B.cells.naive,B.cells.memory,Monocytes,NK.cells.resting,NK.cells.activated,Neutrophils,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.CD8,Macrophages.M0,Macrophages.M1,Macrophages.M2,Mast.cells.resting,Mast.cells.activated,Plasma.cells,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,Dendritic.cells.resting,Dendritic.cells.activated,Eosinophils
Mix_1,0,0.151414272232596,0.0882768233186456,0.341230786018046,0.183668154957826,0,0,0,0,0.14508626621289,0,0,0.0607239458087368,0,0,0.00885874480686988,0,0.00324366991992474,0,0.0174973367244642,0,0
Mix_2,0,0.285237582361507,0.0307897219453442,0.073567769157152,0.316007450089478,0,0,0,0,0.152659635835591,0,0,0.0118104762728949,0,0,0,0,0.117429304036557,0,0.0124980603014761,0,0
Mix_3,0,0.119809065640514,0.0409825898061643,0.391066624732688,0.168985266341459,0,0,0,0,0.191027590326923,0,0,0.032999239955463,0,0,0.0290366377187716,0,0,0,0.026092985478017,0,0
Mix_4,0,0.167895500246622,0.0226675334876995,0.290789853424843,0.230200696664559,0.00349696048576036,0,0,0,0.193482314378818,0,0,0.0187495576644429,0,0,0.0121841397050725,0,0.0385440791157549,0,0.021989364826429,0,0
Mix_5,0,0.31085492069486,0,0.232834444516281,0.260028115480453,0.00273275756226639,0,0,0,0.121730688419295,0,0,0.00637549167522406,0,0,0.00202817159013989,0,0.0366272252972739,0,0.0267881847642086,0,0
Mix_6,0,0.208988138945241,0.100200006248384,0.307339722670679,0.166062124204496,0,0,0,0,0.131983504424915,0,0,0.0731281523114305,0,0,0,0,0,0,0.0122983511948538,0,0
Mix_7,0,0.224152395165577,0.00608033168658656,0.0596249017234677,0.313430205717881,0.00726983928200065,0,0,0,0.261183085603779,0,0,0.00165098317669889,0,0,0,0,0.117913671679987,0,0.00869458596402235,0,0
Mix_8,0,0.35886233117877,0.0639665551612454,0,0.106555871723472,0,0,0.0698954136258675,0,0.0795480421094718,0,0,0.0233450112690097,0,0,0,0,0.290871470272773,0,0.00695530465938894,0,0
Mix_9,0,0.2464185959064,0.0247182750994962,0.176508814965308,0.272966791420793,0,0,0,0,0.176968406005594,0,0,0.0180514094484669,0,0,0,0,0.0682938153026083,0,0.0160738918513336,0,0
Mix_10,0,0.294946184916134,0.046133124365921,0.155350003825985,0.248113379122061,0,0,0,0,0.178877385884281,0,0,0.0372872452283827,0,0,0,0,0.0281588125908377,0,0.0111338640663976,0,0
Mix_11,0,0.253187879412522,0.0159898464991222,0.0354638745879795,0.341431794788428,0.00694886129247003,0,0,0,0.183649009413514,0,0,0,0,0,0,0,0.153681829289773,0,0.00964690471619123,0,0
Mix_12,0,0.107864745780535,0.0761028689752487,0.359446809670192,0.178189929491485,0,0,0,0,0.191509769040001,0,0,0.0543700220537632,0,0,0.0133390193059318,0,0,0,0.0191768356828432,0,0
Mix_13,0,0.329228198228216,0.0122662666919942,0.0370930282727616,0.310774093903795,0,0,0,0,0.192103540549588,0,0,0.00732942244186443,0,0,0,0,0.098070080045843,0,0.013135369865938,0,0
Mix_14,0,0.136917413477209,0.00736228990121512,0.315901988845392,0.214950546361492,0.0125292918668172,0,0,0,0.222442542755572,0,0,0.0146306861912022,0,0,0.0223008227144175,0,0.0308777986688898,0,0.0220866192177936,0,0
Mix_15,0,0.224087761523184,0.0209449770666061,0,0.300437301401291,0.0045666157340244,0,0,0,0.245947375931688,0,0,0.00509336118329727,0,0,0,0,0.196520590590056,0,0.00240201656985339,0,0
