Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
Mix_1	0	0	0.1362	0.2647	0.2803	0	0	0	0	0	0	0	0.1276	0	0	0	0.0318	0.0148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1431	0.0016
Mix_2	0	0	0.2903	0.1044	0.2154	0	0	0	0	0	0	0	0.1305	0	0	0	0.0299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2294	0
Mix_3	0	0	0.0945	0.0916	0.3421	0	0	0	0	0	0	0	0.1443	0	0	0	0.0342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152	0.1174	0.1607
Mix_4	0	0	0.1407	0.0455	0.3343	0	0	0	0	0	0	0.0024	0.1385	0	0	0	0.0243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2223	0.0921
Mix_5	0	0	0.4296	0.0019	0.3274	0	0	0	0	0	0	0	0.1358	0	0	0	0.0236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818	0
Mix_6	0	0	0.2299	0.3105	0.2048	0	0	0	0	0	0	0	0.1249	0	0	0	0.0385	0.0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092	0.0637
Mix_7	0	0	0.1915	0.0092	0.2128	0	0	0	0	0	0	2e-04	0.1388	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133	0.2586	0.1406
Mix_8	0	0	0.269	0.1792	0.0222	0	0	0	0	0	0	0.0051	0.1148	0	0	0	0.0628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2947	0.0523
Mix_9	0	0	0.2584	0.0888	0.2593	0	0	0	0	0	0	0	0.1348	0	0	0	0.0293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1837	0.0458
Mix_10	0	0	0.3419	0.1823	0.1792	0	0	0	0	0	0	0	0.127	0	0	0	0.0379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203	0.1115
Mix_11	0	0	0.206	0.0429	0.2242	0	0	0	0	0	0	0.0065	0.1275	0	0	0	0.0336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3592	0
Mix_12	0	0	0.0572	0.2181	0.293	0	0	0	0	0	0	0.0012	0.1317	0	0	0	0.0362	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1662	0.0834
Mix_13	0	0	0.3775	0.059	0.1902	0	0	0	0	0	0	0	0.1362	0	0	0	0.0323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1217	0.083
Mix_14	0	0	0.0842	0	0.3529	0	0	0	0	0	0	0	0.148	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404	0.2109	0.1365
Mix_15	0	0	0.1338	0.068	0.1651	0	0	0	0	0	0	0.0082	0.1288	0	0	0	0.0417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3912	0.0632
Mix_16	0	0	0.259	0.1212	0.0943	0	0	0	0	0	0	0.0076	0.1234	0	0	0	0.0456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2412	0.1075
Mix_17	0	0	0.1678	0.058	0.1507	0	0	0	0	0	0	0.01	0.1341	0	0	0	0.0388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2865	0.154
Mix_18	0	0	0.1279	0.0903	0.0829	0	0	0	0	0	0	0.0036	0.1184	0	0	0	0.0543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521	0.0016
Mix_19	0	0	0.1202	0.2346	0.2703	0	0	0	0	0	0	0.002	0.1327	0	0	0	0.0345	0.0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0636	0.1313
Mix_20	0	0	0.2958	0.1756	0.1311	0	0	0	0	0	0	0.0021	0.1271	0	0	0	0.0418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1541	0.0724
Mix_21	0	0	0.2776	0.2464	0.0818	0	0	0	0	0	0	2e-04	0.1248	0	0	0	0.0508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1231	0.0953
Mix_22	0	0	0.1191	0.2738	0.219	0	0	0	0	0	0	0	0.1301	0	0	0	0.0413	0.0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0.1091
Mix_23	0	0	0.3922	0.0825	0.138	0	0	0	0	0	0	0	0.1234	0	0	0	0.0397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2243	0
Mix_24	0	0	0.0064	0.1486	0.0459	0	0	0	0	0	0	0.0178	0.1239	0	0	0	0.0616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0.4438	0.1444
Mix_25	0	0	0.3606	0.0106	0.1694	0	0	0	0	0	0	0	0.1358	0	0	0	0.0347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1789	0.1099
Mix_26	0	0	0.2439	0.0419	0.1025	0	0	0	0	0	0	0.0085	0.1258	0	0	0	0.0509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0.2831	0.1388
Mix_27	0	0	0.3269	0.2005	0	0	0	0	0	0	0	0.0051	0.1219	0	0	0	0.0559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133	0.0806	0.1958
Mix_28	0	0	0.2163	0.2119	0.1746	0	0	0	0	0	0	0.0037	0.1247	0	0	0	0.0375	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1705	0.0587
Mix_29	0	0	0.2978	0.0414	0.078	0	0	0	0	0	0	0.0069	0.126	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103	0.2567	0.1359
Mix_30	0	0	0.1936	0	0.3534	0	0	0	0	0	0	0	0.1525	0	0	0	0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0388	0.088	0.1569
Mix_31	0	0	0.2746	0.107	0.1288	0	0	0	0	0	0	0.0032	0.128	0	0	0	0.0391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2394	0.0798
Mix_32	0	0	0.1426	0.1413	0.0488	0	0	0	0	0	0	0.0051	0.1204	0	0	0	0.0557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4452	0.0408
Mix_33	0	0	0.0921	0.153	0.1441	0	0	0	0	0	0	0.0087	0.1228	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3068	0.1226
Mix_34	0	0	0.2728	0.265	0.1766	0	0	0	0	0	0	0	0.1246	0	0	0	0.0372	0.0177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309	0.0752
Mix_35	0	0	0.2004	0.0472	0.315	0	0	0	0	0	0	0	0.1411	0	0	0	0.0249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2607	0.0107
Mix_36	0	0	0.2532	0.0851	0.2121	0	0	0	0	0	0	0.0022	0.1344	0	0	0	0.0354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1827	0.0949
Mix_37	0	0	0.109	0.1041	0.3647	0	0	0	0	0	0	0.0013	0.144	0	0	0	0.0244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0.1108	0.1368
Mix_38	0	0	0.0651	0.1911	0.2619	0	0	0	0	0	0	0	0.1354	0	0	0	0.0347	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2404	0.0649
Mix_39	0	0	0.3555	0.2779	0.0272	0	0	0	0	0	0	0	0.1237	0	0	0	0.0488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1494	0.0174
Mix_40	0	0	0.2358	0.0533	0.3552	0	0	0	0	0	0	0	0.1427	0	0	0	0.0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0.1007
Mix_41	0	0	0.1906	0.103	0.4051	0	0	0	0	0	0	0	0.132	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1464	0.0029
Mix_42	0	0	0.2615	0.0514	0.0298	0	0	0	0	0	0	0.0038	0.1284	0	0	0	0.0492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3151	0.1608
Mix_43	0	0	0.3101	0.1722	0.2307	0	0	0	0	0	0	0	0.1305	0	0	0	0.0316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0.079
Mix_44	0	0	0.107	0.1843	0.3445	0	0	0	0	0	0	0	0.1345	0	0	0	0.0278	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1887	0.0113
Mix_45	0	0	0.1463	0.1556	0.158	0	0	0	0	0	0	0.0098	0.1329	0	0	0	0.0406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185	0.1272	0.2113
Mix_46	0	0	0.2966	0.127	0	0	0	0	0	0	0	0.0064	0.1227	0	0	0	0.0525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0.1734	0.2174
Mix_47	0	0	0.2145	0.2287	0.2172	0	0	0	0	0	0	0	0.1354	0	0	0	0.0302	0.0123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0835	0.0782
Mix_48	0	0	0.2655	0.0773	0.2103	0	0	0	0	0	0	0	0.1303	0	0	0	0.0373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2265	0.0528
Mix_49	0	0	0.1039	0.0047	0.4497	0	0	0	0	0	0	0	0.1427	0	0	0	0.0222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2564	0.0203
Mix_50	0	0	0.1159	0.1358	0.0422	0	0	0	0	0	0	0.0073	0.1224	0	0	0	0.0595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0464	0.2385	0.2322
