B_cells,Monocytes_CD14.CD16.,Monocytes_CD16.CD14.,NK_cells,Neutrophils,T_cells_.CD4..,T_cells_.CD8..
A,0.0177981968228226,0.0926754800619793,0.015715344345987,0.251189451099918,0.395550059492782,0.227071468176511,0
B,0.0182305335463794,0.0890517904553028,0.0147368418109464,0.250571898683211,0.397118312644303,0.230290622859857,0
C,0,0,0,0.23956205075332,0.374273789856929,0.386164159389751,0
D,0,0,0,0.236999440196547,0.373357603949903,0.389642955853549,0
E,0.00138261986693589,0.00538489081060196,0,0.284208662432111,0.388362158234311,0.32066166865604,0
F,0.00682935467380669,0.0376795230592226,0.01101053932529,0.357689364635756,0.396352878859126,0.190438339446798,0
G,0.0254937430277223,0.105072836060854,0.0378834520203357,0.210679168016702,0.439477961102854,0.181392839771531,0
H,0.0106446328745709,0.167019718905117,0.0707435506440349,0.209215035945498,0.389883105785747,0.152493955845031,0
I,0.00709320697497301,0.173261750246557,0.06734726813414,0.209512141449676,0.389408112519741,0.153377520674912,0
J,0,0,0,0.239421631694495,0.351111258077526,0.409467110227979,0
K,0,0,0,0.304024628142889,0.348110604417188,0.347864767439923,0
L,0,0,0,0.238503160710899,0.368239332623778,0.393257506665323,0
