Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
S10001	0.0228311860859663	0.0328461712849226	0.0410516874393042	0.022234173911153	0.0177786150330593	0.0227254727763463	0.0344835209840627	0.0196890218255363	0.0205412436253131	0.0299695433312755	0.0375425052625994	0.0114126916601734	0.00652592887137232	0.0377591666362484	0.0246455221907273	0.0137387090479784	0.0423601671193782	0.018847598538978	0.0234567504380343	0.0136976440509944	0.0350099288486933	0.0123535462171956	0.0552580060273276	0.0242859095920937	0.0162945918111608	0.060162802112174	0.0273635774812863	0.0828440648209875	0.01480523681346	0.0101934285634539	0.0379164247436507	0.0472447162254463	0.0531653920001917	0.0289650546294552
S10006	0.0229459534702046	0.0331265649081558	0.0414744216258385	0.021519912686904	0.0184661303936461	0.0230440544945077	0.0342839234923524	0.0197426546989966	0.0201475197487495	0.0299033802550919	0.03775833569221	0.0113585761072197	0.00665228615641509	0.0388527877908863	0.0251845843304321	0.0135429121898981	0.0429814595689374	0.0187689329747736	0.0228653598611384	0.0134535068832928	0.0355017732534599	0.0124860295176483	0.054775429447209	0.0240572012193666	0.0164349330937981	0.0607888292576903	0.0272129036111999	0.0826187961186707	0.0142488089458303	0.0102109115634807	0.0378542172300738	0.0462871826632565	0.0518542143645917	0.0295955123840739
S1001	0.0229146525718868	0.0326890616563583	0.0413579090589964	0.0221173990614675	0.0190952751245674	0.0226029884784856	0.0339893714926292	0.0197966028615151	0.0197813877310559	0.0297030289165832	0.0370301946935513	0.0111605905278665	0.00664675694889003	0.0387908369006251	0.025093970122399	0.0133981846224769	0.0422204443729658	0.0188605234323938	0.0228585196181106	0.013410717941924	0.035494260562939	0.0126790067264983	0.0542139071824455	0.0243864467699603	0.0163672821977827	0.0611422566399015	0.0278294190891403	0.0814598521493691	0.0140021620301484	0.0103416305464957	0.0369186853138364	0.0470859455169024	0.0526360048244596	0.0319247243153723
S10010	0.0235107629543145	0.0316149523222426	0.0410840498283406	0.022724018257757	0.0192245917838654	0.022522218519668	0.0340915916422095	0.0192196575704042	0.0201090654307713	0.0297641592219197	0.0377105600246156	0.0113242350876264	0.00659820180560141	0.0383833417984893	0.0248221068917203	0.0135200782087174	0.0427606011505746	0.0191914082395709	0.024398352009271	0.0136792504211156	0.0357786646606051	0.0122588899515612	0.0539442046890838	0.0240031832318873	0.0163270495873549	0.0590530397452667	0.0270837511570123	0.0828376223192344	0.0143984245545826	0.0101901891395966	0.0371376153731593	0.047094288340025	0.0521904439290987	0.0314494301527368
S10011	0.0225374384236088	0.0324284589709885	0.041566018975589	0.0223671475594097	0.0182498187991452	0.0226422207765067	0.0345133287130454	0.0192033504670948	0.0204924604497461	0.0301037835531886	0.0375832748018328	0.0114241394171862	0.00653947920589662	0.0373454197661631	0.024369967135844	0.013599276813844	0.0432268073802748	0.0190773587716678	0.0233435799046641	0.0136416645413137	0.035872705717876	0.0119876147231239	0.054800791204662	0.0243733290423596	0.0159047058259019	0.0604578564613749	0.0269637899162891	0.0818671136483873	0.0145597828429262	0.0103303341005435	0.0370110565068324	0.0477196284512956	0.0532961024752967	0.0306001946561208
S10014	0.0229250349960174	0.0325704414896329	0.0405849798719324	0.022042451759443	0.018906869838871	0.0224248192681658	0.0340464754936401	0.019768536792119	0.0202598635810496	0.0297254886069424	0.037439246918341	0.0111926900133353	0.00657178674644936	0.0386456679004049	0.0247480457202028	0.0135223359380679	0.0422660505528682	0.0191458129580045	0.023004533573007	0.0136109294046221	0.0357150931039332	0.0125852160300233	0.0547386541902494	0.0248721563789581	0.0162867810553076	0.0608315601550487	0.0267939460887889	0.0826331646367604	0.0142894684744198	0.0107226414556798	0.037769424178377	0.046322873519197	0.0525168681817083	0.0305200911284318
S10026	0.0231598707852747	0.0331603813271866	0.0425634509222567	0.0222495728937455	0.0187229421049088	0.0221517863505687	0.0334856408293959	0.0193093041119173	0.0198813656896294	0.0298735324176306	0.037695269250959	0.0110814689506426	0.00656061754870365	0.0391995735568731	0.0254129200432686	0.0133381571312641	0.0422543611182935	0.0190129714148139	0.0234692207655658	0.013500358728831	0.0351959331695863	0.0128791573456735	0.0540155371448529	0.0249320665863708	0.0162336899953335	0.0594974333240822	0.0268364812740716	0.0813964867757861	0.0140444694388741	0.00953813494359254	0.0370969469308448	0.0486889616560045	0.0524015010923224	0.0311604343808753
S10032	0.0231818081219966	0.0339986081059174	0.0425322437115859	0.0228984451187669	0.0187120404592746	0.022353337261665	0.0343711771159576	0.0192858397262214	0.0199977327344945	0.0296262548548543	0.0371572878836323	0.0112596856374685	0.00665078843254845	0.0379502871785962	0.0249558479880859	0.0133454475813146	0.0423891796121577	0.0192488281049682	0.0234740744628133	0.0140606265119647	0.0350860927372134	0.0125764619547477	0.0541073433288715	0.0245304113237206	0.0166196433717677	0.060266097292	0.0268591166722615	0.0808876442197604	0.0143572040197597	0.0101840746653719	0.0366566460546046	0.0471033411787667	0.0529196961777744	0.030396686399096
S10036	0.0230462295310113	0.0319842776400449	0.0419024108034918	0.0217521407831	0.0184959251979026	0.0229908456197556	0.0340036295991163	0.0195355583942326	0.0199767687792611	0.030012483866548	0.0373805995110317	0.0113809182533822	0.00664797949653577	0.0400732257794765	0.0248765988615733	0.0137465937486573	0.0427555711890009	0.0187437236124005	0.0228916906443472	0.0133651729820037	0.0344419694786109	0.0125374301304374	0.0542778932555722	0.0246770163232678	0.0162995520443535	0.0597369771516111	0.0278946872747471	0.0827354668783945	0.0142170150580609	0.00990922689246212	0.037697609088575	0.0465213573355049	0.0523952235685716	0.0310962312269576
S10042	0.0229901869286715	0.0329961344775135	0.0414877579866514	0.0225602767938459	0.019219054076984	0.0224328372935307	0.0341650950396924	0.0193320845716247	0.0201901695944375	0.0298935926939672	0.0379526111763438	0.0111327050403888	0.00668552412252992	0.0384428040035438	0.0252682071278044	0.0133047361176499	0.0425845127535063	0.0190805842788833	0.0234445380762395	0.0136727003195684	0.0351117055210258	0.0125953407845475	0.053954132603339	0.0239017197244385	0.0160669639544483	0.0598750653915504	0.0270699655094207	0.0820625931107421	0.014191370455383	0.0101678276038194	0.0370400607551481	0.0471308805953086	0.0525698415191674	0.031426419998284
