Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0	0	0.0536313575296424	0.0345742359562665	0.0346190201010219	0	0.115678214833153	0	0.096221628968337	0	0.00543820914199303	0.0396077007175331	0	0	0.0709939155484287	0	0	0.606837382577072	0.133165177392756	0	0	9999	0.667966930919572	0.794656893045181	1.1907668427662
mix_2	0	0	0.0362719573526228	0.0324758466358054	0.0189895171557706	0	0.138843182785715	0	0.0871207074665803	0	0.00633502222343996	0.110736257390342	0	0	0.0697213317177586	0	0	0.550513348058816	0.115012163142274	0	0.025770118807643	9999	0.669416191369972	0.789642871864232	1.19178945273677
mix_3	0	0	0.0362167048104792	0.0297445363401199	0.123300961869782	0	0.144092975505689	0	0.138906891742474	0	0	0.0882580570457227	0	0	0.101331512176416	0	0	0.451093009531374	0.0907885608206152	0	0	9999	0.671150155551982	0.786925956354858	1.20373320984267
mix_4	0	0	0.039721300643707	0.0357913281589411	0.0890105081224981	0	0.0829381084207653	0	0.0750865915643493	0	0.0191853514379481	0.0812139887506838	0	0	0.0722197905517885	0	0	0.55620112316066	0.133925033616977	0	0	9999	0.664662254875359	0.795500133189087	1.18529312442832
mix_5	0	0	0.0259891682007775	0.0266006567363242	0.12565793087452	0	0.106519944301167	0	0.0796681917568735	0	0.0166998717431517	0.0873062413061616	0	0	0.0851835428466682	0	0	0.518697484764395	0.119218121817863	0	0	9999	0.664170400258097	0.795474795998877	1.1915411543479
mix_6	0	0	0.0403145695651051	0.0263929366925058	0.085902311988437	0	0.107504053155128	0	0.0727357017849558	0	0.0190549780868585	0.0846982818901837	0	0	0.0715139735963045	0	0	0.54576848104561	0.132494641018168	0	0	9999	0.664126302184365	0.796406654754805	1.18637992882326
mix_7	0	0	0.0287797411753954	0.0287998958976745	0.131914485175216	0	0.115088918921035	0	0.0934279732296586	0	0.00968452757435758	0.0913487616669076	0	0	0.0946258013112407	0	0	0.498198537494667	0.102969487788358	0	0	9999	0.6651190367572	0.793768066881742	1.19483813023451
mix_8	0	0	0.0312504728075714	0.0292324219387502	0.0975474673957397	0	0.134101453652415	0	0.0947118565841005	0	0.00288961110891178	0.0719670098983693	0	0	0.0954938718427861	0	0	0.529670691286093	0.107100993459343	0	0	9999	0.665336271135207	0.794870073271432	1.19396584997408
mix_9	0	0	0.0507182019168472	0.0138642701554629	0.0536842731013958	0	0.05636097070475	0	0.0792377204907497	0	0.0199233185910617	0.0752384995938595	0	0	0.0532129199459807	0	0	0.655098197058548	0.120773103320226	0	0	9999	0.66506193990121	0.797105569455158	1.17811147487888
mix_10	0	0	0.0550192124109018	0.0347336939845368	0.0613687747122001	0	0.102262743611871	0	0.129618083533966	0	0.0107098147096934	0.109263202378685	0	0	0.0757331490206783	0	0	0.490731677419534	0.121851049894321	0	0	9999	0.675383482620414	0.781677468332354	1.19129140167639
mix_11	0	0	0.0596045941900408	0.0338795653473112	0	0	0.0935431163027075	0	0.0870255531248782	0	0.00850972926851367	0.102304083654601	0	0	0.0396707506437273	0	0	0.602911614655017	0.132833489684138	0	0.025010627557382	9999	0.672175318151647	0.788268554433215	1.18529312442832
mix_12	0	0	0.044953063886289	0.0293110064015863	0.12463715306816	0	0.105828269663855	0	0.0936314335658729	0	0.014002541320667	0.0439970871113864	0	0	0.0917481824527249	0	0	0.518129320203321	0.124528785092342	0	0	9999	0.663546558013578	0.798011285433638	1.1907668427662
mix_13	0	0	0.0556368079270716	0.037381012502483	0.0339022711794151	0	0.120099613060828	0	0.1152128019804	0	0.0153976871702374	0.0467626778374658	0	0	0.0709714373371891	0	0	0.550084905352633	0.129795078717183	0	0.0128809211517969	9999	0.664391172094045	0.797730985768722	1.1881252142167
mix_14	0	0	0.0668047487514689	0.0361450675015062	0.0371172065861764	0	0.0809189088773013	0	0.0937834915835577	0	0.0173298799488831	0.0912078979219313	0	0	0.0530161091927545	0	0	0.565192362406963	0.142330882818582	0	0	9999	0.670501106451393	0.789506756088817	1.18384655558912
mix_15	0	0	0.0367603311068824	0.0264691197916776	0.100383264714749	0	0.12066959195664	0	0.0843673904273719	0	0.0112646397839406	0.0801440252081085	0	0	0.0928843317394044	0	0	0.519058684551005	0.11902572599684	0	0	9999	0.666816462085204	0.792859299299807	1.19102710527662
mix_16	0	0	0.020870048872473	0.0226852443772583	0.142675442913565	0	0.143753735795859	0	0.123751662792859	0	0.00220219520297468	0.139593993381468	0	0	0.10660372490386	0	0	0.423302575477404	0.0758558370052954	0	0	9999	0.665986883794121	0.79093002199621	1.20129446072302
mix_17	0	0	0.0172942271583493	0.0276891681063682	0.149266142015217	0	0.147582392406842	0	0.128113996932947	0	0	0.113958015919993	0	0	0.115992403719496	0	0	0.423158420598453	0.075756363260135	0	0	9999	0.665532199205396	0.79225399954156	1.1988111301178
mix_18	0	0	0.0617932899746463	0.0378292272710152	0.0109940254756925	0	0.119165944844177	0	0.145761356509844	0	0.00476076522320106	0.0826066651167902	0	0	0.0706517392937728	0	0	0.494242341997405	0.133519426266337	0	0.0302163723750201	9999	0.673955776469045	0.78567755889203	1.1915411543479
mix_19	0	0	0.0264537746910738	0.032656537499211	0.119031338344538	0	0.156014599807549	0	0.138182731311684	0	0	0.0615217171279098	0	0	0.107825848049843	0	0	0.467001297326202	0.0950453656846617	0	0	9999	0.668572039332208	0.791034200702456	1.20373320984267
mix_20	0	0	0.0484768982372789	0.0295516454231802	0.0260202554514806	0	0.111169549292727	0	0.0915080666602746	0	0.0145783604975362	0.102327505203558	0	0	0.0663321499237921	0	0	0.548194225715694	0.130650020483749	0	0.0173074868756163	9999	0.669426318219786	0.79010882516802	1.18611616376489
mix_21	0	0	0.0297169133827303	0.0314332360341524	0.129970307575415	0	0.132718604186474	0	0.123783981638082	0	0.00795600057074827	0.0761864852562571	0	0	0.10609901476793	0	0	0.450037022204875	0.1044639115673	0	0	9999	0.666340722511178	0.792889200907013	1.19236547718396
