ID,naive_B_cell,memory_B_cell,CD14_positive_monocyte,CD16_positive_monocyte,CD56dim_natural_killer_cell,CD56bright_natural_killer_cell,neutrophil,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,myeloid_dendritic_cell,plasma_cell,plasmacytoid_dendritic_cell
S11945,6.57423333333,5.9912,7.06903333333,6.88617352941,6.9956,6.188675,7.11125517241,7.20075,8.14965,5.60513333333,5.966,6.29603636364,5.53371538462,6.68652631579,6.29928333333,6.82147272727,6.41444666667,6.18767777778,6.45184210526,5.62551428571
S11957,6.96396666667,6.11962,6.94124,6.95391470588,7.19720769231,5.453825,7.61125862069,7.37581666667,8.23555,5.579475,5.986525,6.61246363636,5.20492307692,6.97953684211,6.84205833333,6.86934545455,6.03106,5.88421111111,6.5492,5.37061714286
S11958,7.01359333333,6.04456,6.64074,7.27765,6.34275384615,5.1656,7.27931034483,6.38021666667,7.9247,5.441775,6.18876875,6.52086363636,5.38174615385,7.02240526316,6.08904166667,6.72729090909,5.68091333333,6.11544444444,6.55380526316,5.62658
S1196,6.56214666667,5.98354,7.06929333333,7.01698823529,6.83287692308,5.372675,7.3464,6.67508333333,7.493125,5.39848333333,5.96716875,6.57180909091,5.34036923077,6.92624736842,6.57524166667,6.54523636364,5.68158,5.87202222222,6.48875263158,5.49635714286
S11960,6.86948,6.1555,6.55475333333,6.91949117647,6.87723846154,5.71045,6.96834827586,6.6302,7.8041,5.451725,5.7204875,6.41859090909,5.29913076923,7.01944210526,6.541425,6.61000909091,5.67233333333,5.75481111111,6.40701052632,5.55292857143
S11965,6.57012666667,6.0608,6.67814,6.67966470588,7.21156153846,5.682,7.0138137931,7.267,8.10195,5.42674166667,5.7301125,6.29563636364,5.38537692308,6.56570526316,6.60981666667,6.68189090909,5.97456666667,5.86155555556,6.35698421053,5.44886571429
S11967,6.75377333333,6.02026,6.61854666667,6.98387058824,6.66927692308,5.1092,7.30179310345,6.90425,7.938775,5.31475,5.7859125,6.40142727273,5.28923846154,6.91441052632,6.46503333333,6.68636363636,5.6146,5.75097777778,6.46815263158,5.43862857143
S1197,6.87154666667,6.16642,6.81027333333,7.11361176471,6.30261538462,5.10885,7.06174137931,6.38005,7.4109,5.50465833333,5.93000625,6.56872727273,5.37200769231,6.97337894737,6.43471666667,6.57927272727,5.85650666667,6.02755555556,6.50105263158,5.51054
S11973,7.23122,6.14144,7.02812666667,6.89890588235,7.20573076923,5.6278,7.53752758621,7.88386666667,8.789325,5.8139,5.87604375,6.45517272727,5.55204615385,6.80071052632,6.64534166667,7.17003636364,6.47452666667,5.98946666667,6.47211578947,5.44003714286
S11974,6.47218666667,6.05106,7.39899333333,7.00105294118,7.31411538462,5.485925,7.2831862069,6.8635,7.67185,5.59144166667,5.974325,6.60063636364,5.35184615385,6.86504210526,6.74465833333,6.82701818182,6.04826,5.84766666667,6.48225789474,5.34713714286
S11980,6.71348,5.9971,7.12546,7.08030294118,7.18301538462,5.606275,7.55739310345,6.83835,7.866125,5.50681666667,5.9711,6.57559090909,5.37913846154,7.07144210526,6.853675,6.80420909091,5.89018666667,5.92452222222,6.54113157895,5.40754
S11985,6.66906,6.09296,7.16146,7.08924705882,7.19450769231,5.54155,7.40054482759,6.64325,8.1365,5.45004166667,6.06746875,6.53917272727,5.26193076923,6.94007368421,6.70486666667,6.70653636364,5.97472666667,6.06578888889,6.55660526316,5.39410571429
S11987,6.6988,5.96966,6.87641333333,7.03258235294,6.84263076923,5.420175,7.31783103448,6.62445,7.874075,5.39598333333,5.82618125,6.46822727273,5.35208461538,6.87466842105,6.29561666667,6.62350909091,5.83162666667,5.79242222222,6.45907368421,5.48141428571
S11993,6.94986666667,6.13612,7.11492,7.00404705882,7.0634,5.655725,7.47557931034,6.9288,8.2475,5.58548333333,5.9575875,6.60166363636,5.32746923077,7.08189473684,6.49706666667,6.84120909091,5.84641333333,5.93002222222,6.53436842105,5.44746
S12001,6.63484,6.04106,6.95110666667,6.91519411765,7.00405384615,5.9126,7.16146551724,6.50388333333,7.377025,5.47940833333,5.85248125,6.37693636364,5.21469230769,6.84683157895,6.406425,6.47163636364,5.86976,5.89127777778,6.41556842105,5.42890285714
S12004,6.81307333333,6.17036,6.60901333333,7.18082647059,6.33231538462,5.532425,7.02935172414,6.80065,7.6938,5.416875,6.07128125,6.55930909091,5.31332307692,6.89490526316,6.1872,6.4506,5.90223333333,5.89937777778,6.51656842105,5.59052285714
S12006,7.23956,6.07256,6.38812,6.81361470588,6.91801538462,5.225875,7.0281,7.08533333333,8.223975,5.28590833333,5.56651875,6.36187272727,5.30284615385,6.83197894737,6.2742,6.69817272727,5.75682,5.93775555556,6.54628421053,5.37858857143
S12010,6.86987333333,6.17598,6.66666666667,7.06868529412,6.43114615385,5.486225,6.63009655172,6.50163333333,7.8662,5.51464166667,5.71466875,6.52167272727,5.40216153846,6.92022105263,6.11278333333,6.65030909091,5.6513,5.91761111111,6.49814736842,5.58100285714
S12011,7.05199333333,6.27734,7.15801333333,7.25919411765,6.74242307692,5.5967,7.23211034483,6.69183333333,7.9371,5.38044166667,6.11326875,6.7501,5.28519230769,7.09248421053,6.43696666667,6.76565454545,5.90536666667,6.09098888889,6.58583157895,5.47655428571
S12012,6.45526,6.00462,6.76727333333,7.00377352941,6.56309230769,4.975825,7.01255517241,6.61453333333,7.10815,5.39473333333,5.84615,6.50850909091,5.45567692308,6.76296842105,6.00254166667,6.55597272727,5.62505333333,5.90982222222,6.38097894737,5.63748571429
S12022,7.00428666667,5.95842,6.53402,7.15077647059,6.0222,5.256625,6.89437586207,6.5646,7.965825,5.43236666667,5.954575,6.48312727273,5.4098,6.98684210526,6.00775833333,6.57742727273,5.62556666667,5.89304444444,6.62961052632,5.64228285714
S12043,7.10854,6.17124,7.18312666667,7.03191176471,7.36725384615,5.735575,7.49032413793,7.21748333333,8.255225,5.57356666667,6.06245,6.63612727273,5.23825384615,6.98967368421,6.86689166667,6.92233636364,5.93476,6.21758888889,6.70120526316,5.32633428571
S12052,6.92899333333,6.11552,6.81342666667,6.84213529412,7.07470769231,5.63995,7.11433103448,7.24276666667,8.0485,5.37685833333,5.78646875,6.43368181818,5.33116153846,6.78111578947,6.631425,6.72355454545,5.93647333333,5.98961111111,6.4382,5.42690571429
S12056,6.9861,6.0634,6.78537333333,6.96263823529,6.9604,5.4028,7.24972758621,6.9177,7.857875,5.19410833333,5.7063875,6.26761818182,5.3373,6.87221052632,6.45956666667,6.66553636364,5.73398,5.90443333333,6.43988947368,5.42764571429
S12057,6.70042666667,6.0112,6.94496666667,6.96964705882,6.9423,5.17525,7.49596896552,7.03588333333,7.855675,5.74440833333,5.88084375,6.65750909091,5.37707692308,6.93342105263,6.61364166667,6.80653636364,5.97294,5.88846666667,6.52516315789,5.49225714286
S12058,6.44027333333,6.01232,6.70252666667,6.90221176471,6.51731538462,5.25605,7.07106206897,6.47283333333,6.8735,5.457025,5.97859375,6.35323636364,5.34883846154,6.87764210526,6.23695833333,6.15257272727,5.59127333333,5.74961111111,6.32786315789,5.57214285714
S12061,6.76807333333,5.96716,6.97869333333,6.91319411765,7.16145384615,5.737025,7.20096896552,7.15268333333,8.248,5.39379166667,5.80926875,6.39236363636,5.3621,6.95431578947,6.73465,6.77591818182,5.89267333333,5.86068888889,6.41886315789,5.43100857143
S12064,6.6799,6.26524,7.05272666667,6.94845588235,6.98082307692,5.943575,7.08397586207,7.44128333333,8.514225,5.48499166667,5.823225,6.6021,5.28908461538,6.69666842105,6.71554166667,7.00872727273,6.19485333333,5.96971111111,6.44554210526,5.45775714286
S12073,6.84376666667,6.01618,6.83744,7.14724411765,6.51588461538,5.0138,7.42475862069,6.58136666667,7.6084,5.36953333333,6.07385,6.54451818182,5.42473076923,6.95238421053,6.0024,6.677,5.98189333333,5.90102222222,6.51997368421,5.56805142857
S12076,6.80458666667,5.94208,6.69350666667,6.86857941176,6.56675384615,5.4677,6.9429,6.65238333333,7.71015,5.45889166667,5.80174375,6.29772727273,5.32379230769,6.78530526316,6.13560833333,6.50349090909,5.66447333333,5.8525,6.36748947368,5.49425714286
S12079,6.63252666667,5.97884,6.75596666667,6.75279705882,6.87793076923,5.2929,7.3001,6.96015,7.5768,5.451925,5.8284125,6.34917272727,5.37076923077,6.82382105263,6.59693333333,6.60942727273,6.21397333333,5.86798888889,6.34935263158,5.45911714286
S12089,6.85611333333,6.17904,6.88383333333,7.02149117647,6.63160769231,5.2512,7.02534137931,6.45821666667,7.7253,5.52781666667,5.9561375,6.49395454545,5.35306923077,6.80953157895,6.27170833333,6.53322727273,5.66394,5.97283333333,6.50442105263,5.51746571429
S12098,6.67958,6.2081,7.12250666667,6.92882647059,7.11423846154,5.37755,7.3303137931,7.1407,7.898825,5.32313333333,5.94749375,6.64148181818,5.20496923077,6.87443157895,6.5498,6.81761818182,6.09954666667,6.015,6.44203684211,5.37292285714
S1210,6.9671,6.31614,6.9048,6.96257941176,7.14020769231,6.17705,7.4206137931,6.99271666667,7.93155,5.36214166667,5.9209,6.51942727273,5.26313846154,7.04304210526,6.55800833333,6.82797272727,5.97456,6.09961111111,6.59206315789,5.40050285714
S12101,6.76468666667,6.02914,6.53014,6.95432941176,6.34165384615,5.162375,6.83533448276,6.46611666667,7.5974,5.39770833333,5.72735625,6.32925454545,5.41663846154,6.86996842105,6.212575,6.38735454545,5.62706,5.8657,6.38134210526,5.53934
S12105,6.98972,5.89236,7.11919333333,6.97489705882,7.31359230769,6.072875,7.33480344828,7.5762,8.847325,5.290475,5.76809375,6.56103636364,5.20309230769,6.89551578947,6.71701666667,6.98358181818,6.09445333333,6.08375555556,6.56628421053,5.34174285714
S12106,6.73402,5.96336,6.46384666667,7.04260294118,5.9843,5.025125,6.90611724138,6.38111666667,7.587975,5.26695,5.95601875,6.55769090909,5.49091538462,6.82525789474,5.76988333333,6.47041818182,5.71262666667,6.13131111111,6.36918947368,5.71245142857
S1212,6.98509333333,6.22356,6.7393,6.98531470588,7.25111538462,5.481325,7.31754482759,7.2018,8.455,5.3322,5.809925,6.54841818182,5.3369,6.95343684211,6.69195833333,6.81909090909,5.80050666667,5.80122222222,6.59258421053,5.42724857143
S12120,6.76863333333,6.2628,6.90301333333,7.07559117647,7.21673846154,5.4202,7.57550689655,6.75858333333,8.2578,5.661525,5.86610625,6.68801818182,5.13529230769,7.00502631579,6.579425,6.7149,5.74913333333,5.84178888889,6.54514736842,5.40300857143
S12129,6.98487333333,6.09738,6.86752,7.03873235294,7.03885384615,6.198225,7.18706551724,7.12155,8.1278,5.36781666667,5.867425,6.61833636364,5.34440769231,6.92934210526,6.4769,6.87455454545,5.88889333333,6.00375555556,6.55522105263,5.49403142857
S12137,6.96388666667,5.9972,7.08284666667,6.97411764706,7.15783076923,5.15235,7.49184482759,6.88053333333,7.723575,5.565425,5.89698125,6.40798181818,5.24268461538,7.07370526316,6.89075,6.6782,5.88274,5.9848,6.50471578947,5.44412285714
S12140,6.60120666667,6.14788,6.93692,6.84442647059,7.01515384615,5.807925,7.05655172414,6.97953333333,7.812375,5.570825,5.79788125,6.45524545455,5.42104615385,6.72799473684,6.3284,6.78725454545,6.11558,5.97674444444,6.42011578947,5.48645142857
S12159,7.04415333333,6.07758,6.96474666667,6.85681470588,7.45726923077,5.714125,7.27266551724,7.27538333333,8.34675,5.41346666667,5.6939625,6.51015454545,5.41188461538,6.88488421053,6.70614166667,6.86678181818,6.08014,6.08367777778,6.61519473684,5.46404857143
S12170,6.69226,6.02338,6.99358,6.95542941176,7.15324615385,5.197075,7.51360689655,6.67761666667,7.838525,5.516375,5.8777,6.62793636364,5.26944615385,6.9668,6.46150833333,6.69755454545,5.69686,5.92857777778,6.49268947368,5.38079142857
S12178,6.80454666667,6.0828,6.76096666667,6.87032352941,7.19122307692,5.579175,6.9809,7.255,8.2318,5.45839166667,5.70755625,6.57371818182,5.34410769231,6.90325789474,6.6671,6.80687272727,5.68559333333,5.99531111111,6.46598947368,5.41231428571
S12179,7.15459333333,6.2508,6.711,6.86203235294,7.23624615385,5.938525,7.29581034483,7.28781666667,8.46825,5.35405,5.83953125,6.46962727273,5.2997,6.88456315789,6.70355,6.8622,5.82041333333,6.01288888889,6.52496842105,5.38126
S1218,7.05831333333,6.11322,6.75862666667,6.99628529412,6.55798461538,5.76115,6.99627586207,7.01505,8.25455,5.22159166667,5.80255625,6.58419090909,5.3466,6.83851052632,6.06590833333,6.77589090909,5.74957333333,5.90284444444,6.50226842105,5.46155714286
S12182,6.77193333333,5.93842,6.55920666667,6.89104117647,6.67982307692,5.0494,6.97524827586,6.90578333333,7.96275,5.370725,5.8367875,6.37623636364,5.21843846154,6.73395263158,6.25484166667,6.53187272727,5.65878,5.77412222222,6.33715789474,5.46986
S12196,6.89158666667,6.25734,7.06556,7.07268235294,6.93591538462,5.417975,7.21493448276,7.00348333333,7.8646,5.48635833333,5.8440125,6.59584545455,5.35667692308,7.01958947368,6.50770833333,6.76228181818,6.02712666667,5.95045555556,6.60033684211,5.50068285714
S12198,6.7223,5.98304,7.02264,6.88232941176,7.08636923077,5.568075,7.33824827586,7.12106666667,8.040575,5.49213333333,5.75440625,6.48761818182,5.34373846154,6.78178421053,6.56645,6.85521818182,6.06082666667,5.877,6.40104736842,5.48797142857
S1220,6.87780666667,6.05326,7.20288,6.90861764706,7.26392307692,5.453525,7.23052068966,7.16523333333,7.866575,5.36403333333,5.69830625,6.61186363636,5.28558461538,6.82385789474,6.63505,6.75086363636,6.08990666667,6.02523333333,6.42458421053,5.37775428571
S12200,6.81737333333,6.13378,6.83006666667,6.87741470588,7.0965,5.58265,7.20355862069,6.7978,7.764425,5.49778333333,5.74631875,6.507,5.23582307692,6.91252631579,6.675825,6.68431818182,5.77154666667,5.87311111111,6.46503157895,5.39180857143
S12202,6.56771333333,6.13734,6.90506,6.96714411765,7.00349230769,5.427175,7.12006551724,6.73423333333,7.51855,5.27376666667,5.9891125,6.62179090909,5.30067692308,6.76804736842,6.542675,6.72322727273,5.91212,6.07396666667,6.39294736842,5.48941142857
S12206,6.75896,6.24594,7.25264,7.15542352941,6.95746923077,5.737575,7.3170862069,6.77776666667,8.1411,5.42758333333,5.94495625,6.72987272727,5.28394615385,7.03017894737,6.57686666667,6.82597272727,5.95882666667,5.97832222222,6.58457368421,5.46440285714
S12208,7.05752666667,6.26582,7.00324,7.12950588235,7.02780769231,6.6213,6.96760344828,6.72576666667,8.3575,5.43284166667,5.8996625,6.57019090909,5.32697692308,6.80505789474,6.47144166667,6.95306363636,5.80248,5.89035555556,6.50721052632,5.39723428571
S12215,6.89810666667,6.10704,6.85949333333,6.94241470588,7.02817692308,5.82045,6.89501724138,6.89841666667,8.02445,5.3363,5.69801875,6.52688181818,5.26976153846,6.82424210526,6.484675,6.62931818182,5.71535333333,6.01651111111,6.49585789474,5.38764571429
S12221,7.27110666667,6.36402,6.85086,7.05730294118,7.42103846154,6.1351,7.35417241379,7.58566666667,8.81125,5.50304166667,5.718425,6.54380909091,5.31682307692,7.07982631579,6.67664166667,6.84545454545,5.93928,6.15405555556,6.68757368421,5.38892571429
