ID,naive_B_cell,memory_B_cell,CD14_positive_monocyte,CD16_positive_monocyte,CD56dim_natural_killer_cell,CD56bright_natural_killer_cell,neutrophil,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,myeloid_dendritic_cell,plasma_cell,plasmacytoid_dendritic_cell
S10089,6.81961333333,5.9898,6.551,6.87710882353,6.76624615385,5.04835,7.11931034483,6.62858333333,7.893625,5.28625,5.76715625,6.43397272727,5.32850769231,6.80332631579,6.36553333333,6.46208181818,5.68096,5.76343333333,6.50292631579,5.48989714286
S1009,7.34580666667,6.33564,6.85748,7.00138529412,6.66401538462,5.40025,6.96600689655,7.1017,8.62745,5.474275,5.79865625,6.59163636364,5.37786923077,6.83222105263,6.15700833333,7.05867272727,6.00032666667,6.11942222222,6.80701052632,5.46747428571
S10090,6.63848,5.76206,6.60997333333,6.80267941176,6.49154615385,5.12105,7.04825862069,6.78811666667,8.004625,5.26650833333,5.7353375,6.31585454545,5.33198461538,6.79457368421,6.337175,6.43638181818,5.59043333333,5.77473333333,6.42167894737,5.51893142857
S10093,6.49756666667,5.96946,6.93480666667,6.96778529412,6.52191538462,5.661925,7.24422068966,6.6748,7.365375,5.56351666667,5.76320625,6.35179090909,5.46156923077,6.73025263158,6.35821666667,6.62232727273,6.0812,5.75705555556,6.32720526316,5.66457714286
S10094,6.7903,6.12442,7.05322666667,7.13072352941,7.12128461538,5.378325,7.40209655172,6.93428333333,7.808625,5.45654166667,5.92893125,6.64652727273,5.26009230769,7.03491578947,6.55640833333,6.83175454545,5.89988666667,6.0779,6.74431578947,5.40514857143
S1010,6.98771333333,6.22936,7.03691333333,7.13437941176,6.79963076923,5.7992,7.08796551724,6.98235,8.2672,5.61605,5.90088125,6.61173636364,5.40756153846,6.97241578947,6.11605,6.85993636364,5.94672,5.95783333333,6.60167368421,5.57322285714
S10111,6.9458,6.2168,6.96428,7.00566176471,7.14652307692,5.68455,7.19245172414,7.31185,8.55935,5.29316666667,5.75455,6.73325454545,5.28578461538,6.96471052632,6.67584166667,6.94397272727,6.03822666667,6.08076666667,6.61367368421,5.32408
S10116,6.89965333333,6.15694,6.60763333333,7.13508823529,6.52343076923,5.559875,6.59146551724,7.13275,8.3747,5.32553333333,5.99490625,6.48609090909,5.28140769231,6.78630526316,5.99,6.813,5.84827333333,5.9476,6.50856315789,5.48714857143
S10119,6.87141333333,6.03374,6.77611333333,6.92700882353,6.99684615385,5.390875,6.90618965517,7.11303333333,8.32515,5.469775,5.80245625,6.51328181818,5.45661538462,6.82252105263,6.45784166667,6.71145454545,5.98033333333,5.88952222222,6.46872631579,5.5318
S10121,6.86572666667,6.01456,6.66446666667,6.97266176471,7.01773076923,5.655375,7.11472413793,6.7794,8.195625,5.24095833333,5.840625,6.46200909091,5.28316153846,6.89436842105,6.38000833333,6.69012727273,5.66860666667,5.8565,6.49785789474,5.39091428571
S10130,6.66674666667,6.0177,6.77338,7.05271470588,6.81656153846,5.3367,7.2145137931,6.49895,7.69055,5.52013333333,5.83141875,6.53374545455,5.38758461538,6.98164210526,6.01875833333,6.62642727273,5.75635333333,5.9473,6.4271,5.59554
S10140,7.15426666667,6.2014,7.10314,7.08146176471,7.07653076923,5.073275,7.62659310345,6.55795,7.741325,5.46465,6.0635125,6.60391818182,5.31208461538,7.14738947368,6.79220833333,6.78923636364,5.97480666667,6.08746666667,6.72690526316,5.29068857143
S10142,7.09737333333,6.24656,6.81858,6.95205,7.34669230769,5.8056,6.79620344828,6.86953333333,7.74915,5.45671666667,5.74495,6.43292727273,5.22846923077,6.76673157895,6.680125,6.63239090909,5.85750666667,6.00093333333,6.40754736842,5.42709142857
S10150,6.59679333333,5.96974,6.97396,7.0595,6.72,5.644525,7.68166206897,6.17096666667,6.988775,5.27714166667,6.0614875,6.44612727273,5.33298461538,6.97455263158,6.436025,6.74111818182,5.76238666667,5.83264444444,6.43411578947,5.50346857143
S10155,6.91919333333,6.03704,7.06374,7.01331764706,6.99060769231,5.947025,7.16511034483,7.26506666667,8.38185,5.385925,5.86738125,6.55936363636,5.3394,7.05989473684,6.6763,6.8101,5.98191333333,5.95371111111,6.58328947368,5.45415714286
S1016,6.60612666667,6.22788,6.95988666667,6.96032352941,7.06162307692,5.180425,7.07884482759,6.75826666667,7.762125,5.34531666667,5.6633,6.3712,5.2456,6.77313684211,6.56590833333,6.55410909091,5.62504666667,5.80833333333,6.36991578947,5.44947428571
S10163,7.10432,6.22694,6.86870666667,7.28129117647,6.38111538462,5.536825,7.27348275862,6.82705,8.19325,5.44068333333,6.05744375,6.58061818182,5.40083846154,7.07234210526,6.22726666667,6.67310909091,5.79844666667,6.06644444444,6.65177894737,5.55155428571
S10167,6.70766666667,6.05886,6.92429333333,6.96016764706,6.96667692308,6.3077,7.15268965517,6.83751666667,8.175825,5.47640833333,6.08006875,6.34516363636,5.52331538462,6.85703157895,6.486525,6.73287272727,5.9588,6.08694444444,6.44253157895,5.50046
S10168,7.01972,6.20378,6.74622666667,6.96921176471,7.20126153846,6.01575,6.91169655172,6.90525,8.24305,5.33730833333,5.80235625,6.52085454545,5.31015384615,6.92974736842,6.48455,6.7403,5.83926,5.9502,6.49297368421,5.40198571429
S10173,7.19012666667,6.08068,6.68764,6.94839705882,6.88163846154,5.587275,7.15176551724,7.2642,8.5558,5.36625,5.64380625,6.56276363636,5.37476153846,6.72264736842,6.38358333333,6.87047272727,5.90316666667,5.79063333333,6.52483684211,5.44638
S10175,6.81352,6.07748,6.72728666667,7.02087941176,7.05513076923,5.482975,7.23319655172,6.77785,7.749975,5.43083333333,5.86341875,6.37551818182,5.38128461538,6.90248421053,6.751675,6.66126363636,5.87776,5.91527777778,6.50940526316,5.39219714286
S10179,6.79359333333,6.13786,7.11147333333,7.07258823529,7.38893846154,5.9904,7.16246206897,7.62795,8.7261,5.38685833333,5.906675,6.71785454545,5.36010769231,6.87473684211,6.76538333333,7.07656363636,6.29998,6.15415555556,6.74182105263,5.33024
S10186,7.17078666667,6.22636,6.98273333333,6.98067647059,6.97318461538,5.949825,6.46819655172,7.08833333333,8.3852,5.4691,5.71665625,6.62310909091,5.48462307692,6.58884210526,6.274125,6.74153636364,6.09666666667,5.99743333333,6.54963684211,5.45140857143
S1019,6.92359333333,6.26808,6.87852666667,6.97646764706,6.78779230769,5.69075,6.81791724138,7.00115,8.089,5.38199166667,5.8019625,6.48347272727,5.23487692308,6.93138421053,6.54726666667,6.70523636364,5.83880666667,5.88056666667,6.52341578947,5.44714571429
S10190,7.0098,5.96782,7.01942666667,7.00735882353,7.22901538462,5.5506,7.3018137931,7.67998333333,8.729375,5.4134,6.005275,6.64539090909,5.44559230769,6.84777894737,6.7714,7.00722727273,6.23414666667,6.04677777778,6.58545263158,5.42933428571
