	B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
A	0	0.0183203963614075	0.051534196845779	0.314292964110078	0.429886567665639	0.185965875017096	0
B	0	0.0162988405346448	0.0507728252214569	0.313867334448456	0.430861644270339	0.188199355525103	0
C	0	0	0	0.310173199920012	0.417690481278356	0.272136318801632	0
D	0	0	0	0.308733872065962	0.417038772703126	0.274227355230911	0
E	0	0	0.0108965168937368	0.333641268600677	0.424541112001044	0.230921102504542	0
F	0	0	0.0377750379272327	0.374057048304145	0.430419967212335	0.157747946556287	0
G	0	0.0279581521478343	0.0627283637433992	0.291775994496848	0.454576204286239	0.16296128532568	0
H	0	0.0594149341242484	0.0836657476007343	0.291058814987353	0.426780051916882	0.139080451370782	0
I	0	0.0622967103173624	0.082177594033102	0.290940244484612	0.426499218962285	0.138086232202639	0
J	0	0	0	0.310770249952898	0.403195719811353	0.286034030235749	0
K	0	0	0	0.347347583280768	0.402943534630734	0.249708882088497	0
L	0	0	0	0.309763834880484	0.41408447521663	0.276151689902885	0
