Bcells	CD4_Tcells	CD8_Tcells	Monocytes	Neutrophils	NKcells	otherCells
S10001	0.0256666902209139	0.1109197424428	0.0593622843720292	0.0215430754080968	0.177918149439054	0.00258060279079244	0.602009455326313
S10006	0.0270612167508934	0.102880362718339	0.0585112879152789	0.0202858505205122	0.164449435327155	0.00233188422209885	0.624479962545723
S1001	0.0246840328783119	0.101779512395212	0.0656193792396981	0.0223455824871549	0.160606313842111	0.00261923699385264	0.62234594216366
S10010	0.0229881846819534	0.102975253109603	0.0645602868781036	0.0224947998673099	0.177116729016986	0.00270462650608299	0.607160119939961
S10011	0.0253477684890854	0.111428897222037	0.0618109682951342	0.0216811735791347	0.17254963469227	0.00291173353709638	0.604269824185242
S10014	0.0258549263258623	0.102810631402099	0.063811043795462	0.0221506919950842	0.164892912163283	0.00308336222473491	0.617396432093475
S10026	0.025002312466411	0.110390837230584	0.061154470491849	0.0216501737012235	0.1641422698499	0.00315650440197232	0.614503431858061
S10032	0.025743597028093	0.108477662372451	0.0603574101724147	0.0239560503954416	0.164024191415426	0.00332218045338456	0.614118908162789
S10036	0.0246450788172378	0.101081353073894	0.0621794740751474	0.0215606337844306	0.162080599998506	0.002724365884534	0.625728494366251
S10042	0.0259159080290007	0.107615296576563	0.062509054214182	0.0217776187629198	0.167887724994438	0.00299710356698914	0.611297293855907
S10044	0.025564802235932	0.11042814620948	0.0630606638118532	0.0220584396012128	0.167558012122764	0.00280998312471011	0.608519952894048
S10049	0.0260571646539616	0.106669089094797	0.070290838947884	0.0223236735171366	0.163663502697746	0.00201790441580692	0.608977826672668
S10057	0.0263391047273389	0.108559609680624	0.0543532545966778	0.0205904539459913	0.15844097044604	0.00364457156056961	0.628072035042758
S10062	0.0256747932995717	0.106158477440324	0.0707663777772874	0.0231151898259568	0.168806105100863	0.00230418209841292	0.603174874457584
S10066	0.0240793644945153	0.11796778515074	0.0513557450707971	0.0220044400689134	0.183104476890764	0.00335960822302953	0.598128580101242
S10067	0.0260770021708447	0.113212400556685	0.066842537085357	0.0222852136396234	0.161966064539066	0.00266374580199134	0.606953036206433
S1007	0.0260573023326906	0.104285583494025	0.0589547758557317	0.0221307180189044	0.169505883236532	0.00321280614521001	0.615852930916906
S10073	0.0251992060899158	0.111818450910433	0.0722791240170803	0.0222335140715669	0.170429196188693	0.00239298813051089	0.5956475205918
S10077	0.0272528514426894	0.106292559244828	0.0602421648318569	0.0224023480193423	0.172280739622081	0.00309999487522937	0.608429341963972
S10080	0.0261162110564791	0.0968291068891084	0.065904349262271	0.0221391401183177	0.173062277598029	0.00310273165046617	0.612846183425329
S10082	0.0266665574771946	0.120119318239267	0.0583481570878797	0.0226605565672164	0.166264599959548	0.00233044072484635	0.603610369944048
S10087	0.02726242083966	0.115056914604924	0.062572630942586	0.022609670342535	0.166353937290287	0.00294042518917107	0.603204000790836
S10089	0.0260141939016977	0.11006570581203	0.058825219479369	0.0214474943720486	0.174749476776862	0.00329793738394793	0.605599972274045
S1009	0.0285945126183872	0.117122393164332	0.0633647750169756	0.0218321782993338	0.162926725812077	0.00297782979295623	0.603181585295938
S10090	0.0230714357370094	0.107469540465934	0.0625033858666871	0.0209344257398699	0.174810932799695	0.00216396158929911	0.609046317801506
S10093	0.02384234737622	0.0939400178676521	0.0640420850934902	0.0202954448045926	0.162334784645505	0.00303672054610553	0.632508599666435
S10094	0.0246342539119174	0.109721873493558	0.0602407207531182	0.0227102976918985	0.168707869430644	0.00305308697382332	0.61093189774504
S1010	0.0262782123041018	0.105315974209018	0.0720116923259683	0.0223110752267645	0.169739612956165	0.00241507834267027	0.601928354635312
S10111	0.0251629309087457	0.116888088547872	0.0621695307835111	0.0222374943753447	0.16543885317915	0.00322682714633802	0.604876275059038
S10116	0.0259711777515937	0.106119561702267	0.0754992951559193	0.0213848666319724	0.162321450637041	0.0026316595742052	0.606071988547002
S10119	0.0265824900080457	0.103582232269138	0.0701973299463959	0.0215117587083191	0.162240856257063	0.002111584459334	0.613773748351704
S10121	0.0256586669036806	0.102535059475701	0.0750231682376308	0.0221850546038271	0.165052116638484	0.00199011973775142	0.607555814402925
S10130	0.0252614531991598	0.105947465721858	0.0590192364408038	0.0217994498228785	0.174959840188046	0.00321694801217524	0.609795606615079
S10140	0.0271286768005002	0.103580795809206	0.0580318688587817	0.022564494388939	0.175156649613261	0.00262019000040096	0.610917324528911
S10142	0.0271770169468251	0.105323766969981	0.0646839494614573	0.0222995443153839	0.154515194809777	0.00356036509988631	0.622440162396689
S10150	0.0235769820437263	0.0952616105665668	0.0576316324061519	0.0211595237954785	0.180538388684177	0.00393502632856697	0.617896836175333
S10155	0.0255237750187173	0.111601876283863	0.0631149176005349	0.0217655391286693	0.167451797032545	0.00269854182835273	0.607843553107318
S1016	0.024846607850468	0.104836480774316	0.0630507850688386	0.0216343751214958	0.161067783154761	0.00307583547140449	0.621488132558716
S10163	0.0259797973159666	0.10572718464024	0.0604240304327889	0.0208180517294415	0.177025377812818	0.00341638551645904	0.606609172552285
S10167	0.0246054957533682	0.0934033746940985	0.0664591696749046	0.0206540118635703	0.162120826826089	0.003418637102954	0.629338484085015
S10168	0.02577280160901	0.107897005994449	0.0679679789524138	0.0215695199687316	0.160386733315958	0.00318905289602164	0.613216907263415
S10173	0.0288738126271238	0.112011282951162	0.0637218422540788	0.0215555506440912	0.16593167452393	0.00246609977932353	0.605439737220291
S10175	0.0253912206330005	0.109135683165546	0.0571495480592428	0.0214240557823457	0.167520195962075	0.00319822437085158	0.616181072026939
S10179	0.0241580380777463	0.103451979487419	0.0746420377576157	0.0219743447808164	0.154811598195551	0.00280490022165715	0.618157101479194
S10186	0.0267767178295281	0.111894652129585	0.0717979605777877	0.0221996012697274	0.145678015187208	0.00202179852957009	0.619631254476594
S1019	0.0261133364392172	0.11334331661951	0.0588910279532758	0.022334238139128	0.159004206766951	0.00327417986168003	0.617039694220239
S10190	0.0267739607081399	0.110703262422062	0.0679177533140074	0.0224753749643316	0.160546350539174	0.00226611081118356	0.609317187241102
S10195	0.0248777406905305	0.103008529061088	0.059541233944478	0.0213457710087025	0.174872515205831	0.00327153170797672	0.613082678381393
S10196	0.0245308526994531	0.110066741514417	0.0601465671405239	0.0221303842633039	0.168448899234283	0.00326268602525001	0.611413869122769
S10200	0.0238734351897408	0.105409489637551	0.061047381470459	0.0222358605302468	0.165357209395909	0.0036342889046618	0.618442334871432
S10201	0.0253677898005708	0.0944398673735927	0.0562810848882097	0.0217813163442718	0.180932145388191	0.00331658704278605	0.617881209162378
S10202	0.0256614978596493	0.108781377482311	0.0621304193008099	0.022359192512979	0.168502666841768	0.00379822707198585	0.608766618930497
S10205	0.0268300806703148	0.115221723477961	0.0556872325029588	0.0215902489090569	0.173829171054056	0.00354115910687027	0.603300384278783
S10211	0.0236755446654997	0.0913579022060075	0.0749959964909421	0.0218198438353345	0.157416050739147	0.00208727283339892	0.628647389229671
S10221	0.024495456339882	0.10493667542337	0.0698378633653185	0.0219251070027649	0.165502796661224	0.0024464430585977	0.610855658148842
S10222	0.0251716971659066	0.101637355481037	0.0601507109300333	0.0212178530641816	0.166453972143794	0.00251120462454455	0.622857206590503
S10226	0.0265726200692079	0.10604948502783	0.0660116468888196	0.0220939757829597	0.170435343054233	0.00251071634221363	0.606326212834737
S10227	0.0248517326621988	0.109860403825188	0.0547084130354186	0.0215382511157454	0.170476183943829	0.00295687835552023	0.6156081370621
S10228	0.0243233990145305	0.108171206278168	0.0661586065447113	0.0214697741644261	0.166455039206422	0.00283452612174857	0.610587448669994
S10232	0.0274101619832562	0.106849706110542	0.0695683228813231	0.019881810868805	0.150345334513814	0.00253488945841188	0.623409774183848
S10248	0.0256098674328161	0.102853402475135	0.0715168933992187	0.021262033798378	0.162515834621771	0.00221909404474119	0.61402287422794
S10249	0.0240215404799989	0.102991182665652	0.062990583414551	0.0239025103277525	0.175657254290255	0.00290347970455643	0.607533449117234
S1025	0.026131598263256	0.110777463880739	0.0643892617765129	0.0226334019196896	0.160584409939957	0.00320007520256689	0.612283789017279
S10266	0.0254880776808013	0.102871253807096	0.0654555982738336	0.0220589844893321	0.176691171945913	0.00254722419891079	0.604887689604114
S10269	0.0276327308323049	0.104200361407074	0.0611383749169568	0.0215554120831548	0.168499189800961	0.00316235630822292	0.613811574651326
S10272	0.0235268472189208	0.100932833862879	0.0595579332493662	0.0210572218348475	0.168576085306227	0.0024236192213434	0.623925459306416
S10273	0.0271470402930126	0.104258554655108	0.0605333671208139	0.021450323639164	0.170284777312192	0.00372551492300017	0.612600422056709
S10274	0.0252645746073344	0.106111929047959	0.0585223405054711	0.0215490490333447	0.170627956148846	0.00314129309029485	0.61478285756675
S1028	0.0245899479818121	0.104842358135034	0.0629598697833733	0.0220781540799607	0.173909457160331	0.00220968954451238	0.609410523314976
S10280	0.0244977276124106	0.106166444514069	0.0745673017501431	0.0226881444278925	0.164515046274555	0.00193160751559973	0.605633727905331
S10283	0.0262472649868403	0.111043636679503	0.0706040142338073	0.0230826120502568	0.157647159118304	0.00289560538662111	0.608479707544668
S1029	0.0253955460727311	0.110013710381874	0.0615597441466892	0.0218653068265976	0.165410149427973	0.00304597201553694	0.612709571128597
S10292	0.0260919582396729	0.114745796080668	0.0597467320143697	0.0211127565556385	0.16011684583975	0.00271189387636037	0.615474017393541
S10294	0.0253543422770797	0.10091727032127	0.0731598321542484	0.0221082904501233	0.157329849733956	0.00230306971847099	0.618827345344852
S10302	0.0252131045094866	0.107134959789558	0.0654167624959515	0.0218026642334735	0.162702652712352	0.00282034959057584	0.614909506668603
S10303	0.0258865315196655	0.104477763693261	0.0629608371257516	0.0222506817248408	0.17096222134953	0.00337997233001493	0.610081992256936
S10323	0.0261387479957918	0.10410311648106	0.0657508214111236	0.0217195471861763	0.170502803757738	0.00275958289481928	0.60902538027329
S10326	0.0257932058119354	0.101521590555103	0.0687473750665185	0.0225009220202302	0.16537657173331	0.00296039540971069	0.613099939403193
S10328	0.0254385702813878	0.104132163426833	0.0748188013770941	0.0215983376699987	0.170441043472641	0.00299243535605146	0.600578648415994
S10329	0.027557580238152	0.111517344382386	0.0617313022187004	0.0227401049059867	0.166639460447763	0.00296304021822787	0.606851167588784
S10336	0.0255195597721921	0.106205878927928	0.0575186268287081	0.0226532571918264	0.168075755562077	0.00378552240957618	0.616241399307692
S10340	0.0277358164908162	0.11358867201102	0.0619404258261693	0.0219992823673765	0.16994992667798	0.00280872035515116	0.601977156271487
S10347	0.0251700672357781	0.107118499753274	0.0616127460379303	0.0214031937256007	0.170621632209567	0.0033050932235341	0.610768767814315
S10353	0.0288773711426444	0.111546601889249	0.0552142079704934	0.0218473612645846	0.170630753282141	0.00320241442637263	0.608681290024515
S10356	0.0270401863836043	0.113636415821921	0.0594568395140623	0.0220257346476171	0.166004193007646	0.00327989756933941	0.60855673305581
S10358	0.0243956033508248	0.1095706711391	0.0617545184310455	0.0227882940677829	0.171143700487507	0.00281095163911751	0.607536260884623
S10365	0.0250739405664105	0.110398471747537	0.0557480496181904	0.0223846258741331	0.168700317056443	0.00316944520106512	0.614525149936221
S1037	0.0274816466594515	0.110589424052384	0.0762695973639907	0.0218255002823013	0.156695697675297	0.00256721267150323	0.604570921295073
