CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
S15368	0.044	0.1089	0.1272	0.0977	0.2209	0.1736	0.1448	0.0829
S15372	0.0297	0.0989	0.177	0.1038	0.2381	0.1463	0.1141	0.0923
S15374	0.0472	0.1336	0.1087	0.1255	0.1694	0.1599	0.1433	0.1124
S15375	0.0386	0.0942	0.1388	0.0944	0.2428	0.1703	0.1485	0.0726
S15380	0.0468	0.1191	0.1214	0.1071	0.1841	0.1833	0.1631	0.0751
S15382	0.0258	0.1155	0.1471	0.0917	0.1941	0.171	0.1769	0.078
S1539	0.0342	0.1094	0.1772	0.1463	0.1767	0.1507	0.0931	0.1125
S15394	0.0426	0.1024	0.137	0.1242	0.1777	0.1659	0.1871	0.0631
S15401	0.0381	0.1037	0.1381	0.0943	0.2175	0.1658	0.1552	0.0873
S15413	0.043	0.1289	0.1231	0.1104	0.1627	0.1793	0.1445	0.1082
S15417	0.0478	0.0926	0.1443	0.0935	0.2584	0.1579	0.1259	0.0797
S1542	0.0386	0.1222	0.1421	0.109	0.2028	0.1648	0.1396	0.0809
S15420	0.0294	0.1127	0.167	0.1618	0.1031	0.2042	0.1657	0.056
S15427	0.0538	0.1073	0.1431	0.1025	0.1812	0.197	0.1373	0.0778
S15428	0.0415	0.1452	0.1218	0.1039	0.151	0.1678	0.1696	0.0992
S15429	0.0269	0.1419	0.1409	0.0972	0.2093	0.1857	0.107	0.091
S15432	0.0321	0.1056	0.1911	0.125	0.2037	0.1359	0.1464	0.0603
S15433	0.0457	0.1114	0.1681	0.1186	0.1908	0.1696	0.1086	0.0873
S1544	0.0589	0.074	0.1439	0.096	0.2335	0.166	0.136	0.0916
S15446	0.0352	0.1269	0.1535	0.1237	0.1904	0.1788	0.1184	0.0731
S15452	0.025	0.0875	0.2299	0.0989	0.245	0.117	0.1158	0.081
S15455	0.0344	0.1028	0.1482	0.1224	0.2581	0.1703	0.0821	0.0816
S15458	0.0435	0.1044	0.1872	0.1066	0.1972	0.1553	0.1131	0.0927
S1546	0.0287	0.1051	0.1559	0.0941	0.2478	0.1833	0.0966	0.0886
S15463	0.035	0.1018	0.1638	0.0827	0.2347	0.1532	0.1699	0.0589
S15470	0.0362	0.1076	0.1447	0.1358	0.2232	0.1309	0.1189	0.1026
S15479	0.0431	0.0963	0.1731	0.1052	0.2434	0.1499	0.1254	0.0636
S15487	0.0257	0.1282	0.1548	0.1067	0.1864	0.1868	0.1165	0.0948
S15490	0.0495	0.1311	0.1114	0.1398	0.1855	0.1643	0.1384	0.0799
S15496	0.0459	0.098	0.1775	0.1262	0.1325	0.1404	0.1353	0.1443
S1550	0.0418	0.1064	0.1782	0.1198	0.1969	0.1539	0.1461	0.057
S15503	0.0425	0.1017	0.166	0.1292	0.2582	0.148	0.0872	0.0671
S15513	0.0538	0.0699	0.1742	0.0828	0.2624	0.1446	0.1591	0.0532
S15515	0.0411	0.1172	0.1786	0.1114	0.2024	0.1475	0.1289	0.0729
S15525	0.0396	0.122	0.1492	0.1056	0.2037	0.1848	0.1144	0.0808
S15526	0.0483	0.1125	0.1443	0.1184	0.2007	0.1521	0.17	0.0537
S15527	0.0384	0.1	0.1714	0.1022	0.2495	0.1582	0.1159	0.0645
S15528	0.0369	0.1129	0.1476	0.1244	0.2237	0.1479	0.1083	0.0982
S15543	0.0317	0.1115	0.1392	0.12	0.2051	0.1642	0.1052	0.1232
S15545	0.0314	0.099	0.1842	0.0766	0.2736	0.142	0.131	0.0622
S15556	0.039	0.1029	0.1524	0.109	0.1877	0.1627	0.1695	0.0767
S15558	0.0381	0.1234	0.1574	0.1132	0.2068	0.1983	0.1141	0.0488
S15570	0.0477	0.1465	0.115	0.1064	0.2121	0.1748	0.1123	0.0852
S15571	0.0611	0.105	0.1525	0.0955	0.1854	0.1525	0.1714	0.0765
S15574	0.049	0.1151	0.1413	0.1078	0.1683	0.1807	0.1493	0.0884
S15580	0.0411	0.0956	0.2042	0.1007	0.1915	0.1762	0.1504	0.0403
S15585	0.0311	0.1062	0.1325	0.1411	0.2156	0.155	0.1076	0.111
S15587	0.0462	0.0934	0.1646	0.092	0.1842	0.1913	0.1473	0.0811
S15589	0.0453	0.0927	0.15	0.0998	0.2381	0.1565	0.1505	0.067
S15600	0.053	0.1015	0.173	0.1199	0.1831	0.1473	0.1717	0.0504
S15605	0.0516	0.0934	0.1392	0.1176	0.2149	0.1711	0.1224	0.0899
S1561	0.0318	0.1286	0.1331	0.0998	0.2313	0.1801	0.1209	0.0744
S15618	0.0323	0.1003	0.1634	0.0978	0.1442	0.1652	0.1939	0.1029
S15621	0.0418	0.1106	0.1303	0.1155	0.2202	0.1336	0.1729	0.075
S15628	0.0322	0.0932	0.1854	0.1478	0.2053	0.1606	0.0943	0.0812
S15629	0.0394	0.0966	0.1838	0.1353	0.1619	0.1796	0.1125	0.0909
S15631	0.044	0.1102	0.1624	0.111	0.18	0.1728	0.1575	0.0619
S15634	0.0372	0.1115	0.1658	0.1186	0.2058	0.1545	0.1349	0.0717
S1564	0.0257	0.0934	0.2313	0.1719	0.2162	0.1234	0.0835	0.0546
S15648	0.0427	0.0777	0.2021	0.1495	0.1939	0.1233	0.1518	0.059
S15659	0.0401	0.1019	0.178	0.1155	0.1964	0.2043	0.1042	0.0597
S15677	0.0357	0.096	0.1313	0.1029	0.1805	0.1636	0.1926	0.0973
S15683	0.0371	0.1062	0.1734	0.1118	0.2112	0.1466	0.1293	0.0843
S15689	0.0533	0.0894	0.1465	0.1099	0.2299	0.1612	0.1523	0.0575
S15690	0.0391	0.106	0.1032	0.1011	0.2426	0.1742	0.1619	0.0718
S15692	0.0371	0.0833	0.1625	0.0943	0.2492	0.1394	0.1558	0.0783
S15693	0.0329	0.101	0.1527	0.1067	0.2811	0.1508	0.1207	0.0541
S15703	0.0406	0.0909	0.1591	0.0934	0.2469	0.1515	0.148	0.0696
S15705	0.0619	0.141	0.0741	0.0961	0.1563	0.1789	0.1865	0.1052
S1572	0.0443	0.0846	0.1863	0.103	0.289	0.1379	0.0864	0.0684
S15722	0.0628	0.1054	0.1772	0.1039	0.2619	0.1552	0.0807	0.0529
S15730	0.0439	0.163	0.1034	0.1281	0.1909	0.1872	0.1247	0.0587
S15732	0.05	0.0892	0.1918	0.0741	0.0915	0.1813	0.2517	0.0704
S15738	0.0472	0.1204	0.1739	0.1049	0.1801	0.1736	0.1238	0.0762
S1574	0.035	0.0869	0.211	0.1048	0.2114	0.1557	0.1364	0.0588
S1576	0.0248	0.1085	0.1397	0.1412	0.2246	0.1682	0.1001	0.0929
S15768	0.0331	0.1046	0.1728	0.1144	0.1916	0.1615	0.1457	0.0765
S1577	0.055	0.1134	0.1818	0.0827	0.178	0.1453	0.1795	0.0644
S15770	0.062	0.1086	0.1558	0.1079	0.1875	0.1598	0.118	0.1004
S15778	0.0448	0.1053	0.1926	0.1183	0.1688	0.1524	0.1309	0.0868
S1578	0.0616	0.1274	0.1374	0.0851	0.1962	0.174	0.1328	0.0855
S15781	0.0466	0.1026	0.1496	0.1419	0.169	0.155	0.171	0.0643
S15789	0.038	0.1018	0.1517	0.1381	0.1735	0.1614	0.1143	0.1212
S15791	0.0412	0.1091	0.1326	0.1058	0.2472	0.1781	0.1064	0.0796
S15795	0.0506	0.1399	0.1148	0.1109	0.1142	0.2162	0.1472	0.1063
S15802	0.0422	0.1076	0.1906	0.0862	0.1947	0.171	0.1521	0.0557
S15816	0.0372	0.1092	0.1397	0.1211	0.1704	0.199	0.14	0.0834
S15819	0.0323	0.1273	0.1534	0.1575	0.1918	0.1712	0.0824	0.084
S15825	0.0314	0.104	0.1529	0.1102	0.2018	0.1825	0.0824	0.1348
S15828	0.0527	0.1039	0.1358	0.1067	0.2479	0.1592	0.1024	0.0913
S15833	0.0339	0.0976	0.1901	0.1308	0.2071	0.1482	0.1081	0.0842
S15834	0.0422	0.1376	0.1267	0.1227	0.2044	0.1751	0.1248	0.0665
S15840	0.0483	0.1086	0.1485	0.1079	0.1847	0.1736	0.1557	0.0728
S15844	0.0286	0.1091	0.1453	0.1039	0.3273	0.1381	0.0983	0.0493
S15851	0.0272	0.096	0.1719	0.1403	0.2058	0.1494	0.1266	0.0828
S15862	0.0586	0.1147	0.1431	0.1257	0.2328	0.1515	0.0945	0.0792
S15863	0.0331	0.1402	0.1265	0.1717	0.1584	0.1696	0.128	0.0725
S15878	0.0464	0.1011	0.2347	0.0968	0.1404	0.1569	0.1749	0.0489
S1588	0.0499	0.0991	0.1632	0.0943	0.2098	0.1602	0.1636	0.0599
S15886	0.0341	0.1088	0.1675	0.082	0.2388	0.1661	0.1219	0.0807
S15887	0.0322	0.1184	0.1798	0.0978	0.1811	0.166	0.1642	0.0605
S15895	0.0321	0.1072	0.1786	0.1252	0.1968	0.1587	0.1091	0.0922
S15898	0.0304	0.0973	0.1468	0.1114	0.2335	0.1671	0.1184	0.0951
S15903	0.0332	0.1217	0.142	0.1002	0.2156	0.1809	0.1266	0.0799
S15908	0.0411	0.0902	0.1757	0.1254	0.2249	0.1429	0.1218	0.0781
S15910	0.0383	0.1004	0.153	0.1331	0.1709	0.1357	0.0807	0.1878
S15925	0.0388	0.1232	0.1632	0.0991	0.2065	0.1615	0.135	0.0727
S1593	0.0525	0.1128	0.1537	0.0871	0.188	0.1604	0.1424	0.1031
S15931	0.0194	0.0986	0.241	0.0973	0.2834	0.1337	0.0463	0.0804
S15941	0.0225	0.1046	0.1804	0.1036	0.2187	0.1659	0.1392	0.0651
S15946	0.0388	0.1333	0.1144	0.1192	0.1924	0.1753	0.143	0.0836
S15955	0.0521	0.1084	0.1677	0.1041	0.2295	0.1565	0.1239	0.0577
S15956	0.122	0.271	0.0764	0.1037	0.1066	0.1259	0.1129	0.0813
S15960	0.0288	0.0904	0.199	0.1076	0.2393	0.1538	0.107	0.0741
S15966	0.0462	0.1012	0.1577	0.0945	0.1935	0.1808	0.1027	0.1234
S15973	0.033	0.1019	0.1923	0.0973	0.2381	0.1386	0.1239	0.0749
S15974	0.0501	0.0915	0.1587	0.1174	0.225	0.1261	0.1814	0.0497
S15976	0.0352	0.1101	0.1851	0.1263	0.2029	0.148	0.1164	0.076
S15978	0.0351	0.1126	0.1716	0.0978	0.1675	0.1526	0.1622	0.1007
S15979	0.0424	0.1269	0.1366	0.1144	0.198	0.1794	0.1318	0.0705
S15981	0.0496	0.1045	0.1825	0.104	0.1364	0.1882	0.1505	0.0845
S15984	0.032	0.1177	0.1696	0.11	0.1848	0.1628	0.1248	0.0983
S15994	0.036	0.085	0.1758	0.0964	0.2625	0.1495	0.1349	0.06
S15996	0.0303	0.0955	0.1619	0.1377	0.2478	0.1275	0.1408	0.0585
S15998	0.0932	0.0723	0.1623	0.1032	0.1069	0.1664	0.2184	0.0773
S160	0.0193	0.093	0.14	0.1501	0.1708	0.1764	0.112	0.1384
S1600	0.0768	0.0922	0.1422	0.1012	0.2054	0.1548	0.1576	0.0698
S16012	0.0442	0.1007	0.12	0.2199	0.135	0.1296	0.0809	0.1697
S16013	0.0358	0.0846	0.1544	0.0959	0.2571	0.1698	0.1213	0.0811
S16022	0.0366	0.1077	0.1785	0.1042	0.2577	0.1655	0.08	0.0699
S16037	0.0313	0.0972	0.149	0.1041	0.2383	0.1542	0.1543	0.0716
S16038	0.0431	0.1115	0.1435	0.127	0.1874	0.1804	0.1141	0.0929
S16040	0.0619	0.0972	0.1374	0.1039	0.206	0.1711	0.159	0.0635
S16048	0.0333	0.117	0.147	0.1106	0.2458	0.157	0.12	0.0693
S16054	0.0362	0.1003	0.1616	0.1556	0.2354	0.1461	0.1083	0.0565
S16056	0.021	0.0889	0.1496	0.1429	0.2293	0.1906	0.1091	0.0686
S16069	0.0413	0.1034	0.1446	0.0969	0.1588	0.1708	0.2159	0.0684
S1609	0.0427	0.1179	0.146	0.0999	0.202	0.1711	0.1428	0.0776
S16093	0.0412	0.1144	0.1652	0.0977	0.2147	0.1767	0.104	0.0862
S16097	0.0234	0.1332	0.1633	0.1009	0.2249	0.1533	0.1368	0.0643
S16099	0.1035	0.3265	0.0731	0.0822	0.0825	0.1211	0.1173	0.0939
S16108	0.0404	0.0792	0.1759	0.1428	0.2288	0.1436	0.0683	0.1208
S16109	0.0275	0.1205	0.1257	0.0989	0.1382	0.1604	0.2344	0.0944
S1611	0.0384	0.0895	0.246	0.1159	0.1397	0.1511	0.134	0.0854
S16112	0.0417	0.1017	0.1469	0.1136	0.217	0.1808	0.1124	0.0859
S16116	0.0277	0.119	0.1748	0.0928	0.2404	0.1945	0.1005	0.0504
S16118	0.041	0.103	0.2214	0.1171	0.2204	0.1364	0.1029	0.0577
S16122	0.0298	0.1112	0.212	0.0978	0.2196	0.1371	0.1203	0.0722
S16126	0.0297	0.1079	0.1688	0.1076	0.2332	0.1696	0.113	0.0702
S16130	0.0189	0.1362	0.142	0.0924	0.2523	0.1807	0.1039	0.0736
S16138	0.0722	0.1228	0.112	0.1081	0.1697	0.1876	0.141	0.0866
S16146	0.0429	0.0861	0.1897	0.0955	0.2559	0.1559	0.1304	0.0436
S16147	0.0352	0.0805	0.1678	0.1166	0.2525	0.158	0.1528	0.0365
S16151	0.0544	0.0889	0.1529	0.1061	0.15	0.1632	0.2184	0.066
S16154	0.0299	0.0955	0.1911	0.1213	0.2306	0.1524	0.1232	0.0561
S16155	0.0319	0.1093	0.1631	0.1	0.1713	0.1705	0.1759	0.078
S16160	0.0522	0.099	0.1258	0.1423	0.201	0.1705	0.1338	0.0754
S16163	0.029	0.1014	0.2033	0.101	0.2204	0.1657	0.1058	0.0734
S16167	0.0459	0.1401	0.1114	0.1198	0.176	0.1736	0.1401	0.0932
S16168	0.036	0.1136	0.1572	0.1322	0.228	0.159	0.1089	0.0651
S16169	0.0402	0.119	0.1451	0.1424	0.1743	0.1654	0.1332	0.0805
S16170	0.0569	0.1072	0.1307	0.0892	0.1701	0.1773	0.1646	0.1039
S16171	0.0431	0.1049	0.1419	0.1365	0.1813	0.1821	0.1198	0.0904
S16178	0.0216	0.0903	0.1421	0.1412	0.2935	0.1237	0.1337	0.0538
S16180	0.0333	0.1185	0.1284	0.1046	0.278	0.1683	0.1043	0.0648
S16187	0.0349	0.0926	0.1873	0.1021	0.2891	0.1301	0.0956	0.0684
S16195	0.0436	0.0906	0.1862	0.0958	0.202	0.1412	0.1774	0.0631
S16199	0.0359	0.1077	0.1681	0.1171	0.1871	0.1599	0.1339	0.0903
S1620	0.0487	0.0823	0.1292	0.1123	0.2788	0.1574	0.1365	0.0548
S16203	0.0445	0.1188	0.1296	0.1088	0.2066	0.1736	0.1507	0.0674
S16208	0.0584	0.1076	0.1808	0.11	0.2302	0.127	0.0816	0.1044
S16211	0.0155	0.126	0.1413	0.0883	0.3108	0.1365	0.1186	0.063
S16213	0.032	0.0929	0.1848	0.1533	0.1632	0.1623	0.1624	0.0491
S16229	0.056	0.0798	0.1636	0.1017	0.2476	0.168	0.0962	0.0872
S16232	0.018	0.0919	0.1885	0.107	0.1687	0.1839	0.1472	0.0949
S16237	0.0304	0.101	0.1791	0.1057	0.2482	0.1543	0.1064	0.0747
S16239	0.0495	0.1138	0.174	0.1102	0.1793	0.169	0.1293	0.0749
S16249	0.0459	0.1194	0.191	0.101	0.1621	0.1524	0.1347	0.0935
S16253	0.0404	0.1026	0.1478	0.1399	0.1948	0.1613	0.1465	0.0666
S16255	0.0335	0.1117	0.1708	0.1279	0.1769	0.173	0.1262	0.08
S16257	0.0396	0.1261	0.1392	0.0958	0.1921	0.163	0.1025	0.1416
S16272	0.0352	0.1238	0.1388	0.1112	0.229	0.1587	0.1083	0.0948
S16274	0.0263	0.0901	0.1454	0.0714	0.3426	0.1378	0.1441	0.0424
S16275	0.0394	0.1067	0.1509	0.106	0.2318	0.1795	0.1066	0.0791
S1628	0.034	0.0943	0.1384	0.106	0.2508	0.154	0.1166	0.106
S16282	0.0307	0.0982	0.1611	0.1133	0.1752	0.1509	0.1946	0.0761
S16288	0.0439	0.1195	0.148	0.111	0.2467	0.1332	0.1304	0.0673
S16294	0.0276	0.0986	0.1574	0.1171	0.1574	0.164	0.2081	0.0697
S16297	0.0315	0.1007	0.1651	0.0853	0.2324	0.1369	0.1387	0.1095
S16305	0.0308	0.0931	0.2001	0.1045	0.2397	0.1446	0.1332	0.0539
S16306	0.0525	0.1097	0.1358	0.1005	0.1982	0.1772	0.156	0.0702
S16308	0.0553	0.0748	0.1209	0.1046	0.2829	0.1477	0.1606	0.0532
S16311	0.0249	0.1095	0.1825	0.1071	0.1682	0.1514	0.1585	0.0979
S16318	0.0428	0.1135	0.1359	0.1321	0.1827	0.1938	0.1109	0.0884
S16322	0.0283	0.0952	0.1859	0.0724	0.2568	0.1438	0.154	0.0635
S16327	0.0562	0.0967	0.2251	0.104	0.2035	0.1354	0.1121	0.067
S16352	0.0388	0.1086	0.1426	0.1307	0.2361	0.1542	0.1052	0.0838
S16354	0.0321	0.1218	0.1257	0.099	0.3149	0.1344	0.0934	0.0788
S16358	0.0323	0.1047	0.1665	0.143	0.1568	0.1868	0.1168	0.093
S1636	0.0602	0.1163	0.1365	0.1072	0.1997	0.152	0.1337	0.0945
S16367	0.0543	0.0916	0.1457	0.1162	0.2	0.1674	0.1504	0.0745
S16368	0.0372	0.1086	0.1368	0.1226	0.2266	0.1602	0.1473	0.0606
S16372	0.0391	0.1175	0.1448	0.1034	0.2066	0.1756	0.1502	0.0628
S16373	0.0412	0.1111	0.1139	0.1161	0.275	0.1501	0.1223	0.0703
S16379	0.0255	0.0977	0.19	0.1142	0.2413	0.1511	0.1152	0.0649
S16386	0.0244	0.1129	0.1783	0.1004	0.2255	0.1716	0.1065	0.0803
S16389	0.0453	0.096	0.1607	0.1043	0.2051	0.1395	0.1572	0.0919
S1639	0.0388	0.082	0.1525	0.1392	0.1261	0.1782	0.2156	0.0676
S16391	0.0261	0.0932	0.1685	0.1024	0.198	0.1707	0.1733	0.0678
S16401	0.026	0.1158	0.1389	0.1301	0.1613	0.1656	0.1764	0.0859
S16407	0.0473	0.1103	0.1263	0.1312	0.1546	0.1822	0.187	0.0612
S16408	0.0276	0.124	0.1467	0.1389	0.2279	0.1457	0.1032	0.086
S16412	0.0402	0.09	0.1606	0.1092	0.2759	0.1476	0.0911	0.0852
S16414	0.0313	0.1012	0.1433	0.1103	0.2065	0.1455	0.1874	0.0745
S16419	0.052	0.0996	0.152	0.1251	0.1988	0.1708	0.158	0.0437
S16420	0.0669	0.0901	0.1974	0.1012	0.1997	0.1398	0.0964	0.1084
S16422	0.0287	0.1104	0.2116	0.115	0.1873	0.1403	0.1287	0.0779
S16423	0.0538	0.1054	0.1251	0.1106	0.1862	0.1667	0.1573	0.095
S16428	0.0379	0.113	0.1355	0.1186	0.2318	0.1514	0.1444	0.0675
S16439	0.044	0.1115	0.1339	0.1157	0.2282	0.1614	0.143	0.0623
S16441	0.0321	0.0897	0.1968	0.1207	0.2321	0.1277	0.1522	0.0487
S16450	0.0297	0.1085	0.1722	0.1305	0.1479	0.1536	0.1672	0.0903
S16455	0.0404	0.1078	0.1551	0.0953	0.2226	0.1484	0.1568	0.0736
S16460	0.0422	0.0906	0.1885	0.0903	0.2467	0.1349	0.1533	0.0536
S16473	0.029	0.1053	0.1709	0.1096	0.2483	0.1456	0.11	0.0812
S16475	0.0246	0.0929	0.17	0.152	0.0932	0.2033	0.1466	0.1174
S16476	0.0444	0.1176	0.1669	0.1419	0.1727	0.1627	0.1096	0.0841
S16478	0.0406	0.1002	0.1733	0.0712	0.1991	0.1539	0.1614	0.1002
S16480	0.0348	0.1003	0.1567	0.1003	0.2653	0.1511	0.119	0.0726
S16488	0.0343	0.0786	0.1494	0.1017	0.1889	0.1453	0.2083	0.0936
S1649	0.0484	0.0872	0.1446	0.1059	0.3	0.1512	0.0821	0.0806
S16498	0.0403	0.0941	0.1305	0.0959	0.1871	0.1842	0.1983	0.0697
S16503	0.0303	0.1175	0.1414	0.1295	0.1519	0.1646	0.1622	0.1027
S16504	0.0503	0.108	0.1681	0.1266	0.1728	0.1604	0.1316	0.0821
S16505	0.0368	0.0979	0.157	0.099	0.3017	0.1474	0.0839	0.0762
S16506	0.0474	0.0987	0.145	0.1559	0.2003	0.1582	0.1315	0.063
S16515	0.0209	0.0748	0.2405	0.1362	0.2688	0.1056	0.1141	0.0391
S16518	0.035	0.0974	0.1745	0.105	0.2448	0.1438	0.1445	0.055
S16526	0.0322	0.081	0.1582	0.2033	0.1992	0.1379	0.1219	0.0662
S16529	0.0484	0.1028	0.1838	0.1028	0.1778	0.1692	0.1713	0.0439
S1653	0.0282	0.1021	0.1626	0.1056	0.195	0.172	0.1938	0.0406
S16532	0.0285	0.0817	0.1771	0.1983	0.1204	0.146	0.2012	0.0468
S16535	0.0504	0.1308	0.1359	0.1037	0.1989	0.1741	0.1274	0.0788
S1655	0.1128	0.2967	0.0672	0.097	0.1144	0.1316	0.0962	0.084
S16551	0.0489	0.0978	0.1813	0.0919	0.2151	0.1472	0.1457	0.0721
S16561	0.0311	0.1044	0.2176	0.1351	0.162	0.1554	0.1242	0.0702
S16571	0.0461	0.1214	0.1206	0.1098	0.1938	0.158	0.1157	0.1344
S16575	0.0412	0.1235	0.1126	0.146	0.1513	0.1707	0.1351	0.1196
S16584	0.0427	0.1109	0.1131	0.1059	0.2406	0.1668	0.1296	0.0905
S1659	0.0348	0.1064	0.1268	0.0832	0.2346	0.15	0.1909	0.0733
S16591	0.0406	0.108	0.1573	0.1271	0.1808	0.1504	0.175	0.0608
S166	0.054	0.0916	0.1772	0.1105	0.1404	0.1597	0.1795	0.0871
S1660	0.0211	0.088	0.2116	0.125	0.2032	0.1437	0.1235	0.0838
S16604	0.042	0.103	0.1538	0.1275	0.2395	0.1719	0.0813	0.081
S16606	0.0406	0.0986	0.1807	0.0874	0.2291	0.2112	0.0835	0.0689
S16609	0.0373	0.1116	0.1084	0.2298	0.1726	0.1281	0.1056	0.1066
S16612	0.0334	0.107	0.1624	0.0968	0.2065	0.1652	0.1352	0.0934
S16619	0.0369	0.1044	0.1693	0.1287	0.215	0.2026	0.0877	0.0554
S16623	0.0268	0.0946	0.1824	0.1168	0.1774	0.1613	0.1756	0.0651
S16632	0.045	0.1181	0.1158	0.0983	0.2316	0.1875	0.1099	0.094
S16640	0.0328	0.1063	0.1203	0.183	0.1696	0.1408	0.1125	0.1347
S16641	0.0487	0.1073	0.1744	0.1117	0.2102	0.1748	0.1045	0.0684
S16644	0.0566	0.0942	0.1562	0.102	0.1918	0.151	0.1571	0.0912
S16646	0.0315	0.1422	0.1358	0.1092	0.1725	0.1642	0.1768	0.0678
S16649	0.0358	0.0997	0.1216	0.1272	0.1893	0.173	0.1967	0.0566
S16652	0.0499	0.0964	0.17	0.1036	0.2435	0.1433	0.1277	0.0657
S16654	0.0384	0.1084	0.1432	0.1061	0.2043	0.1636	0.1546	0.0814
S16655	0.0346	0.087	0.1597	0.0982	0.2385	0.1409	0.1868	0.0543
S16656	0.0381	0.1224	0.1321	0.1068	0.201	0.1739	0.1514	0.0743
S16669	0.0274	0.1189	0.1766	0.0967	0.2393	0.1612	0.0867	0.093
S16671	0.0352	0.0967	0.169	0.1875	0.1775	0.1609	0.1242	0.049
S16675	0.0306	0.1092	0.1834	0.0878	0.2172	0.1578	0.1304	0.0836
S16676	0.0264	0.1519	0.1329	0.1134	0.2068	0.1532	0.1305	0.0848
S16696	0.0255	0.1312	0.1606	0.1161	0.1467	0.1615	0.1672	0.0911
S16698	0.0469	0.1134	0.1587	0.111	0.1629	0.1833	0.111	0.1128
S1670	0.0541	0.1012	0.1579	0.1172	0.2105	0.1725	0.1255	0.0611
S16700	0.0324	0.103	0.1537	0.1177	0.2586	0.1399	0.1277	0.067
S16706	0.0368	0.1269	0.1346	0.114	0.2197	0.1714	0.1153	0.0813
S1671	0.0379	0.0861	0.2079	0.0905	0.2625	0.1513	0.1174	0.0464
S16712	0.0309	0.1206	0.2037	0.1017	0.2052	0.1448	0.1194	0.0738
S16715	0.036	0.119	0.1225	0.132	0.1731	0.154	0.185	0.0783
S16717	0.0346	0.1578	0.141	0.1074	0.165	0.1659	0.1607	0.0675
S16721	0.0356	0.1284	0.1381	0.1255	0.213	0.1752	0.0999	0.0842
S16725	0.0428	0.0844	0.1741	0.0894	0.239	0.1523	0.1607	0.0573
S1673	0.0381	0.1382	0.1154	0.1173	0.211	0.1654	0.1209	0.0937
S16747	0.0487	0.113	0.1239	0.092	0.1392	0.1828	0.2	0.1003
S1675	0.0487	0.1052	0.155	0.1154	0.1802	0.1666	0.1604	0.0685
S16757	0.0471	0.1052	0.1819	0.085	0.2033	0.1727	0.1356	0.0692
S16758	0.0349	0.0974	0.1632	0.0946	0.1785	0.177	0.142	0.1124
S16762	0.0275	0.0828	0.1683	0.1184	0.1837	0.1579	0.1834	0.078
S16770	0.0397	0.1046	0.1339	0.1524	0.1626	0.2029	0.0907	0.1133
S16773	0.0474	0.0944	0.1561	0.1188	0.2576	0.1598	0.0921	0.0737
S16775	0.0237	0.1301	0.1278	0.1216	0.2088	0.2036	0.1286	0.0559
S1678	0.0501	0.1256	0.1172	0.1115	0.1842	0.1826	0.1237	0.1052
S16780	0.053	0.1016	0.1313	0.0961	0.1992	0.1687	0.1687	0.0815
S16785	0.0467	0.116	0.1106	0.1114	0.2108	0.156	0.1675	0.0811
S16791	0.0364	0.0884	0.1767	0.1066	0.2505	0.1429	0.1405	0.0581
S16792	0.0667	0.1137	0.1376	0.1378	0.1348	0.2123	0.1388	0.0582
S16797	0.0386	0.1418	0.1372	0.1061	0.1672	0.1543	0.1553	0.0995
S16799	0.0393	0.1226	0.1594	0.1332	0.2188	0.1496	0.1061	0.0712
S1680	0.048	0.1162	0.1494	0.1035	0.1588	0.1731	0.1708	0.0802
S16801	0.0384	0.0809	0.1298	0.132	0.1961	0.1203	0.1885	0.114
S16806	0.0508	0.0917	0.1703	0.0933	0.1923	0.1653	0.1881	0.0481
S16811	0.0465	0.1089	0.1311	0.1019	0.2255	0.2	0.092	0.0943
S16815	0.0507	0.1086	0.1436	0.1138	0.2074	0.1672	0.1457	0.0629
S16816	0.0323	0.1409	0.1313	0.1187	0.2139	0.1504	0.1091	0.1033
S16825	0.0152	0.1008	0.1644	0.1153	0.2086	0.1779	0.1695	0.0483
S16827	0.0598	0.1106	0.1306	0.1129	0.1918	0.1918	0.1328	0.0697
S16829	0.0472	0.0766	0.1715	0.0898	0.234	0.1685	0.1694	0.043
S16830	0.0181	0.1356	0.1302	0.1243	0.2162	0.1543	0.12	0.1012
S16835	0.0551	0.0972	0.1769	0.1052	0.2484	0.1569	0.1009	0.0593
S16841	0.0336	0.0812	0.1602	0.1044	0.1708	0.1592	0.2298	0.0606
S16843	0.0418	0.0969	0.1743	0.1176	0.2502	0.1343	0.1154	0.0695
S16853	0.0314	0.1063	0.1413	0.1073	0.1945	0.1489	0.1901	0.0801
S16859	0.0349	0.095	0.176	0.1061	0.237	0.1573	0.0992	0.0945
S16860	0.0394	0.1135	0.1183	0.109	0.1556	0.1676	0.2163	0.0803
S16880	0.0364	0.1209	0.1652	0.1222	0.1748	0.2484	0.0644	0.0677
S16893	0.0294	0.109	0.1543	0.1016	0.2621	0.1669	0.088	0.0886
S16896	0.0413	0.0983	0.202	0.1349	0.1442	0.1489	0.1228	0.1076
S16905	0.0405	0.1369	0.1531	0.1255	0.1632	0.17	0.1331	0.0777
S16909	0.0365	0.0993	0.1404	0.1007	0.2057	0.1692	0.1715	0.0767
