Gene,B cells naive,B cells memory,Monocytes,NK cells resting,NK cells activated,Neutrophils,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells resting,Mast cells activated,Plasma cells,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,Dendritic cells resting,Dendritic cells activated,Eosinophils
mix_24,319.466735094,194.425459602,98.9784183501,477.797111947,838.735440613,186.309540429,432.27199202,1180.85293411,504.215592092,1323.93049552,237.651121476,337.753354367,256.907550724,136.008972527,138.890149394,312.599726222,1062.02571835,543.37503397,1018.18525822,300.16209411,339.712262246,605.865357712
mix_25,422.792774262,255.893837075,140.360114649,626.535778366,1127.15713234,221.040379064,571.891292421,1517.94085118,697.866390273,1798.96136292,164.379127898,347.176237569,245.256390884,108.473927784,114.193828407,401.20630137,1469.71927059,748.840051242,1349.11943203,282.942209213,371.458620951,744.117146056
mix_26,284.69472906,166.333572805,161.982609623,276.567117167,359.043919752,248.027097285,365.957857653,990.699225171,411.235593005,761.839921535,292.495329772,371.125519843,394.697925095,176.419314627,176.571187602,198.915221083,817.218544908,501.78361254,601.633875048,408.021156096,369.72577128,539.676154078
mix_27,410.999511887,269.819714412,179.383922162,670.037316218,1265.58000444,249.694190159,488.537656164,1372.81417855,594.537846807,1892.44513051,206.830627444,350.540297232,311.471659869,186.57206375,167.548623534,359.64177328,1297.35193292,597.119759839,1438.68790517,361.847288543,375.553172903,763.157596398
mix_28,362.290047074,229.475663652,120.240380673,539.70426834,983.474033854,198.190021871,478.84126016,1299.25282856,595.24010885,1578.96271936,191.920310008,333.175690063,253.403956046,148.387446111,139.171731922,364.423470856,1214.98420494,620.558111049,1178.56849484,291.292282312,365.051178628,665.933689453
mix_29,400.032212668,235.277157983,182.717684431,643.863491123,1235.62711835,252.876523391,438.715229836,1225.62715546,560.919584951,1785.25622421,237.338974794,342.455529317,328.664256154,370.486474104,327.302839438,304.350615822,1184.49141546,540.861415506,1374.34075401,377.063124653,382.513564163,773.459361224
mix_30,397.516977041,245.154369976,154.042430597,594.924244443,1065.03234328,226.477346434,541.727600066,1457.44383812,667.507798164,1702.21544478,198.724942975,359.649474925,268.906773694,157.431110582,165.431910082,346.572482086,1385.69542979,717.281220472,1288.84885482,299.422619333,371.951631775,737.58614807
mix_31,375.657654712,211.958126447,184.892987406,502.970921535,887.507166253,258.807634137,479.251186355,1287.06943626,570.219648115,1429.34913348,232.67020491,364.657449874,346.498696587,283.300161968,271.194473926,264.330196715,1194.13821655,632.767947637,1117.25543031,372.922053703,385.77319564,729.599559247
mix_32,499.924291756,342.024746799,277.292114332,610.794994947,1033.74054679,346.794170614,619.747409085,1555.77928898,744.333347196,1796.8623094,258.197075214,418.523487031,415.337981567,340.059442986,344.36713153,409.306645303,1469.9728836,803.916934085,1303.58173026,402.734458033,446.962446313,928.532828473
mix_33,340.814368762,218.342297816,210.195170175,394.884699043,626.416662786,274.706867825,467.370464974,1257.01824003,558.244476819,1169.64728408,260.412990175,391.775430132,400.752136907,112.849469793,127.866760791,246.422963747,1151.78103135,643.438899755,920.364678909,413.93591791,399.275004941,653.981969155
mix_34,340.042165446,197.86103275,207.875914156,257.831854528,342.102496238,284.424585503,339.50861202,861.974353697,326.471729783,663.564430663,291.18271845,361.117711848,433.436269743,466.323672226,416.744239001,250.418322571,682.079857489,412.267803341,598.026174221,442.345852919,382.870116996,630.532431947
mix_35,373.513145879,194.713045456,158.406457453,570.004699525,1050.56811363,233.788303107,490.015024856,1325.53455216,597.851712058,1600.08092966,252.180239811,362.273235341,303.072378521,298.184671898,287.811947436,258.062099312,1245.82561811,631.830719575,1249.56165894,333.093502178,375.72072842,731.649966831
mix_36,376.191286069,220.895138257,185.033040362,523.643610943,912.027223951,260.100920533,445.249472966,1207.79992368,531.500928359,1429.71529153,290.123965184,375.280333085,354.708224522,305.388529701,298.233317885,292.34294536,1093.45507487,571.232572248,1106.33333739,380.965490088,385.588115676,734.143321633
mix_37,273.645445643,164.033165902,112.74587306,362.26322885,589.745862517,194.232537577,335.792181908,909.937548576,367.935318543,948.952082202,270.742695134,335.376978789,318.518778917,190.744953843,173.205352866,255.396236204,744.944463465,407.288496291,757.649624392,360.031790402,331.461241586,510.732885594
mix_38,297.560888089,200.647325058,144.362196626,454.11394963,821.818264774,219.357442876,343.060558114,963.859589515,407.879466022,1197.70545324,289.222567666,351.134628447,352.009664522,172.304764003,161.891035209,277.249745105,833.228777207,411.740110707,945.907833371,393.368370079,349.726143721,575.313841448
mix_39,384.850599461,218.37546805,122.463676138,573.425266601,1040.40613772,200.315491695,479.550941672,1289.04510821,569.643630069,1619.5700927,185.483156517,322.702728074,241.01607911,246.107198643,223.035123063,354.17141218,1212.33099316,604.045305917,1220.55994199,288.804807386,358.803206261,700.429559584
mix_40,383.908448275,227.357375221,207.438899016,487.904766595,845.825466432,273.942271975,463.36874566,1252.67758944,570.950837595,1386.81688146,297.880847156,382.106925648,389.838443904,306.755692659,313.888605985,261.98574957,1176.1222977,628.778835265,1090.27645007,395.035713045,390.255053594,753.317589985
mix_41,314.461395376,191.038773406,189.920832104,315.50146017,469.321638683,268.991867418,359.708804044,972.302654587,407.750449037,837.900003085,308.972222813,373.046218296,428.46443763,233.587013605,233.126568042,231.783797233,810.973707341,473.464019948,702.776166639,439.585559697,367.173615744,592.556971608
mix_42,507.73316942,299.899084517,198.402934562,500.334688839,765.696156054,277.503637221,623.154947517,1528.93474695,723.570294139,1443.05231469,151.926405578,359.853478294,274.535553383,435.991389471,413.921802922,452.022532577,1472.77389676,847.438578541,1104.79192362,276.725569659,404.311311344,861.783371626
mix_43,349.298180629,231.376609487,193.24150203,299.360940271,406.544034342,272.167414055,393.523651293,1021.57554449,432.203420412,822.97611913,276.295548016,375.831534317,410.033553536,271.464453068,261.709943506,317.760444377,875.148329917,534.800454084,661.791667113,424.078086027,386.810639948,639.425830117
mix_44,431.901602445,283.885749955,183.403632103,571.667548886,1012.59109712,247.930035735,482.399357015,1283.50667552,568.949805885,1617.46478133,181.269534184,339.197181613,302.838553203,254.899274497,208.34977064,428.561580131,1209.27633411,597.281884737,1244.21313452,344.484719436,385.975904558,748.729556446
mix_45,382.076505258,209.537520204,134.939968376,533.626922515,1016.0904061,212.686274811,414.932643442,1141.84293397,505.264700381,1446.05583934,243.681468459,326.76473741,289.213431391,436.235716419,394.919926952,321.718635861,1059.58208236,505.148222589,1158.42170713,319.658557258,359.000685863,729.607367491
mix_46,330.899852505,219.556627321,236.426494279,406.82349001,661.535919689,301.848770107,411.264851553,1106.16796899,472.89511857,1104.212631,328.869617063,409.314344325,463.508806931,221.435207024,223.270170644,210.859027384,954.739130484,537.751686593,902.845479383,474.11389807,389.771117036,673.455899017
mix_47,210.298489511,145.019786084,66.5957099245,161.66688531,185.53436661,156.449913464,180.97579535,465.221480702,131.945888669,290.196298603,279.718254564,295.922864312,316.552818486,154.63376117,112.79976265,297.178110919,232.650501671,172.179579109,251.755468491,370.588225773,306.507181063,273.599726022
mix_48,451.886302729,286.561848274,223.9473306,417.010715843,617.428145476,296.124462534,519.942593533,1322.08353286,608.745054623,1223.23395555,228.167217004,382.922812021,385.85040758,338.076784576,326.719060071,394.677404389,1227.14707889,713.616068125,919.336690919,382.392508491,417.814251616,792.040319312
mix_49,464.388286098,319.327066258,348.760479676,607.310930748,1110.87265444,397.63577542,480.368994045,1257.98397568,617.814369361,1676.44033663,396.311357272,457.030764669,545.512920941,498.099589804,494.135896554,303.964048636,1228.35466126,627.684577518,1305.95644665,531.943141494,462.798605327,928.334897667
mix_50,389.599220248,210.743650875,141.131646994,589.134132138,1104.92062912,216.887824271,492.365904777,1310.918828,603.911086333,1686.51007644,212.449893327,336.713705246,253.723756855,338.20443375,319.183491714,312.19057656,1272.07859402,624.823633375,1275.69961943,298.297470083,362.098336096,753.282912391
mix_51,290.264852352,187.159362097,153.417889909,253.44158626,311.285850088,235.274669922,334.925053976,861.073920552,347.469554514,644.422664994,305.599063087,364.678816379,388.996610244,228.688747648,224.433908185,269.761304055,669.828412987,420.952932499,531.432683006,404.666412373,360.968813967,526.508566981
mix_52,330.412978878,209.061296174,176.939415337,330.190635766,485.068794708,258.719633283,367.248614709,983.170917151,394.86010903,881.01891827,282.629756452,372.48015908,400.224902452,260.556586664,247.429122218,272.939747165,804.832398476,468.786728062,718.368049521,420.380819356,380.634564924,610.502776364
mix_53,407.131181248,287.395775617,207.545859434,343.595448517,504.297306721,273.814018263,391.317604308,1013.78083283,405.174064825,950.902183742,249.917965276,347.367293123,388.985234721,334.251142215,289.4449777,458.90071335,821.549548346,468.922641855,768.288470042,405.072937215,383.953927959,671.326093009
mix_54,357.403739091,231.196936807,160.561625883,468.335115142,789.155704781,230.94426759,468.463278074,1281.08857926,566.596012378,1366.06382882,238.650287294,362.253417769,319.773257977,113.418609472,130.730155549,338.275349686,1164.24246249,624.143677936,1035.13581991,348.672396041,369.497445217,666.290810471
mix_55,322.989291466,173.773304873,145.810031684,313.082949029,422.915040079,232.378819861,434.275074925,1171.74882217,500.470060012,908.25772129,227.18550525,356.635606622,344.300283128,178.752086889,176.717372577,228.489409521,1003.51706966,613.314697085,715.690726869,352.069873799,374.761876661,585.999690583
mix_56,379.110284384,233.547549211,206.552000233,558.919332054,974.297250889,272.299607148,544.935280748,1467.51447633,691.802262371,1637.00006949,248.024454806,403.43562206,362.869971677,123.617201468,153.873605353,265.105041002,1397.9342041,750.809287907,1228.97917764,388.760740246,399.93749977,757.415899309
mix_57,423.205018346,265.927642377,163.36574935,657.691764618,1244.55861544,238.209184756,547.924993652,1452.3206393,681.570943535,1876.2843735,224.009210178,346.906870018,275.549192494,230.662137654,227.667121622,375.808825714,1402.1107373,698.197169646,1413.49274021,314.775278904,379.917445088,791.244477563
mix_58,314.629622659,179.276979755,120.85105928,510.623572298,938.548509264,200.992125114,428.568298979,1206.88201135,530.684081178,1454.57016093,235.518781253,345.783303395,283.210754371,125.529064979,127.107087309,254.498817515,1116.10976918,558.339170644,1116.22024614,322.959190969,352.316805224,613.975067562
mix_59,355.666521419,249.418997393,200.316769696,309.185046004,484.399249546,276.636291918,330.503358496,852.438897614,346.91279991,821.75355208,324.389020115,362.448921697,422.558187565,383.226541769,349.289562846,350.359133884,697.110075743,395.090081957,666.020932561,432.753818279,377.151467758,642.073614703
mix_60,347.145940429,220.718403976,174.660006826,398.751695244,622.149771932,249.020529674,445.974837043,1234.56774624,544.479600569,1157.18511093,231.633081146,375.563611944,360.449942136,117.389363967,131.099908266,306.175568413,1118.90723411,623.230569833,899.4573379,379.874051576,374.003928263,641.198491683
mix_61,353.326387327,228.437781466,157.905423835,497.712716691,887.291975973,237.018426827,441.391634627,1171.94352711,512.372472164,1390.42411277,276.898178366,363.474101742,331.830421595,214.364240732,219.380919493,329.427157615,1074.54573265,551.160247164,1092.72462295,352.245619943,373.134513069,692.89627813
mix_62,276.638249118,189.054402278,165.388195958,385.855733484,642.01858249,243.637791137,335.601265811,947.641844794,389.413632055,1025.31496378,316.86277159,376.772930499,399.246620045,161.759064229,164.257583474,241.636150574,799.73254657,440.416954168,819.577414548,419.295220322,365.633540163,559.631498057
mix_63,325.288340454,188.985080196,136.611693901,523.606793597,933.402994551,210.104693791,465.8049747,1282.00136806,571.379387794,1494.95659439,243.918006523,358.824279813,297.439903591,110.279845544,125.895313488,259.817402031,1189.41290022,615.200549204,1128.46662266,326.363857494,354.70377916,641.350779338
mix_64,269.7414999,185.58120413,86.4870023544,185.217985814,234.52878626,174.210726596,205.178417881,506.681174234,137.104432473,372.234770067,270.974000084,292.727338638,299.904549236,303.083541952,231.826700984,371.627473399,263.307457163,186.635848799,332.744542361,363.584749564,310.702482819,379.46889695
mix_65,318.404421008,192.745860757,185.098470555,318.791219642,507.514909787,268.426031169,335.408344936,895.060539726,372.620342518,859.101428225,292.190302712,368.497163378,421.949825809,245.914705532,229.074288984,245.313418237,743.917409617,423.657483446,697.04857683,446.320620529,376.834636963,582.02112302
mix_66,396.466239407,256.352076307,209.869535068,441.161222075,742.826225626,276.321030029,357.809100598,928.027018969,374.374984031,1129.75464944,261.515633732,344.754511153,388.018393688,477.261321877,413.738949733,356.44775412,821.728432755,404.6457578,941.26562092,405.83658267,378.86797242,714.689360522
mix_67,376.450723789,270.148482773,183.472863286,598.630309284,1144.1260775,246.538245877,408.794597972,1164.90485191,487.984501728,1650.75555516,280.700235289,360.62409622,364.357284999,148.820497181,139.372441393,381.726727125,1050.53962129,475.879902152,1279.93303814,406.559149348,373.386341826,703.851938007
mix_68,312.725241135,178.085535285,113.493267692,385.919742732,625.999656393,205.38659713,375.711087206,1048.50927007,418.556035023,1072.22087576,239.468938136,331.433762325,292.387684534,259.18867694,232.46947209,278.88927186,869.332718195,489.087554458,834.396145073,328.158159301,359.574187523,568.730269244
mix_69,416.293897209,252.702982461,113.320564146,509.573684613,848.31461527,200.281709575,505.592486476,1332.1469502,543.843387113,1394.8311238,194.167285915,328.739264005,242.37473081,188.687422068,171.441790627,430.045124592,1194.62346921,623.343844465,1084.1319332,270.494681936,367.855294016,690.52554345
mix_70,260.527578836,153.750490339,132.144939246,297.240728458,413.585359837,218.080941789,355.318660138,950.505315613,385.113406303,781.637758271,291.042985989,366.144432135,355.923405142,166.212119696,172.234256171,194.503717854,778.801509933,460.232685026,630.211650079,378.971052927,348.219367364,507.274433184
mix_71,304.368818369,189.242156439,135.542649033,422.288674347,713.45424509,211.551591472,352.743529989,992.384986481,399.56232448,1139.33284513,253.917476323,347.170144623,336.045676477,172.943535862,164.83163488,269.511047005,856.227942993,445.980622407,881.620265147,380.726086122,347.989453988,562.899084366
mix_72,273.614917189,209.918226067,164.851392635,387.877911114,679.142638169,232.955676201,339.582276241,903.71264509,392.292752203,1071.72450631,324.238931644,359.161430787,384.516516146,112.095230112,119.223554034,264.135727418,763.611842863,403.831039064,823.267457876,408.184632177,351.907438553,538.605770319
mix_73,258.761036904,180.311469371,106.605636523,308.425107257,452.302859718,196.283302232,360.892939164,977.083633976,424.763124127,834.669077668,299.061530524,364.874334982,323.981526229,88.2523569038,103.973887197,276.553544152,785.657927366,486.490646457,646.779190728,343.569208955,342.79967278,487.248293493
mix_74,446.01912099,270.767402174,181.773246773,655.355145227,1139.2255722,257.823153171,614.893258967,1617.26267026,756.219178958,1861.66905973,144.207455371,355.032669218,274.845945724,182.402214285,181.471013596,366.357744018,1553.82760393,828.642204397,1400.66840519,309.004304178,405.133873374,817.828087763
mix_75,377.820671675,246.716368885,178.836444663,391.292035207,621.182994124,252.044748785,473.736146028,1226.90954468,549.472192283,1143.36283508,237.15562317,372.903996202,341.822418855,187.534761702,189.571462058,358.338575062,1105.01192534,634.710801657,881.072707203,365.971262022,394.010678787,682.548224871
mix_76,319.808337173,208.908192357,177.215209947,538.068256238,1034.72985359,243.051966861,367.853053571,1030.67893041,449.995885331,1450.08729773,325.626798976,374.093135497,380.224544694,234.777435194,227.728283115,270.560282728,919.776171555,420.870639076,1145.49155804,416.036566395,362.985120635,661.83151699
mix_77,408.008349825,255.5896265,156.543400615,523.938658411,939.36912833,237.760795009,489.453794154,1314.52683471,598.816574451,1512.00114071,220.177633035,350.718456714,304.607303408,251.239815115,239.33673211,379.12949876,1227.74785745,639.78551892,1145.75226866,334.516784135,379.068249186,743.201145558
mix_78,304.154278143,185.101006183,125.312322703,380.244731967,635.813898908,205.95465186,395.179841272,1096.61425354,464.519215534,1067.87310206,248.876165841,343.766440747,317.419001674,102.4427199,111.525663028,284.478425063,957.835726482,522.933279016,832.044809412,350.798589242,346.405803417,548.289683376
mix_79,317.11204557,292.199695463,186.402303887,293.158258994,406.576532933,256.807317307,292.558451779,759.318714224,333.391113682,680.307941709,351.830117675,380.768954422,426.024662063,144.333392088,145.708521365,420.483724448,600.440778175,369.446823624,542.449309947,443.783189719,380.936663636,543.271527327
mix_80,423.160928273,307.02332133,243.041293314,353.914218024,484.129589571,310.878036916,428.946067129,1081.76270689,452.164228688,962.758684819,281.938640634,392.385635335,440.865787362,255.007625343,247.138407906,448.383055518,954.943790097,549.780542551,773.926729228,434.713614304,400.03667832,720.051210896
mix_81,343.960353693,261.658990777,240.766185652,291.895161298,459.727597264,308.497342454,304.610776182,786.985903264,285.298369031,724.514123348,303.020261483,379.151769394,490.435120563,273.750550259,232.721171492,336.459329296,596.66859552,361.11126159,654.656263712,523.618656722,398.344078899,604.552640676
mix_82,209.613346492,113.91795343,125.654524256,194.432823259,268.863972905,202.575236264,199.847513591,489.594169013,147.266905974,365.400116733,355.511206417,342.977409165,369.289813931,395.637414044,352.780682873,165.979645206,282.875882292,192.206007005,360.754100072,398.297397793,325.189432645,398.513929287
mix_83,300.673709635,147.729798587,108.120571617,311.43921459,440.820465486,202.187905895,427.121603072,1095.03742947,481.809483961,891.480965689,275.375423287,355.657788145,294.229939974,250.24061495,255.930433899,215.819308839,944.34449802,573.341460453,690.777190771,305.478845177,352.085149309,566.642830886
mix_84,320.119522787,182.357785292,128.652950996,461.900513819,851.197219974,210.478727561,378.403063659,1045.66302895,444.682382645,1267.9463327,276.263715175,342.143950584,313.541732739,273.826151617,257.305493299,265.736260276,928.69722062,460.85860584,985.533911695,352.840783106,349.161330794,618.660885974
mix_85,303.474540923,186.167990934,173.712477222,352.664220176,581.774816326,250.07533795,301.073239848,834.129213335,341.855170064,878.656466996,316.680908469,358.915007406,408.67119985,347.412808762,310.40417483,223.455603302,658.32169704,349.254070007,734.44570417,428.095941541,354.507306794,574.727096904
mix_86,346.041209886,223.524997068,121.544736714,500.017667518,874.166219095,206.914670406,455.878533921,1228.43167445,541.261815599,1434.6012655,237.444447922,350.439441352,276.436037313,113.03685849,122.839560269,352.128720411,1123.02520661,581.415788785,1076.02452326,316.676994609,353.053255078,639.492133665
mix_87,498.682008681,345.8031218,267.610685759,852.673498217,1558.06169081,311.311041227,657.323460051,1744.10671172,858.443210011,2391.72373757,221.286773093,417.306177033,349.40104907,174.835707287,207.357174334,393.767738352,1754.7207328,870.512790084,1735.06364652,382.834176275,437.860046959,948.671123816
mix_88,389.325192146,252.67868133,206.099290831,586.334799918,1051.54056365,276.359727761,509.758590865,1377.65505562,647.583301027,1645.66183428,245.75583097,380.136384462,368.560280468,204.756481734,208.286565013,302.846542957,1317.17087508,665.905674654,1288.08146195,384.370175878,395.971102516,768.674103398
mix_89,331.642990772,299.726793868,176.988143938,248.298204782,253.488303901,257.22314775,263.525495991,669.752493984,237.801018594,538.638184696,280.592054452,366.791854628,451.798083021,159.471246479,112.98456539,482.912231507,478.578638007,306.72756686,421.00420923,468.880028514,386.575817848,520.461079602
mix_90,435.078820343,231.820241791,180.066313161,770.123330156,1441.50430682,249.299474506,582.484397964,1575.72462761,778.731289406,2162.36120996,193.555373362,350.567277672,273.261854742,302.615963381,296.171242939,290.168918863,1594.86505104,775.175830194,1622.7151416,300.502674163,381.542642232,853.517600653
mix_91,367.00327801,194.422950945,165.335453134,572.740285445,1061.38374056,243.031309152,475.497725571,1305.38116805,605.772448918,1615.88360539,263.830110786,371.717017593,324.74472318,303.168439257,306.869451548,237.256008199,1233.83647684,623.287489057,1231.97162678,349.883540582,372.103316912,741.163540952
mix_92,381.772495095,217.899149684,141.498356281,483.299151922,842.004163271,221.046773468,491.539239271,1314.56510684,577.448052259,1421.46655259,184.391432043,338.192664803,279.114198499,237.097374329,220.03027578,334.750934588,1221.63027948,653.136332016,1085.66333721,305.428275993,372.27046602,696.210169699
mix_93,237.837119472,182.747475729,76.7424052869,247.02247009,317.57136897,170.526673296,287.778900617,726.093304004,259.433770177,569.983261759,329.252572703,349.541622734,309.728205992,96.5924361076,102.866164203,304.747789282,520.426883301,329.547378487,439.536078627,341.648382185,325.224934135,400.53650153
mix_94,416.495008167,245.513469445,175.606624946,649.859056583,1168.98454574,244.359375929,575.687690132,1519.57588541,722.211366509,1844.25434965,212.020493701,369.862436884,290.482881676,240.391535584,251.791484752,319.33981287,1496.08547044,767.271187997,1390.33408279,315.745797074,392.28435631,806.286271282
mix_95,370.523976647,192.268914968,144.319992747,511.502754584,887.879843474,224.347909541,521.989906365,1411.04726727,648.057677005,1480.18618969,194.100364899,362.433752594,280.140999847,203.991906838,198.486684604,251.526632935,1330.16427974,732.991601054,1138.21212962,313.770361694,374.857843477,699.507768423
mix_96,399.166176715,238.132681806,202.313505345,459.829522027,808.875188075,277.616169194,430.010290298,1163.2346696,503.503043117,1280.12421154,250.352094333,369.181082853,386.168910404,308.244731341,282.587414081,322.909337726,1036.89975876,545.806875201,1016.56197081,406.51856701,395.10526812,720.949173747
mix_97,481.053654562,290.342441536,243.214816985,616.475921942,1096.02322139,323.388155412,591.559761998,1475.31713735,725.575905115,1785.97791379,257.34110472,379.280143158,367.953334673,512.132529221,488.856607425,333.334549248,1437.18160315,772.835137986,1320.46376086,370.703848858,422.602360922,930.779985358
