Mixture	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	P-value	Correlation	RMSE
Mix_1	0.191562715711667	0.132839612295119	0.054489979167106	0	0.621107692826107	0	9999	0.769983596775616	0.645310279482346
Mix_2	0.209449678685427	0.0705965924023468	0.0431477289669267	0	0.676805999945299	0	9999	0.769613577787424	0.650935610685324
Mix_3	0.0865367728392174	0.069062897340698	0.0544958121639884	0	0.789904517656096	0	9999	0.777661004525916	0.644278792287473
Mix_4	0.099797053126962	0.0525549895501872	0.0573536429825013	0	0.79029431434035	0	9999	0.774758964488625	0.649221957104449
Mix_5	0.238224985771983	0.0485251424848287	0.0593772089704723	0	0.653872662772716	0	9999	0.776493287288094	0.640786241742513
Mix_6	0.289879353150335	0.16151092500827	0	0	0.548609721841395	0	9999	0.770601466133668	0.643719110783245
Mix_7	0.109495549199021	0.0448059369240631	0.0432259297470911	0	0.802472584129825	0	9999	0.775750438782637	0.649797990599163
Mix_8	0.225788536234518	0.101820712525088	0	0	0.672390751240394	0	9999	0.766119599778615	0.656350162191487
Mix_9	0.173282425271143	0.066424770620435	0.0428992891341702	0	0.717393514974252	0	9999	0.775272629747294	0.645018927047464
Mix_10	0.293423405693155	0.104945313588491	0	0	0.601631280718353	0	9999	0.775147646001053	0.641166971244241
Mix_11	0.146619415612528	0.0611999964590546	0.0501768976430224	0	0.742003690285395	0	9999	0.770504582332914	0.652704530062416
Mix_12	0.11025230438915	0.111625037463548	0.0465080587183187	0	0.731614599428983	0	9999	0.771713283680798	0.648193510038952
Mix_13	0.266577211570986	0.0582461600644646	0	0	0.675176628364549	0	9999	0.775155384813543	0.646298559121799
Mix_14	0.064383716142446	0.0323837026675262	0.0653602951181403	0	0.837872286071887	0	9999	0.779189348728946	0.646287293905421
Mix_15	0.107993528016899	0.0651962730887132	0.0325798961939539	0	0.794230302700433	0	9999	0.771229424298305	0.655154819095327
Mix_16	0.200756256740121	0.0845270557244257	0	0	0.714716687535454	0	9999	0.771107345473748	0.652221998454852
Mix_17	0.107005148067038	0.0567624907147513	0.0244464535832605	0	0.811785907634951	0	9999	0.772392432213258	0.65553485354642
Mix_18	0.120108591925719	0.0832127838817813	0.0253573723351876	0	0.771321251857313	0	9999	0.766359304789774	0.660136605522212
Mix_19	0.150867165450277	0.117907889217856	0.0317441115499857	0	0.699480833781881	0	9999	0.771215385683519	0.64799981510054
Mix_20	0.248701466508321	0.107772638703406	0	0	0.643525894788273	0	9999	0.772080377574012	0.646732337183805
Mix_21	0.240705186828068	0.133484021362663	0	0	0.62581079180927	0	9999	0.77056778667696	0.647067335410484
Mix_22	0.163363594422431	0.135704448152568	0.0252695383087188	0	0.675662419116283	0	9999	0.770933234576945	0.647041574767688
Mix_23	0.269521902626257	0.0734634634793997	0	0	0.657014633894343	0	9999	0.770305487302316	0.651451787639441
Mix_24	0.0489569420268453	0.105074121200244	0	0	0.845968936772911	0	9999	0.769193679319213	0.660615387328028
Mix_25	0.235750686486373	0.0439968306819696	0	0	0.720252482831658	0	9999	0.775317108206869	0.649008347114605
Mix_26	0.165942263493467	0.0582513995732708	0	0	0.775806336933262	0	9999	0.772842058447653	0.654429710366219
Mix_27	0.25335445872189	0.116568843875782	0	0	0.630076697402329	0	9999	0.772123947460753	0.645792244099444
Mix_28	0.219897062941119	0.113449134971436	0	0	0.666653802087445	0	9999	0.767971255293278	0.653006330967955
Mix_29	0.195339196702441	0.0591407662652255	0	0	0.745520037032334	0	9999	0.772503092918835	0.653272114261756
Mix_30	0.112556107072851	0.0354591441426614	0.0687573349846056	0	0.783227413799882	0	9999	0.778885521325702	0.643343630568387
Mix_31	0.208723286957987	0.0799869160934982	0	0	0.711289796948515	0	9999	0.771481605065292	0.651798614054133
Mix_32	0.127634987033531	0.0973745930201719	0.0142774966345575	0	0.76071292331174	0	9999	0.767108916597807	0.658421277204805
Mix_33	0.121202369201088	0.0949143869248897	0	0	0.783883243874022	0	9999	0.769654164585212	0.657078534853921
Mix_34	0.281939035327462	0.142207431599797	0	0	0.575853533072741	0	9999	0.771954924498855	0.643279071134836
Mix_35	0.138619594277672	0.0539541057367757	0.0561825613130891	0	0.751243738672464	0	9999	0.774188937696517	0.648053123796452
Mix_36	0.209833653276721	0.0722649659478332	0	0	0.717901380775446	0	9999	0.774453840011415	0.64836745833446
Mix_37	0.10253920885966	0.0710238670914397	0.0653355609432716	0	0.761101363105629	0	9999	0.777838437919551	0.641939628503773
Mix_38	0.109670535965452	0.0991476003029457	0.0502368710189349	0	0.740944992712667	0	9999	0.76935752312206	0.65225414480236
Mix_39	0.287821423760419	0.150713317334788	0	0	0.561465258904793	0	9999	0.765295223521445	0.651498216054457
Mix_40	0.144705787330652	0.0554551802968506	0.0607154575373809	0	0.739123574835117	0	9999	0.777019994874131	0.643155807323303
Mix_41	0.158890483759492	0.0687234340685286	0.0737996681042388	0	0.698586414067741	0	9999	0.776584372100103	0.640701577162727
Mix_42	0.160461014023304	0.0587482560433681	0	0	0.780790729933328	0	9999	0.771244395182193	0.656940923652203
Mix_43	0.273455453560053	0.10133512079803	0	0	0.625209425641917	0	9999	0.773426859984021	0.644506401439443
Mix_44	0.137041309798115	0.0974235553217618	0.0642824317606062	0	0.701252703119517	0	9999	0.770532348719533	0.648325413286682
Mix_45	0.15043042943798	0.104770864780293	0	0	0.744798705781727	0	9999	0.774963141334063	0.647094057469126
Mix_46	0.198436340944705	0.0878810086581406	0	0	0.713682650397155	0	9999	0.770601368571829	0.652694128491501
Mix_47	0.204989838377416	0.11056603539945	0.0332985032026461	0	0.651145623020488	0	9999	0.77196731258732	0.645370185004926
Mix_48	0.208909928908687	0.0748609018289633	0	0	0.71622916926235	0	9999	0.771793374685026	0.651885756735874
Mix_49	0.0810976413174013	0.0406819520105345	0.0819479954117775	0	0.796272411260287	0	9999	0.780634746706261	0.640449672421877
Mix_50	0.109402770344134	0.0912840875576625	0	0	0.799313142098204	0	9999	0.771980520904918	0.654835097704247
Mix_51	0.192145312247678	0.0796935572103942	0	0	0.728161130541928	0	9999	0.769406899723482	0.655509857859164
