B.cells.naive,B.cells.memory,Monocytes,NK.cells.resting,NK.cells.activated,Neutrophils,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.CD8,Macrophages.M0,Macrophages.M1,Macrophages.M2,Mast.cells.resting,Mast.cells.activated,Plasma.cells,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,Dendritic.cells.resting,Dendritic.cells.activated,Eosinophils
S10001,0.0850587956890975,0.00167044640314278,0.124331835450517,0.0917635946778835,0,0.389400881175935,0.13135624922788,0,0,0.116247786485685,0.00667164588246639,0,0,0,0,0.00314585947914028,0,0.0302674663971957,0,0,0,0.0200854391310562
S10006,0.083369000465451,0.0302202088097798,0.112443387850953,0.112866457738725,0,0.398371996916528,0.00738014003682408,0.0538078539757224,0,0.17612515757768,0.00118048798125577,0,0,0,0,0.0122233339279617,0,0,0,0,0,0.0120119747191183
S1001,0.0457568180031621,0.0181406185657733,0.149322768036801,0.106671771843624,0,0.338382920576261,0,0.0544703024717884,0,0.218189206971744,0,0,0.00386848672028085,0,0,0.00607929479707287,0,0,0.0176718019331343,0,0,0.041446010080359
S10010,0,0.0364380748082787,0.152779001289349,0.116877791869484,0,0.405271792811865,0.0416096076622434,0.0284022761757205,0,0.176742330733263,0.017962509028623,0,0.00902199549242768,0,0,0,0,0,0,0,0,0.0148946201287452
S10011,0.0528004310117847,0.0267071481826145,0.160426303204865,0.092490431011155,0,0.34494701336236,0.105420422702753,0,0,0.181416997859757,0.0147056335290667,0,0,0,0,0,0,0.0210856191356449,0,0,0,0
S10014,0.0472049218939556,0.0120220397543569,0.129140876468434,0.138425720518871,0,0.355359749752738,0.0332453674517815,0.0114255437905635,0,0.201559224059079,0,0,0.00203695961020352,0,0,0,0,0,0,0,0,0.0695795967000168
S10026,0,0.0852253197172836,0.134669030439278,0.116412596737604,0,0.382959648184296,0.0152534345000545,0.122010490667618,0,0.110761272288307,0,0,0.0185207763759363,0,0,0,0,0,0,0,0,0.0141874310896222
S10032,0.0936054494493934,0.00818241243027037,0.183948833278268,0.122419216231455,0,0.340018171774595,0.0235514438747111,0.0780708875151026,0,0.125201601481397,0,0,0.0146226949144316,0,0,0.0103792890503752,0,0,0,0,0,0
S10036,0,0.0545610375259005,0.114564214330362,0.0973576652151805,0,0.395583155200118,0,0.144724694603008,0,0.106897293464733,0,0,0.00909806628971619,0,0,0,0,0,0.0106971507911392,0,0,0.0665167225798423
S10042,0.0526106758404209,0.02442583949909,0.131124872311126,0.118697519036166,0,0.368004799660622,0,0.0608478487098928,0,0.190998187507478,0,0,0,0.0166309301083847,0,0,0,0,0,0,0,0.0366593273268196
S10044,0.0165874313627399,0.0599739772645187,0.115253460409095,0.10186667641502,0,0.383766848695518,0.0209804691610265,0.0884932540720544,0,0.15307039385345,0,0,0,0,0,0.0115176241611785,0,0,0,0,0,0.0484898646053988
S10049,0.074618015263631,0.0259587413034714,0.109856831259356,0.0743486111947525,0,0.369499534211865,0,0.0819238717153395,0,0.207173781829549,0,0,0.00100431046741162,0,0,0.00805304668572659,0,0,0,0,0,0.047563256068897
S10057,0.0128940717432157,0.0650716413354309,0.125583927941012,0.1553604716562,0,0.337985135547685,0.00632206833014334,0.0498947316419648,0,0.239330364702919,0.00755758710143075,0,0,0,0,0,0,0,0,0,0,0
S10062,0.0424822598718836,0.0402666621058112,0.161562579226635,0.0812470541722971,0,0.377323400069667,0.0346839971728193,0.0633044824726261,0,0.186207441958644,0,0,0.0105854550660712,0,0,0,0,0,0,0,0,0.00233666788354454
S10066,0.012586374511464,0.0337703926601269,0.145725989468972,0.097263549162489,0,0.398909885409767,0.104189109137311,0.0423725211997651,0,0.0963760376273247,0.01473550371586,0,0.00441467971182353,0,0,0.000115793174929768,0,0.0134794364044914,0,0,0,0.0360607278156751
S10067,0.060498580844751,0.0214762989914414,0.128418309679909,0.124279682037806,0,0.34514847844342,0.008866112069556,0.0824856259569662,0,0.211611621250886,0,0,0,0,0,0,0,0,0,0,0,0.0172152907252636
S1007,0.0996110401153272,0,0.13040741301155,0.115150407272839,0,0.367704441656088,0.0149961297531334,0.0674975353796825,0,0.16119323447701,0,0,0.0112552259973033,0,0,0.00288480374552818,0,0,0,0,0,0.0292997685915383
S10073,0.0532870187662174,0.0129179397321172,0.113860863568957,0.104848559273804,0,0.379533992392841,0.0205060577420048,0.0792358797667418,0,0.234647577364082,0,0,0,0,0,0,0,0,0,0,0,0.00116211139323454
S10077,0.0809399098030674,0.0248075427340505,0.137049731110196,0.107763193650311,0,0.341701759702744,0.0634413437249144,0,0,0.19130372176643,0,0,0.0104841506235578,0,0,0,0,0.00603076822508349,0,0,0,0.0364778786596461
S10080,0.0895595019396256,0.00221643738111329,0.149208777935672,0.124030140531805,0,0.350141718686793,0.000842780093179708,0,0,0.248075620389489,0,0,0,0,0,0,0,0.00557173918987499,0,0,0,0.0303532838524466
S10082,0.0695857695946622,0.0253286533555027,0.149222305218459,0.0557621061905346,0,0.362935029763968,0.00699286830742557,0.132183287942425,0,0.171021020445018,0,0,0.0104378020040022,0,0,0.0165311571780026,0,0,0,0,0,0
S10087,0.0946151698846268,0.0212467092988642,0.142188006391497,0.081319455289837,0,0.359071807278668,0,0.108112246159406,0,0.174825662605399,0,0,0.00728925669254046,0,0,0.00546737584557327,0,0,0,0,0,0.00586431055358858
S10089,0.05850538706506,0.0227593240450557,0.106156647420767,0.123602451341643,0,0.416026561851865,0.102719958911993,0.00550210053424582,0,0.140404181271186,0,0,0.00569774732338854,0,0,0,0,0.000274115724507709,0,0,0,0.0183515245102883
S1009,0.113804475224116,0.00135721354797465,0.122773452878938,0.082437488517294,0,0.312437316845242,0.0462561676989892,0.0416676750605543,0,0.245674494472238,0,0,0,0,0,0.0335917157546547,0,0,0,0,0,0
S10090,0.0554315214281719,0,0.119846895839321,0.0931349854390071,0,0.418247088379153,0.0752934719850489,0.0135593841871497,0,0.206440656053649,0.0180459966884986,0,0,0,0,0,0,0,0,0,0,0
S10093,0.0287134877157539,0.00881809245543422,0.14343375220823,0.122471357242468,0,0.385785428814434,0,0.0704281882305531,0,0.188913510792263,0.0105156288498103,0,0.00868490205540397,0,0,0,0,0,0.00128200041948826,0,0,0.0309536512161602
S10094,0.045070139143448,0.0226559657195934,0.141761238143448,0.128891571185014,0,0.381456245592326,0.027076171332386,0.0942120076370903,0,0.126808917155572,0,0,0.0150387933061022,0,0,0.00250505150581524,0,0,0,0,0,0.0145238992792052
S1010,0.0312716878996444,0.0579114016884021,0.144960065060468,0.0923042267682602,0,0.35875837325446,0.037458357515861,0.0197527853762441,0,0.250581046034648,0,0,0.00379881818744902,0,0,0,0,0,0,0,0,0.00320323821456388
S10111,0.0316384055388441,0.036608650457658,0.122286178256951,0.128367406569752,0,0.342155340147549,0.0272564314542588,0.10997198139392,0,0.162899235853793,0,0,0.00312696424518937,0,0,0,0,0,0,0,0,0.0356894060820845
S10116,0.018502764874305,0.0532194936238406,0.151998254060697,0.13280419048345,0,0.257867942969333,0.0363352096559638,0,0,0.319102117315146,0.00872324106848248,0,0,0,0,0,0,0.021446785948782,0,0,0,0
S10119,0.0661468265441144,0.0281963959027123,0.137443802450258,0.0747759128593689,0,0.352887758866829,0.00495560076104804,0.106551870296262,0,0.195266542886312,0,0,0,0,0,0.00603731581469016,0,0,0,0,0,0.0277379736184053
S10121,0.0405445212926913,0.0365783509676295,0.120458655740803,0.120919668808304,0,0.386820155040655,0.0464700992149688,0.0120450361147509,0,0.225571832215392,0.00484107805850223,0,0.00575060254630311,0,0,0,0,0,0,0,0,0
S10130,0.0327333242623303,0.0452572446045064,0.146709435976701,0.142356999586227,0,0.403355104766021,0.0950758987334114,0,0,0.12755794502727,0.00695404704353306,0,0,0,0,0,0,0,0,0,0,0
S10140,0.0776524031575546,0.0328472895147004,0.115650549336609,0.0980640775374793,0,0.404877121226067,0.00312529739797109,0.0207001114416324,0,0.167340825902368,0.00601829012105046,0,0.0194189551595094,0,0,0.0480561455715554,0,0,0,0,0,0.00624893363350352
S10142,0.0794479284577884,0.0359503809106717,0.135525364246351,0.164460193827219,0,0.301923237509765,0,0.0525347678679366,0,0.184215118093556,0,0,0,0,0,0,0,0,0.0193619059470985,0,0,0.0265811031396135
S10150,0.0605695330815626,0,0.135370863222032,0.159446939853398,0,0.430420250955412,0.0128245246549425,0,0,0.164276225939023,0.0370916622936289,0,0,0,0,0,0,0,0,0,0,0
S10155,0.0636123219955896,0.0156109712541829,0.128806103348474,0.0951342860043828,0,0.349723979599189,0.0503527771113938,0.0375353420908512,0,0.199170999106352,0,0,0,0,0,0,0,0,0,0,0,0.0600532194895843
S1016,0,0.0607660305547176,0.144338345122279,0.108000922702463,0,0.383637760606126,0,0.0712678793252883,0,0.175625785876111,0.00658881812997774,0,0,0,0,0,0,0,0.0248138070436614,0,0,0.0249606506393758
S10163,0.0826052421009317,0,0.133778701930025,0.132136395289926,0,0.35822915275449,0.0596525239893028,0,0,0.212795987299448,0.00263802984405915,0,0,0,0,0.0103643595063401,0,0.0077996072854772,0,0,0,0
S10167,0.0548399106028316,0,0.105240531435407,0.138725371552417,0,0.357729532460242,0,0,0,0.263499826091018,0,0,0,0.00319988858014326,0,0.00299321263569356,0,0,0.00643062792858615,0,0,0.0673410987136613
S10168,0.076704393284169,0,0.114437022550502,0.169715432621011,0,0.326494644067895,0.0311612104652589,0.0359623530953157,0,0.210128143434361,0,0,0,0,0,0,0,0,0,0,0,0.035396800481488
S10173,0.059618693544137,0.0773497489072448,0.131981357225387,0.073700142969841,0,0.335791218725629,0.0167685919779939,0.0809071557546955,0,0.220400691389068,0,0,0,0,0,0,0,0.00348239950600307,0,0,0,0
S10175,0.0628938043474487,0.0200819329249214,0.122148918762684,0.115952339450198,0,0.377386492766901,0.0161911853634489,0.0855827478461567,0,0.142815583694443,0,0,0,0,0,0.00616174820457669,0,0,0,0,0,0.0507852466392221
S10179,0.0164020444054932,0.0338080755907963,0.14632432933371,0.137080517004092,0,0.310706563454195,0,0.0855133822689637,0,0.204770023835251,0,0,0,0,0,0.00628379165357186,0,0,0.0294826362928512,0,0,0.0296286361610768
S10186,0.106297104440976,0.0195825634302729,0.155776457307229,0.114797001557446,0,0.244300003849272,0.067503043968027,0.0546942031533391,0,0.201605009659863,0,0,0,0,0,0,0,0,0,0,0,0.0354446126335746
S1019,0.0594489691391568,0.0298025376486551,0.136217043799716,0.134157044757889,0,0.319506627186771,0.0467161191774007,0.0708226124868715,0,0.144949688275576,0,0,0,0,0,0,0,0,0,0,0,0.0583793575279639
S10190,0.0848980302684617,0.0175209299548658,0.136963810179122,0.041972129160188,0,0.343142886504972,0,0.126361871746325,0,0.167869047556032,0,0,0.000671848570024489,0,0,0,0,0,0.0254698716846132,0,0.00819214901992509,0.0469374253554703
S10195,0.0677302215708694,0.0158261222166997,0.124315097130626,0.116129827681355,0,0.417832445562426,0.0478086754884841,0.0251888972796364,0,0.161536920621924,0.0108500435981111,0,0.00325470244092678,0,0,0.00952704640894078,0,0,0,0,0,0
S10196,0.0177262401334609,0.0335076911093951,0.11979333015515,0.125880403508546,0,0.367313238227542,0.0218124962194065,0.102227079929571,0,0.136787517055753,0,0,0,0.00802506795795744,0,0,0,0,0,0,0,0.0669269357032181
S10200,0,0.0458449305202789,0.136852154492583,0.174056001001693,0,0.393671552175315,0.000349847744134366,0.0726658993952304,0,0.157641403583922,0,0,0.0123019474616334,0,0,0.00227499184182699,0,0,0,0,0,0.00434127178338196
S10201,0.0661728095503896,0.0262078730066757,0.103835801228499,0.142410110140002,0,0.460551698564654,0.0313046472998202,0,0,0.11581521388582,0.0363912794600205,0,0.0173105668641195,0,0,0,0,0,0,0,0,0
S10202,0.0534565983619199,0,0.15173332668473,0.171586277797049,0,0.351284834776717,0.0132141056609928,0.0260363280164571,0,0.232688528702134,0,0,0,0,0,0,0,0,0,0,0,0
S10205,0.103170388187419,0,0.0956581706260021,0.135857589662508,0,0.377286088696189,0.0312183017340384,0.0844824457480636,0,0.130347798100767,0,0,0.00013662782968054,0,0,0.015657899528178,0,0,0,0,0,0.0261846898871543
S10211,0.00192885897000508,0.0435472446290474,0.104538242219114,0.0777652706951104,0,0.361064726416689,0,0.097513443033563,0,0.139153035113239,0,0,0.00922694407453624,0,0,0,0,0,0.0855949612454822,0,0,0.0796672736032138
S10221,0.0673133405567796,0.000988379538506529,0.138213884442246,0.0945733238850171,0,0.35562427678047,0.00916389688962259,0.105288165090464,0,0.159205549227414,0,0,0,0,0,0.00477953695169991,0,0,0,0,0,0.0648496466377802
S10222,0.0407136610787568,0.0660953517630845,0.109873986778839,0.0850738994868983,0,0.432800043436412,0.0660266575771647,0,0,0.178419590327115,0,0,0.0118118716985361,0,0,0.00918493785319389,0,0,0,0,0,0
S10226,0.0609595674497983,0.0415561532698338,0.123322412633663,0.0815622585918244,0,0.403561602784059,0.0247822528317879,0.0420721124171985,0,0.185966527832958,0.00300353312185001,0,0.0142061027261086,0,0,0.00715732717977139,0,0,0,0,0,0.0118501491611471
S10227,0.0130657726185735,0.0566531489608983,0.129247564144995,0.0988206651589941,0,0.389657882677524,0.033839404604986,0.0756908946294378,0,0.132802066800113,0.00211828906800863,0,0.0110105180371707,0,0,0.00193867447183056,0,0,0,0,0,0.0551551188274673
S10228,0,0.0590038926083248,0.131616806960968,0.11621098372952,0,0.373937239460366,0.0436375441006773,0.0569418137246741,0,0.173525454880247,0,0,0,0.00626920979783964,0,0,0,0.0125704857016214,0,0,0,0.0262865690357615
S10232,0.058864920795181,0.0445989064076881,0.128258479490428,0.0944325545485238,0,0.309971369943732,0,0.0991234369117956,0,0.257399864124977,0,0,0,0,0,0,0,0,0.00735046777767486,0,0,0
S10248,0.066282062508971,0.0153648437208326,0.0910051418728134,0.0442449649408189,0,0.392703406353014,0,0.137624499926418,0,0.110885039874416,0,0,0,0,0,0.00614386351077952,0,0,0.0690582180192882,0,0,0.0666879592726477
S10249,0,0.0440562991163159,0.166441513274839,0.133044762451959,0,0.382207192441033,0.0859209940487029,0,0,0.102099840158328,0.0347344277295287,0,0,0,0,0.0224693827418455,0,0,0,0,0,0.0290255880374482
S1025,0.050928790080888,0.0411085938668253,0.122311471997156,0.143532757837748,0,0.336159557037266,0,0.0954714359835878,0,0.169617243866586,0,0,0,0,0,0,0,0,0.00478963935783962,0,0,0.0360805099721031
S10266,0.0307712832639127,0.0475901442872379,0.129856022761028,0.0901638073060636,0,0.409677302769345,0.0659230486073306,0,0,0.202569044145863,0.0125653408930765,0,0.00630130911071062,0,0,0,0,0.00458269685543169,0,0,0,0
S10269,0.00740587427494385,0.112627568633798,0.11952125997777,0.105524016369247,0,0.392462122843799,0,0.0203522209118846,0,0.215582656700744,0.00791107124891874,0,0,0,0,0,0,0,0,0,0,0.0186132090388953
S10272,0.000339869591690634,0.0656012175151329,0.112065294693548,0.103095836156639,0,0.441229856677076,0,0.0864491943352937,0,0.153821191310588,0,0,0.00364771078794774,0,0,0,0,0,0,0,0,0.0337498289320837
S10273,0.127860015213379,0,0.124903209763488,0.150855407950466,0,0.383356959292407,0.0240240348241972,0.0399708761128144,0,0.147398961127045,0,0,0,0,0,0,0,0,0,0,0,0.00163053571620382
S10274,0.0465155978398229,0.0381640651070558,0.145477974420704,0.113525015934908,0,0.393812279874088,0.0149898858738861,0.0802438576160063,0,0.151355617752606,0,0,0.0022379555539152,0,0,0,0,0,0,0,0,0.0136777500270081
S1028,0.0607496483370342,0.0128911564455097,0.121367656618197,0.0393674059712473,0,0.378787710430856,0,0.131222477482585,0,0.0918713495091874,0,0,0,0,0,0.00690869472181059,0,0,0.0687807458870322,0,0.00651756019073982,0.0815355944058002
S10280,0.0691166854239721,0,0.152759014644964,0.112464243586075,0,0.32326387789885,0.0703003862351971,0,0,0.199203389759635,0,0,0.0161548834337625,0.00049163038647438,0,0,0,0.0108190400709698,0,0,0,0.0454268485601
S10283,0.0657794116198185,0.0188234082416133,0.150945224502349,0.0950577875715214,0,0.297117715282751,0.0106766625170768,0.0706095350143145,0,0.218711609550417,0,0,0,0,0,0.00800696844659055,0,0,0.0397378503080002,0,0,0.0245338269455465
S1029,0.057973582099129,0.0438279923869488,0.129591340993176,0.143196832558961,0,0.360890019698331,0.0532964242268276,0.0540083695872072,0,0.155313629247276,0,0,0,0,0,0.00190180920214278,0,0,0,0,0,0
S10292,0.0803944415203754,0.0179824061606709,0.0992005608798863,0.0929830457149913,0,0.347479024674042,0.0472934743861846,0.0790895725661038,0,0.192549704042723,0,0,0,0,0,0.00902749926813575,0,0,0,0,0,0.0340002707868869
