	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
mix_1	0.0550354635237474	0	0	0	0.214914045241951	0	0	0.407423242801455	0.201509772667384	0.0271073797007307	0	0	0.0940100960647323	0	0	0	0	0	0	0
mix_2	0.0725072666734377	0	0	0	0.255135660845669	0	0	0.372457203889585	0.111523279971624	0.00683482216295694	0	0	0.157132927433517	0	0	0	0	0	0.0108567546303033	0.0135520843929071
mix_3	0.0685621573639694	0	0	0	0.255133978517494	0	0	0.329129780880835	0.0236028867772343	0.0729883650157919	0	0	0.151334886065484	0	0	0	0.0228010579313241	0.0243708274672215	0	0.0520760599806458
mix_4	0.0592086368523094	0	0	0	0.185283870470514	0	0	0.535875437085516	0.140250321486024	0	0	0	0.0793817341056371	0	0	0	0	0	0	0
mix_5	0.0603987113492777	0	0	0	0.213760435882461	0	0	0.418704836854384	0.125245263772616	0.0316173717236219	0	0	0.12609933336349	0	0	0	0	0	0	0.0241740470541485
mix_6	0.0617390046321733	0	0	0	0.188996542480615	0	0	0.518628909149665	0.157758868510577	0	0	0	0.0728766752269696	0	0	0	0	0	0	0
mix_7	0.0624242070077028	0	0	0	0.236365303039355	0	0	0.358029916724003	0.0906217522607563	0.0482697113999755	0	0	0.156289109927741	0	0	0	0.00518566758523619	0	0	0.0428143320552299
mix_8	0.0587685388710913	0	0	0	0.230758934759206	0	0	0.368419355928876	0.121455023182389	0.0323343670629803	0	0	0.149309470391742	0	0	0	0	0	0	0.0389543098037144
mix_9	0.055318692360445	0	0	0	0.176769100224032	0	0	0.550220556033116	0.186814096299836	0	0	0	0.0308775550825712	0	0	0	0	0	0	0
mix_10	0.068008333594164	0	0	0	0.206694121796217	0	0	0.543011331530177	0.03188453656762	0.0256338317979339	0	0	0.120072497838967	0	0	0	0	0	0.00469534687492075	0
mix_11	0.0689643362764685	0	0	0	0.217462629814914	0	0	0.431374614757378	0.183635876139102	0	0	0	0.0951823538843719	0	0	0	0	0	0.00338018912776558	0
mix_12	0.0496723610947525	0	0	0	0.191616148328156	0	0	0.5004052312323	0.12379161367183	0.0264875378441749	0	0	0.108027107828787	0	0	0	0	0	0	0
mix_13	0.0497132538035363	0	0	0	0.159376306873277	0	0	0.644403459931875	0.0826078485197615	0	0	0	0.0638991308715501	0	0	0	0	0	0	0
mix_14	0.0612204903567252	0	0	0	0.174379490999184	0	0	0.582523242099277	0.12346168202452	0	0	0	0.0584150945202937	0	0	0	0	0	0	0
mix_15	0.0623121628294739	0	0	0	0.215134505525769	0	0	0.436902630645153	0.122900163495285	0.0244796456806411	0	0	0.111010145548193	0	0	0	0	0	0	0.0272607462754853
mix_16	0.0752124653859996	0	0	0	0.256784521644937	0	0	0.295671377213661	0.0218887828889045	0.0676414500508664	0	0	0.12227749819743	0	0	0	0.0370957260530514	0.0123690396170338	0.027517652928001	0.0835414860201151
mix_17	0.0728088646504042	0	0	0	0.251373575077761	0	0	0.359168812738143	0.00225750774419953	0.0594540560903094	0	0	0.146407356663384	0	0	0	0.0320299305359157	0	0.00550496780771799	0.0709949286921654
mix_18	0.0621301944556567	0	0	0	0.193063306042585	0	0	0.613627979063953	0	0.0098131509892632	0	0	0.121365369448541	0	0	0	0	0	0	0
mix_19	0.0593166842567349	0	0	0	0.244796213075967	0	0	0.352545050985673	0.042722906838815	0.0697331554157842	0	0	0.151761371369807	0	0	0	0.0186694522270266	0.0127151009229614	0	0.0477400649072318
mix_20	0.0671638918135387	0	0	0	0.193415207054954	0	0	0.542482285819465	0.123618510746476	0	0	0	0.0646051775298269	0	0	0	0	0	0.00871492703573945	0
mix_21	0.058201737584083	0	0	0	0.205991828417041	0	0	0.520345605783465	0.0229171223764385	0.041012431578304	0	0	0.118839278351046	0	0	0	0.0057528509156598	0	0	0.0269391449939617
mix_22	0.051351370135412	0	0	0	0.199179141714986	0	0	0.479406570428375	0.152584856878307	0.0180735429902669	0	0	0.0994045178526534	0	0	0	0	0	0	0
mix_23	0.0640398468137017	0	0	0	0.181004050229809	0	0	0.548145716518389	0.142842698292405	0	0	0	0.0639676881456959	0	0	0	0	0	0	0
mix_24	0.0597327279098955	0	0	0	0.202652037446725	0	0	0.477203799403792	0.104271027762286	0.0253768635601978	0	0	0.105060463139338	0	0	0	0	0	0	0.0257030807777658
mix_25	0.0599643796291205	0	0	0	0.171168129051155	0	0	0.582045201632065	0.153184776552225	0	0	0	0.0336375131354348	0	0	0	0	0	0	0
mix_26	0.0591272336722855	0	0	0	0.216066262531415	0	0	0.503457963934881	0	0.0577888288550978	0	0	0.130511239449575	0	0	0	0.0128654397180237	0	0	0.0201830318387223
mix_27	0.0623223962068322	0	0	0	0.20289052001847	0	0	0.485507429809692	0.183269380775924	0	0	0	0.0660102731890819	0	0	0	0	0	0	0
mix_28	0.0620253973350067	0	0	0	0.197807151194808	0	0	0.518977442870594	0.1285818010393	0.00512910939417481	0	0	0.0874790981661171	0	0	0	0	0	0	0
mix_29	0.0591560212120095	0	0	0	0.217099063236779	0	0	0.423805105525491	0.170796972105602	0.0129173470790633	0	0	0.116225490841055	0	0	0	0	0	0	0
mix_30	0.0554108922855582	0	0	0	0.175731052386998	0	0	0.562810252509951	0.140847736379894	0	0	0	0.0652000664375995	0	0	0	0	0	0	0
mix_31	0.0545330664816933	0	0	0	0.19499316265833	0	0	0.537833240456841	0.0961445075759234	0.00994377029061819	0	0	0.106552252536594	0	0	0	0	0	0	0
mix_32	0.0568700065572749	0	0	0	0.170446910874637	0	0	0.599623647325468	0.115996238071765	0	0	0	0.0570631971708548	0	0	0	0	0	0	0
mix_33	0.0552302572572992	0	0	0	0.18358854319174	0	0	0.5964862256139	0.0560774476557873	0.02687327747664	0	0	0.0817442488046336	0	0	0	0	0	0	0
mix_34	0.0688898707978944	0	0	0	0.2417709918252	0	0	0.418207009110268	0	0.0517799565450956	0	0	0.181799328864593	0.00828979512697192	0	0	0.00681703038941321	0.0157132993880002	0	0.00673271795256412
mix_35	0.0497794916290682	0	0	0	0.193070800805205	0	0	0.498823933707244	0.135384177625164	0.012638001622485	0	0	0.110303594610833	0	0	0	0	0	0	0
mix_36	0.0576955782389	0	0	0	0.211199242161637	0	0	0.465608433185701	0.108141471444803	0.032398058313589	0	0	0.124957216655369	0	0	0	0	0	0	0
mix_37	0.0633519542950092	0	0	0	0.233980904662601	0	0	0.393800235990279	0.0552450393844844	0.0542057864453386	0	0	0.135969120065747	0	0	0	0.0144796260116122	0	0	0.0489673331449281
mix_38	0.0619047549846855	0	0	0	0.23059681590244	0	0	0.380290958407603	0.0962044574162097	0.0543843923546495	0	0	0.121000616028298	0	0	0	0.00802795668586703	0	0	0.0475900482202479
mix_39	0.0623061494111892	0	0	0	0.205160347744091	0	0	0.488913010357141	0.140678421167248	0	0	0	0.102942071320331	0	0	0	0	0	0	0
mix_40	0.0506539417860152	0	0	0	0.19880293818618	0	0	0.516665676990512	0.0898915183415549	0.0292180419760623	0	0	0.114767882719676	0	0	0	0	0	0	0
mix_41	0.0652361216541733	0	0	0	0.226039979609331	0	0	0.464543318823746	0.0127021226795072	0.0585051908471988	0	0	0.139061920634282	0	0	0	0.00958254781920772	0.00490334237536431	0	0.0194254555571891
mix_42	0.0607172208255366	0	0	0	0.164807716139611	0	0	0.627090684485738	0.0668619423484422	0	0	0	0.0805224362006718	0	0	0	0	0	0	0
