Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE	Absolute score (sig.score)
S10186	0.0741130145650213	0.00922186441363063	0.130461116823989	0.0793385525009191	0	0.194256782579572	0.306138900351971	0.0534722173616361	0.0896867894133431	0.140146726305386	0	0	0	0.00817882346783536	0	0	0	0	0.0270007311751352	0	0.014921305309221	0	9999	0.592182181500307	0.807800795843745	1.12693682426766
S1019	0.018519868663762	0.0355737992371352	0.226209022533727	0.116973927067541	0	0.343036502445947	0.179162103236919	0.0783342875139501	0.0253459071084171	0.0198638550693737	0	0	0	0.034210377366401	0	0	0	0	0.0501620639403419	0	0.0095931418788444	0	9999	0.670669111235915	0.745788723893161	1.13698485606236
S10190	0.0689486132203965	0.00276697707195511	0.0815391946669787	0.0370068321971613	0	0.406461256758654	0.156606114926232	0.201190546248877	0.0439148218778621	0.0221033804387682	0	0	0	0.000232381546386414	0	0.00578362954309381	0	0	0.0980682733817677	0	0.0184968571175223	0	9999	0.706184740230904	0.715413069955738	1.14311887899566
S10195	0.0228085144837472	0.0232713584994331	0.0878262562729987	0.0530726318201407	0	0.616710962912645	0.14677436128803	0.0186373454659384	0.0178320714052249	0.0347478466671463	0	0	0.00290504710532413	0.0142694887856228	0	0.00625881086469112	0	0	0.0680051069283494	0	0.0225031093123833	0	9999	0.696108307570711	0.722146537705485	1.13562291181167
S10196	0	0.0419089881443159	0.096866534881377	0.138512492741624	0	0.499767986876565	0.0994952051652911	0.183344718780789	0.0132275965363745	0.0163922778527709	0	0	0	0.0215276184313459	0	0	0	0	0.0184992213684981	0	0.00874005861490159	0	9999	0.65809863567084	0.753658498085029	1.13828269939385
S10200	0	0.0175915382487969	0.0852942570400263	0.096541651857788	0	0.463430460793706	0.0738471099654591	0.0290083467107381	0.0451772201590432	0.110760843885071	0	0	0.026406181365112	0.00707412806129546	0	0.0120366835199186	0	0	0.0898572940255976	0	0.0304630560782235	0	9999	0.714046520324087	0.703387895445964	1.08748877171078
S10201	0.0332071242407911	0.0144734969222922	0.106865575922295	0.101797514216242	0	0.698903734520448	0.045010022713724	0	0	0.103999311217458	0.02637700153878	0	0.00770537721910762	0.0126715430392051	0	0	0	0	0.000526703588103546	0	0.000269831973033428	0	9999	0.796841081543702	0.608930852742228	1.15180723711148
S10202	0.0293260168148056	0	0.210907805990688	0.113983954481266	0	0.32275567025503	0.0932756218164475	0	0.0603439514996441	0.214765280364535	0	0	0	0.00466126148302625	0	0	0	0	0.105247251950275	0	0.0156908856718713	0	9999	0.742436934975579	0.684744445903	1.17095770032759
S10205	0.0626000703150143	0.00430840347180726	0.0346191958187332	0.103522347703654	0	0.541001890007717	0.207894665949473	0.0743087189095379	0.0516987440153412	0.0642653518164644	0	0	0	0.0168664555212209	0	0.0159199436126719	0	0	0.0447483160097477	0	0.0209164805197021	0	9999	0.702353654127021	0.714839957803722	1.24267058367108
S10211	0	0.0480142795744619	0.0283239055272344	0.0725255259822453	0	0.408397351697644	0	0.292851880362429	0.0109185499626027	0.00225406197640101	0	0	0	0.00618884962888903	0	0	0	0	0.15433017216026	0	0.0139815944460581	0.0414315220947674	9999	0.636697025607211	0.771764735874106	1.07921769341299
S10221	0.0226398771242657	0.0177917328125495	0.0985099636211278	0.154664300727026	0	0.457023750765108	0.0746235091859618	0.262095900536499	0.0120739520373445	0.0380631622881337	0	0	0	0	0.0014294948807937	0.00798760607484722	0	0	0.00341208594401736	0	0.00930120996996762	0	9999	0.637715996372759	0.770637025569042	1.15961654596764
S10222	0.0143797057260944	0.0460453898972966	0.0139812840886839	0.0472724156629788	0	0.630144100512422	0.123859849865352	0	0.0290583653721389	0.113973323305751	0	0	0.0188516045790993	0.0236793653135891	0	0.00943215649351198	0	0	0.0743106031500115	0	0.00876366833450304	0	9999	0.692727741164853	0.724535552366453	1.15375183230143
S10226	0.0275559412506368	0.0501623896336002	0.117439861168323	0.0521852277696801	0	0.527557099676352	0.185738323195203	0.0708595684210994	0.0214673557038727	0.0364832988541277	0	0	0.00827834372753816	0.0257463990923072	0	0	0	0	0.000188599884074997	0	0.0136297746465955	0	9999	0.697013885978581	0.71764250910053	1.13729218302341
S10227	0	0.0433745153177566	0.134997533832237	0.0808728524633048	0	0.551781804549015	0.084819746426571	0.0948810631562428	0.0227724274510397	0.0181398865052729	0	0	0	0.0427626586782065	0	0	0	0	0.044516895669318	0	0.010517643364482	0	9999	0.664305144997402	0.750017129888293	1.12943702741345
S10228	0	0.0716663251525971	0.113739368138119	0.0610360479647968	0	0.475675558669771	0.172239355432013	0.113410259070164	0.0193517347886556	0.0307902965057489	0	0	0	0.0525156880176564	0	0	0	0	0.030021962302732	0	0.0111230254149934	0	9999	0.713399246419424	0.705007205631596	1.15156962145725
S10232	0.0278467402969978	0.0550612821290245	0.112056813094774	0.107668499772034	0	0.254911032865004	0.107523753422759	0.193494231518071	0.0198424222903436	0.178040944207885	0	0	0	0	0	0	0	0	0.0917632032402194	0	0.0118029011622828	0	9999	0.692747946538852	0.731587179325717	1.1600118239994
S10248	0.01620980323095	0.0431764399871153	0.0147076748257658	0.049892700026774	0	0.483624790363955	0.075395312618673	0.249755802704877	0.00489735668102318	0	0	0	0	0.00600553556781651	0	0.00341489568217396	0	0	0.169361892557847	0	0.0108703950847613	0	9999	0.654766058403036	0.756788734372744	1.12731259933173
S10249	0	0.062313049103199	0.31100758956842	0.121382256281893	0	0.435035977967832	0.168967130975035	0	0.0196310980815861	0.0164028680788867	0.00156217922241622	0	0	0	0.00302865778625371	0.0171848214451664	0	0	0.0102092998355838	0	0.017834044208363	0	9999	0.729687977921432	0.68723356510652	1.18455897255463
S1025	0.00461772938729773	0.0260558475597601	0.103233170487102	0.150617054155573	0	0.368193515131658	0.187431724885282	0.154994058365259	0.0130903167526175	0.0394637975013339	0	0	0	0	0	0.0169331880233636	0	0	0.113235128793692	0	0.0294195402010813	0	9999	0.685619165876432	0.73363790710779	1.20728507124402
S10266	0.0157327827816348	0.019872210394027	0.165633093688206	0.0618474692581355	0	0.514485962685249	0.215898978364571	0.00181455792760384	0.0246219735556678	0.0742084201933075	0	0	0	0.0229101584042891	0	0	0	0	0	0	0.00740473886851793	0	9999	0.746810182056361	0.667423620154375	1.12443034612121
S10269	0	0.102971982798125	0.150417374626196	0.0897253670450995	0	0.527241315701369	0.127292956860765	0	0.0318298948553703	0.0504577391178163	0	0	0	0.0193569851476483	0	0	0	0	0.0796502148098576	0	0.0149964105820926	0	9999	0.745105984576423	0.671384234073683	1.19394024154434
S10272	0	0.0546186118707089	0.0340469193451264	0.0898685497125485	0	0.55480509282157	0.0442305026054658	0.154931206603245	0.00425377298279283	0.0256111900592454	0	0	0	0.00115538393792465	0	0	0	0	0.108072811107683	0	0.0139979073766352	0	9999	0.719567249556448	0.696743358982549	1.08559194842295
S10273	0.0787874795344121	0.00571991215317569	0.158602777556146	0.114918468516282	0	0.444745237059342	0.138968492729438	0	0.0124657804472254	0.135721583035658	0	0	0	0.025695858121748	0	0	0	0	0.0275410703077056	0	0.00793306139130048	0	9999	0.731150014502573	0.689006421320783	1.15109972085243
S10274	0.00500008876914529	0.0267040620433462	0.160596117599204	0.124973278343889	0	0.466857850103911	0.128653491326545	0.066507237123208	0.0135898145436294	0.0629254962832883	0	0	0.016027621222508	0	0.00814612252086954	0	0	0	0.0187352893025296	0	0.0348332568898521	0	9999	0.730479775265227	0.687444672121924	1.13354972607193
S1028	0	0.0417562170799863	0.0831766075575803	0.0310882944943667	0	0.532833546057415	0.0911601651132348	0.193421379412421	0.0231458840584152	0.0217095459079213	0	0	0.00650089738757506	0.0085036357691464	0	0.0186481998192649	0	0	0.122386630223948	0	0.0288998801477704	0.0129581195882641	9999	0.694890540016188	0.720648060543406	1.21618900261731
S10280	0.0294727372053817	0	0.356918283514678	0.151423063440077	0	0.287631342705848	0.240015965395607	0.0549772023099326	0.0338320545851018	0.0636927063215666	0	0	0	0.00503326678243136	0	0.00476929207553019	0	0	0	0	0.0076391794696569	0	9999	0.68063044348979	0.738907608882388	1.23540509380581
S10283	0.0288880694020088	0.0236575999508125	0.127671380909553	0.062718492171987	0	0.314236426374967	0.157642198714117	0.0736439429198803	0.0415726763639166	0.13966057087452	0	0	0.000324979067252147	0.0059577172751952	0	0.00354811325424403	0	0	0.148910959439794	0	0.00802204051738149	0	9999	0.694320294537513	0.727614590985429	1.13645516723563
S1029	0.0292717620849582	0.0129960156904597	0.113832699370598	0.14539623423614	0	0.4025448310893	0.19954729543977	0	0.0381830197423909	0.186429741138523	0	0	0.00989267211379914	0.00780484764333044	0	0.00115264657975545	0	0	0	0	0.0201917792093651	0	9999	0.698308933088034	0.721713696301392	1.16724354433839
S10292	0.0251886358648797	0.0458308455814821	0.0696834289062992	0.0722821467148897	0	0.381247154115405	0.17271915838938	0.123268343336962	0.027517705355706	0.0750946638193812	0	0	0.0102734553636524	0.0212804193313505	0	0	0	0	0.0775037761828543	0	0.0174139765795175	0	9999	0.669716147791068	0.746750602419489	1.11930370954176
S10294	0	0.0543204720942651	0.0478895431972185	0.0594238192787632	0	0.41765679326555	0.10595253945563	0.0789425517303712	0.0699191378026854	0.0769775052554377	0	0	0	0.0229128375279167	0	0.0182233683223767	0	0	0.197247653882544	0	0.0112421164835257	0	9999	0.619102139753621	0.785561235709773	1.16070833829628
S10302	0	0.0471144621703657	0.0717686992663251	0.120115703316071	0	0.421389089668265	0.0525470887393019	0.257993973303447	0.0192843780731379	0.0484268935026502	0	0	0	0.00424187101491187	0	0.0106162212418724	0	0	0.102669391235668	0	0.0195683006370888	0	9999	0.648553971642127	0.762151035292452	1.1757360721691
S10303	0.0508209420395581	0	0.192737034188239	0.132161385579973	0	0.395311879887843	0.128462201352812	0	0.016471219745688	0.134958769390594	0	0	0.00952154862681625	0	0	0	0	0	0.0792960185575734	0	0.0171375746517187	0	9999	0.725415435279933	0.695309152672873	1.15687857402082
S10323	0.0234407246466958	0.0486561033285359	0.142411865581102	0.127015130433558	0	0.445999850281244	0.251668842872042	0	0.0150698135604495	0.063861131165453	0	0	0.00810545043699214	0	0	0	0	0	0.0456655431793303	0	0.0125052901051824	0	9999	0.697747541785275	0.719595977948292	1.18439974559059
S10326	0	0.0680568975545165	0.0935870782236425	0.0947421378219416	0	0.505519970950202	0.129725466911768	0.0910876399289001	0.00959367356743811	0.0193029310337639	0	0	0	0.0253287171003134	0	0	0	0	0.0892851331392007	0	0.0102255210039421	0	9999	0.711728796811375	0.704526912575155	1.13645516723563
S10328	0.0113872121972119	0	0.0708128063096587	0.137884650372222	0	0.312468022368942	0.160498501679874	0	0.0360298419860385	0.24758800838232	0	0	0.00718319003532776	0	0	0	0	0	0.0979495436315325	0	0.0154282914622111	0	9999	0.699481163501872	0.719668792962451	1.09723006842534
S10329	0.0580429627049448	0.0375087558210027	0.140972959584894	0.0878801633929065	0	0.378166684112172	0.131044557577009	0.189976293766288	0.0312851958158729	0.0201239661450904	0	0	0.00271196488239217	0.00908746409954471	0	0.00160838271723034	0	0	0.0711545390033895	0	0.00878474970326834	0	9999	0.694885345189529	0.726969921808273	1.16834863932601
S10336	0.0179364299679974	0.0326119190327621	0.161636539224242	0.148718179085851	0	0.350672642727376	0.118898895673748	0	0.0222833320433653	0.166122414137016	0	0	0.0212508284246286	0.00139067071720849	0	0	0	0	0.126905383020439	0	0	0	9999	0.731843139604897	0.691431499159589	1.16842723405463
S10340	0.103181537066876	0	0.109578603411024	0.0568708166824196	0	0.442896102005774	0.183501434525953	0.141235033346824	0.0210908574798294	0.049915792590171	0	0	0.00431352491731622	0.00984549760619531	0	0.00335177586451856	0	0	0.0430194969840197	0	0.0076595811633394	0	9999	0.727838234222459	0.694655384954762	1.17646005364426
S10347	0.00220642489841871	0.0231278419599145	0.223538002654637	0.170295200223761	0	0.354569452775882	0.235180889119305	0	0.00431043017748452	0.0918063955377091	0	0	0	0	0	0	0	0	0	0	0.00602970006789175	0	9999	0.678606981245775	0.736494722833385	1.111064337415
S10353	0.00980179678549715	0.100788680647926	0.193808448167473	0.0706058986796743	0	0.456295707167968	0.137444991435237	0.0708174520724954	0.00462719690100874	0.0954781873929264	0	0	0	0.0283838013830499	0	0	0	0	0.0450650636186139	0	0.0240775476051661	0	9999	0.731697376997158	0.690614998510635	1.23719477185704
S10356	0.0844107255999787	0.00767047683590639	0.30974191600949	0.129879800242494	0	0.27631782060039	0.300389896932874	0.04219341236932	0	0.0269151053496433	0	0	0	0.00443677572959543	0	0	0	0	0	0	0.00800619193153667	0	9999	0.700579657518422	0.724957391395396	1.18996212160123
S10358	0	0.0356107975841582	0.153614850270935	0.105901952363453	0	0.492931461558024	0.196470098468527	0.0232324269176961	0.0510533807174058	0.0409801647629356	0	0	0.00433791234302804	0.0036128535049669	0	0	0	0	0.0572902145551993	0	0.0250894088343591	0	9999	0.709263698139475	0.707304601030343	1.19012552188069
S10365	0.0124895751866431	0.0129581334711822	0.183994978720838	0.0822700590787979	0	0.52962143815955	0.180572556786513	0	0.0114804132310085	0.08614336238475	0	0	0.00205208783877237	0.00735486999846166	0	0.00309475522891331	0	0	0.040340734048161	0	0.0088845458579307	0	9999	0.746360068522088	0.667710722245877	1.16125750999152
S1037	0.0122205938645763	0.0601891821078949	0.0878282001344839	0.065554363220578	0	0.222859423939664	0.252092517638315	0.10627828427611	0.0368986207546277	0.124830741683133	0	0	0.00674874345381666	0.0091556771744731	0	0.00126579735509145	0	0	0.114495774794612	0	0.019708262360813	0	9999	0.665243223485733	0.755071559462245	1.12012618275819
