Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0195461853849958	0.038659599154377	0.0837060537187313	0	0.495209743420597	0.402850354069218	0	9999	0.542391328704687	0.91716124808098	1.03997193574792
S10006	0.0731900581926098	0.12761854983854	0	0.0674876654160566	0.476920626090989	0.289842345282131	0	9999	0.507540934816855	0.948170936362203	1.03505924482033
S1001	0.0453929624712843	0.265107232906614	0	0.0835987769094758	0.37228882968716	0.202176447423291	0.0642743292935157	9999	0.544201300295532	0.912103371717046	1.03283857869134
S10010	0.00126138672877705	0.181540634878032	0	0.0525964728828374	0.539306732178457	0.260216124181085	0	9999	0.5980458232197	0.870979981145189	1.03492135084919
S10011	0.028988679870552	0.204520374858566	0	0	0.408636195394414	0.392913994696795	0	9999	0.569290576761838	0.886328392112264	1.03505924482033
S10014	0.0299694261715822	0.205113802755022	0	0.0738726479510545	0.435052226361985	0.286794774423549	0	9999	0.562643421358784	0.89669873599859	1.03080287766319
S10026	0.0558969389375767	0.211735843308062	0	0.0702796273272055	0.405633110994804	0.222820421047435	0.0673424288341599	9999	0.550875333076347	0.90410722953127	1.03370837044924
S10032	0.0490795232262061	0.268320014562454	0	0.0736604723009833	0.377618729094647	0.268722312817515	0	9999	0.560841619843416	0.896458931856728	1.03740105200181
S10036	0.0551895329441786	0.228795626845651	0	0.023613080889719	0.442758658278186	0.148496725819874	0.129572200129662	9999	0.569235144125247	0.889476337069954	1.02842582490727
S10042	0.0744530794380131	0.221242734091011	0	0.0720720307565874	0.418812377031125	0.246712101368316	0	9999	0.576020837461234	0.880898737607527	1.03329232268505
S10044	0.0663849746755917	0.172231288908152	0	0.0620263862362029	0.428077346122407	0.275719220326256	0.0297226438411976	9999	0.560877372359514	0.893594549631435	1.03416186010981
S10049	0.0685082188231274	0.152428671914175	0	0.0633803059125128	0.421571106670202	0.330684654560305	0	9999	0.54454873037229	0.908279261382772	1.03657295788032
S10057	0.0518306752136892	0.200155147269173	0	0	0.389058596953689	0.315486191479625	0.0749330495026655	9999	0.542958724670736	0.908863633560279	1.03146366041884
S10062	0.0467585934240162	0.231485105796359	0	0.0430847848820756	0.411502072028367	0.303776382504401	0	9999	0.575353995549933	0.881868037921914	1.03660693863522
S10066	0	0.147468688340519	0	0.00890503290513128	0.576050243916636	0.300140496695605	0	9999	0.605782468498782	0.864812320847476	1.03256446185789
S10067	0.0630276780956893	0.139749005771499	0	0.0665099225259715	0.368978298975605	0.370130071193588	0.0267677238812473	9999	0.555778833226441	0.89250425861322	1.0351627004436
S1007	0.0584267295516282	0.195290730202164	0	0.0424424744743413	0.438923228066782	0.297515125312264	0	9999	0.541992517274811	0.915488476878244	1.03259828760718
S10073	0.0468181454450888	0.171129377178635	0	0.0166936161544874	0.391437482076536	0.371659676938451	0.0359357388169755	9999	0.574486027595433	0.876796727799554	1.03367403661017
S10077	0.0186747242731799	0.14552379672615	0.0947513130989892	0.0178596816496697	0.41924548800865	0.338453120287526	0	9999	0.56885971452262	0.890626406314631	1.03450812404417
S10080	0.0441058925720877	0.270042083856023	0	0.0393171906663618	0.41511095326338	0.264507605163559	0	9999	0.5822783443852	0.877996922509697	1.03308372552141
S10082	0.072085606446184	0.187850691572976	0	0.0340533657952787	0.383732311438647	0.356925160181396	0	9999	0.577093756884062	0.874316673256127	1.03464713543448
S10087	0.0773585717325196	0.161680000125914	0	0.0605539649961573	0.372852453775116	0.362476360219481	0	9999	0.553567070368456	0.895833196001577	1.03492135084919
S10089	0.0256227890936075	0.0746787435183581	0.0058052780465775	0.0108804072870551	0.556074272717311	0.362135960434011	0	9999	0.592900210581796	0.870145791110151	1.03519745109692
S1009	0.113440339052668	0.195906357241373	0	0	0.312251074362154	0.414559689265729	0	9999	0.576187155700185	0.869967615350046	1.03615745992192
S10090	0.0303306830894855	0.0301452547620447	0.000710858979122984	0.040555640403974	0.535912748249135	0.395463663770277	0	9999	0.545370920409454	0.913827159305892	1.03311884925404
S10093	0.0414219341580237	0.345188310866313	0	0.0027177833491731	0.399933137426471	0.0797641389794055	0.163295906740442	9999	0.541982762251372	0.921464354131861	1.03232121151983
S10094	0.0364686942697911	0.189712103694635	0	0.0595575415324611	0.463680093210359	0.286190524134108	0	9999	0.566274903664339	0.894244954715385	1.03560895684135
S1010	0.038084725398977	0.179201195951403	0.0454587332650419	0.023491763854445	0.39766091683059	0.351847556963011	0	9999	0.574809008231523	0.880844456250241	1.03574489226347
S10111	0.0553698987291176	0.137626141184961	0	0.0701255452733536	0.376531325434556	0.396091981641479	0	9999	0.550957472325751	0.898355114923569	1.03574489226347
S10116	0.0194718047093342	0.204257924807034	0.0416212610052387	0	0.251260208995055	0.517896924527504	0	9999	0.535568489869322	0.913581153356656	1.03450812404417
S10119	0.0851831097682894	0.180970049554919	0	0	0.371877215809188	0.29629422382022	0.099766067126737	9999	0.567037200179518	0.881215720168336	1.03409066607935
S10121	0.0520629761780832	0.103447645467878	0.0138105344623181	0.0664514495122091	0.447347445645347	0.349648598081033	0	9999	0.577332860073152	0.876567538536516	1.03276864934687
S10130	0.00105883225558181	0.171068740707024	0.0129168788692347	0.0349433233391414	0.509014784440614	0.307050677922446	0	9999	0.593761413908575	0.871381358598526	1.03605323753404
S10140	0.0703941858112557	0.122996251210562	0.0059683151638097	0.0646956579002677	0.542760345568175	0.228038433698645	0	9999	0.582383691908401	0.882015581404957	1.03485318935271
S10142	0.0804581936338028	0.16596740188687	0	0.120375578235352	0.343347777471233	0.324910293593069	0	9999	0.539768846868616	0.908472462055499	1.03505924482033
S10150	0.0158093240227701	0.192945195948193	0.00997118998719679	0.0174651615762478	0.596494894797778	0.196913590240164	0	9999	0.602602983165487	0.876132445693781	1.02959935657235
S10155	0.0807933413993175	0.189179613359207	0	0.0397758664791787	0.366587531457809	0.358276026922441	0	9999	0.588533800390435	0.861306637172455	1.03461237961795
S1016	0.0284071318020296	0.146352790029992	0	0.0740314082531055	0.510877362574326	0.272781464001936	0.00149980479166526	9999	0.576082799289046	0.887329575407489	1.03394996145305
S10163	0.0332216477312717	0.118269819656772	0.0934147554384041	0	0.410374647564281	0.377872400495675	0	9999	0.543888175364135	0.912369499446008	1.0331532708864
S10167	0.0559266187351988	0.25263574242207	0	0.065631610264798	0.378915083595683	0.192415084965965	0.0881842304655296	9999	0.542119996329957	0.91288097094819	1.03370837044924
S10168	0.0641923583578171	0.116729978126561	0	0.0906351196993772	0.375952581383552	0.38796168762407	0	9999	0.551791239716254	0.896489179768092	1.03547172519138
S10173	0.090014988448063	0.165478812413843	0	0	0.310118142430079	0.330609341703656	0.138872312309663	9999	0.584887020801373	0.858799956845365	1.0350935973053
S10175	0.0534675917298811	0.144150751593083	0	0.0635079076411576	0.475222712297981	0.29732507334807	0	9999	0.546721398782883	0.911707379679246	1.03367403661017
