CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
Mix_1	0.5136	0.1697	0	0	0.0527	0	0.264	0	0
Mix_2	0.1873	0.4448	0.0135	0.0774	0.0712	0.0142	0.1915	0	0
Mix_3	0.1829	0.1024	0	0.0278	0.0029	0	0.471	0	0.213
Mix_4	0.0939	0.1638	0	0.0928	0.106	0	0.4346	0	0.1089
Mix_5	0.0238	0.6399	0	0	0.0048	0	0.3316	0	0
Mix_6	0.5379	0.2766	0	0	0	0	0.1856	0	0
Mix_7	0.0169	0.2554	0.0448	0.1548	0.0626	0	0.2627	0	0.2029
Mix_8	0.3049	0.3871	0.0537	0.1192	0.0921	0	0.0036	0	0.0395
Mix_9	0.1625	0.3814	0	0.073	0.0736	0	0.28	0	0.0294
Mix_10	0.3075	0.4615	0	0	0	0	0.1817	0	0.0493
Mix_11	0.0672	0.3244	0.0854	0.1542	0.156	0	0.2128	0	0
Mix_12	0.4461	0.0636	0	0.0261	0.0543	0	0.3295	0	0.0805
Mix_13	0.1052	0.5702	0	0.0459	0.0206	0	0.1847	0	0.0734
Mix_14	0	0.0628	0.1087	0.0691	0.012	0	0.5079	0	0.2395
Mix_15	0.1213	0.1811	0.1432	0.1663	0.1123	0	0.1586	0	0.1172
Mix_16	0.221	0.3636	0.0159	0.118	0.0794	0	0.0861	0	0.116
Mix_17	0.0991	0.221	0.0435	0.1635	0.1003	0	0.1728	0.0058	0.1938
Mix_18	0.1477	0.1878	0.2781	0.1873	0.1363	0	0.028	0	0.0348
Mix_19	0.4578	0.1377	0	0	0	0	0.2956	0	0.1089
Mix_20	0.3145	0.4143	0	0.0449	0.0466	9e-04	0.1207	0	0.058
Mix_21	0.4304	0.3665	0	0.012	0.0253	0.0147	0.0754	0	0.0756
Mix_22	0.5288	0.1524	0	0	0	0	0.226	0	0.0928
Mix_23	0.1477	0.5794	0.0042	0.0743	0.0753	0.0231	0.096	0	0
Mix_24	0.2742	0	0.2271	0.1524	0.052	0	0.0066	0.0194	0.2683
Mix_25	0.0209	0.5455	0	0.0997	0.0543	0	0.1872	0	0.0924
Mix_26	0.0695	0.366	0.0577	0.1624	0.0564	0	0.1	0	0.188
Mix_27	0.3405	0.4266	0	0.0161	0	0	0.005	0.0555	0.1563
Mix_28	0.3972	0.2954	0	0.0403	0.0642	0	0.1599	0	0.0429
Mix_29	0.0745	0.4358	0.0095	0.166	0.0865	0	0.0785	0	0.1493
Mix_30	0.0018	0.2413	0	0.0431	0	0	0.5018	0	0.2119
Mix_31	0.1855	0.4165	0	0.1175	0.0892	0	0.1203	0	0.071
Mix_32	0.2549	0.1771	0.2855	0.1016	0.079	0	0.0238	0	0.0782
Mix_33	0.3001	0.0935	0.0681	0.1268	0.083	0	0.1448	0	0.1837
Mix_34	0.4827	0.3398	0	0	0	0	0.1626	0	0.0149
Mix_35	0.098	0.2834	0.0198	0.1032	0.1242	0	0.362	0	0.0093
Mix_36	0.1516	0.3758	0	0.0806	0.0604	0	0.2347	0	0.0969
Mix_37	0.2139	0.1308	0	0.0026	0.0015	0	0.4853	0	0.1659
Mix_38	0.39	0.0804	0.0537	0.0453	0.0793	0	0.2816	0	0.0698
Mix_39	0.4542	0.4488	0	0.0039	0.0516	0.0209	0.0181	0	0.0026
Mix_40	0.0974	0.3118	0	5e-04	0	0	0.4759	0	0.1144
Mix_41	0.214	0.2475	0	0	0.0576	0	0.4809	0	0
Mix_42	0.0842	0.3766	0.0631	0.1712	0.0659	0	0.0347	0	0.2044
Mix_43	0.3047	0.4353	0	0	0	0	0.2248	0	0.0352
Mix_44	0.3751	0.1316	0	0.0214	0.0883	0	0.3793	0	0.0044
Mix_45	0.3176	0.1664	0	0.0333	0	0	0.1809	0.0822	0.2196
Mix_46	0.238	0.3932	0	0.0868	0	0	0.001	0.0868	0.1943
Mix_47	0.431	0.2852	0	0	0	0	0.2193	0	0.0646
Mix_48	0.1361	0.3945	0.0066	0.0959	0.1096	0	0.2203	0	0.037
Mix_49	0.001	0.1006	0.0653	0.0595	0.1032	0	0.6233	0	0.0472
Mix_50	0.2674	0.1169	8e-04	0.1251	0.0694	0	0.0351	0.1651	0.2202
Mix_51	0.1821	0.3712	0.0159	0.131	0.1291	0	0.1325	0	0.0383
Mix_52	0.1965	0.0193	0	0.038	0.0176	0	0.3435	0.1364	0.2487
Mix_53	0.3845	0.3139	0	0.0509	0.0205	0	0.1041	0	0.1261
Mix_54	0.4059	0.1228	0	0	0	0	0.4713	0	0
Mix_55	0.1877	0.0388	0	0.0074	0.0306	0	0.6029	0	0.1326
Mix_56	0.3409	0.1422	0	0.0694	0.0341	0	0.0802	0.1463	0.187
Mix_57	0.1966	0	0.0993	0	0.0264	0	0.6777	0	0
Mix_58	0.1248	0.1998	0.2664	0.073	0.0095	0	0.1723	0	0.154
Mix_59	0.1282	0.0872	0	0	0	0	0.7295	0	0.0551
Mix_60	0	0.5824	0	0.0714	0	0	0.0538	0.0926	0.1999
Mix_61	0.2249	0.5132	0	0	6e-04	0	0.2552	0	0.0062
