B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..	otherCells
S1028	8.08237039474482e-09	4.14467752202686e-08	5.55704886435467e-05	0.0439531693317169	0.198754046129771	0.0307812869193302	7.64549793803705e-08	0.726455801146413
S10280	2.74407293000718e-05	3.14261263139449e-07	6.06755202432645e-08	0.0423293522209362	0.196798395050563	0.0315065959806735	2.40718262076432e-09	0.729337838674561
S10283	6.65327334432572e-06	9.07538051414267e-09	3.09037535930363e-07	0.0425587128498778	0.190160365479201	0.035130653079625	2.18265624433858e-06	0.732141114548791
S1029	1.98578980064393e-05	1.36362589625897e-07	1.14727174937353e-07	0.0409480812157279	0.195583284741473	0.0332178711950366	3.20990475986579e-08	0.730230621760944
S10292	1.97719233563819e-08	8.36058855758084e-09	1.00083802285073e-08	0.0413637541793294	0.189068918386681	0.03450159727345	1.27820008443579e-05	0.735052910018804
S10294	2.40727072610931e-05	1.17103552156392e-08	2.67469970918011e-08	0.0447396514331873	0.191495106672551	0.0317458242548724	1.23549646333149e-09	0.731995305239279
S10302	3.09151834587623e-09	1.52427185663737e-05	6.6492729832159e-07	0.0418597001728934	0.194878573951286	0.032832691908263	4.21722984691351e-09	0.730413119012945
S10303	8.1600250337795e-05	3.05336682302955e-05	1.65459348336505e-07	0.0415124252767087	0.19399092791189	0.0329848608856448	6.97319252722486e-09	0.731399479574648
S10323	3.54006241811725e-09	8.01544875691421e-09	2.79730893092698e-07	0.0406235979984112	0.197925699934226	0.032157143581798	1.39391174876295e-07	0.729293127807985
S10326	1.22533408271266e-09	3.93453721810523e-05	2.83359186350611e-07	0.0442230829243237	0.19962008545886	0.0289509869798115	7.06682441360962e-05	0.727095546436167
S10328	1.88472576153935e-06	1.68305795275688e-08	1.0598451621106e-07	0.0418109790933867	0.195605036466818	0.0329466003962291	1.58272867026003e-05	0.729619549216006
S10329	1.82535184218275e-08	6.95337076573401e-06	2.40211179337302e-08	0.0427671447842485	0.196083961093219	0.0318719538408009	3.25654191034034e-06	0.729266688094419
S10336	8.96686581208254e-08	3.22294397385912e-06	1.69285350552348e-06	0.0423743613370901	0.195869323371113	0.0317614189625186	1.38879112625399e-08	0.72998987697523
S10340	2.13676449850364e-10	1.55311974006193e-05	1.58673674587263e-09	0.0408547136228755	0.198888913865283	0.0328431715826246	1.89306434841878e-07	0.727397478624969
S10347	1.94617933847858e-07	1.03248620889405e-08	7.4116353535781e-09	0.0399401342237269	0.190179089146735	0.0326954534675764	2.68149084660842e-05	0.737158295899064
S10353	1.46908804387438e-09	4.05269433891128e-05	4.7491260266824e-10	0.041237988832601	0.196083573245334	0.0330146150115867	6.96583264941664e-06	0.72961632819044
S10356	8.3812025431529e-06	3.01147258642087e-08	0.000204870312192355	0.039031150710316	0.192988948705595	0.0347838718627391	5.89399092251891e-09	0.732982741197898
S10358	1.81768308203289e-05	4.45996372309114e-09	2.49067243904235e-07	0.0410871180321309	0.200876263721072	0.0317124412093256	2.99112123190436e-06	0.726302755558211
S10365	4.60468988846719e-10	1.18482768833067e-05	1.39325544753432e-05	0.0412301106158607	0.200618294509068	0.0310012049158452	2.5365715723771e-08	0.727124583301682
S1037	1.32463348393915e-07	8.10736918892088e-08	4.60076756723459e-06	0.0437796695031407	0.187567979368744	0.0343451200671545	1.10637325305527e-09	0.73430241564998
S10373	7.34158985407078e-08	3.53496346922634e-08	1.89874134173002e-08	0.0433594033552252	0.192018618009657	0.0321492737016525	4.77097906641385e-05	0.732424867389855
S10374	4.50607763335181e-08	3.42916821917983e-08	9.94007776088389e-08	0.042150802321456	0.192640454361311	0.0317133720252773	2.79819664310216e-05	0.733467210572289
S10375	6.26817555644344e-08	6.26919363222629e-06	4.26843525642215e-05	0.0441592897111151	0.196331822660627	0.0306366960365507	2.08940050280684e-09	0.728823173274355
S10377	2.43801248121007e-08	2.2469080074637e-07	4.04668306348388e-08	0.0428010818578184	0.18616735412655	0.0326148729965808	8.17454003276728e-09	0.738416393306754
S10378	7.81850860305103e-08	1.0404587977237e-06	8.45022010381806e-05	0.0441210384682134	0.195575722994097	0.0322120057139521	2.76328045929472e-07	0.72800533565077
S10390	4.29460034306784e-08	2.19782438820697e-06	1.35398618678443e-09	0.0368152607580648	0.19003521774513	0.0349604788771672	8.8739390493537e-07	0.738185913101356
S10391	6.49508144297045e-08	4.75787449912998e-08	2.23331401101344e-05	0.0426796716003286	0.191254631678817	0.0316113396742334	9.48513192373289e-09	0.734431901891819
S10393	7.33080999498995e-08	1.38958762980266e-08	1.19009804553979e-07	0.0457149658068081	0.191893908119116	0.0311793428434814	1.09002780111837e-09	0.731211575926786
S10400	9.87449603825255e-09	8.15055793394668e-08	9.82542012763571e-05	0.0397791136515998	0.19708622619649	0.0333581577168191	7.91565465277393e-07	0.729677365288274
S10401	7.93728681484564e-10	1.69465854519079e-08	7.12336592219627e-05	0.0408994857063469	0.194285090632374	0.0321848775962315	7.33280888199646e-09	0.732559287332702
S10406	1.98920224778842e-06	9.33802836624852e-07	4.08750767642907e-08	0.0408274875479988	0.202126643691197	0.0307319953078317	6.58138585863535e-10	0.726310908914672
S10408	1.05639443906561e-09	3.70669975760505e-07	3.83048238921203e-07	0.0412326247479297	0.198410472153109	0.0317823588808894	6.32786649185611e-09	0.728573783115597
S10409	0.000112844417884167	3.60534532707803e-06	1.6355295515131e-06	0.045618089847078	0.190772797009526	0.0314287599329202	7.27323231983914e-08	0.73206219518539
S10418	8.84525322169168e-09	5.57188911094824e-08	0.00027675382324881	0.0389758515976604	0.198337700241114	0.0292402561486233	2.92285764429002e-06	0.733166450767565
S10431	8.03099174711858e-08	1.89770680580454e-05	1.24861648299229e-06	0.0385654606161408	0.198585388325117	0.0348100427124017	7.9989557244464e-08	0.728018722362324
S10438	6.70881180455469e-08	3.60525101008872e-06	7.2531927199455e-08	0.0423997411785085	0.193925381682994	0.0316921553801257	2.22540712458374e-09	0.731978974661909
S10439	1.17830968331382e-08	1.87694886813578e-06	8.48856020170076e-08	0.0429977672602434	0.195999846113632	0.0325877017232294	7.28413537594392e-09	0.728412704001193
S10441	1.39876072368796e-07	4.50166237718326e-05	1.17125026024809e-08	0.041700973595339	0.202648999234855	0.0292871294254215	5.06257231478672e-09	0.726317724469466
S10442	3.52803951146121e-09	1.52506611491821e-05	1.18151560922085e-08	0.0410398310529496	0.197370521860611	0.0330927168559895	1.20211219626386e-06	0.728480462113909
S1046	2.42008535174662e-09	3.03657587059266e-06	2.23929502262016e-07	0.0407971026935449	0.20339924450033	0.0316617743561531	1.48463371453556e-08	0.724138600678177
S10478	4.42690208966307e-08	1.6546487132852e-05	3.8206913290834e-08	0.0392492894383872	0.207640823282573	0.030724159220121	7.75845406445242e-09	0.722369091337398
S10480	2.50857935473443e-09	1.06006455398504e-08	1.16590884393704e-05	0.0442101664510048	0.184620507032901	0.0320572580832774	5.9005923146078e-05	0.739041390312006
S10484	4.26129722331621e-09	9.37991670911676e-06	4.13386039805101e-05	0.0408096916331105	0.199057970565408	0.0312220473529873	9.1771511920962e-08	0.728859475894995
S10492	2.88974626362173e-06	3.93792714119105e-08	3.65624263391856e-08	0.0447222674389728	0.19537402978489	0.0308723716454155	3.90114292858181e-08	0.729028326431331
S10496	2.75269521161096e-07	3.56725009126931e-08	8.84754411070676e-05	0.0430257753806647	0.193205636903085	0.0330347665237	1.67816993528824e-07	0.730644866992428
S10510	7.86433224945637e-09	3.11113037402172e-08	4.51285378245476e-08	0.0416299843971577	0.193228730444774	0.0321502656468819	6.37452352970705e-06	0.732984560883483
S10513	3.79054658556134e-07	4.01606197020599e-08	2.03624419292927e-07	0.0401499435388317	0.195661085712236	0.034440900004456	4.59790477270863e-09	0.729747443306874
S10516	4.25780971736837e-09	1.14207618844231e-05	1.36652328092455e-08	0.0420304873813708	0.196260959518996	0.0309291226335315	6.81277040366239e-07	0.730767310504134
S10534	4.67736044208033e-08	6.72588975381062e-09	5.95158928935555e-08	0.0424946885502902	0.194138784172082	0.0329950620447157	5.1575631234496e-06	0.730366194654401
S10535	1.49400749059455e-05	7.76333296972605e-05	1.89984043576521e-08	0.0439304030093954	0.188937919977377	0.032786863784646	2.65007595151482e-09	0.734252218175498
S10537	7.23596280748515e-09	7.77522570329387e-06	7.20360244136813e-06	0.0421882834845445	0.197894684985129	0.0315673507722243	1.12981355903384e-06	0.728333564880436
S1054	3.63877886771824e-08	1.64049696550707e-07	6.49950852942236e-06	0.0424742523561635	0.190294906358314	0.0322532220229969	3.00091398015266e-09	0.734970916315597
S10543	2.31798347570375e-08	2.66244829402367e-06	1.60002412176366e-09	0.0445883782121433	0.195682347376029	0.0298672192912004	1.55313879536558e-09	0.729859366339336
S10546	1.9856690471351e-08	2.16651248665122e-08	5.76374983120259e-08	0.0445618332455516	0.193633432463495	0.0299734018707989	3.16881093555082e-05	0.731799545151485
S1055	1.32246335730022e-06	5.79435232266055e-05	8.93940979655893e-09	0.0399672430032836	0.204119601451947	0.03087237035978	2.66319681713949e-09	0.724981507595799
S10551	7.50812645497466e-09	7.98193232942908e-07	7.17802801910323e-05	0.0400976164717369	0.194588934809819	0.0333771507583558	1.65263875747717e-08	0.73186369545215
S10552	3.75671006278674e-06	7.32711886095708e-08	4.23579901807498e-06	0.0412962250315445	0.199087366501062	0.030035585854084	4.22805653030342e-10	0.729572756410234
S10555	1.27532666580505e-08	4.82885007933305e-07	3.40192935287541e-07	0.0457118853987862	0.192762831333808	0.0317218387540679	5.74201019484635e-09	0.729802602940118
S10559	1.12761659202377e-08	4.09644171330952e-06	5.50894161114519e-08	0.0416898298359855	0.198729676695555	0.0317070922280656	1.63336178169607e-08	0.72786922209948
S1056	1.47277616885024e-05	6.10472014195181e-08	9.3808022499056e-08	0.0419880356619675	0.192876223874593	0.0340244554347461	1.86375183606894e-08	0.731096383774262
S10563	8.06917458928063e-05	1.43251142918664e-09	3.80050939486726e-07	0.0422835562978533	0.200107000719424	0.0311052781947056	6.91087822292547e-05	0.726353982776445
S10574	1.72362660998179e-08	4.66200891152313e-06	3.31864318700397e-08	0.0453729402527202	0.195089372380327	0.0302323395277493	1.02727796755769e-08	0.729300625134814
S10576	4.99233084745261e-06	1.42846349386142e-08	8.20007459987207e-09	0.0430541377732588	0.201945141112021	0.0283353994114466	1.41456424197148e-08	0.726660292742075
S10578	5.36365148207337e-08	3.11858478049122e-08	6.52425161387023e-08	0.0443000420148467	0.200172608893902	0.0279922417087847	0.000144998610893277	0.727389958706695
S10579	1.91147643780389e-07	9.55324355352905e-09	4.1952224082636e-09	0.0426436432823253	0.201216685314807	0.0303814417384066	3.41644969930971e-06	0.725754608318652
S10582	2.14736868676276e-05	7.10768656918131e-08	6.64791362550233e-09	0.0439772017739142	0.200378122714883	0.0301506111486778	1.09387763217608e-08	0.725472502012101
S1059	2.13736950407687e-05	1.08959246939445e-07	5.15036104210407e-05	0.0431825975106689	0.198030279659999	0.0317612304376434	8.43635112661771e-07	0.726952062491867
S10599	1.25849841083859e-10	7.07008933191275e-05	2.72119600946444e-08	0.0417904337536589	0.201237679717272	0.0322582758341271	4.90223504774625e-06	0.724637980228765
S10611	3.61935581794866e-08	6.35898131663178e-06	1.35338156949401e-08	0.041186905648331	0.200229568103166	0.0318907871299951	2.4519317023868e-08	0.7266863058905
S10614	7.07997113916478e-07	4.53128026385024e-09	1.64214171265935e-07	0.0405156123113638	0.202585395201012	0.0321232602133768	6.16613826019338e-06	0.724768689393422
S10624	4.67041051851913e-07	0.000139715649450383	1.67890679768917e-07	0.0412475962721977	0.194644433479087	0.0321166184443249	1.53499159166594e-08	0.731850985873292
S10632	9.47532113785925e-09	1.76853299398379e-08	1.49641103866958e-07	0.0400960416764575	0.194243018018472	0.0325572590258877	2.76094291930904e-07	0.733103228383135
S10634	2.98073467875968e-08	2.81340844809018e-08	3.17131889663753e-08	0.0423359854335396	0.195628154473217	0.0322203327557651	7.76981070450861e-06	0.729807667872153
S10638	3.5150692925599e-09	6.78494508163948e-08	7.13351405543517e-05	0.0398061856027075	0.19978974197414	0.0318757777340104	3.75094295398553e-06	0.728453137241114
S10644	2.98416875786832e-05	1.68999384156092e-08	1.22983984899576e-05	0.0423490050321577	0.190525504208552	0.035003320065051	2.27149185184586e-08	0.732079990993314
S10649	1.85887329405268e-08	1.96088661456478e-07	8.74256796499575e-08	0.0420999379903214	0.207251073634138	0.0290274451967841	2.09649758142023e-08	0.721621220110707
S10652	0.000242105820460343	1.36759317792762e-05	6.22496313670461e-07	0.0432753254018673	0.20035319368036	0.0276473866033205	1.05702540534399e-09	0.728467689008873
S10654	1.26110643646262e-05	6.61891694185205e-10	3.12225691018114e-07	0.0471745490450236	0.194229851144528	0.0281772003639501	2.72185296067632e-08	0.730405448276022
S10655	2.60961871387329e-07	1.77906412054736e-09	7.91820313054887e-08	0.0427770792244764	0.195661884057357	0.0320442768956109	3.28775101588536e-08	0.729516385022079
S10656	1.32613327348875e-05	9.93677806712796e-07	1.56490553810488e-08	0.0444851232032258	0.196493225551284	0.0313883751409416	1.09207138668466e-08	0.727618994524238
S10657	1.29216167181559e-07	1.85219722287744e-07	0.00040229039976042	0.0413762850054696	0.194787210358114	0.0311074755414658	3.34300974633805e-07	0.732326089958326
S10658	4.7996447322166e-09	2.5160375171227e-08	6.53603778100271e-07	0.0443496630604487	0.198611846961968	0.0309052558721083	2.99630296144371e-10	0.726132550242046
S10660	5.54454084062898e-09	2.68361875860735e-09	2.33260496763778e-05	0.0436701128780179	0.181965763277637	0.0338428567059465	2.56305127673855e-08	0.74049790723005
S10661	1.24434321151483e-07	1.31959285419977e-08	4.44738624596912e-08	0.0416900691706629	0.194290557762668	0.0337377502032636	1.54543836812635e-08	0.73028142530491
S10676	2.88211109226794e-08	2.63176424083516e-06	5.80222824693281e-08	0.0450023190947293	0.201942416111927	0.0282356036412323	3.53583749979358e-09	0.724816939008639
S1068	1.90441418737584e-08	9.74198290367067e-09	0.00010003318933629	0.0429928397989512	0.193348089552756	0.0323929231038197	4.40572163809591e-06	0.731161679847373
S10681	7.04894322536738e-09	1.34371998295684e-05	8.3380266546756e-06	0.0436132396074085	0.194500904185483	0.0289409744826117	1.19980240195486e-09	0.732923098249267
S10686	5.79086750952471e-08	6.20628725868677e-09	6.13493155610511e-07	0.0416281360258469	0.195877497678195	0.0313741409273041	3.09663896730869e-09	0.731119544663897
S10688	4.0479096199775e-06	7.83286593250146e-09	2.66140242219898e-08	0.0410342203384942	0.195478425733078	0.033834358173183	1.82242190665149e-08	0.729648895174516
S10690	3.17189112352379e-08	1.26655292423561e-05	9.81591374810599e-09	0.0427166558696557	0.19271237223069	0.0303468412046671	4.41135012278914e-07	0.734210982495908
S10698	3.95001220162972e-07	8.83902294033123e-09	4.86302959695616e-07	0.0417084739285777	0.190835670778294	0.0348940921753767	3.3494821216017e-06	0.732557523492427
S107	2.94181800656994e-09	8.77608233737135e-05	2.57688115750463e-07	0.0427764929923302	0.193964269656385	0.033315112648933	5.23106828111124e-07	0.729855580142216
S10703	1.44642121443703e-07	0.000107787052626126	3.58826705935647e-06	0.0436604438949347	0.192431445435716	0.0329230243791635	3.35879275196269e-08	0.730873532740451
S10726	1.69162134246661e-08	1.26025897029347e-08	1.74999864236228e-08	0.0398875297380908	0.195491237714099	0.0346545507305136	3.96216947614637e-07	0.72996623858156
S10729	8.13171779342532e-09	1.97683363534557e-05	4.83841294372092e-08	0.0409656058678891	0.19434198443268	0.0322284327587478	4.4774872822367e-08	0.73244410731361
S10733	2.43076261751666e-06	4.44115564160172e-09	6.61923571762586e-08	0.0438446665845453	0.19911709589928	0.0305829559267043	1.38662262179798e-07	0.726452641531078
S10734	2.5328803624617e-10	4.27800134578735e-10	7.07788267861329e-07	0.0422005291154912	0.189794215526582	0.0339452307151755	9.77428887665167e-10	0.734059315195967
S10735	6.00625007444583e-08	1.67844076425001e-06	1.70696103805746e-07	0.0405921791913654	0.195933887528409	0.0330796647651877	8.21046901712683e-10	0.730392358494622
S10740	5.42146161133953e-08	3.95416089650331e-08	7.14200112681861e-10	0.0386186710615001	0.19937409989485	0.0344807686154379	2.95629545097037e-06	0.727523409662336
S10745	7.37607218850826e-09	6.07029299467784e-05	6.72780874294609e-08	0.0439544169318382	0.205677259570045	0.0264327874967814	0.00013644733700296	0.723738311080226
S10748	6.71072582291692e-07	1.51684753962842e-05	2.03316640672357e-05	0.0418728578977905	0.193180333300912	0.032012406506342	2.23393255575132e-07	0.732898007689654
