Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
A	0.193974420463223	0.386533141003984	0.244508625000404	0.0779902004089289	0.0450938359896449	0.0518997771338155
B	0.193751620775062	0.38678694833423	0.24361698603692	0.0781572546857784	0.0454310489968933	0.052256141171116
C	0.184497633524009	0.400814704488187	0.247500568627182	0.0781368761520061	0.0447791033210094	0.044271113887606
D	0.184288181961571	0.4020014398735	0.247082520219214	0.0778624133925423	0.0445308448278787	0.0442345997252939
E	0.184778482741384	0.393832516599112	0.25120500381811	0.0770644948715252	0.0455877816891489	0.0475317202807201
F	0.18918953618712	0.384866617172215	0.25198608936732	0.0793620455541068	0.0454560756659561	0.0491396360532815
G	0.197305975428534	0.381818047735069	0.239721368955911	0.0800161564055463	0.0461410081555837	0.0549974433193554
H	0.193391508189299	0.380689247928461	0.239794074344582	0.0808339768957761	0.0472289336147364	0.0580622590271445
I	0.194864405958171	0.381529991992848	0.238355173399394	0.0807532380130787	0.0466412902875639	0.0578559003489445
J	0.182759564331586	0.407802997753028	0.246200471214693	0.0777112867871733	0.0447811324958113	0.0407445474177086
K	0.184514866491043	0.399246841559236	0.253151345740831	0.0777878991339329	0.0448522438997212	0.0404468031752354
L	0.1807298026463	0.405346249172759	0.247108885995793	0.0786567775773322	0.0451270813870389	0.043031203220776
