Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE
mix_1	0	0	0.0964888077189536	0.25600773858495	0.0471211066673625	0	0.0346520631247281	0	0.00544869346840955	0	0	0.00987942498806896	0.0139370023865689	0.0590359753905755	0.110732666564268	0.00324598653433568	0	0.0156663721904335	0	0	0.033774139225203	0.001671252813748	0	0.0467906287730994	0	0	0.00178798237059984	0	0	0.0071484837170675	0.0564245535303449	0.0648546136286266	0.120495879625514	0.0148366286971431	9999	0.343778834505839	0.943864675478404
mix_2	0	0	0.091541953666012	0.287556762089285	0.0271296415698036	0	0.0354177626751368	0	0.00677485022864661	0	0.00279917868499273	0.00852652817958947	0.0154889669237433	0.0607795543685016	0.113030022872543	0.00309672859403248	0	0.0230651535137355	0	0	0.0358945013645827	0.00231805770534234	0	0.0484761595137421	0	0	0.00194378285277235	0	0	0.00489920113044784	0.0544593921745814	0.0655949229098385	0.109448892258811	0.00175798672385908	9999	0.332870894119055	0.950071723581489
mix_3	0	0	0.113799518197097	0.109673064664129	0.0273568664232246	0	0.0372936207700555	0	0.00513941581965598	0	0	0.0137629907222136	0.0100453236180968	0.0456733454626633	0.106436475217313	0.00213841714068875	0.00189846237347874	0.00129827870855306	0	0	0.0232631842821213	0	0	0.0408131398773816	0	0	0	0	0	0.00867528960707945	0.0783630439861511	0.0698061053847129	0.275164677873764	0.0293987798716205	9999	0.343208810484209	0.94314745037941
mix_4	0	0.00128663224158539	0.105163413464117	0.18521332601768	0.0322253280479946	0	0.0387893300621899	0	0.00247107687169782	0	0	0.0153989470150003	0.0120363231998509	0.0567708566414737	0.108647941479422	0.00438605437892837	0.000467906435888339	0.00246404865495486	0	0	0.0233055595381512	0	0	0.0429273300477041	0	0	0	0	0	0	0.0859139757220647	0.0509324707985673	0.209670991265784	0.0219284881169461	9999	0.352678066010405	0.939409385962486
mix_5	0	0	0.10183853695519	0.166650441540009	0.0481287390408486	0	0.0393480206910804	0	0.00122291904171674	0	0	0.0151268770944013	0.0136162862183533	0.0558920613421083	0.106319873909211	0.0056022825145783	0.000574870448661953	0.00135307235130863	0	0	0.0214987505271408	0	0	0.0430485135021107	0	0	0	0	0	0	0.0889449701166174	0.049729520081331	0.213204617810813	0.0278996468145192	9999	0.353433346399957	0.938939093832341
mix_6	0	0	0.100542495140794	0.221424524957913	0.03200665129307	0	0.0349359043085007	0	0.00277182017904109	0	0	0.0166895833251199	0.0133127961010018	0.0587238269902564	0.104773541414675	0.00782587724627156	0.000394902891905198	0.00466460735789303	0	0.000235020679054732	0.0251573581950897	0	0	0.0430519709115337	0	0	2.61623302962697e-05	0	0	0.000217817002921768	0.0832305465720574	0.0504891566914919	0.18578348787922	0.013741948531893	9999	0.35188990030335	0.939977204388337
mix_7	0	0.0130280227713053	0.117059549958227	0.149015551984267	0.0427067219802537	0	0.0422431591928939	0	0.00362614714805435	0	0	0.0148298051633871	0.00983507625931414	0.0487173797573922	0.112029105725787	0.00207967113379854	0.000333915514047094	0.000381901807014877	0	0	0.0206650714026205	0	0	0.0400879325440978	0	0	0	0	0	0	0.0907220212911275	0.0540553087448674	0.213618882417227	0.0249647752043179	9999	0.34727619534932	0.941439089357455
mix_8	0	0	0.116064369417723	0.243012066086206	0.00598499778546812	0	0.0358091031026592	0	0.00472081215369885	0	0	0.0158410158077814	0.0146386822436873	0.0600447196750632	0.107468405241372	0.00753558705372207	0	0.0132273756927693	0	0	0.0283066915031269	0	0	0.0465635892626269	0	0	0	0	0	0.00380283811455651	0.0745461364954145	0.05694827002846	0.165485340335664	0	9999	0.34380445823891	0.944910899893062
mix_9	0	0	0.0868784824068922	0.219865643733082	0.0472731511738776	0	0.0362434869945432	0	0.00209662814682937	0	0	0.0163442572023874	0.013337661671234	0.0556196160745983	0.107733574620442	0.00634207909469957	0.000456068729316076	0.00762638739350479	0	0.000180384720519842	0.0250159267000253	0	0	0.0441708429421643	0	0	0.00022716473787624	0	0	0	0.0831287072303404	0.0514641530321576	0.178031913429545	0.0179638699659652	9999	0.3530286086641	0.939353703281228
mix_10	0	0.0208815278068234	0.127531273625321	0.176538667901768	0.00420364627402427	0	0.043030828655254	0	0.00197326263965162	0	0	0.0148262558520046	0.00876982154178677	0.0555662818011183	0.107998448994432	0.00177682269030594	0.000507714251597468	0.00295177418662906	0	0	0.0213308917553328	0	0	0.0390158807753589	0	0	0	0	0	0	0.0929265067092891	0.0469940711291713	0.215264006490336	0.0179123169197957	9999	0.35087942040262	0.939926391541047
mix_11	0	0	0.0920229436910457	0.280171937425945	0.024267322488944	0	0.0349177236439093	0	0.00736329474717441	0	0.00201261151505313	0.00839608437635495	0.0141623955625747	0.0571390695609552	0.116460076273393	0.00151862325684995	0	0.0242577532655541	0	0	0.035345333467422	0.00243412211506606	0	0.0475079114376233	0	0	0.00454804753303788	0	0	0.00449501607223633	0.0556247181511689	0.0674556292962435	0.114033995488239	0.00586539063120911	9999	0.334338846839832	0.949231691580025
mix_12	0	0	0.0861310951392072	0.255334529169106	0.022886217044978	0	0.0328803983161485	0	0.0047235052389197	0	0	0.0136300395531622	0.0131137700314968	0.0566821005580461	0.10779019719111	0.00557299222926961	0.000163743459813052	0.0143690198541356	0	0	0.0280765628037027	0	0	0.0431908932080213	0	0	0.00611921789684415	0	0	0.00213241550379422	0.0724963847676099	0.0569826501758436	0.164191301566106	0.0135329662926844	9999	0.347093006428448	0.942274001356151
mix_13	0	0.022974371118088	0.127937511025445	0.152592201329278	0.048994732655645	0	0.0414532630831466	0	0.00324348923872451	0	0	0.0153113029970822	0.0105727303232149	0.0491825698771991	0.109525893354338	0.00338929960049547	0.000379903415881686	0.00121987649279448	0	0	0.0203497604869701	0	0	0.0397983339783516	0	0	0	0	0	0	0.0931096562565154	0.0533406397026119	0.191681941944788	0.01494252311943	9999	0.346416822076629	0.941976828904005
mix_14	0	0.0245772276252019	0.128379357153989	0.164200053508233	0.0128956206322025	0	0.0423294833920932	0	0.00248194773170212	0	0	0.0149612132417234	0.00941635330933009	0.0571682133483069	0.108474123742788	0.00252977202568139	0.000442758763661803	0.00259858660860856	0	0	0.0221083349170373	0	0	0.0392970161695423	0	0	0	0	0	0	0.0900106916778869	0.0490291042314976	0.211143108390456	0.0179570335300582	9999	0.348860242350675	0.941010843552724
mix_15	0	0.0148020266379396	0.124939098892684	0.103174388905323	0.0894749451823653	0	0.0400256769613413	0	0.00530996349180484	0	0	0.0171049571102334	0.0100027676181402	0.0493741877768066	0.10624737389334	5.68062462792398e-05	0.000172558701239852	8.21811259353333e-05	0	0	0.020517816206998	0	0	0.0397531357911451	0	0	0	0	0	0.00317823273824487	0.0893779740207989	0.0584648162090554	0.197286552542675	0.0306545399476494	9999	0.344022589117358	0.942878967252313
mix_16	0	0	0.101993963880684	0.165163755001122	0.0239440368730805	0	0.0419191990661321	0	0.00443551631093303	0	0	0.0146112519384637	0.0100985802887322	0.0514801759920537	0.112014934077633	0.00152183414170355	0.00023205088366935	0.00294909589830711	0	0	0.0225467038033422	0	0	0.0406683033757437	0	0	0	0	0	0	0.0864276734549267	0.0563532547377208	0.24116955076417	0.0224701195115831	9999	0.345941550278009	0.942337030453225
mix_17	0	0.0572128714778794	0.173285473846617	0.0306502902195795	0.0137163675380388	0	0.0411470583742199	0	0.0013058517634369	0	0	0.0161440963213427	0.00501966289494489	0.0561086007587876	0.110332902999167	0	0.000740559811249158	0.00408051033252784	0	0	0.0227671228301251	0	0	0.0355579326532499	0	0	0	0	0	0.00454526731648754	0.0817785255237592	0.0585305531251879	0.263892113473271	0.0231842387401283	9999	0.361721532593066	0.934245931742788
mix_18	0	0	0.0978130222722255	0.299645695925085	0.0168428570972684	0	0.0338433451526943	0	0.00854138820841003	0	0.00351270120462374	0.00891296200192787	0.0155065374743481	0.0601922176926425	0.112276215139763	0.00382461159959604	0	0.0250027913365532	0	0	0.0382024310461895	0.00354800840289911	0	0.0494774584759475	0	0	0.00204928230715894	0	0	0.0085565764069779	0.0479932005943607	0.0688883732912421	0.0940239004735916	0.00134642389649477	9999	0.329145780194401	0.952468549646151
mix_19	0	0	0.109065298621546	0.220542064500693	0.0283506220449577	0	0.0357469458999691	0	0.00269285278015098	0	0	0.0167491872786302	0.0136027614948687	0.0547736860040261	0.107956986009563	0.00731326303174748	0.000416600369205752	0.00563503433263975	0	0.00018456811781537	0.0236658287965548	0	0	0.0431583605444908	0	0	0.00109151459446625	0	0	0	0.0875754786046153	0.0513873508895692	0.186241915110718	0.00384968097377191	9999	0.351550719177269	0.940424077957085
