B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	otherCells
S10093	0.00592646798390275	0.00302032451144392	0.000122965962863221	1.79017184867938e-05	6.47175904516323e-05	0.0243042843529674	1.45534260471799e-05	5.11314115396025e-06	2.09905813348907e-05	0.0768265783544771	0.400671572418724	9.22679417721241e-05	0.0637746892705417	0.305202363741148	0.0427340021602072	0.000735948782230054	0.000241076919459895	0.00108699079399524	0.00143507078301359	0.000586085227822765	0.000142132093217633	0.0729739022447387
S10094	0.0643982712286138	0.00105258528852553	4.59687173842922e-05	1.46746321589249e-05	0.000129088672556658	0.00797831674440993	1.82761479035288e-05	8.36479246551691e-06	1.50177479198098e-05	0.0539006119698986	0.448762225082355	1.55012882833224e-06	0.0486622738917925	0.251296088893241	0.0342385196923759	0.00404748193485021	0.000299357436439394	0.00632973883595333	0.0108399777728365	0.000198439628055877	5.86274920773838e-05	0.0677045432693585
S1010	0.0524621827863293	6.23758453641523e-05	0.000444785409149556	1.82722876193698e-05	0.000164033744978376	0.00728531986573559	6.95557669770137e-05	5.87200009881952e-07	2.30962618488557e-05	0.00892553742074458	0.413359530734828	0.000108055505619351	0.0508588490564307	0.286682210614986	0.0394321116671061	0.00494030565248913	0.000139921879865585	0.0509685158286517	0.0132406635828332	5.55643753400627e-05	3.42139671334889e-05	0.07072431054596
S10111	0.0749406428879872	0.00441756328579951	0.000138690509787124	5.62492812977573e-05	0.000313762378162499	0.00398838520282026	3.24792967617229e-05	1.31389401971225e-07	8.64627624716907e-06	0.0698244861393755	0.390703993615068	9.1812220041231e-05	0.0650169352782066	0.25386310563766	0.0385708095176889	0.00751877604512753	0.00137393994286386	0.00832795890335397	0.00708328134879488	0.00105198685935231	0.000142362763193607	0.0725340012210087
S10116	0.0606732442839008	0.000101764164768548	0.000192076032211167	0.000147683440233194	0.00074473931274827	0.00979511242257466	1.19440969010374e-05	5.94792721509258e-06	2.25947045295672e-05	0.0438188849764283	0.331505509469262	1.14759307191729e-05	0.0378899338596949	0.335000015862311	0.0279465623216104	0.0132468264394385	7.01759954983917e-05	0.0571526743465146	0.00653032911553034	8.33401847623671e-05	0.000122756722068106	0.0749264083910791
S10119	0.0736140764277359	0.00651366921939913	5.78722324818129e-06	3.47923749067024e-05	0.000460110089615344	0.0128442819626906	2.43295667200722e-05	6.23178964794873e-07	1.74241064033509e-05	0.0133976534566978	0.38396241263299	5.02847402967099e-05	0.0559321340140907	0.273866821108847	0.036382228317039	0.00127798404976449	0.00350525383150526	0.0589763747580974	0.00414492156382994	0.000666714695836559	0.000150868850243463	0.0741712538310782
S10121	0.0713558332068397	0.00035589247663122	2.74849296905616e-06	0.000122055732257923	0.000166790861148472	0.00497115681281848	2.80783618684641e-05	2.69554843000945e-05	1.08621105150364e-05	0.0224016118217023	0.436431556637998	6.94609666925515e-05	0.0471292869119833	0.254830789587409	0.0413094924470571	0.00315958764887972	9.06514483249207e-05	0.0328988911061386	0.0129481451616153	0.000376926285541032	5.77343280663291e-05	0.0712554921092437
S10130	0.0651389741400591	0.00195583397840261	0.000231549115655908	7.61009427235771e-05	0.000611164484050009	0.0130407752521146	8.30498534671774e-05	1.54168538945863e-05	6.04042331531124e-05	0.0121820902071357	0.445635829371047	0.00012141970699461	0.0469899892333922	0.278685905750618	0.033707467379976	0.00598397122172584	0.000386510659650945	0.0153193357320074	0.00567036550205669	0.00439863933776087	7.70828995725137e-06	0.069697498754157
S10140	0.0684010304132164	0.000328559021831528	1.10344507425496e-05	8.04563527465028e-05	0.000376015593525342	0.0229518053347092	1.31191227644297e-05	3.27102837802097e-06	1.45394738458391e-05	0.0563106529277392	0.463065784772315	5.24705480135553e-05	0.0634649250900607	0.231382902071221	0.024737175631467	0.000215693742650185	9.54435460769963e-06	0.000248179114709583	0.0007358431939697	7.33230823372739e-06	5.32079933988189e-05	0.0675364574598543
S10142	0.0641824706167451	0.00501615967949918	2.57976490488962e-06	1.36212373440743e-05	0.000164239525777812	0.00685420624177291	1.00785578648914e-05	2.97479704551418e-05	3.97433142971498e-06	0.0957315657422341	0.381349869440429	3.02053714315014e-05	0.0558703525914318	0.27055205947876	0.0420516558609143	0.000417859647107016	2.72597538055801e-05	0.000182718733248294	0.00190603249497981	6.60606819900005e-05	5.4546130466794e-05	0.0754827361474077
S10150	0.0389126678299494	0.00219654616269981	7.14890259300557e-05	8.19930130228822e-07	0.0013830894276132	0.0100493303396097	4.34389041470106e-05	2.87054826470775e-06	1.35754537897111e-06	0.0417086420338044	0.486813401700914	0.000303269819243318	0.0436730691204982	0.273560391153492	0.0323792794830161	0.000200579691648421	3.61020035263268e-05	0.000206565088223458	0.00214469203048645	0.000210494338812575	0.00016846329467466	0.0659334405279367
S10155	0.0732809468799707	0.00166385880979835	0.000167857618111396	0.000525516594929549	3.16781831748716e-05	0.00858163247051991	9.87880743100272e-06	3.88809924077058e-05	6.16237411047456e-06	0.0377636620508881	0.413847839239387	6.43627136876074e-05	0.052288531983659	0.262512676303281	0.0405792553086659	0.0311743639363634	0.00012489468290091	0.00257136158863775	0.00302155274660236	4.79236436696842e-05	8.09207203681124e-05	0.0716162423514346
S1016	0.0516241822756621	0.00125903518159422	7.71789403124521e-05	0.000157505771746667	0.000109785735630746	0.00510358440704465	1.76213954656406e-06	1.3468818267343e-05	1.46063923754438e-05	0.0657558664790477	0.421980628413931	3.8213894393325e-05	0.0502758583413248	0.275137460170882	0.0476892258611699	0.000489751803297224	0.00159491119640051	0.0042925007266452	0.000689188187196096	0.000300181744126405	2.81453984783964e-05	0.0733669581209275
S10163	0.0438614609604768	0.000259788660664026	3.01074532902447e-05	6.98051547831169e-05	0.000489505715547678	0.00991774888354302	6.04050439638396e-05	2.15266742609615e-05	9.05642960403001e-06	0.000286694134225616	0.442126122463678	2.22811759539605e-06	0.0421703344519566	0.300322606863134	0.0248007120749826	0.00344957036794742	0.000250362506856497	0.0232858433096018	0.0388672359842698	0.00393053978269706	7.96952010890497e-05	0.0657086497658317
S10167	0.046868522081426	0.0099638580079801	1.81191316723188e-06	9.78429872893679e-05	0.00109298561859942	0.0119348365106271	0.000125801957860566	2.48019515320987e-06	5.09431403792127e-06	0.0651468248166597	0.413976035549531	7.12327553339971e-05	0.0495351066351717	0.280569595076336	0.0311639030946632	0.00107145290319346	0.000336921101385641	0.00272814282940122	0.0131511684760163	0.000115831589889147	0.000196523514714243	0.0718440280715639
S10168	0.0708943258634799	0.00038589218768987	2.24667629678987e-05	4.21915883451732e-05	5.88935170308925e-05	0.00338059098119745	2.54712665943176e-06	3.7506888649683e-06	1.88240120786986e-05	0.0949458283705212	0.387552678623053	4.17014300365644e-05	0.0485035974513132	0.273435992920989	0.0406754070278342	0.00258199393972386	0.00013629556425025	0.00185947523388379	0.00023951133385952	0.000711297174633212	0.000106704924342938	0.0744000332772447
S10173	0.0860986088251586	0.000390594471709969	3.80730005883069e-05	6.66799673919994e-06	9.58095013510033e-06	0.00766863983843869	1.59582141196561e-05	1.50795313120716e-05	2.51267043749325e-06	0.0403621629668151	0.384331121462304	1.53534825636396e-05	0.0393943732098831	0.267695103806067	0.0425195094126867	0.00825673551502886	0.00164157110216896	0.0374883677816811	0.00867934159024756	0.000175917965979123	5.38917176400229e-05	0.0751408344882957
S10175	0.0604977492880298	0.00303720383775687	3.75828894880966e-05	4.53334326398176e-05	9.89011082578668e-05	0.00866548394447731	5.19241493349035e-06	4.44518233114706e-06	8.12954382338131e-06	0.0511449928409631	0.447132115878248	2.52966637299251e-05	0.0514315726094755	0.257223809476676	0.0359668538283956	0.000112152578772429	7.45272826765543e-05	0.00616379417966893	0.00761710504142963	0.00151372784836857	0.000117353807894467	0.0690766763219638
S10179	0.0657416920454133	0.012051996473986	3.20545129435883e-05	8.19000529636013e-05	6.4046640249185e-05	0.0065446662786148	2.47003238540366e-05	3.61856527651535e-06	2.33164722579783e-06	0.0770917958287308	0.356600607893514	5.39648915459975e-05	0.0730786017673624	0.252888908179828	0.0415716947837847	0.000104413992418301	0.000429814495534686	0.00362011847070397	0.035647220365627	0.000127339706614788	9.9282390951168e-05	0.0741392306928569
S10186	0.100468991008174	0.00138184918545914	0.000105710812014022	2.29996335041197e-05	0.000128711869524855	0.00726394172968098	2.93848611806225e-05	1.15260996129022e-05	2.93174543984891e-06	0.0783951388855299	0.316452426869062	0.000217319502341832	0.0598738080053524	0.293835874453498	0.0474240044615527	0.000806942959538188	0.00132643255811512	0.00639165319234641	0.00677465342110449	0.000591675608617245	0.000129202617779419	0.0783648205205719
S1019	0.0710999274098007	0.00110831093921963	6.11067306936949e-07	5.16586101640424e-05	3.75681596257323e-05	0.00585514476087814	1.82398496485496e-05	1.51110934913621e-07	6.36570284138559e-06	0.0631619033592247	0.399627390859834	3.83493781897803e-05	0.0537639796447227	0.277899837470834	0.0401525110566423	0.00365740757621196	0.000824242106333785	0.00497997144465143	0.00268131941060353	0.0010430475719408	6.61242750607309e-05	0.0739259382353304
S10190	0.0851166499352538	0.00781559660734141	2.55022474570834e-05	3.53764390745098e-06	1.25161457453323e-05	0.00488834925522718	1.3737378471358e-05	1.36678575008788e-06	2.24241547882758e-05	0.083800279352155	0.38705435275085	4.19959899215735e-05	0.0568618302726607	0.241250018015352	0.0468469798716269	0.0035083658506964	0.00170984575855118	0.00335799666684771	0.0023985475438713	0.000114236460297089	5.61793395232693e-05	0.0750996919737044
S10195	0.0540250622794491	0.00487059458381427	4.50298360364068e-05	9.91658558536075e-07	5.80571177944219e-05	0.0108532577840985	1.24442034342897e-06	5.4973730547167e-06	7.47637016880066e-06	0.0412202090155048	0.443955653515021	4.55927258075298e-05	0.0569031459255384	0.269799409491369	0.0365687918254849	0.00049377442338436	0.00057437436497957	0.00445187993237381	0.00677922608614081	0.000384973013825895	5.16737756209283e-05	0.0689040844816305
S10196	0.0560010956078489	0.00602582524915235	6.19503516924507e-05	3.91466789923526e-05	1.82125985281606e-05	0.00366486662944538	2.08934405160235e-05	9.51312587308801e-06	2.19549842406475e-05	0.056982762088889	0.417754322961513	9.96155635749355e-05	0.0672810297907589	0.250165147927685	0.0464883950343736	0.0028425944555211	0.000606307285367574	0.013399526371046	0.00756676402102552	0.000117258371776873	9.92333120192947e-06	0.0708228941309773
S10200	0.0484410842097237	0.000804891461827708	9.54080276917665e-05	1.57725768450985e-05	0.000168968313712572	0.00288322445999656	1.03849578959902e-06	1.83150904680033e-05	6.60246464942913e-06	0.068516620856688	0.451442796511695	0.000125659050668207	0.0544985093856571	0.252743249341212	0.0411161723353201	0.000917040206955489	0.000204965726860096	0.00342911131084843	0.00582421873096526	8.62588254927949e-05	0.000151621325245784	0.0685084712916881
S10201	0.0479079039813049	0.000565984345828322	4.68715514103076e-05	5.51810668196455e-05	0.00110946338318575	0.00387604888827091	6.46630431389836e-05	1.77832342306695e-05	9.44856336532681e-06	0.0156977608469381	0.519544913299871	6.46289976438898e-06	0.04750748235531	0.262511174453417	0.0312734751921513	0.00202689769255333	0.000124319231557155	0.00156070219483302	0.00122741351757782	0.000650171129420346	9.55843298169479e-05	0.0641202947992353
S10202	0.062904795006878	1.67398747516316e-05	0.000135255247527666	5.49772083032731e-05	1.50518062886181e-05	0.00144702088068586	2.17912488995198e-05	1.69704416274108e-05	6.58264359928152e-05	0.0167226383135932	0.437831113683251	7.06312041142072e-05	0.0402285180462773	0.269961886888172	0.0407683013171177	0.0138132681104067	4.13113812530538e-05	0.0154631578845109	0.0299497965420286	9.80531932924078e-05	7.68851464827064e-05	0.0702960101385447
S10205	0.0667563333164423	0.00692895328901708	0.000138846393911259	9.08826513675815e-05	3.78864935379736e-05	0.00529817969579853	1.18482001285159e-05	2.52837844146863e-05	3.70672656097352e-05	0.0369920945262801	0.431330073051373	7.85960677963879e-05	0.0609941712136408	0.245446426930947	0.0359268181860492	0.0014941494852331	0.00089486153211583	0.00908366779965351	0.0284049487711128	1.91734419882013e-05	0.000364527266227679	0.0696452106373548
S10211	0.0469372950355771	0.000861329161907077	8.08392173033315e-05	0.000100312273810468	6.78515906418689e-05	0.0193861136389011	5.03571537453713e-05	4.9079711378169e-06	3.80147051234941e-05	0.0695422020289085	0.383466522329963	8.33153647782727e-05	0.0668014042681202	0.282430094287633	0.0494831609182966	0.000163051754219465	0.000164751657303895	0.00210707077634366	0.00128791526338526	0.000244245879868133	6.48902800521892e-06	0.0766927556950272
S10221	0.0640426011396066	0.0240271392061045	3.28847160974171e-06	5.7254007086836e-05	0.000170150974106977	0.0100395386533282	3.53245044718384e-06	1.12394832694629e-05	3.59819796131874e-06	0.0551083782457467	0.406803537540221	8.76565362224163e-07	0.055736610765715	0.2559046385466	0.035660898728157	0.00091986147465991	0.000160977305127557	0.010363455555608	0.00855566414557412	0.000550414257845842	0.000208030715634244	0.0716683135702271
S10222	0.0563658432275159	0.000331249602866032	1.85090205161194e-05	3.93645209938419e-05	0.00127945731486619	0.00622861995217366	7.33067597538827e-05	9.61495982139656e-07	2.30857050664089e-05	0.0506901540798774	0.439144046480108	1.27710248488104e-05	0.0536930240375908	0.281930297106284	0.037080703943579	0.000528159377184584	0.000188588826261094	0.0001420749210871	0.000399196478314987	0.000782697255696637	0.000268475067519171	0.0707794138019144
S10226	0.070812102653253	0.000567219318402956	1.82692954491245e-05	0.000168136335682026	5.28276038858943e-05	0.0041970880955538	9.49347045853836e-05	1.20211622452798e-05	5.10273308488306e-06	0.02786113040044	0.439515838395573	0.000178377996308978	0.0698537863894823	0.24456955578012	0.0394058324675159	0.000380078423478208	0.000195710628487658	0.00668953064153348	0.0256642356852452	0.000104065060440345	5.73386032989325e-06	0.069648422368902
S10227	0.0508988742872682	0.00642610022791089	0.000605044174546068	0.000242383680939047	0.000108507543969676	0.00845649105977609	2.58792460043123e-05	5.83489259109142e-06	2.99952241732872e-05	0.0434008179007467	0.4389332241447	5.53951857783264e-05	0.0593544400933699	0.272114419976987	0.0381234622619242	0.00300063150788201	0.000377018658116105	0.00557925324111307	0.00360959389625382	0.000724793609238536	0.000130514239968233	0.0677973249467433
S10228	0.0559302881634377	0.00295026051858879	1.72133435618828e-05	7.37243150715258e-05	9.25860362981444e-07	0.00813111312637186	2.0648886551944e-05	2.39703040872792e-07	1.06666626829595e-05	0.0591425635714768	0.431636380719536	5.86101111294654e-05	0.0568562473692154	0.260666154545634	0.0377393328090196	0.00563309877730018	0.000538764391477465	0.00828042226846294	0.001549242968483	0.000171518663644894	0.000174950768027876	0.0704176324569211
S10232	0.0746194125437272	0.000247495597192031	1.17458669103034e-05	5.03291562522859e-05	0.00014456722753282	0.0095908737145125	3.72123843433123e-05	7.45128779274019e-06	1.76941467450571e-07	0.0664196162061745	0.329911187235332	1.8347091348529e-05	0.0521797543869347	0.308555319104677	0.04705550058489	0.00508208265344921	0.000401383472931981	0.00837579579717588	0.0175493086298275	0.00020240012061934	8.4318915831891e-05	0.079455721081077
S10248	0.0731513414124484	0.00884241806699177	1.24828381694648e-06	9.47697519737542e-05	0.000171882525700905	0.0118750071240758	1.4255889966772e-05	4.0853227407922e-05	2.20489786763937e-09	0.0636153966089815	0.414604416806418	0.000104751998021237	0.0586149274376307	0.237156507709243	0.0434527106548201	0.00105950358093985	0.000356220636432383	0.00215126571320741	0.00966663572929249	9.98584227680401e-05	1.56376799854594e-05	0.0749103885349797
S10249	0.0543306380772893	0.00113068782167998	0.000117691282784167	6.87537710479013e-06	1.80869504899326e-06	0.0102541917639096	3.62786085445492e-05	2.99227216244003e-07	3.79976188684702e-06	0.0134505484828801	0.488118361073089	7.53444912984387e-05	0.0476483063034499	0.243036821344493	0.036121652427616	0.000554124146759495	0.00021249184692573	0.00585160469295953	0.0321476512987438	0.000227790459757306	4.03227177366373e-05	0.0666327100988271
S1025	0.0723124422682071	0.0037389133132988	3.63024460557195e-06	1.15050437687984e-05	3.95584017861429e-05	0.00397095670988626	5.86695122065811e-05	1.22219757234389e-05	7.74140020641534e-06	0.063664201813453	0.402501895894955	2.29820469388121e-05	0.0569442827628365	0.25409410467562	0.0426498352310813	0.00200958506278602	4.31327547731056e-05	0.0184209142211322	0.00591037611278728	6.32374734643124e-05	7.3530087614031e-05	0.0734462829928688
