Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE
mix_1	0	0.000395567047515703	0.00984633154459235	0	0.135811576379674	0.000149375036997681	0	0.0347368861247148	0.127365986895922	0.409635182476398	0	0	0.0259388947170662	0.0383160774611224	0	0.000415578285871573	0.170204992500761	0	0	0.000203525910735939	0.0220938673785866	0.024886158240041	9999	0.693095223785875	0.724973826707254
mix_2	0.00185602700291142	0	0.00495203616629402	0	0.124640339659537	0	0	0.138490889385423	0.102698714942978	0.341694273458437	0	0	0.00168048012553279	0.0807167066014571	0	0.0180290245837527	0.118195141667254	0	0	0	0.0338653608636382	0.0331810055427857	9999	0.61548301488834	0.788344794338826
mix_3	0.00507838248748587	0	0.0249273957620178	0.0123385581638989	0.0106454955710317	0	0	0.180623463430374	0.154483304659435	0.246848046247874	0	0.0128820648313477	0.0465557682659095	0.0692753514568369	0	0.012183424040439	0.119270559823422	0.0046740113229402	0	0.00647134723066858	0.0510272904267278	0.042715536279592	9999	0.516605716125822	0.856862694354824
mix_4	0	0	0.00204804968794604	0	0.0667950066869954	0	0	0.221238860084753	0.108266356296824	0.277329505660122	0.00140293763932068	0	0	0.030201700587991	0	0.00651458614088744	0.143532962289279	0.105705471694188	0	0	0.0269913083933232	0.00997325483836937	9999	0.699632455802549	0.721974933988967
mix_5	0	0	0.0106353381276587	0	0.0901192842498229	0	0	0.148241186909666	0.101704182732765	0.329685491563023	0.00115366987254029	0	0.00251800679362469	0.0303137381416537	0	0.0184637619738224	0.178585543987105	0.0480467995026713	0	0	0.0273237127312452	0.0132092834144027	9999	0.65266949257502	0.759359424937809
mix_6	0	0.000472857799445876	0	0	0.0936912666316587	0	0	0.173042702569933	0.112106075615603	0.321660493868101	0.00311946680268838	0	0	0.0151921766999806	0	0.0107004482690275	0.152199468860072	0.0827640072011657	0	0	0.0269490746683138	0.00810196101401005	9999	0.697253378730373	0.72135414672846
mix_7	0	0.00290781654903342	0.00325509125384507	0	0.109257300752936	0	0	0.128499280444649	0.0814105865137346	0.296166665480819	0.000187535518125045	0.00248623921742865	0.00392039108978841	0.0799164304741481	0	0.0237460855140477	0.170147591355701	0.0476189472354652	0	0	0.0274927303069054	0.0229873082933731	9999	0.60303267684965	0.797868229403967
mix_8	0	0	0	0	0.147148360144262	0	0	0.0543418382644947	0.0973335542484489	0.366312317027649	1.90319211844488e-05	0	0	0.0791321863236748	0	0.0122501407468283	0.183010660652303	0.0188832256666796	0	0	0.0257655465460424	0.0158031384584333	9999	0.632192187898348	0.774432516916282
mix_9	0	0	0.00696303844702707	0	0.0796205007328541	0	0	0.129941803548588	0.116509592756437	0.353363392805159	0	0	0	0.00716669851832285	0	0.0150621403642046	0.152894790409494	0.102576194412225	0	0	0.0249344997357083	0.0109673482699791	9999	0.722418870312445	0.700047352429117
mix_10	0.00204413051184908	0	0.0176411530230676	0.0218026809882746	0	0	0	0.331755072968884	0.113939502078137	0.147853314148158	0	0	0.0305356981686313	0.0213535021048586	0.00612704065311362	0.0129308253988358	0.146096699767526	0.0849227528820768	0	0.00165576629104632	0.0429898588688587	0.0183520021466818	9999	0.645880771291338	0.77176747044095
mix_11	0	0.00389746772052606	0.00750416785251755	0	0.117414094155734	0	0	0.0295595279760597	0.108924516093092	0.36836859815375	0	0	0.0257540095213356	0.051681117128031	0	0.0218430336370186	0.164721077842301	0.0421652001282816	0	0	0.0283134892417959	0.029853700549556	9999	0.678288381960801	0.741969124131259
mix_12	0	0	0.00921997509527547	0	0.0794006370921259	0	0	0.199855386826539	0.107770485053294	0.299582171500456	0	0.000296695193669292	0.00289198297163253	0.0153754487208736	0	0.000701716119197196	0.146973234654359	0.101536691553082	0	0	0.030742375558625	0.00565319966087141	9999	0.688782597941724	0.729183909292679
mix_13	0	0	0.0156808282738486	0.0368135974716117	0	0	0	0.256842918021504	0.114603500856123	0.208985518653007	0	0	0.00535731491083936	0	0.0024723101754283	0	0.156351801432037	0.148499565190053	0	0	0.0431037305204239	0.0112889144951228	9999	0.712656900345712	0.71424050984744
mix_14	0	0.000912976950994743	0.0186250854663938	0	0.0599050358361638	0.000135164132435599	0	0.213321221693724	0.0819763992925126	0.263518728084469	0	0	0.0209097262272617	0.0183972820569596	0	0.0146487921445048	0.144412049743191	0.113152297476477	0	0	0.0260997498255776	0.0239854910693347	9999	0.696688384034119	0.728336239696212
mix_15	0	0	0.0055431993673601	0	0.113191780975629	0	0	0.0817932395186348	0.112173241424059	0.353218589361601	0.00581321582284547	0	0	0.0276000645877572	0	0.0223361004903914	0.186323036713584	0.0608688752667937	0	0	0.0244417909912847	0.00669686548005935	9999	0.664738567456424	0.748750177904962
mix_16	0.0369297873703964	0	0.0133708746998527	0.0272780971238607	0	0	0	0.199720909446818	0.131124660035604	0.213746709415471	0.00772909083864206	0.013181904957608	0	0.0103102167844053	0.0109360068943984	0.0623480867207772	0.183104900203259	0	0	0	0.055204847534354	0.0350139079745535	9999	0.445606830999248	0.895863025000081
mix_17	0.00356074383466397	0.000639482266645408	0.00735019781195543	0.0117985625039544	0	0	0	0.268626015191058	0.167305984629492	0.175780035271091	0.00329500021288728	0.0113944586302533	0.00436091817752557	0.0371144564661736	0.000372254891229026	0.0199368667562136	0.192823963751476	0.00796561733786842	0	0	0.0651556456038794	0.0225197966636333	9999	0.495554695462818	0.868296672718839
mix_18	0	0.00789108880874453	0.0142156625053589	0.0389585302386837	0	0	0	0.377081994151326	0.0409747702391613	0.0329435652088036	0	0.00017026160689845	0.0327526062287923	0.0635475918237892	0.00577973520232717	0.0123983408237268	0.0886397091028916	0.225722691876294	0	0	0.0383607865964431	0.0205626655867591	9999	0.659399228407106	0.764524796473884
mix_19	0	0	0.0210196707572432	0	0.0988968530002515	0	0	0.133571039371461	0.0762473138714811	0.253953386872641	0	0.00312307365969938	0.0503593885773866	0.0830256561773386	0	0.00099234205290325	0.157524758478651	0.0331158579856918	0	0	0.0522599628138932	0.035910696381359	9999	0.543784216168038	0.838863503437386
mix_20	0	0	0.000252198656028962	0	0.0693935798902548	0	0	0.202112115443776	0.122755398406811	0.287445973433907	0.000235219912466797	0	0	0.00463418020228812	0	0.0236690140896188	0.148893191608326	0.0974350190609106	0	0	0.0315820083663187	0.0115921009292929	9999	0.689157286195317	0.730199981199891
mix_21	0.0176815541768311	0	0.0105312060332158	0.00807498835745768	0.0061649791766397	0	0	0.369603582815475	0.0753707860867647	0.123275874466262	0	0.00280836201064254	0.0107722724996617	0.0107550609914644	0	0.0118706022775301	0.144218292068453	0.155457062856411	0	0	0.0465583940266175	0.00685698215657369	9999	0.639603723775384	0.771823958803955
mix_22	0	0	0.0116056322543476	0	0.073267483914126	0.000754692814329545	0	0.14444948505764	0.120169874491814	0.308979672255703	0	0.00177592688279226	0.022285842092969	0.0457716752198402	0	0.00193833601875869	0.140329241693031	0.0722693423097209	0	0.00766533643371729	0.0250341992904053	0.0237032592708056	9999	0.683833611790052	0.739769415590088
mix_23	0	0.00495966671582474	0.0100157708343559	0	0.0975113198695228	0	0	0.175582157620898	0.0994369233834248	0.284684059103326	0	0	0.0114318730189336	0.022011623321218	0	0.0185188840487803	0.153109906040235	0.0842623189225628	0	0	0.0269329581636053	0.0115425389573136	9999	0.69551581864873	0.726251480524831
mix_24	0.000827440410106413	0	0.00936914591107349	0	0.0709097823284463	0	0	0.196494293818456	0.117600333213784	0.283635723621634	0.00721177951216876	0	0	0.0177267266840464	0	0.00899483560347757	0.171177423556051	0.0718828927953031	0	0	0.0327574987685023	0.0114121237769509	9999	0.666933981129482	0.748863464066919
