Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE
S10001	0	0.0225366285783371	0.190819143038406	0.0988408480382937	0	0.382710908226593	0.201443281726527	0	0.0289711053582993	0.0424961180614403	0	0	0	0.00740175470762532	0	0	0	0.00905084986754266	0.00234657400908158	0	0.0133827883878544	0	9999	0.713355811864225	0.703663920587274
S10006	0.0640628689613805	0.0168469540439103	0.0813033047679234	0.0757270171478159	0	0.436053210269738	0.11403826414136	0.0901417768505399	0.0194268881841198	0.0128922572588577	0	0	0	0	0.00106501891838525	0.00109405181654271	0	0	0.0761838304399924	0	0.0111645571994341	0	9999	0.644950922682239	0.765314818338468
S1001	0.012835458254387	0.0305031464828884	0.101584345916179	0.0818811167307797	0	0.308918239854558	0	0.14178129170584	0.0461342660269447	0.120951341005369	0	0	0	0.00174085299466401	0	0	0	0	0.135747711517724	0	0.0179222295106658	0	9999	0.650422023394182	0.761095071965926
S10010	0	0.0256587281327414	0.145098236149863	0.0987878571491314	0	0.45368107757463	0.141579809312423	0	0.0130727129323218	0.0763805481487144	0	0	0	0.0106424053975512	0	0	0	0	0.0291541968185151	0	0.00594442838410955	0	9999	0.754228173231723	0.659864764979309
S10011	0.0282375919385162	0	0.215445098624266	0.0988811089162335	0	0.288350645936646	0.22583361455421	0	0.00521544759505775	0.130872865750472	0	0	0	0	0	0	0	0.00308507831843352	0	0	0.00407854836616608	0	9999	0.716746377762388	0.705988990631843
S10014	0.00275538577269904	0.0259777488071028	0.108683210879304	0.0856556237112344	0	0.400546451192272	0.113662600558769	0	0.010926912415484	0.156013732697851	0	0	0	0.02418158842577	0	0	0	0	0.06090593140931	0	0.0106908141302035	0	9999	0.662130256581939	0.750225647972536
S10026	0	0.0337017551587686	0.0655424656031468	0.0945038558782686	0	0.388897014904218	0.105382232261335	0.144221637470272	0.0198046802528855	0.0222540950090328	0	0	0.0186284024856873	0.0263621129999206	0	0.0110693778861254	0	0	0.047284542493826	0	0.0223478275965128	0	9999	0.709968522587696	0.710965816523535
S10032	0.0154102476890103	0	0.234833052337516	0.0435576450298691	0	0.341290143532637	0.12721473696828	0.0242972813972084	0.0165403704282445	0.0291977339011297	0	0	0.00945402321586396	0.017854665123136	0	0.014465765481161	0	0	0.103943953085515	0	0.0219403818104284	0	9999	0.721129947945791	0.697964144873578
S10036	0	0.0392381832941651	0.0138779316501217	0.0637017951526335	0	0.465201443912903	0	0.255171229606266	0	0	0	0	0	0.0190451448025705	0	0.00578427783357917	0	0	0.10760216089488	0	0.0171596184018575	0.0132182144510242	9999	0.619173405741094	0.788697682276903
S10042	0.00318848467561876	0.0487472714262035	0.0861424569253813	0.127155055038757	0	0.384397731140333	0.0492320537778344	0.155153860436464	0.00735786850011563	0.0312674271204419	0	0	0	0.0105210966473216	0	0.00468126163971934	0	0	0.0841507195150309	0	0.00800471315677932	0	9999	0.705490175894281	0.712487080028349
