Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0.0409697718323066	0.0741744519757588	0.360334335165352	0.0201789278619441	0	0.619373284066665	0	0.370769833327581	9999	0.334480177973217	0.942390982469253	1.48580060422961
mix_2	0.0150363223521406	0.0889669978947158	0.426717614727996	0	0	0.586527426407141	0	0.359828915404569	9999	0.328596917639125	0.944819350232621	1.47707727678656
mix_3	0.133923257874283	0.066604410490397	0.0785758961688816	0	0	0.776464363721355	0	0.410949771112353	9999	0.368669639027731	0.936568195753361	1.46651769936727
mix_4	0.148892293023558	0.0870253649510991	0.164103204127783	0	0	0.69804932561481	0	0.379007089069313	9999	0.352513512394164	0.939051847789381	1.47707727678656
mix_5	0.108851602197912	0.0897844319865707	0.144157965704901	0	0	0.70493081875037	0	0.423207937065276	9999	0.35474833031674	0.938724754673597	1.47093275570503
mix_6	0.105023153103708	0.0764246584896569	0.232707639880584	0	0	0.665789174644004	0	0.392814499079182	9999	0.344163236637919	0.940178150655719	1.47275912519713
mix_7	0.18227925751481	0.116397775764614	0.116441943326745	0	0	0.703741800147781	0	0.347343787269687	9999	0.360874234959354	0.938027543128404	1.46620456402364
mix_8	0.140620315033321	0.116650837475531	0.270576033463214	0	0	0.674071072194126	0	0.268870850500132	9999	0.337697525161405	0.941817542215456	1.47078910866632
mix_9	0.0685764419265188	0.0559240619003056	0.271057653404568	0.0105651960334165	0	0.698177210882468	0	0.376276684137889	9999	0.341080296262285	0.940598168375668	1.48057724828517
mix_10	0.18453201395921	0.150873644831118	0.13029720001767	0	0	0.604619744194309	0	0.403077993626929	9999	0.360021952691618	0.938213929806611	1.47340059662923
mix_11	0.0505066930041792	0.0687645422747129	0.416107303629799	0	0	0.647843263191159	0	0.304489915774326	9999	0.329428771238768	0.944411110096522	1.48771171787418
mix_12	0.0196885031197162	0.0769108244233503	0.313344954036009	0	0	0.679219082211629	0	0.397046900512246	9999	0.3373297643786	0.941505899535194	1.48621026430295
mix_13	0.211179011260617	0.130999531378366	0.123709975814768	0.00678802461700684	0	0.643012897218224	0	0.360542675084671	9999	0.360777921345281	0.938189726344997	1.47623211537365
mix_14	0.196796191728756	0.156878880791957	0.124141771358162	0	0	0.595578341837901	0	0.405650967544733	9999	0.361534167384265	0.938077071638885	1.47904615326151
mix_15	0.174770649771254	0.116441420886656	0.0786285938554112	0.0690954633770474	0	0.538425608769284	0	0.50696667543254	9999	0.377409727156726	0.935558866497094	1.48432841209219
mix_16	0.137833835164057	0.0803741774403766	0.127027569857523	0	0	0.766115075713209	0	0.368671382904847	9999	0.358586652602988	0.938036264192995	1.48002204108001
mix_17	0.291677544590513	0.141499583345257	0.0174347446453451	0	0	0.607714141379006	0	0.407878550063516	9999	0.387325712836267	0.935704756468082	1.46620456402364
mix_18	0.0311452533005828	0.117943743849577	0.435284211966671	0	0	0.607099888593461	0	0.281242705364059	9999	0.323182098839213	0.946944221429241	1.47271580307435
mix_19	0.142003892557801	0.090383017955587	0.222229835566031	0	0	0.652084268726818	0	0.377881249724725	9999	0.345919680145107	0.939942188412468	1.48458226453096
mix_20	0.123283765884753	0.042712975897227	0.0257420339541065	0	0	0.706303502177955	0	0.568162286109596	9999	0.388497667282112	0.933440991888615	1.46620456402364
mix_21	0.148885645449317	0.103070704101745	0.112989974485493	0	0	0.661602223667331	0	0.439812583991567	9999	0.363324033988451	0.937425885434093	1.46636113169545
mix_22	0.145833012370159	0.113456125104634	0.217866803800284	0.0235220626642278	0	0.604966835996069	0	0.374634093732375	9999	0.347940412444797	0.939514520764785	1.48027893366775
mix_23	0.161178065040657	0.112089463237843	0.2035249361128	0	0	0.681182532687229	0	0.322534987910736	9999	0.345823605906574	0.940308831332937	1.48050998498926
mix_24	0.00225364827641255	0.112670637953225	0.476238836157161	0.00668493232363568	0	0.594126637893865	0	0.296667690872491	9999	0.320007428745039	0.948683205821505	1.48864238347679
mix_25	0.0746336789337425	0.0437344596648596	0.208464211651107	0	0	0.773625077389116	0	0.376619849147738	9999	0.345061725369707	0.940057149532055	1.47707727678656
mix_26	0.107315308226645	0	0.0351953588500217	0.0216256870084898	0	0.745900740144849	0	0.569430879700717	9999	0.385213768018401	0.933672731102567	1.47946797393072
mix_27	0.126220401566686	0.144357244269596	0.404737920559865	0.031917806782162	0	0.485847543041879	0	0.291501348310775	9999	0.332096157035093	0.943262451520801	1.48458226453096
mix_28	0.149948174010601	0.0541579667654652	0.0287354498347316	0	0	0.731254741544941	0	0.50242136721153	9999	0.385128564258618	0.934253043146575	1.46651769936727
mix_29	0.0979747087840238	0.0738520763399393	0.22204243889827	0	0	0.711851930046071	0	0.368886001682328	9999	0.344106844527417	0.940287204063385	1.47460715575063
mix_30	0.121923310256611	0.0761137153568002	0.212929028222866	0	0	0.667156452592702	0	0.398382842333111	9999	0.346549474351979	0.939808358694787	1.47650534876209
mix_31	0.1035541820209	0.0650444083715052	0.224339916784045	0	0	0.755504444800749	0	0.327789163396454	9999	0.343009883934786	0.940545973934907	1.47623211537365
mix_32	0.114134032150174	0.0857578045198678	0.156861106962281	0	0	0.722148128145721	0	0.399699319641136	9999	0.352887709119298	0.938956364572436	1.47860039141918
mix_33	0.124471695900865	0.0848946219114178	0.270925981482915	0	0	0.683562373744173	0	0.320727591491591	9999	0.339619245016269	0.941178105117697	1.48458226453096
