Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_52	0.251880201438105	0.465565158962017	0.0351005460979609	0.21923366140039	0	0	0.149928146751219	0	9999	0.0618419972367745	1.13704557738989	1.12170771464969
Mix_53	0.251276249994355	0.537240714900728	0.05559844443805	0.153658628410824	0	0	0.131150299589505	0	9999	0.0619060054332681	1.12048231862019	1.12892433733346
Mix_54	0.206846321526783	0.436027877298413	0.0546055943636332	0.278182251446374	0	0	0.154846127390068	0	9999	0.0586035625901084	1.16336087061247	1.13050817202527
Mix_55	0.235128683416805	0.420263400046664	0.0331097897494921	0.266098801853997	0	0	0.156531076701196	0	9999	0.06074891527656	1.15321863753838	1.11113175176815
Mix_56	0.257911418563046	0.531283289580296	0.0510022737768244	0.152980221081107	0	0	0.135747134332189	0	9999	0.0627027721588482	1.11979393395575	1.12892433733346
Mix_57	0.217419810308613	0.421824213651448	0.0401215183647044	0.291234595223651	0	0	0.162255152855121	0	9999	0.0594605980121953	1.16353359246609	1.13285529040354
Mix_58	0.266819687104502	0.536881512090506	0.032903767670525	0.172491792838894	0	0	0.137141187533755	0	9999	0.0627115407157463	1.11804461413702	1.14623794723818
Mix_59	0.236041703815956	0.419841088533659	0.02434482467069	0.289536778374573	0	0	0.157177121678779	0	9999	0.0602263285081351	1.15525061224051	1.12694151707366
Mix_60	0.313082606153656	0.551495319850436	0.00494179405299433	0.103098970403396	0	0	0.145177854747782	0	9999	0.0704523790359608	1.09363407245804	1.11779654520826
Mix_61	0.259365916601224	0.504553506803063	0.0399898018806624	0.195029740049928	0	0	0.132368319310339	0	9999	0.0611147340995764	1.12568654544332	1.13130728464522
Mix_62	0.274489902828624	0.487128620750187	0.00437443236535097	0.219817529315971	0	0	0.136205802816427	0	9999	0.062475412390121	1.12188806873568	1.12201628807656
Mix_63	0.208027836441593	0.435362779470171	0.0513890537114665	0.26702138007855	0	0	0.15490414066228	0	9999	0.0593421342426065	1.16064516408582	1.11670519036406
Mix_64	0.237863155909006	0.52389047573182	0.0613538845274814	0.162854400056223	0	0	0.134634153588056	0	9999	0.0613284866926905	1.1271661841227	1.12059606981259
Mix_65	0.244718675870549	0.536707449149366	0.0570967554020196	0.155907308920337	0	0	0.137474810657008	0	9999	0.062253187942116	1.12361898446575	1.13190499999928
Mix_66	0.269648810879389	0.514593322953596	0.0142161935502922	0.189106966486731	0	0	0.141286324464462	0	9999	0.0636371180350053	1.11864372257237	1.12885161833447
Mix_67	0.252403126227119	0.551494988881066	0.0518387240524718	0.15272381087278	0	0	0.122479811094272	0	9999	0.0612134594885295	1.11650778918601	1.13094046112771
Mix_68	0.26897979247467	0.545870749590977	0.0516086878032781	0.121386628891444	0	0	0.136301778329059	0	9999	0.0646496141870778	1.11174914669194	1.12414763708943
Mix_69	0.270979657728133	0.515394145747935	0.0286402707022321	0.168248653710951	0	0	0.131947858868712	0	9999	0.0634940790018722	1.11554606083032	1.11521058675796
Mix_70	0.260590752871674	0.54003440523414	0.0426222205784763	0.143022703338686	0	0	0.137202227413961	0	9999	0.0639593235230821	1.11539337294268	1.12347230943694
Mix_71	0.249075318232039	0.475749976160528	0.0294973778611732	0.22923604011924	0	0	0.148270628008734	0	9999	0.0616662738114957	1.13666976975184	1.13182934038171
Mix_72	0.248283095327846	0.580036122475986	0.0709701239537764	0.102498940895362	0	0	0.12235935443646	0	9999	0.0625425572989747	1.11052654344862	1.12414763708943
Mix_73	0.238851894143287	0.427041883458855	0.0273100886127335	0.274851532243271	0	0	0.161770555661417	0	9999	0.0611152336656804	1.15319216334157	1.12982595411956
Mix_74	0.24028556799954	0.491960729506381	0.046601872469243	0.20069244068565	0	0	0.141777767624984	0	9999	0.061183168691215	1.13423307364922	1.1213183782858
Mix_75	0.247804389754967	0.453840392570284	0.0166950245054397	0.253295350119123	0	0	0.153872651521777	0	9999	0.0620902643901398	1.141190839054	1.12550780847159
Mix_76	0.251298755544094	0.449473954708117	0.0144492159797134	0.256151551747454	0	0	0.154067825443581	0	9999	0.0621573172841492	1.14101227293416	1.12544130342296
Mix_77	0.229036656135224	0.507626677641547	0.0514633774190762	0.199960576127278	0	0	0.13781116101735	0	9999	0.0599314259710772	1.13512394009236	1.12589844834047
Mix_78	0.25923031624998	0.467629754401941	0.00820323729650504	0.242590502135679	0	0	0.151721335642408	0	9999	0.0619913001739941	1.13436462460251	1.12937514572651
Mix_79	0.216796576369355	0.424540954660228	0.0479533560892023	0.292017959724143	0	0	0.153908000234153	0	9999	0.0586129719110073	1.16316718783955	1.13521684707708
Mix_80	0.256613809045542	0.529988090480272	0.0398821748230245	0.177689672882744	0	0	0.130750296774856	0	9999	0.0613743567082482	1.12101692439814	1.13492404400644
Mix_81	0.239336648445719	0.483055566960154	0.0479736043491793	0.211325079762853	0	0	0.147087999817571	0	9999	0.0613597006977998	1.13836527412019	1.12877889933548
Mix_82	0.275814474475433	0.475256651563141	0.00112080324118935	0.222056455649964	0	0	0.147459329719967	0	9999	0.0635544259956508	1.12475785841516	1.12170771464969
Mix_83	0.247826842720519	0.50833994111729	0.0411308375500504	0.182563062881486	0	0	0.134766283192812	0	9999	0.0617678946808606	1.12569043980034	1.11462696746216
Mix_84	0.253320689336838	0.542077184032542	0.0539468249422752	0.150758884331543	0	0	0.133159536840552	0	9999	0.0623869316007297	1.11940074897675	1.13326311948375
Mix_85	0.266159238953674	0.476026096764436	0.0103139914443887	0.234669747489014	0	0	0.141168226563698	0	9999	0.0617652346208113	1.12910513386267	1.12833730121521
Mix_86	0.227911736220133	0.458528035175344	0.0499664082117202	0.233417891020052	0	0	0.154072899961735	0	9999	0.0606963526510786	1.14846803744323	1.12389697058898
Mix_87	0.262802354491152	0.534713389550622	0.049358942382649	0.162862948340246	0	0	0.116551453444688	0	9999	0.0607348609496829	1.11592285043327	1.12628908820936
Mix_88	0.28931736722401	0.604759391366852	0.0390300452255614	0.0662539565194004	0	0	0.127321640234569	0	9999	0.0678802103465999	1.09129360605609	1.12668240057039
Mix_89	0.224842003487232	0.469221849696962	0.0567076619543579	0.238244390868909	0	0	0.150718722185949	0	9999	0.0593644379642343	1.14976381168426	1.13973462819341
Mix_90	0.2474180353339	0.443660592656159	0.0118593179389085	0.278724635814012	0	0	0.151992642754797	0	9999	0.0608569538080158	1.14517176983683	1.13365522449778
Mix_91	0.282691657574294	0.541236926111728	0.0161866301202802	0.156327637497266	0	0	0.123628775972693	0	9999	0.0638873280305679	1.10569041242051	1.12007162727626
Mix_92	0.23524974918141	0.478325312411199	0.0384713329784729	0.240548099323076	0	0	0.136184405441321	0	9999	0.0596494924310943	1.13992179897421	1.12877889933548
Mix_93	0.266002046611868	0.590794309739659	0.0760160366033814	0.06932154078707	0	0	0.123307369680981	0	9999	0.0617105527005026	1.10420578984587	1.12544130342296
Mix_94	0.285967708571384	0.57869729434086	0.0358490250430694	0.103233905008134	0	0	0.12755935168177	0	9999	0.0660024362134647	1.09896551437257	1.13130728464522
Mix_95	0.248777198795347	0.496431768477002	0.0306231482983367	0.21713075526755	0	0	0.132935577502239	0	9999	0.0603657840118632	1.12994641972075	1.12589844834047
Mix_96	0.252010972475846	0.517002761287843	0.0396945658885925	0.178441801756608	0	0	0.139532299161503	0	9999	0.0623235877456995	1.12454101920333	1.12668240057039
Mix_97	0.230688333317524	0.489912370092129	0.0517695694723758	0.205835608734892	0	0	0.145101440379717	0	9999	0.0609990682819543	1.13873932191671	1.12330732199664
Mix_98	0.256524805733471	0.618904958710994	0.106357981174506	0.0441811251978684	0	0	0.0995389376547519	0	9999	0.0616273296700217	1.09963741228528	1.12550780847159
Mix_99	0.250782456735116	0.507625358416772	0.0259454579088698	0.196296759957847	0	0	0.147154113066974	0	9999	0.0622260351466609	1.12756303052654	1.12780414608558
Mix_100	0.222063339670237	0.515902574461303	0.054109890732707	0.19943205932642	0	0	0.132259269542444	0	9999	0.0591603224520914	1.13486600369545	1.12376713373311
