CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
mix_52	0.3113	0.0868	0.1214	0.0504	0	0.1203	0.156	0	0.1538
mix_53	0.2464	0.2392	0.1972	0	0.0191	0.107	0.1398	0	0.0513
mix_54	0.2129	0.0793	0.2278	0	0	0.1628	0.1735	0.0623	0.0815
mix_55	0.2049	0.0681	0.1028	0.0115	0	0.3146	0.1482	0	0.1499
mix_56	0.2187	0.0204	0.3425	0	0	0.1193	0.1697	0.1294	0
mix_57	0.1668	0.0765	0.299	0	0	0.0354	0.2082	0.2142	0
mix_58	0.2042	0.0467	0.1888	0.0465	0	0.0866	0.1921	0.1143	0.1208
mix_59	0.3499	0.151	0.1069	0.0124	0.0249	0.1081	0.1424	0	0.1044
mix_60	0.2296	0.0832	0.1903	0.0203	0	0.2049	0.1432	0.0228	0.1056
mix_61	0.2552	0.075	0.2024	0	0	0.1039	0.1856	0.0742	0.1038
mix_62	0.3239	0.0589	0.1348	0.0616	0	0.0618	0.1656	0.003	0.1903
mix_63	0.2113	0.0362	0.2215	0.0031	0	0.1244	0.1844	0.1497	0.0694
mix_64	0.2159	0.1986	0	0.0915	0.076	0.07	0.147	0	0.2009
mix_65	0.3306	0.087	0.1391	0.046	0.027	0.0672	0.1568	0	0.1462
mix_66	0.3126	0.1812	0.1749	0.0086	0.0124	0.0366	0.1786	0.012	0.0831
mix_67	0.2648	0.1146	0.1998	0	0	0	0.2072	0.1838	0.0298
mix_68	0.2267	0.0862	0.1375	0.0612	0	0.1241	0.1724	0.0022	0.1898
mix_69	0.146	0.1653	0.1192	0.0399	0	0.2035	0.1793	0.0475	0.0994
mix_70	0.273	0.0565	0.0965	0.0543	0	0.162	0.152	0	0.2056
mix_71	0.2502	0.0874	0.1257	0.0752	0	0.0674	0.1835	0.0094	0.2012
mix_72	0.3026	0.0719	0.154	0.0556	0	0.0454	0.1853	0	0.1852
mix_73	0.2394	0.0723	0.0882	0.0467	0	0.188	0.157	0	0.2085
mix_74	0.1228	0.0634	0.294	0	0	0.1634	0.1794	0.1771	0
mix_75	0.2273	0.1131	0.176	0	0	0.2342	0.1539	0.003	0.0924
mix_76	0.3198	0.0495	0.2141	0.0164	0	0	0.1944	0.097	0.1089
mix_77	0.1928	0.1122	0.222	0	0	0.1348	0.187	0.0948	0.0563
mix_78	0.2192	0.0813	0.1352	0.059	0	0.1496	0.1677	0	0.1881
mix_79	0.3205	0.1817	0.0979	0.067	0.0365	0.0382	0.14	0	0.1182
mix_80	0.3146	0.1844	0.2014	0	0	0.1401	0.1307	0	0.0289
mix_81	0.344	0.1515	0.0956	0.0654	0.1307	0.0327	0.1413	0	0.0388
mix_82	0.3221	0.0755	0.0168	0.0907	0.0462	0.0609	0.1509	0	0.2368
mix_83	0.2369	0.0408	0.0733	0.015	0	0.2851	0.1476	0	0.2012
mix_84	0.2602	0.068	0.1714	0.0501	0	0.0339	0.1948	0.0535	0.1681
mix_85	0.3383	0.0806	0.1477	0.0822	0.0138	0.0016	0.1709	0	0.1649
mix_86	0.2011	0.0871	0.1764	0	0	0.1516	0.1804	0.0692	0.1342
mix_87	0.1525	0.0312	0.4034	0	0	0	0.2222	0.1907	0
mix_88	0.2342	0.0476	0.2714	0	0	0.1088	0.1806	0.1574	0
mix_89	0.2575	0.2615	0.0463	0.0546	0.1593	0.061	0.1177	0	0.042
mix_90	0.1474	0.0115	0.3436	0	0	0.0021	0.239	0.2564	0
mix_91	0.2512	0.0275	0.2801	0	0	0.0468	0.1984	0.1898	0.0061
mix_92	0.1616	0.0915	0.2581	0	0	0.1622	0.182	0.0908	0.0538
mix_93	0.2507	0.0904	0.0096	0.1275	0.0129	0.1144	0.1484	0	0.2462
mix_94	0.1636	0.0281	0.2788	0	0	0.1421	0.1981	0.1892	0
mix_95	0.1529	0.0355	0.2337	0	0	0.2541	0.1737	0.1021	0.048
mix_96	0.2793	0.1067	0.2546	0	0	0.0625	0.1774	0.0952	0.0242
mix_97	0.237	0.0559	0.2398	0	0	0.1575	0.1808	0.1289	0
mix_98	0.2843	0.0273	0.2209	0	0	0.2372	0.1546	0.0447	0.031
mix_99	0.309	0.1908	0.0212	0.0127	0.0207	0.1251	0.1257	0	0.1948
mix_100	0.2371	0.0242	0.1911	0	0	0.1683	0.1727	0.1061	0.1005
