naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
mix_1	0	0	0	0	0.00140065462532751	0.00120782526513692	0	0.000519928420305262	0.00299635741376028	0	0	0	0	0	0	0	0	0	0	0
mix_2	0.00185947755829267	0.00115342497471031	0	0	0.00255710038968495	0.000246554585135595	0	0	0	0	0	0	0.000884844908156871	0.0032928355155403	5.5950204613712e-05	0	0	0.000309435171937013	0.00070475844940559	0
mix_3	0	0	0	0	0.00078797546204256	0	0	0	0	0.00241839792601189	0.00280264599323152	0.00208500202033543	0.000395222904653301	0	0	0	0.00120267143386075	0.001232876137197	0	0
mix_4	0.000170621076639855	6.96965066822046e-05	0	0	0.000492064476041028	0	0	0.000948795589568416	0.00153904797469775	0	0	0	0	0	0	0.00161298550802636	0	0	0	0
mix_5	0	0	0	0	0.000644409681711489	0	0	0	3.24449240187014e-05	0	0	0	0	0	0	0	0	0	0	0
mix_6	0	0	-0.000397142210355049	0	0.000340696171947037	4.8112853233042e-05	-0.000407674553740876	0.000799179344897544	0.00185043337507253	0	0	0	0	0	0	0.00130265377350806	0	0	0	0
mix_7	0	0	0	0	0.000725314692226071	0	0	0	0	0	0	0	0.000312197760128427	0	0	0	0	0	0	0
mix_8	0	0	0	0	0.000450188340291519	0	-0.000413165688010682	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_9	0.000144407902151194	2.09771783702818e-06	0	0	0.000808900139110019	0.000909985209863843	0	0.00144549763405277	0.00326620157796132	0	0	0	0	0	0	0.00339114692226382	0	0	0	0
mix_10	0.00175267160835796	0.00140543452444972	0	0	0.00134530889824205	0	0	0.000676205106758616	0	0	0	0	2.91330990507157e-05	0	0.000926405014283655	0	0	0.00117035380207366	0	0
mix_11	0.00207828786222527	0.00126824650026299	0	0.00100211891544872	0.00258606013215621	0.00204808218732503	0	0.00104683656779439	0.00321665752347302	0	0	0	0	0	0.00118927914058518	0.000576674596112205	0	0.000730262714145311	0.00060795303175931	0
mix_12	0	0	0	0	0	0	0	0.000177801186093394	0.0001617255711165	0	0	0	0	0	0	0	0	0	0	0
mix_13	0	0	0	0	0	0	0	0.00118487387224132	0.000167302070859665	0	0	0	0	0	0	0.000633716963943034	0	0	0	-6.26878252153484e-06
mix_14	0.00118798821067111	0.000861675903211706	0	0	0.00100702456882687	0.000642273102655845	0	0.0015754245220876	0.00188943827767158	0	0	0	0	0	0.000945529852358919	0.00248329265444626	0	4.29864158603481e-05	0	0
mix_15	0	0	0	0	0.000453002882607042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_16	0.000600516196105959	0.000647354074979324	0	0	0.00026396254139167	0	0	0	0	0	0	0	0	0	0	0	0.00167794862557269	0.000558515411581208	0.00138605375918154	0.000412712678194268
mix_17	0	0	0	0	0	0	-0.000544893607673401	0	0	0	0	0	6.93110131767369e-05	0	0	0	0.000815398493765571	0	0	0
mix_18	0.000620508130175859	8.32002056107083e-05	0	0	0.000530050433933449	0	0	0.000815152827982037	0	0	0	0	9.0725784077813e-07	0	0.00109741783100935	0	0	0.000608864589686121	0	0
mix_19	0	0	0	0	0.00029414496361272	0	0	0	0	0.00108430434131502	0	0.000149181042872364	0.000111810472239862	0	0	0	0.000431381159234449	0.00061200292011227	0	0
mix_20	0.00104022220884014	0.000564880079955995	0	0	0.000750604705172173	0.000365926595527889	0	0.000978474639611259	0.00115465065758753	0	0	0	0	0	0	0.000553403721210273	0	0	0	0
mix_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_22	0	0	0	0	0.00156201109097143	0.000442968208234137	0	0.00102869408832709	0.00219344213909768	0	0	0	0	6.81363476187109e-05	0	0.00105621656161319	0	0.000264330343132849	0	0
mix_23	0.00108025640404412	0.000536057305326669	0	0	0.00101572065194907	0.00112477331546282	0	0.00141450402296318	0.00228412980314057	0	0	0	0	0	0.000645956081781141	0.00205272458718626	0	0	0	0
mix_24	0	0	0	0	0	0	-0.00052886288653831	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_25	0.0005937295546314	0.000324718818800922	0	0	0.000614326983462513	0.000805069478094898	0	0.00152364038051863	0.00251896928131334	0	0	0	0	0	0	0.003028247972771	0	0	0	0
mix_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51007250504788e-05	0.000229046933099215	0	0
mix_27	0.000617701475543038	0.000240092795008851	0	0	0.00151999513199768	0.00122174263533297	0	0.00110141326458002	0.00306885894020908	0	0	0	0	0	0.000100813964931869	0.00156732628607101	0	0	0	0
mix_28	0	0	0	0	0.000451930625456395	0	0	0.000630123951310313	0.000891180325843496	0	0	0	0	0	0	0.000454854856980026	0	0	0	0
mix_29	0.000284281508584548	0	0	0	0.00186450923945229	0.000922663746754554	0	0.000646419332734016	0.0023541293961856	0	0	0	0	0.000791466811912814	0.000126315378589505	0	0	0	0	0
mix_30	0	0	0	0	0.000278356752177501	8.04559942819647e-05	0	0.00115664767517259	0.00179680271449852	0	0	0	0	0	0	0.00192098258982184	0	0	0	0
mix_31	0	0	0	0	0.000543961038976554	0	0	0.000714184574746589	9.05940563738644e-05	0	0	0	0	0	0	0	0	0	0	0
mix_32	0.0012378664342451	0.000601873417145106	0	0	0.00128483199705192	0.000743661214424207	0.000183566978076722	0.00180150275440447	0.00195952016400593	0	0	0	0	0	0.000587597218587962	0.0028792355782341	0	0.000237439537129018	0	-0.00042668654506081
mix_33	0	0	0	0	0	0	0	0.000730148497235366	0	0	0	0	0	0	0	0	0	0	0	0
mix_34	0.000339849591292478	0	0	0.000160501094641583	0.0012954002876802	0	0	0	0	0	0	0.000560538153268247	0.00196351624672965	0.00825055301787894	0.00062478180460043	0	0.00143961811593573	0.00150042740550288	0	0
mix_35	0	0	0	0	0.000416417480000992	0	0	0.000613200093880547	0.00109702145825952	0	0	0	0	0	0	0.000260714980006325	0	0	0	0
mix_36	0	0	0	0	0.000986549762598107	0	0	0.000300509238859334	5.90314358140953e-06	0	0	0	0	0	0	0	0	7.12502880351712e-05	0	0
mix_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_38	0	0	0	0	0.000603094590073693	0	0	0	0	0	0	0	0	0	0	0	0	0.000148086596484999	0	0
mix_39	0.00024656401342764	4.22230918153341e-05	0	0	0.000948119831970219	5.32208863448944e-05	0	0.000644821560395203	0.00132449665585517	0	0	0	0	0	0	0.000347822328344718	0	0	0	0
mix_40	0	0	0	0	0.000569414392226525	0	0	0.000512146734206699	0	0	0	0	0	0	0	0	0	0	0	0
mix_41	0	0	0	0	0.000391483020531819	0	0	0	0	8.44115600152876e-05	0	0.000931274947217811	0	0	0	0	0.000656962116588816	0.00103486027256345	0	0
mix_42	0.00186221078224392	0.00124719581313071	0	0	0.000930914808686514	0	0	0.00170952920367511	0.000390679723519092	0	0	0	7.29901694438174e-05	0.00198337665055448	0.00120848995986722	0.00250958841694736	0	0	0	0
mix_43	0.000489331011890764	0.000494700071552456	0	0	0.000781189681708522	0	0	0	0	0	0	0	0.000216529637075971	0	0.000286345728797115	0	0.000816045700246596	0.00135048586953364	0	0
mix_44	0.00200773030676243	0.00135052698422316	0	0	0.00194019215557898	0.00111116353891354	0	0.00120340838575583	0.00176315794274917	0	0	0	0	0	0.000620142427966101	0.0007359128717281	0	0.000341663866530846	0.00128261356956738	0
mix_45	0.000324863560468254	0.000125024183229872	0	0	0.00155062423744841	0	0	3.80682735587072e-05	0.000314727464489495	0	0	0	0.000940278164676317	0.00532842059939866	0	0	0	0	0	0
mix_46	0	0	0.000109867353186929	0.00147373822096071	0.000255033347553278	0	0	0	0	0.00127522286857017	0.00408299282720162	0.00330655383572822	0	0	0	0	0	0.000926389993076115	0	0
mix_47	0	0	0	0	0	0	-0.000598055293444688	0	0	0.0014062187046448	0	0	0	0	0	0	0.0024107267683539	0.000421476317762483	0	0.000804892542178059
mix_48	0.00177202534189342	0.0012011593424856	0	0	0.00121783896257377	0	0	0.00130869548265139	0	0	0	0	0.000108379848871373	0.000505223569493883	0.00132321039510551	2.71766799332642e-06	0	0.000798921838354401	0	0
mix_49	0.000436432811891526	0	0.00690233734467044	0.00807958501561501	0.00178857226010669	0.000389569887849592	0.00617104029432149	0.000690896154035435	0.00116986054602632	0	0.0024541732043455	0.00511132242754116	0.000568485617038334	0.00459430091847782	0.00125703226239272	0	0	0.00126873827428746	0	0
mix_50	0	0	0	0	0.000853417804895241	0	0	0.000658826712581921	0.00152201971178498	0	0	0	0	0	0	0.000557206337291758	0	0	0	0
mix_51	0	0	0	0	3.30342409404363e-05	0	0	0	0	0.000425159380621774	0	0	0.000171258074262427	0	0	0	0.00128404446889888	0.00078683268340537	0	0
mix_52	0	0	0	0	0.000672222129928656	0	0	0	0	0	0	0	0.000172901340505887	0	0	0	0.000930143826374988	0.00111217264623499	0	0
mix_53	0.00369868131343487	0.00283019791774916	0	0.00249193236874322	0.00257600471154783	0	0	4.02927450284019e-05	0	0	0	0	0.000656549559557476	0.00263415219085549	0.0017244410718896	0	0.000976137680486923	0.00205863495378472	0.00669221247131366	0
mix_54	0	0	0	0	0.000329128945078932	0	0	0.000661242737401257	0	0	0	0	0	0	0	0	0	0	0	0
mix_55	0	0	0	0	0	0	0	0.000171911728138663	0	0	0	0	0	0	0	0	0	0	0	0
mix_56	0	0	0	0	0	0	0	0.00117688537794149	0.00120444146490038	0	0	0	0	0	0	0.00151883789516874	0	0	0	0
mix_57	0.000330208259294235	8.47400375880773e-05	0	0	0.000967707495922261	0.000608969894279602	0	0.00110966817373029	0.00262968232612731	0	0	0	0	0	0	0.00205360412099223	0	0	0	0
mix_58	0	0	0	0	0	0	0	0.00012342364222527	0.000156722197253107	0	0	0	0	0	0	0	0	0	0	0
mix_59	0.0015925948797544	0.00153276043235056	0	0.00226365863341729	0.00210327446908013	0	0	0	0	0.000873329095309129	0.000828898188237126	0.00234665789389731	0.00173741642974201	0.0051338471766373	0.000816139705189285	0	0.0023566341684397	0.00214126448835001	0.00131806141082183	0
mix_60	0	0	0	0	0	0	0	0.000680600426974249	0	0	0	0	0	0	3.58089108749715e-05	0	0	0.000124967910418996	0	0
mix_61	0	0	0	0	0.000769303150465224	0	0	0.000122011187193057	0	0	0	0	0	0	0	0	0	0	0	0
mix_62	0	0	0	0	7.53719954200368e-05	0	0	0	0	0.000306330857514936	0	0	0	0	0	0	0	0.000561884033985335	0	0
mix_63	0	0	0	0	0	0	0	0.000389013826829472	0.000320304529981677	0	0	0	0	0	0	0	0	0	0	0
mix_64	0.00172626819696998	0.00136866261428639	0	0	0.000734649856422407	0	0	0	0	0	0	0	0.00119467462568044	0.00173873150028114	0	0	0.00340958685253744	0.00136830451887734	0.00365788720881942	0.00158033906763746
