B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
Mix_1	0.0280642192564231	0.051683847071486	0.0689096448556351	0.352865550871707	0.0227673783826617	0.00241715428535371	0.0321456899212651	0.197335473357668	0.0115564517165681	0.0788892701612304	0.0258854752507725	0.00767470248137702	0.0429922968664717	0.0144705067311509	0.0082552866802187	0.0142454789389219	0.00188776801341325	0.00214256319413797	0.017984468120778	0.00251681504365002	0.0102246062070206	0.00508535259208974
Mix_2	0.0622474334237159	0.113612186429655	0.0350571983406846	0.319296478620638	0.0273673536505814	0.00198061550621846	0.0359696037614484	0.264821172550364	0.0101533990100901	0.0195470665304945	0.0148707967907646	0.00837800011243281	0.0182991962581742	0.0135964182563006	0.00451143986006739	0.0132710737987126	0.00218687929221743	0.00427388043843268	0.0165765666973365	0.000919645110568259	0.00879887227844644	0.00426472328265614
Mix_3	0.0147917929947059	0.0284759225021163	0.0221437400678598	0.308608346262358	0.0243422703074003	0.00171942436077626	0.0290353116311506	0.234248272154998	0.0118690375019424	0.230648266016316	0.00777351485468424	0.00474509580727042	0.0158941307515512	0.0160084754321152	0.00273364330312677	0.00676273819895533	0.000846841383879936	0.00068356648307527	0.0290359940146071	0.00102857907854876	0.00666269526951359	0.00194234162304803
Mix_4	0.0261105175831834	0.04657437622549	0.0149986907357866	0.325732844989752	0.0266538407871874	0.0013452197571791	0.0326600026148747	0.264839665407868	0.011427871614998	0.167151703251342	0.00738181433475694	0.00584567984190775	0.010626878821794	0.014437068296188	0.00228842987313318	0.00428489711021529	0.00164316778247638	0.00225323731958219	0.0228807775383718	0.000560016192511251	0.00771028326577325	0.00259301665562756
Mix_5	0.0783841747737927	0.145155572328929	0.00722396782033281	0.348245308327758	0.0301123203011268	0.000925601513813152	0.0232092143947389	0.182392114660955	0.0128512483319403	0.0981295307667558	0.00424865200278856	0.0105843345593836	0.00598251039671781	0.0177746177559107	0.000578322093409749	0.00763603431682599	0.000923723355670286	0.00108648786539497	0.0184792660862637	0.000165384664770991	0.00456009403590502	0.00135151964681579
Mix_6	0.0370395829813655	0.0755488502351858	0.0744526517820148	0.279410914842462	0.0204221991957627	0.00188670148793534	0.0205763254851769	0.177819124644258	0.0093918707248308	0.153899615488915	0.0272997579426156	0.00651989612779527	0.0417311754170774	0.0119267571667737	0.00899623815304953	0.0151253977254505	0.000620740598569481	0.000475393657419764	0.021331673693503	0.00268658578094835	0.00869714661668094	0.00414140025220998
Mix_7	0.0301386932174467	0.0624339641801901	0.00974940233027683	0.221091450924871	0.022942506573962	0.00081971174233682	0.0375240902449914	0.312596197961323	0.00782748758150261	0.223538877124471	0.00207734851973832	0.00532964071425245	0.00555072548966218	0.0128056968271354	0.00146136251285584	0.0040753308218493	0.00181046433118929	0.00281881999643265	0.0251298891457145	0.000257013127139231	0.00766911883076999	0.00235220780188924
Mix_8	0.0548462772216698	0.109131645137948	0.050963053970176	0.0780035114132767	0.0141080035707389	0.00129729517097064	0.0409364721087566	0.374552472620675	0.00380170650875642	0.154011331761604	0.0205347674796135	0.0056539095427476	0.0294409844690861	0.00339340738195545	0.00575505732832175	0.0117251042998988	0.00269897418681373	0.00504501639290425	0.018100704542459	0.00154088393892326	0.00973281674155855	0.00472660421114606
Mix_9	0.0469451551993059	0.084973946364096	0.0240077944712003	0.303506817403378	0.0264163719604448	0.00177096070301038	0.0309660442435471	0.24032579520123	0.0105404977365622	0.133518822624491	0.0100198316532293	0.00756827720656672	0.0164321430719503	0.0142618484753205	0.00277073210555732	0.00813404674554098	0.00172237429652437	0.00280928362440421	0.0218672455158842	0.0010240203848542	0.00760000257866433	0.00281798843423801
Mix_10	0.0550276107971257	0.10288777554691	0.0396310611020972	0.218223458510156	0.0187295527197747	0.00179778118972267	0.0243147310420802	0.220834225357467	0.0081222286097765	0.205828776588786	0.0157989947643653	0.00758974368746441	0.0218391393826317	0.00939801325731598	0.0042634470020416	0.0115278077610345	0.000733813576640851	0.00055021285342332	0.0220519102934512	0.00151625629173699	0.00697596680831269	0.00235749285768589
