B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
A	0.0558655520959612	0.0599743248456668	0.0431166238613284	0.0468802905126435	0.0317779468234827	0.0295056108695645	0.0412774414474458	0.0425228604476955	0.0490381183067426	0.0531288519697972	0.0438333687935908	0.0523988448048347	0.0323416537379118	0.0582937666919091	0.0305821969922048	0.0625296616265786	0.0659516030615345	0.0625911305505969	0.0461968586403179	0.0584858365768646	0.0337074573433281
B	0.0559788033495591	0.0599564188249762	0.0430825830680612	0.0464611913246635	0.0323448243476512	0.0296024591454939	0.0414861501457184	0.0429373212847945	0.0488546233983558	0.0532437570079938	0.0440641372162995	0.0520073432142663	0.0319950691479993	0.0578549482766948	0.0309697105760814	0.0623222351368024	0.065532349998742	0.0640383387634699	0.0459830985102815	0.0580455441338516	0.0332390931282437
C	0.0508200386457455	0.0600895707833688	0.0400182302177885	0.0442315070088548	0.0330694581296457	0.0306011065262424	0.0414463910075956	0.0386191703865476	0.0399188591783065	0.0520050480890944	0.0379944322250106	0.0521250804745908	0.03304508431671	0.0597851343835255	0.0313518045101708	0.0698368373942607	0.0735029648228131	0.0662490187035604	0.0479760670462117	0.0632858584900183	0.0340283376599384
D	0.0512552051476313	0.058771941670226	0.0413535618841412	0.0447504168277032	0.0328044911488403	0.0296951898574683	0.0413790063650786	0.0379925417842891	0.039695021178075	0.0526854687529681	0.03863592938567	0.051200095107733	0.0328444804115027	0.0592335184051361	0.0314965562656361	0.0700875143047607	0.0734545816102448	0.0658149068422452	0.0480465577961433	0.0641712097227002	0.0346318055318069
E	0.0506065292885425	0.0593452834084178	0.041402774446089	0.0447215185525686	0.0324642179897282	0.0303677214812165	0.0413654773472024	0.0398851560600333	0.042490151661992	0.0551130993698783	0.0406807077800032	0.0520746366358578	0.0325280324995583	0.059013859700719	0.03120702209538	0.0677370504763328	0.0670342762481905	0.0696755483484157	0.0477865933717748	0.060693298904383	0.0338070443337162
F	0.0524028791528212	0.0604427249709856	0.0423157285484886	0.04652551001044	0.0329614285242925	0.0304076021353594	0.0430429141000684	0.0419702198725032	0.0462155329006953	0.061349621795859	0.0431643123168818	0.05397651630469	0.033478941239663	0.0603083226128263	0.0313915811896652	0.0530519831474312	0.0608606394127509	0.0645722657407216	0.0489833935704737	0.0586114986809152	0.033966383772468
G	0.0558712945889928	0.0620865942462366	0.0450723377992478	0.0485996606544688	0.0322707960349989	0.0310643278929861	0.0426931908633934	0.0445400309454276	0.0517042645658626	0.0497677458103846	0.0491700167861231	0.0519985657144445	0.0334592601834171	0.0583107301015689	0.0318550730825126	0.0569228900794312	0.0611721287150158	0.058240317599949	0.0451157987366222	0.0565849624387001	0.0335000131602162
H	0.0550565631558764	0.0613045915924722	0.0475342578975909	0.0491614018452394	0.0337930278826776	0.0306258915989453	0.0432687833361534	0.0473963391453027	0.054492200452339	0.045631852178127	0.0461860793533287	0.0519486576835042	0.0340063218503164	0.0602141932867054	0.0319330002094911	0.0554707423608643	0.0611314921219621	0.0552640330056088	0.0448496773709017	0.056463016775403	0.0342678768971906
I	0.055128436325969	0.0602552639333904	0.047338791375863	0.0495650862094337	0.0327302410142431	0.0303164156363569	0.0435988096101865	0.0474285366315697	0.0547758452615022	0.0458111940372614	0.0463192090660351	0.0521460026959112	0.0339762163711254	0.0595373434137024	0.031711583590315	0.056050461722945	0.0613065460053357	0.0569122556049632	0.0445370350578758	0.056622431117198	0.033932295318817
J	0.0508898358344238	0.0618460950552378	0.0408833139897631	0.0456027885148268	0.0335633346752835	0.0308520503873783	0.0416152056008086	0.0371221436914402	0.0325360892312808	0.0486429807951282	0.0356196383202408	0.0528969410499904	0.032545928493064	0.0613697801903243	0.0318373184330434	0.071311391774143	0.0758696676558596	0.0643823975465539	0.0490855184519167	0.0660614383765789	0.035466141932714
K	0.050324038101925	0.061465127801251	0.041022333067948	0.0435810090784441	0.0329844575256921	0.0309723556273561	0.041645710758219	0.0373281642062249	0.0317099894318943	0.0551453359969584	0.0355867052953522	0.0524044775080617	0.0326573288731387	0.0621941867647575	0.0316584804839321	0.0707047941040438	0.0711352821186969	0.0713919420681837	0.048793229025677	0.0627988905926915	0.0344961615695521
L	0.0484180188275461	0.064767523811307	0.0404419378325102	0.0457781686744501	0.0335093118879026	0.0309244188405307	0.0412613790360874	0.0378097135861344	0.0374142344331877	0.0486736663475279	0.0381197191438535	0.0496469067992736	0.033594206208641	0.0600741120775772	0.0319743102298803	0.0686251736143878	0.0747927383768667	0.0640951240958709	0.0504271191050848	0.064746936695035	0.0349052803763453
