Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.112978312635154	0.717269043361011	0	0	0	0.209744972757869	9999	0.42274688886841	1.01847047843664	1.03999232875403
S10006	0.155084257695299	0.512440501487384	0.144618044542421	0	0	0.222949203742477	9999	0.423300343968224	1.01336855497572	1.03509200746758
S1001	0.116254388318511	0.39749948030074	0.273355782907653	0	0	0.245746282566284	9999	0.478818377968469	0.964447344478808	1.03285593409319
S10010	0.0848599046992485	0.55206913952009	0.0941162765143742	0	0	0.303904897475942	9999	0.454634614813544	0.990675933051629	1.03495021820965
S10011	0.127597710206173	0.638432277227177	0.0665942952316139	0	0	0.202467724802616	9999	0.495568631466483	0.950981304978929	1.03509200746758
S10014	0.156807381407163	0.534820230375947	0.0845995480328703	0	0	0.254584723620426	9999	0.474593343813756	0.969013205025817	1.03081188343641
S10026	0.0994857237306456	0.452469491839236	0.270642961389856	0	0	0.2111319914386	9999	0.465366466033344	0.976962494565747	1.03373016839834
S10032	0.138818945963176	0.497486301051428	0.108596745272123	0	0	0.292532574330478	9999	0.481355610089416	0.963907680365987	1.03743456661721
S10036	0.116928500600726	0.41467835114792	0.287996625933788	0	0	0.208832777207456	9999	0.466623260102436	0.975062967872525	1.02843625488989
S10042	0.146303676316131	0.441892717458426	0.203074658746401	0	0	0.242044021262852	9999	0.481547130237233	0.961487742089836	1.03331507378381
S10044	0.12142690563893	0.526923942074438	0.167614895893031	0	0	0.218219072583333	9999	0.471581299594405	0.971623336861133	1.03418481618973
S10049	0.140447100484694	0.545427505344706	0.14632722763107	0	0	0.204405734404812	9999	0.461517298625672	0.980254167133903	1.03660756786528
S10057	0.159464912540905	0.583577368002569	0.107861244981888	0	0	0.180573311359996	9999	0.479060482336905	0.964340512725597	1.03147683688536
S10062	0.145289761315753	0.579072832718638	0.0626926856434477	0	0	0.249587329493457	9999	0.480106333789409	0.964718542268777	1.0366426091713
S10066	0.0682510044062411	0.660654562110003	0	0	0	0.303677821679177	9999	0.453859068493874	0.994010645089199	1.03258338819542
S10067	0.112171602821239	0.601793208838603	0.156295944712592	0	0	0.164933174534561	9999	0.487788866769637	0.957760953181467	1.03519393090699
S1007	0.161593102002294	0.493522092745286	0.136135770520127	0	0	0.241366140193183	9999	0.46310506296732	0.978342785156704	1.03261710546089
S10073	0.123611004393201	0.573447086654508	0.145018834350455	0	0	0.191618257600604	9999	0.500431871242239	0.945443653447371	1.03369518299877
S10077	0.142195283747935	0.630120939896155	0	0	0	0.26221816567596	9999	0.470429418411713	0.974954750794473	1.03453438932005
S10080	0.163281375336712	0.492919187795129	0.113607192581729	0	0	0.26329646746586	9999	0.497220338194605	0.947798611733513	1.03310422317943
S10082	0.139222662130697	0.584449423164795	0.116798298262179	0	0	0.194202510708618	9999	0.502910442990944	0.942931128178611	1.03467289426629
S10087	0.1024290506226	0.632672275671601	0.0624685092779383	0	0	0.237380382637515	9999	0.467047507468531	0.978245637727655	1.03495021820965
S10089	0.109100059315456	0.69272958364392	0	0	0	0.233399976941104	9999	0.462157938325917	0.98365671210562	1.03522961990048
S1009	0.202699708772923	0.664418631189723	0.0319583781485706	0	0	0.137109499192904	9999	0.517712572832192	0.92884860693058	1.03618621730412
S10090	0.0694800317189349	0.742746533486676	0	0	0	0.220913324809108	9999	0.417978915098848	1.02482156496495	1.03313989001472
S10093	0.144484182026549	0.315255144379317	0.324030104646119	0	0	0.248573512245921	9999	0.469243316949428	0.972110410634876	1.03234294329791
S10094	0.160863078238469	0.510921092196855	0.100499522898936	0	0	0.263356532526557	9999	0.4746500260711	0.968746591988259	1.03564022586082
S1010	0.161054256341275	0.641687543993493	0.00726694587075647	0	0	0.225765079532371	9999	0.487279550793745	0.958361928931752	1.03577382573789
S10111	0.107632858301652	0.571877755706946	0.155617177053715	0	0	0.200646034675583	9999	0.488653766778185	0.956781274710717	1.0357738257379
S10116	0.136907829489107	0.730785565569697	0	0	0	0.166840994261245	9999	0.492909144867737	0.954775504091489	1.03453438932005
S10119	0.162550541859764	0.543506857320084	0.161876656120311	0	0	0.166179607210532	9999	0.494926811508343	0.949152379735402	1.03411366251069
S10121	0.0929298243748991	0.63352303010402	0.0997065740899056	0	0	0.206626921306794	9999	0.470639237414574	0.974711297891103	1.03278634987562
S10130	0.0887501825730821	0.672275235445006	0	0	0	0.275055102373596	9999	0.459634854034095	0.987256326319944	1.03608052039168
S10140	0.180291422951037	0.52714706197111	0.0242921009766509	0	0	0.3031505857092	9999	0.46338920579822	0.980357612179686	1.034881171608
S10142	0.152498895762665	0.541455683117004	0.14960252316872	0	1.45414311821847e-06	0.191533451276073	9999	0.476560056359369	0.966240312415523	1.03509200746758
S10150	0.124377299519436	0.524793297426997	0.00489466675115002	0	0	0.375542297518285	9999	0.444438339668289	1.00279731193373	1.02960756121587
S10155	0.15480535234114	0.577958726290512	0.116336601349354	0	0	0.185537371546711	9999	0.502552385342772	0.942754827298698	1.03463805152772
S1016	0.0803067854360446	0.568762320128589	0.146050040597491	0	0	0.23885397913021	9999	0.471513692532433	0.973717263096342	1.03397312529233
S10163	0.144198716057655	0.659895748570837	0	0	0	0.229079541770333	9999	0.453838103425058	0.989515359655657	1.03317400639883
S10167	0.151524133488213	0.435240218516219	0.258702417277841	0	0	0.188263399116064	9999	0.482344969884842	0.959957492166432	1.03373016839834
S10168	0.110160453659002	0.606361224662204	0.149528292581035	0	0	0.169452462688547	9999	0.48665687678246	0.958916697813451	1.03550243359079
S10173	0.184245479527284	0.519627082884754	0.198227586607926	0	0	0.133024975670581	9999	0.533945083264537	0.91194523345916	1.03512512469054
S10175	0.119551065068831	0.545032537066445	0.101154921463741	0	0	0.267956659399753	9999	0.450812618236126	0.991754907796674	1.03369518299877
S10179	0.115028915578296	0.435532600763826	0.282204248239491	0	0	0.204875335943461	9999	0.468158223644676	0.973833731536835	1.03764110052507
S10186	0.152017246372157	0.619630457947306	0.0872595320931909	0	0	0.175869114189839	9999	0.489947311071695	0.955069718546418	1.03477635060249
S1019	0.136109374441369	0.63514489755752	0.0576494110027774	0	0	0.206736542859151	9999	0.482533649117095	0.962790930135427	1.03564022586082
S10190	0.20912628396273	0.421400030457602	0.239942216001395	0	0	0.162671359592992	9999	0.517572464338483	0.926009250787698	1.03313989001472
S10195	0.113490802518769	0.517423742165964	0.109980129026494	0	0	0.294879152026669	9999	0.416936375419624	1.02219068049903	1.0357738257379
S10196	0.107060303799454	0.525899665161594	0.183669316131362	0	0	0.218668490294802	9999	0.478277872835443	0.965900617484499	1.03529777538721
S10200	0.0772131183450414	0.545316083155641	0.137280849081724	0	0	0.274862843683882	9999	0.466588071978229	0.978875212449656	1.03467289426629
S10201	0.0295198357007576	0.680522043817614	0	0	0	0.321577404634197	9999	0.401975653548412	1.04221644379274	1.03161928415257
S10202	0.0951804526808512	0.638727994334453	0.0556050990732185	0	0	0.245159348177767	9999	0.483729314108932	0.963518895855729	1.03467289426629
S10205	0.155281440970201	0.506036805433061	0.135890498642877	0	0	0.238943908269612	9999	0.445565098420621	0.994155051175372	1.03615265331575
S10211	0.14006906337114	0.364659025162074	0.296880954798388	0	0	0.230597138745193	9999	0.467556935124108	0.973590381366426	1.0322061820768
S10221	0.138138062788464	0.475783391004231	0.219876271973342	0	0	0.202566849798865	9999	0.472806523893848	0.969343473270605	1.0363645755649
S10222	0.0920952901588812	0.583337736998187	0.0908695071308902	0	0	0.268613160620868	9999	0.449347531899937	0.994383520178815	1.03491569490883
S10226	0.122364173138975	0.627035190029985	0.027161304238049	0	0	0.258531340060571	9999	0.457468939375715	0.986883822293508	1.03509200746758
S10227	0.118717239466889	0.539936461404927	0.102351758191089	0	0	0.274151654958493	9999	0.465423016704956	0.978791969796056	1.0351571140214
S10228	0.0901559939328125	0.616852312551875	0.0877747356902943	0	0	0.240822049550378	9999	0.477244433036545	0.969061753307995	1.03560509172536
S10232	0.229986199734013	0.469566829018646	0.211543419434537	0	0	0.122322368462931	9999	0.529590130680857	0.91489302196332	1.03341881665013
S10248	0.0987632944779499	0.434787921435255	0.334937667604752	0	0	0.163544521614283	9999	0.456165650498911	0.985074078564864	1.03203340513224
S10249	0.135232792981615	0.549020094929459	0	0	0	0.352218806540433	9999	0.481120310305746	0.968012434476357	1.03647169445151
S1025	0.113132614190426	0.579374734709154	0.154032763277613	0	0	0.189100113683625	9999	0.489187794067317	0.956169789777793	1.03564022586082
S10266	0.158188026947042	0.606458255809119	0	0	0	0.268633544389578	9999	0.460688287917292	0.983205630264179	1.03327982714574
S10269	0.131856901233283	0.649975438025986	0	0	0	0.252281323251422	9999	0.450501163100217	0.993194861461492	1.03411366251069
S10272	0.10503343208108	0.490971009128982	0.191768368150715	0	0	0.24245512574581	9999	0.431784013875077	1.00746393112928	1.03022793510659
S10273	0.161727110630244	0.627766335469743	0	0	0	0.245040943220063	9999	0.463277214248116	0.980424802227656	1.03453438932005
S10274	0.133257450738057	0.511959100675413	0.162504557150955	0	0	0.226916942963292	9999	0.456683420969076	0.984657615083089	1.03463805152772
S1028	0.129668185127713	0.427210071764923	0.279954747626328	0	0	0.195338641841734	9999	0.460871877440597	0.979861175576992	1.0321716463607
S10280	0.0495462822979299	0.72022281204242	0	0	0	0.268362113160496	9999	0.449708782705066	0.998037547198158	1.03813120750085
S10283	0.119627658767498	0.53697381614025	0.185355778553967	0	0	0.1916005526928	9999	0.505268427620426	0.94057187793754	1.03355780615451
S1029	0.127437649644519	0.621899705006262	0.0787009431918986	0	0	0.208433396608827	9999	0.461179382067298	0.98213641371141	1.03647169445151
S10292	0.121388141600018	0.648981999634889	0.11044016181711	0	0	0.153862591214271	9999	0.477560192605223	0.967665248704861	1.03467289426629
S10294	0.121172979408771	0.434537922051484	0.305701500169224	0	0	0.175332937436305	9999	0.47910224821248	0.963714486996108	1.03674533906578
S10302	0.127593823402565	0.505500003524035	0.189100132684051	0	0	0.20983944552159	9999	0.484271373301149	0.959575545898389	1.03203340513224
S10303	0.148184047217621	0.621142977682122	0.0489807246998049	0	0	0.21497207754619	9999	0.489918530469399	0.955640579928639	1.03327982714574
S10323	0.138577043465272	0.594098907522681	0.0550741004695061	0	0	0.250100714723255	9999	0.460345844840303	0.983011333983498	1.03785076618071
S10326	0.104650459163788	0.564005047208357	0.097677535473998	0	0	0.27082933325364	9999	0.457250816116725	0.986715709484724	1.03716237509978
S10328	0.0761684512297967	0.696933214650756	0.0458421370052489	0	0	0.218354900604098	9999	0.472547070161071	0.974804070258565	1.0372987034899
S10329	0.137392966487988	0.605159371066882	0.0790456275729728	0	0	0.215323056690365	9999	0.47151700954289	0.972386246788158	1.03692102181821
S10336	0.106987932017385	0.583272794589953	0.0857057835592083	0	0	0.258844250170498	9999	0.48104498665889	0.965077509556266	1.03481076033704
S10340	0.135834882485381	0.640314612579521	0.0464017705941517	0	0	0.212398952550601	9999	0.477655001691339	0.967447700729918	1.03495021820965
S10347	0.142081099198264	0.677975453126375	0	0	0	0.210857667869028	9999	0.460865633859264	0.983297794859079	1.03091422019367
S10353	0.169343956082383	0.596982147339763	0.0400334871594447	0	0	0.226920236564147	9999	0.481881956932393	0.962383063500263	1.03327982714574
S10356	0.157273914194806	0.67590934858245	0	0	0	0.202724099770298	9999	0.472581460111735	0.972123630372094	1.03590736254755
S10358	0.0632180710764901	0.668220683765864	0	0	0	0.306270481469274	9999	0.433292850589447	1.01263775269791	1.03770923631163
S10365	0.114403854962011	0.556003972374338	0.0833245118790042	0	0	0.279686213974742	9999	0.46871229832536	0.976396647307176	1.0334185531901
S1037	0.138149823243136	0.616350321552704	0.139961718034484	0	0	0.139934303804801	9999	0.504129294327768	0.942286534361253	1.03439616663513
S10373	0.150991196486892	0.576182669490097	0.124939137636298	0	0	0.18228316302184	9999	0.474003583771733	0.969015176235828	1.03439616663513
S10374	0.148390453954335	0.397212157728412	0.285891206041444	0	0	0.198008255959614	9999	0.435506525512386	1.00156672036425	1.02950207368381
S10375	0.171976230972928	0.449746521502343	0.182255301819049	0	0	0.232070624852757	9999	0.50351638007599	0.940570962306995	1.03604867914708
S10377	0.192830355372588	0.383989640986444	0.277661883300362	0	0	0.176642738748312	9999	0.490271668008996	0.951449437676754	1.03112461840771
S10378	0.139086822134451	0.509277095230647	0.209221434316719	0	0	0.177950843908527	9999	0.497723734373677	0.946755870644919	1.03553619559035
S10390	0.151256883618239	0.717913588347479	0	0	0	0.159750678684	9999	0.456628794771888	0.987251335362109	1.02892115064972
S10391	0.152814358144989	0.455067755888659	0.167226060108022	0	0	0.260936726562927	9999	0.414508575644822	1.02122566926027	1.0360449007046
S10393	0.131398373062506	0.255239114100476	0.460874929953401	0	0	0.185627472898336	9999	0.488402119430897	0.954675776553517	1.03313989001472
S10400	0.162828313297129	0.589262086489416	0.00473898770434157	0	0	0.276728418663627	9999	0.488123512735766	0.958123824678797	1.03355780615451
S10401	0.129764091210396	0.648467996793148	0	0	0	0.258828741938971	9999	0.471756568570222	0.974229276151557	1.03706082994252
S10406	0.0933622837187197	0.53877054051368	0.1143058481708	0	0	0.286701217611518	9999	0.444654771733614	0.998457899719711	1.03313989001472
S10408	0.151724031596178	0.609731892017506	0	0	0	0.276394842567029	9999	0.464760369793806	0.979940100372583	1.03785076618071
S10409	0.161919241232178	0.311361413138738	0.398704699736189	0	0	0.162756586760841	9999	0.496945703395789	0.946052806581326	1.03474194086795
S10418	0.0799365042435823	0.684323153375042	0	0	0	0.269158895571471	9999	0.397938404855889	1.04179661818186	1.0334185531901
S10431	0.093103705366982	0.567117849938978	0.143813716916319	0	0	0.229176322155246	9999	0.480639501635538	0.964852532319871	1.03321159437752
