Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
mix_56	0.1868	0.2089	0.1352	0.0034	0.0235	0.4423
mix_57	0.0032	0.1143	0.1507	0	0.0369	0.6948
mix_58	0.2427	0.1484	0.218	0.0046	0.0321	0.3543
mix_59	0.0142	0.0655	0.1485	0.0085	0.0326	0.7308
mix_60	0.4166	0.0626	0.1128	0.004	0.0144	0.3896
mix_61	0.4184	0.2927	0.208	0.0067	0.0266	0.0476
mix_62	0.3526	0.2566	0.2314	7e-04	0.0342	0.1245
mix_63	0.0343	0.0884	0.13	0	0.0284	0.7189
mix_64	0.2663	0.0668	0.0638	0	0.017	0.5861
mix_65	0.218	0.1044	0.2487	0.0021	0.0361	0.3906
mix_66	0.2753	0.0022	0.1172	0	0.0211	0.5842
mix_67	0.477	0.1259	0.2839	0.0041	0.0287	0.0803
mix_68	0.1334	0.2017	0.381	0.0234	0.0418	0.2187
mix_69	0.2491	0.0547	0.0782	0	0.017	0.6009
mix_70	0.4591	0.0047	0.1705	0.004	0.0277	0.3341
mix_71	0.3246	0.0047	0.0455	0	0.0175	0.6077
mix_72	0.6438	0.0827	0.1024	1e-04	0.0222	0.1488
mix_73	0.4683	0.0295	0.192	0.0034	0.0194	0.2874
mix_74	0.3472	0.0813	0.1167	0	0.0186	0.4363
mix_75	0.2535	0.01	0.0727	0	0.021	0.6428
mix_76	0.098	0.1777	0.2985	0.0196	0.039	0.3672
mix_77	0.1617	0.3425	0.3427	0.0247	0.0417	0.0866
mix_78	0.2188	0.0354	0.1294	0	0.0215	0.595
mix_79	0.0398	0.078	0.1018	0	0.0262	0.7542
mix_80	0.4118	0.1101	0.1254	0.0061	0.0168	0.3298
mix_81	0.2062	0.2208	0.1579	0.0036	0.0266	0.3849
mix_82	0.2729	0.0463	0.15	0	0.0161	0.5147
mix_83	0.2019	0.0165	0.0953	0	0.0195	0.6667
mix_84	0.2791	0.1283	0.1539	0.0021	0.0192	0.4174
mix_85	0.1993	0.1733	0.1565	0.0087	0.0238	0.4384
mix_86	0.1034	0.3169	0.2834	0.0126	0.0396	0.2441
mix_87	0.1302	0.1492	0.122	0.0038	0.0235	0.5713
mix_88	0.2879	0.1356	0.2311	0.0047	0.0315	0.3093
mix_89	0.2582	0.2421	0.2826	0.0325	0.0348	0.1498
mix_90	0.0958	0.117	0.1379	0.0029	0.0205	0.6258
mix_91	0.1953	0.0355	0.1137	0	0.0247	0.6308
mix_92	0.196	0.1133	0.1043	0	0.0209	0.5655
mix_93	0.0097	0.0223	0.0566	0	0.0299	0.8815
mix_94	0.0062	0.0458	0.1354	0.0014	0.0312	0.7799
mix_95	0.2895	0.0091	0.1142	0	0.0216	0.5655
mix_96	0.2522	0.0143	0.176	0	0.0254	0.5321
mix_97	0.1582	0.0746	0.1196	0	0.0206	0.627
mix_98	0.2508	0.0644	0.0932	0	0.019	0.5726
mix_99	0.2037	0.4154	0.2728	0.0394	0.0344	0.0344
mix_100	0.2219	0.1107	0.1211	0	0.0237	0.5226
