B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
Mix_39	0.0228	0.3099	0.1641	0	0.0037	0	0.0746	0.0747	0.0112	0.1842	0	0	0.0749	0	0	0	0	0.008	0	0.0719	0	0
Mix_40	0	0.2052	0.0276	0.168	0.1123	0	0	0.039	0	0.3949	0	0	0	0	0	0	0	0	0	0.0371	0.0159	0
Mix_41	0	0.1592	0.0652	0.2237	0.1183	0	0	0.1134	0	0.2595	0	0	0.0028	0	0	0	0	0	0	0.0456	0.0124	0
Mix_42	7e-04	0.2238	0.0287	0	0	0	0.0799	0.2218	0.0044	0.3738	0	0	0.0062	0	0	0	0	0.0107	0	0.0418	0.0083	0
Mix_43	0.0142	0.2668	0.1026	0.0883	0.0949	0	0	0.0053	0	0.3302	0	0	0.0356	0	0	0	0	0	0	0.0549	0.0072	0
Mix_44	0	0.0769	0.1266	0.1795	0.1093	0	0.0053	0.1499	0	0.2697	0	0	0.0401	0	0	0	0	0.0026	0	0.0288	0.0112	0
Mix_45	0	0.0972	0.1049	0	0.0773	0	0.007	0.0917	0	0.538	0	0	0.0408	0	0	0	0	0	0	0.0349	0.0082	0
Mix_46	5e-04	0.2499	0.072	0	0	0	0.0672	0.1256	0.0072	0.3866	0	0	0.0194	0	0	0	0	0.0033	0	0.062	0.0063	0
Mix_47	0	0.1894	0.1505	0.0683	0.0999	0	0.0021	0.0391	0	0.3308	0	0	0.0517	0	0	0	0	0	0	0.0569	0.0113	0
Mix_48	0	0.2332	0.0436	0.062	0.082	0	0.0476	0.1562	0	0.3011	0	0	0.0022	0	0	0	0	0.0128	0	0.0468	0.0125	0
Mix_49	0	0.0858	0	0.2165	0.1221	0	0.0263	0.1771	0	0.3424	0	0	0	0	0	0	0	0.0045	0	0.0093	0.016	0
Mix_50	0	0.0685	0.0965	0	0	0	0.0684	0.2094	0.0142	0.4758	0	0	0.0291	0	0	0	0	2e-04	0	0.028	0.0098	0
Mix_51	0	0.2215	0.0627	0.0097	0.0687	0	0.0686	0.1994	0	0.2899	0	0	0.0204	0	0	0	0	0.0105	0	0.0419	0.0068	0
Mix_52	0	0.0113	0.0685	0.0486	0.1096	0	0	0.1484	0	0.5642	0	0	0.0205	0	0	0	0	0	0	0.0199	0.009	0
Mix_53	0	0.202	0.1347	0	0.0481	0	0.0226	0.0875	0	0.3897	0	0	0.0582	0	0	0	0	0	0	0.0451	0.0121	0
Mix_54	0	0.0699	0.1525	0.3267	0.1314	0	0	0.0134	0	0.2076	0	0	0.045	0	0	0.001	0	0	0	0.041	0.0114	0
Mix_55	0	0.0314	0.0628	0.1833	0.1617	0	0	0.0708	0	0.4452	0	0	7e-04	0	0	0	0.0027	0	0	0.0174	0.024	0
Mix_56	0	0.084	0.119	0	0.021	0	0.0256	0.1619	0.0082	0.4996	0	0	0.0521	0	0	0	0	0	0	0.0197	0.0088	0
Mix_57	0	0	0.0657	0.3186	0.1375	0	0.0195	0.1737	0	0.2241	0	0	0	0	0	0	0.0139	0.0045	0	0.0239	0.0185	0
Mix_58	0	0.1033	0.0481	0	0.0697	0	0.0652	0.2534	0.0152	0.3742	0	0	0.0109	0	0	0	0	0.0091	0	0.0308	0.02	0
Mix_59	0	0.0685	0.0444	0.3019	0.1418	0	0	0.0564	0	0.3473	0	0	0	0	0	0	0	0	0	0.0211	0.0186	0
Mix_60	0.0359	0.3163	0	0	0	0	0.0532	0.0606	0.0144	0.4664	0	0	0	0	0	0	0	0	0	0.0426	0.0108	0
Mix_61	0.0215	0.3157	0.0732	0.1233	0.0916	0	0	0.0051	0	0.281	0	0	0.0216	0	0	0	0	0	0	0.0546	0.0123	0
Mix_62	0.0277	0.3509	0	0.1918	0.0953	0	0.0102	0.0331	0	0.2449	0	0	0	0	0	0	0	0	0	0.0341	0.012	0
Mix_63	0	0.0361	0.1468	0.2606	0.1381	0	0	0.0593	0	0.2653	0	0	0.0395	0	0	0	0	0	0	0.0412	0.0132	0
Mix_64	0.0104	0.2016	0.1824	0.0155	0.0831	0	0	0.0188	0	0.3526	0	0	0.0784	0	0	0	0	0	0	0.0538	0.0035	0
Mix_65	0	0.2166	0.1378	0	0.0675	0	0.0251	0.061	0	0.3843	0	0	0.0605	0	0	0	0	0	0	0.0449	0.0023	0
Mix_66	0.0017	0.2437	0	0.0632	0.0891	0	0.0479	0.1472	0	0.3506	0	0	0	0	0	0	0	0.0034	0	0.0424	0.0109	0
Mix_67	0.0262	0.3864	0.1085	0.0809	0.06	0	0.04	0.0265	0	0.1416	0	0	0.0435	0	0	2e-04	0	0	0	0.0804	0.0057	0
Mix_68	0	0.1244	0.102	0	0	0	0.0376	0.2046	0.0075	0.4447	0	0	0.0403	0	0	0	0	0	0	0.0303	0.0087	0
Mix_69	0.0303	0.3339	0.0324	0.0624	0.0798	0	0.0107	0.0312	0	0.3369	0	0	0.0042	0	0	0	0	0	0	0.0654	0.0128	0
Mix_70	0	0.11	0.0769	0	0.0074	0	0.0578	0.1947	0.009	0.458	0	0	0.0267	0	0	0	0	0.0164	0	0.031	0.012	0
Mix_71	0	0.1593	0.0523	0.1262	0.1138	0	0	0.0309	0	0.4578	0	0	0.0031	0	0	0	0	0	0	0.0355	0.0211	0
Mix_72	0	0.0887	0.1601	0	0	0	0.1013	0.275	0.0148	0.2417	0	0	0.0721	0	0	0	0	0.009	0	0.0373	0	0
Mix_73	0	0.0194	0.0418	0.2125	0.1331	0	0	0.1434	0	0.4151	0	0	0	0	0	0	0	0	0	0.0164	0.0183	0
Mix_74	0.017	0.2916	0.0882	0.1388	0.1019	0	0	0	0	0.2654	0	0	0.0293	0	0	0	0	0	0	0.0585	0.0094	0
Mix_75	0	0.1481	0.0066	0.2487	0.115	0	0.0185	0.1642	0	0.2504	0	0	0	0	0	0	0	0.0074	0	0.0264	0.0146	0
Mix_76	0	0.147	6e-04	0.2061	0.1277	0	0.0037	0.1059	0	0.3653	0	0	0	0	0	0	0	0	0	0.0286	0.015	0
Mix_77	0	0.1432	0.1467	0.12	0.0943	0	0.0222	0.1274	0	0.2354	0	0	0.058	0	0	0	0	0.0025	0	0.0459	0.0044	0
Mix_78	0	0.0324	0	0.0829	0.1173	0	0.0316	0.2498	0	0.4729	0	0	0	0	0	0	0	0	0	0	0.0131	0
Mix_79	0	0.0504	0.1087	0.3822	0.1418	0	0	0.0481	0	0.2024	0	0	0.0162	0	0	0	0	0	0	0.03	0.0203	0
Mix_80	0	0.1674	0.0616	0.0459	0.0638	0	0.07	0.2501	0	0.2353	0	0	0.0289	0	0	0	0	0.026	0	0.0336	0.0173	0
Mix_81	0	0.1713	0.1013	0.1211	0.1116	0	0	0.0338	0	0.3794	0	0	0.0292	0	0	0	0	0	0	0.0435	0.0089	0
Mix_82	0	0.2189	0	0.0932	0.106	0	0.016	0.1081	0	0.4337	0	0	0	0	0	0	0	0	0	0.0102	0.0139	0
Mix_83	0.0124	0.2689	0.0749	0.0818	0.0909	0	0.0167	0.0498	0	0.3182	0	0	0.0247	0	0	0	0	0	0	0.0544	0.0074	0
Mix_84	0	0.1659	0.1096	0	0.0418	0	0.037	0.1439	0	0.4068	0	0	0.0447	0	0	0	0	0.0022	0	0.0352	0.0127	0
Mix_85	0	0.1691	0	0.1579	0.1067	0	0.0412	0.1704	0	0.3202	0	0	0	0	0	0	0	0.0055	0	0.0137	0.0154	0
Mix_86	0	0.1068	0.1148	0.1523	0.121	0	0	0.027	0	0.396	0	0	0.0341	0	0	0	0	0	0	0.035	0.013	0
Mix_87	0.0448	0.4466	0.0711	0.1168	0.0647	0	0.0165	0	0	0.1171	0	0	0.0208	0	0	0.006	0	0	0	0.0892	0.0063	0
Mix_88	0.0017	0.2692	0.0463	0	0	0	0.1006	0.1972	0.0064	0.293	0	0	0.01	0	0	0	0	0.0133	0	0.0556	0.0066	0
Mix_89	0	0	0.1649	0.1677	0.1147	0	0	0.126	0	0.3171	0	0	0.0672	0	0	0	0.0072	0	0	0.0316	0.0036	0
Mix_90	0	0.1786	0	0.3304	0.1385	0	0	0.1309	0	0.1896	0	0	0	0	0	0	0	1e-04	0	0.013	0.0189	0
Mix_91	0.0303	0.4397	0	0.0867	0.0588	0	0.0666	0.0855	0.0031	0.1397	0	0	0	0	0	0	0	0.0108	0	0.0698	0.0091	0
Mix_92	0	0.2125	0.0653	0.2227	0.1067	0	0.013	0.1204	0	0.1888	0	0	0.0084	0	0	0	0	0.0023	0	0.0484	0.0113	0
Mix_93	0	0.1044	0.1404	0	0	0	0.1302	0.2982	0.023	0.1868	0	0	0.0727	0	0	0	0	0.0131	0	0.0312	0	0
Mix_94	0.017	0.3011	0.0444	0	0	0	0.0956	0.1563	0.0203	0.277	0	0	0.0126	0	0	0	0	0.007	0	0.0549	0.0138	0
Mix_95	0	0.1431	0.0395	0.1291	0.0916	0	0.0581	0.2454	0	0.2264	0	0	0.005	0	0	0	0	0.0152	0	0.0363	0.0102	0
Mix_96	0	0.0538	0.0684	0	0.0767	0	0.0456	0.293	0	0.4038	0	0	0.0256	0	0	0	0	0.0024	0	0.0195	0.0112	0
Mix_97	0.0092	0.2229	0.1141	0.1373	0.1051	0	0	0.0136	0	0.3001	0	0	0.04	0	0	0	0	0	0	0.0494	0.0083	0
Mix_98	0.0254	0.3241	0.2333	0	0	0	0.088	0.0306	0.0258	0.063	0	0	0.0994	0	0	0.0147	0	0.0061	0	0.0895	0	0
Mix_99	0	0	0.0195	0	0.0592	0	0.1028	0.4145	0.0111	0.3475	0	0	0	0	0	0	0	0.0207	0	0.0097	0.015	0
Mix_100	0	0.1985	0.1487	0.1373	0.0834	0	0.0278	0.1108	0	0.1584	0	0	0.0644	0	0	0	0	0.008	0	0.059	0.0036	0
