ID,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,NK_cells,Neutrophils,T_cells_(CD4+),B_cells,T_cells_(CD8+)
S1167,6.173124,6.017986,6.301218,6.659316,6.391948,4.962776,5.512256
S11673,6.263252,6.174244,6.289084,6.614414,6.29362,5.14827,5.302108
S11682,6.202006,6.026018,6.410364,6.875536,6.507252,4.902618,5.543426
S11693,6.223068,6.030312,6.324308,6.661488,6.468216,5.04916,5.433254
S11696,6.181428,6.035088,6.363034,6.742472,6.534142,4.961906,5.603116
S11699,6.18901,5.931376,6.545884,6.781556,6.67951,4.864432,5.627224
S117,6.14578,5.893586,6.021436,6.380652,6.078594,5.134482,5.265078
S1170,6.12993,5.99289,6.486976,6.741814,6.610842,4.969424,5.639156
S11709,6.18343,5.97075,6.307542,6.71864,6.432324,4.982008,5.54289
S11713,6.171026,5.959276,6.375546,6.471266,6.501734,5.033444,5.599926
S11717,6.233742,6.039288,6.332368,6.631844,6.450978,5.127132,5.615764
S1173,6.281984,6.170918,6.400054,6.76098,6.377616,5.049042,5.525264
S11731,6.308998,6.13499,6.273276,6.87048,6.311224,4.93869,5.42619
S11732,6.13396,5.999428,6.372476,6.766276,6.452948,5.0036,5.568288
S11733,6.290418,6.194914,6.45251,6.695982,6.56364,5.032508,5.509948
S11734,6.260602,5.996102,6.394652,6.722622,6.38841,4.946652,5.637244
S11735,6.236406,6.14384,6.465124,6.825154,6.484194,4.95175,5.470158
S11737,6.163708,6.221976,6.259918,6.561744,6.263636,5.140832,5.27277
S11745,6.279764,6.244496,6.337792,6.74416,6.361944,5.033676,5.458032
S11760,6.19208,6.167764,6.206942,6.627942,6.252664,5.147744,5.34084
S11761,5.98703,5.889434,6.375412,6.462794,6.393376,5.111044,5.702092
S11769,6.289704,6.062652,6.201306,6.830968,6.2173,5.018678,5.423112
S11783,6.13793,5.956948,6.469024,6.687024,6.628744,4.9927,5.724324
S11784,6.099508,6.008766,6.273824,6.709694,6.506744,4.927846,5.438048
S11786,6.268162,6.057542,6.387462,6.775682,6.538916,4.930036,5.539812
S11797,6.260022,6.1771,6.281322,6.67288,6.380096,5.10996,5.372668
S11799,6.21413,6.089152,6.37916,6.666554,6.425314,5.049676,5.552876
S118,6.12124,6.067258,6.328166,6.749352,6.435654,4.894368,5.433492
S11800,6.248096,5.947948,6.4997,6.706758,6.511662,4.983136,5.701696
S11802,6.258434,6.09029,6.351608,6.662974,6.399682,5.047804,5.469462
S11806,6.20427,6.07341,6.198746,6.696918,6.28528,5.056502,5.379712
S11807,6.165006,6.175254,6.322036,6.497898,6.482182,5.158404,5.468564
S11810,6.099988,6.001626,6.331632,6.637604,6.426236,4.939432,5.47257
S11811,6.26094,5.969158,6.411406,6.817122,6.422708,4.957748,5.55982
S11812,6.225698,6.191108,6.285556,6.6823,6.258162,5.051996,5.30771
S11820,6.243342,5.969446,6.437034,6.800424,6.560526,4.94951,5.636978
S11822,6.239486,5.984352,6.252718,6.819104,6.354544,4.891668,5.57145
S11823,6.237456,5.979628,6.209864,6.725622,6.216408,5.16986,5.630602
S11826,6.14918,6.012164,6.331958,6.68211,6.33539,4.994402,5.496138
S1183,6.260752,5.978664,6.262214,6.486272,6.32772,5.095734,5.514446
S1184,6.16929,5.908466,6.342098,6.718626,6.542026,4.897564,5.512114
S11842,6.329908,5.981796,6.417486,6.596474,6.549244,5.10992,5.799186
S11843,6.183272,6.021796,6.378418,6.795146,6.395918,4.930616,5.458888
S11844,6.206264,6.112596,6.376176,6.66232,6.508118,5.029468,5.525494
S11850,6.325658,6.33707,6.43813,6.585366,6.48333,5.120532,5.236036
S11853,6.129344,6.04592,6.331062,6.63052,6.425086,5.071108,5.520904
S11857,6.145338,6.125188,6.313726,6.795032,6.41593,5.04001,5.393378
S11858,6.232096,6.108956,6.268678,6.680582,6.312016,5.086178,5.497648
S11860,6.244746,6.093986,6.352626,6.702518,6.49966,5.060438,5.6031
S11864,6.209324,6.053216,6.292352,6.57961,6.31354,4.954666,5.512374
S11870,6.21555,5.949798,6.420794,6.729156,6.516598,4.938372,5.76162
S11875,6.13138,5.949838,6.366776,6.74673,6.47391,4.909964,5.544178
S11877,6.216982,6.048972,6.102014,6.544206,6.17868,5.217842,5.470334
S11878,6.395128,6.081972,6.456182,6.702784,6.498348,5.069368,5.696862
S11882,6.171686,5.880452,6.213444,6.583038,6.297216,5.028426,5.467296
S11883,6.188632,6.073462,6.172454,6.66208,6.14423,5.060508,5.36517
S11884,6.259886,6.10805,6.531964,6.849058,6.534272,4.832476,5.531096
S11886,6.155502,6.089524,6.21651,6.739218,6.296926,5.023596,5.364492
S11897,6.192978,5.985636,6.348684,6.834514,6.545912,4.975148,5.621974
S1190,6.14732,5.903478,6.493774,6.75724,6.59771,4.85759,5.631564
S11903,6.185626,5.974062,6.32558,6.79817,6.338756,4.987698,5.5472
S11905,6.404752,6.07944,6.268266,6.74727,6.262798,5.018846,5.517376
S11907,6.309738,6.062042,6.40644,6.674224,6.452006,5.090822,5.583292
S11914,6.235666,5.974412,6.14895,6.63651,6.193342,5.083784,5.55952
S11917,6.255854,6.05126,6.395844,6.674534,6.526968,5.041692,5.600514
S11928,6.344558,6.126534,6.334762,6.672862,6.353552,5.105646,5.508116
S11929,6.218968,6.021784,6.299946,6.71279,6.454062,5.043312,5.52613
S1193,6.2287,5.994564,6.384986,6.66046,6.48912,4.91819,5.589706
S11930,6.274026,6.069622,6.374274,6.616142,6.497204,5.064368,5.566956
S11934,6.06506,5.994902,6.4029,6.648782,6.526664,4.972736,5.423686
S11939,6.151784,6.035478,6.303116,6.82874,6.413904,4.956248,5.457226
S11944,6.123066,5.989536,6.3632,6.666958,6.60285,4.956448,5.56642
S11945,6.293732,6.043402,6.404678,6.541452,6.378304,5.16796,5.768948
S11957,6.178754,5.92231,6.330382,6.811992,6.608072,4.960612,5.606758
S11958,6.294926,6.365662,6.38439,6.733024,6.394462,5.143372,5.390442
S1196,6.309016,6.126824,6.27557,6.756622,6.3259,5.065418,5.517158
S11960,6.08624,6.075926,6.352754,6.71616,6.371646,5.057674,5.446302
S11965,6.160228,5.84762,6.25331,6.619864,6.357938,5.035774,5.727682
S11967,6.141104,6.128774,6.268846,6.744684,6.388748,4.964292,5.326838
S1197,6.22986,6.148084,6.292792,6.721968,6.270234,5.178608,5.376342
S11973,6.264638,5.97252,6.392052,6.635484,6.587424,5.0076,5.773102
S11974,6.274162,5.941342,6.382148,6.682864,6.370684,4.921946,5.667852
S11980,6.240612,6.062336,6.44318,6.830456,6.477178,4.905246,5.607038
S11985,6.264256,6.010076,6.468802,6.82605,6.534246,4.959846,5.625678
S11987,6.243996,6.195672,6.355444,6.751104,6.435336,5.03051,5.472374
S11993,6.287858,6.061392,6.368906,6.796398,6.561142,4.9975,5.505914
S12001,6.212404,5.968314,6.276264,6.714992,6.31523,4.987938,5.571078
S12004,6.289412,6.193502,6.360054,6.667248,6.469738,5.10048,5.398116
S12006,5.996626,5.951632,6.368684,6.686576,6.53426,4.946212,5.479804
S12010,6.232366,6.180808,6.325458,6.591686,6.392484,5.115398,5.340224
S12011,6.285934,6.188174,6.396832,6.794678,6.4732,5.037022,5.47569
S12012,6.300422,6.146742,6.21504,6.648764,6.245876,5.130138,5.343512
S12022,6.222632,6.343472,6.406696,6.644968,6.489554,5.119024,5.358304
S12043,6.200062,5.983606,6.522636,6.799096,6.638346,4.863832,5.693658
S12052,6.149162,6.004928,6.373228,6.65607,6.480822,5.033814,5.601836
S12056,6.142538,6.0714,6.326702,6.750994,6.454582,5.005394,5.50003
S12057,6.271432,6.069836,6.325502,6.74755,6.444076,4.993844,5.645606
S12058,6.194576,6.153,6.143574,6.690068,6.124946,5.117312,5.346244
S12061,6.205502,5.99059,6.424588,6.694466,6.541594,4.962158,5.667134
S12064,6.194452,5.93747,6.37352,6.658962,6.463142,4.941908,5.70581
S12073,6.340954,6.345282,6.33589,6.78312,6.382324,5.176572,5.459782
S12076,6.19251,6.07336,6.281232,6.625902,6.332054,5.073778,5.41957
S12079,6.112208,5.96338,6.302756,6.681552,6.277294,5.017346,5.605814
S12089,6.305202,6.079236,6.236594,6.712338,6.28781,5.057314,5.393572
S12098,6.19752,5.975478,6.381034,6.703962,6.560212,4.972242,5.711476
S1210,6.189668,6.054742,6.404702,6.786214,6.520206,4.967358,5.67711
S12101,6.17834,6.143694,6.296862,6.60816,6.247726,5.118708,5.406686
S12105,6.253982,5.935412,6.5035,6.679166,6.738692,4.92564,5.730888
S12106,6.282226,6.321208,6.22198,6.608604,6.372686,5.188144,5.218938
S1212,6.16231,5.862262,6.318874,6.774232,6.62612,4.942742,5.511744
S12120,6.235628,6.060542,6.333642,6.82912,6.489934,4.921254,5.414534
S12129,6.211376,6.131978,6.4719,6.729696,6.625518,5.01115,5.502796
S12137,6.264584,5.989714,6.35119,6.804108,6.41615,4.928838,5.573482
S12140,6.259444,6.039416,6.310934,6.57774,6.370066,5.070692,5.626058
S12159,6.254116,5.964688,6.51697,6.62441,6.607062,5.000764,5.725792
S12170,6.184806,6.01827,6.324642,6.81991,6.433352,4.949434,5.499016
S12178,6.115706,5.950464,6.36125,6.650454,6.509558,4.950704,5.581526
S12179,6.084526,5.918218,6.412046,6.7425,6.60931,4.890678,5.588944
S1218,6.191646,6.079468,6.268064,6.654182,6.426194,5.037178,5.346336
S12182,6.103406,6.062592,6.28062,6.574628,6.343448,5.03153,5.41543
S12196,6.268346,6.059254,6.35002,6.747736,6.486918,5.03927,5.596856
S12198,6.246198,5.980808,6.328688,6.712808,6.42033,5.005754,5.62657
S1220,6.239218,5.855326,6.391358,6.677266,6.488922,4.962156,5.690454
S12200,6.152204,5.944968,6.284794,6.75657,6.434156,4.935212,5.5057
S12202,6.250014,6.06634,6.315742,6.717316,6.333166,5.020988,5.58448
S12206,6.274218,6.069692,6.41028,6.813604,6.469308,4.978818,5.503204
S12208,6.267812,5.977858,6.405646,6.653212,6.500778,4.967192,5.534028
S12215,6.18831,6.00718,6.346796,6.673378,6.507148,4.960974,5.518588
S12221,6.069738,6.011036,6.53524,6.78143,6.806594,4.923078,5.597598
S12228,6.325992,6.267142,6.403868,6.75391,6.535222,5.021016,5.377126
S12231,6.184012,5.9481,6.387508,6.771074,6.395822,4.971526,5.522474
S12240,6.21528,5.97614,6.384116,6.495426,6.46097,5.07461,5.6697
S12241,6.28988,6.147118,6.347524,6.692776,6.462988,5.101924,5.463898
S12244,6.254554,6.086012,6.32244,6.699046,6.314354,5.112776,5.51095
S12245,6.258316,6.075516,6.313592,6.715092,6.45777,5.036772,5.44527
S12249,6.24778,6.140916,6.449268,6.709122,6.54647,4.975728,5.518456
S12251,6.250636,6.053444,6.331972,6.742118,6.339418,5.015816,5.583794
S12261,6.207182,6.02375,6.214516,6.628298,6.311832,5.10687,5.32799
S12264,6.189558,5.941056,6.439476,6.646928,6.452302,4.921854,5.72245
S12265,6.265268,5.994276,6.345846,6.70246,6.29873,5.020294,5.560306
S12271,6.246342,6.065422,6.370388,6.824506,6.488458,4.93104,5.44219
S12276,6.19113,6.161908,6.43243,6.631468,6.610842,5.001012,5.526876
S12278,6.215164,5.996452,6.37273,6.757786,6.470702,4.897054,5.607036
S12279,6.351876,6.13933,6.470236,6.755458,6.551666,5.030712,5.70274
S12282,6.220984,6.058672,6.259668,6.717624,6.398232,5.039558,5.55194
S12285,6.278398,6.080568,6.387828,6.740258,6.48275,5.034638,5.528636
S12291,6.22279,5.997232,6.411642,6.76757,6.522872,4.997246,5.664308
S12294,6.308188,6.134716,6.346616,6.78274,6.426102,5.01391,5.546268
S12308,6.190646,5.99689,6.338188,6.792584,6.366416,4.972736,5.485122
S12335,6.408886,6.11198,6.415424,6.778508,6.523758,5.118914,5.650778
S12344,6.261818,5.937322,6.479,6.701546,6.64037,5.018188,5.829654
S12347,6.205146,6.074274,6.316358,6.74197,6.416164,4.994738,5.484902
S12348,6.108098,6.02348,6.344626,6.66508,6.475572,4.983682,5.603366
S12354,6.140316,5.943868,6.36362,6.585158,6.73451,5.057556,5.551662
S1236,6.131726,6.075238,6.34109,6.7609,6.474154,4.958386,5.464644
S12365,6.222548,5.989478,6.243678,6.669894,6.428198,4.991466,5.480156
S12366,6.215944,6.12218,6.334796,6.833574,6.424896,4.957596,5.384368
S12374,6.164372,5.974032,6.389848,6.844366,6.513088,4.923198,5.486634
S12385,6.300776,6.23745,6.470608,6.788874,6.610584,4.985358,5.57637
S1239,6.325204,5.992478,6.30052,6.758674,6.411352,4.927896,5.587482
S12391,6.202358,5.923352,6.38688,6.749446,6.536782,4.998666,5.567634
S12394,6.219188,6.142874,6.288676,6.827578,6.426688,5.02767,5.367294
S12406,6.304064,6.09376,6.350812,6.733446,6.43465,5.058788,5.66904
S1241,6.344344,6.115776,6.308554,6.716408,6.281434,5.074246,5.552416
S12410,6.143538,6.17076,6.280438,6.584088,6.363232,5.054784,5.30461
S12417,6.233222,5.975542,6.329156,6.848682,6.446822,5.017294,5.53486
S12419,6.331076,6.136594,6.481324,6.792036,6.455434,5.004376,5.669536
S12428,6.193302,5.998274,6.268788,6.664912,6.393102,5.01279,5.466256
S12431,6.167646,5.989844,6.393852,6.814618,6.557022,4.87042,5.523238
S12432,6.171804,6.019896,6.439474,6.708396,6.598112,4.925862,5.575508
S12436,6.241838,6.047554,6.446376,6.695268,6.438156,4.958452,5.652648
S12437,6.309504,6.08165,6.32298,6.77739,6.456816,4.995166,5.542738
S12439,6.28388,6.131882,6.330374,6.713558,6.43777,5.003908,5.440884
S12440,6.178346,5.993812,6.250338,6.624392,6.418268,5.01683,5.43401
S12441,6.312788,6.101418,6.423246,6.848846,6.351898,4.959816,5.494864
S12447,6.25037,6.106216,6.284758,6.761202,6.418902,5.100596,5.520978
S12450,6.25478,5.986232,6.291602,6.801224,6.289188,4.994718,5.559382
S12452,6.185524,5.973502,6.383126,6.681858,6.538154,4.926456,5.538084
S1246,6.266312,5.965284,6.40695,6.69679,6.467574,4.976776,5.62488
S12463,6.160998,5.914362,6.352204,6.612348,6.422314,5.020458,5.68159
S12464,6.078428,5.94677,6.414984,6.61554,6.669736,5.03511,5.619338
S12488,6.070264,5.98722,6.334926,6.515382,6.522414,5.090984,5.527548
S12489,6.31188,6.135722,6.302316,6.761436,6.378094,5.083238,5.434216
S12496,6.275908,6.067542,6.383938,6.563894,6.467976,5.123082,5.647746
S12500,6.224976,5.984842,6.402518,6.751676,6.422908,4.975958,5.52826
S12501,6.20367,6.059186,6.448278,6.700264,6.553332,5.022154,5.645916
S1251,6.20044,5.962756,6.315334,6.67215,6.398584,4.990808,5.628272
S12516,6.38403,6.198062,6.579084,6.796474,6.774876,5.037716,5.637408
S1252,6.253742,6.044222,6.366204,6.694744,6.39585,5.003972,5.532998
S12524,6.288708,5.888456,6.379668,6.742612,6.41848,5.018958,5.753162
S12527,6.181542,6.069416,6.271408,6.679122,6.342112,5.043602,5.579104
S12535,6.443004,6.270118,6.431724,6.892662,6.428162,5.14047,5.404722
S12540,6.182294,5.924324,6.374306,6.820066,6.419532,4.898048,5.536314
S12548,6.193838,6.033558,6.368786,6.684498,6.412738,4.9138,5.54318
S12556,6.30172,6.06732,6.382016,6.853552,6.529024,4.937294,5.532546
S12563,6.259654,6.112138,6.413778,6.822206,6.450542,4.968758,5.49331
S12568,6.111236,6.017648,6.362206,6.604612,6.487314,5.024418,5.551918
S12569,6.207078,6.042824,6.385684,6.71225,6.556866,4.980308,5.55531
S12570,6.22868,6.10343,6.380764,6.79664,6.457974,4.97441,5.467344
S12577,6.293696,6.069416,6.446252,6.749256,6.497788,5.02967,5.625408
S12582,6.358326,6.044936,6.292394,6.778022,6.360122,4.914428,5.40009
S12583,6.239172,6.045504,6.451694,6.75062,6.460008,4.954818,5.621916
S12585,6.139378,6.02471,6.298058,6.67129,6.489874,5.009392,5.388364
S12590,6.167138,5.979506,6.272292,6.553074,6.231112,5.133822,5.669668
S12596,6.286612,6.197456,6.352888,6.736014,6.472034,5.056702,5.439182
S12597,6.244872,6.05522,6.425468,6.766974,6.432578,4.94183,5.559616
S12604,6.146724,5.925718,6.33377,6.697816,6.518736,4.98785,5.429716
S12605,6.12486,5.883038,6.274142,6.6301,6.379336,5.019936,5.567194
S12608,6.28048,6.090262,6.31338,6.703464,6.383486,5.076602,5.518698
S12617,6.247296,5.95279,6.479444,6.667622,6.487882,4.92471,5.722994
S12618,6.13875,5.883232,6.373804,6.548666,6.364166,4.987628,5.751414
S12624,6.157982,6.07091,6.365732,6.7218,6.47484,4.972368,5.390026
S12628,6.143552,6.121004,6.267264,6.621074,6.338856,5.05434,5.418686
S12637,6.14845,5.991276,6.329466,6.688282,6.448322,4.988808,5.516792
S12655,6.194656,6.029836,6.38769,6.71475,6.574424,4.93803,5.553662
S12658,6.428402,6.279636,6.421192,6.866476,6.43804,5.03331,5.509244
S1266,6.183888,6.002486,6.448594,6.660136,6.567714,4.948222,5.548354
S12665,6.156772,5.987442,6.400464,6.702652,6.68054,5.009186,5.532854
S12666,6.228122,6.108154,6.535854,6.731466,6.430838,5.011612,5.659746
S12667,6.189198,6.05698,6.392478,6.716164,6.520326,4.939382,5.48948
S12675,6.155106,6.064048,6.454556,6.645126,6.651258,5.083846,5.595056
S12682,6.185722,5.961546,6.329508,6.758932,6.485076,5.00092,5.501634
S12691,6.167176,6.004326,6.260612,6.745416,6.32485,4.907336,5.444562
S12704,6.298032,6.13126,6.376582,6.807672,6.538228,4.96607,5.453338
S12706,6.142768,6.000326,6.338982,6.598652,6.298612,5.088008,5.62197
S12707,6.289972,5.93003,6.58198,6.734998,6.515278,4.960346,5.847382
S12721,6.17585,6.026212,6.461742,6.72562,6.462706,4.989774,5.580832
S12722,6.264902,6.060436,6.325662,6.778116,6.39342,5.021468,5.44498
S12731,6.236582,6.013696,6.218112,6.69255,6.20697,5.164306,5.526124
S12734,6.138446,5.966496,6.360222,6.599536,6.50601,5.04826,5.534074
S12735,6.18244,5.832074,6.237602,6.557638,6.258378,4.961252,5.600518
S12736,6.404016,6.2765,6.399748,6.811796,6.429948,5.054648,5.468926
S12742,6.228402,6.042062,6.364134,6.82206,6.421356,4.892,5.418312
S12754,6.154768,6.080288,6.29796,6.680064,6.379046,4.980998,5.397264
S12760,6.085078,6.013244,6.208274,6.648104,6.338496,5.018584,5.40278
S12773,6.328286,6.200108,6.36593,6.69704,6.325834,5.09701,5.399562
S12775,6.097188,6.039524,6.332766,6.72872,6.529134,4.981566,5.453006
S12776,6.455786,6.113666,6.325152,7.072578,6.36806,4.939242,5.488578
S12779,6.189096,5.90538,6.399818,6.707998,6.589186,4.921226,5.53635
S12781,6.280102,6.149658,6.43789,6.7119,6.474094,5.021302,5.43774
S12785,6.100228,5.982558,6.455598,6.778398,6.631478,4.863898,5.548354
S12790,6.213038,6.065018,6.396288,6.67778,6.570418,4.957602,5.48344
S12794,6.249838,6.098274,6.414484,6.714412,6.502392,5.092964,5.631564
S12796,6.204158,6.007252,6.269496,6.734266,6.398556,4.989626,5.497824
S12798,6.033798,5.926272,6.437208,6.586608,6.731688,4.999352,5.67104
S128,6.010996,5.879794,6.502446,6.48268,6.702958,4.869516,5.646696
S1280,6.336022,6.264978,6.387784,6.774374,6.49377,5.06661,5.477146
S12800,6.315146,6.122352,6.25074,6.82092,6.301668,5.068774,5.440478
S12809,6.191068,6.095608,6.310092,6.665738,6.332062,5.111202,5.366456
S12813,6.281708,5.965302,6.337228,6.68086,6.349656,5.026692,5.60876
S12814,6.220952,6.007502,6.196656,6.821142,6.270922,5.049754,5.382882
S12817,6.125604,6.065934,6.441738,6.662356,6.614972,4.980898,5.434624
S12819,6.151364,5.994352,6.5656,6.627696,6.781858,4.989008,5.779344
S1282,6.16264,5.971602,6.316944,6.709262,6.424014,4.922102,5.481528
S12821,6.183058,5.965818,6.418828,6.7153,6.500976,4.929448,5.61749
S12823,6.157518,6.103178,6.345798,6.80472,6.417302,4.970708,5.392444
S12826,6.262002,6.18095,6.508976,6.802388,6.57231,4.942772,5.540144
S12827,6.376944,6.290082,6.467666,6.760234,6.565542,5.04029,5.416872
S1283,6.21895,5.979278,6.469704,6.797376,6.5658,5.048514,5.642762
S12830,6.275456,5.896788,6.212238,6.76309,6.149656,4.965892,5.567428
S12836,6.260832,5.933008,6.42255,6.789404,6.540632,4.93944,5.55113
S12839,6.36615,5.994794,6.403006,6.667742,6.594014,5.046542,5.598374
S12845,6.132536,5.927852,6.221664,6.694976,6.3255,4.959476,5.53049
S12848,6.160766,6.01448,6.435918,6.659744,6.604138,4.952754,5.674366
S12849,6.28118,6.134774,6.36673,6.686614,6.584744,5.024832,5.479504
S12854,6.441072,6.295292,6.345302,6.90708,6.368266,5.026746,5.419498
S12857,6.168778,5.95617,6.47592,6.641526,6.684214,5.047328,5.610448
S12863,6.267806,6.022324,6.415362,6.743056,6.505438,4.983232,5.55714
S12865,6.211042,6.061056,6.409348,6.60385,6.446064,5.035372,5.6862
S12866,6.12014,5.994184,6.252566,6.622936,6.305478,5.061676,5.609066
S12868,6.153974,5.95033,6.32111,6.601932,6.368772,5.011444,5.464386
S12869,6.189714,6.152442,6.236832,6.603724,6.285072,5.133736,5.358624
S12872,6.312884,6.11156,6.355994,6.873542,6.50196,4.949706,5.473432
S12875,6.30456,6.045188,6.540468,6.688206,6.658834,4.93534,5.661328
S12884,6.229358,6.324774,6.227466,6.717744,6.402968,5.168224,5.24171
S12886,6.333106,6.189258,6.229038,6.531046,6.293032,5.119176,5.305404
S12888,6.236564,6.061628,6.336062,6.747482,6.459468,5.033576,5.620162
S12893,6.208282,6.021934,6.36274,6.730936,6.451652,4.978406,5.502456
S12897,6.202332,6.139864,6.334592,6.769112,6.50032,5.020712,5.42054
S1290,6.205156,5.90942,6.327324,6.647128,6.47064,4.995362,5.516808
S12901,6.240752,6.072098,6.368372,6.755866,6.340556,5.0305,5.53057
S12906,6.189354,6.051318,6.456594,6.727218,6.541104,5.017132,5.642878
S1291,6.310688,6.126546,6.362972,6.75246,6.333532,5.098734,5.614932
S12912,6.152612,6.05944,6.279962,6.627836,6.252204,5.129422,5.553004
S12922,6.04503,5.985638,6.539714,6.523494,6.809036,4.943664,5.592242
S12924,6.236122,6.10334,6.452092,6.738358,6.48281,5.039838,5.654054
S12925,6.319184,6.040708,6.32197,6.674782,6.280446,5.095622,5.562414
S12944,6.120444,5.956862,6.390102,6.706854,6.522856,4.980546,5.580074
S12950,6.280638,6.071306,6.534516,6.727882,6.718532,4.985488,5.701484
S12952,6.195986,5.942306,6.293638,6.751254,6.422524,5.002744,5.446842
S12953,6.167896,6.125388,6.396442,6.603912,6.457958,5.100298,5.475464
S1296,6.331492,6.04733,6.39638,6.782174,6.428904,5.023884,5.618748
S12964,6.281096,6.049092,6.442646,6.748598,6.502658,4.992464,5.60531
S12968,6.17872,5.919238,6.460582,6.76434,6.563366,4.93398,5.603882
S12969,6.123518,6.006826,6.27201,6.543454,6.296022,5.00133,5.65059
S12978,6.148446,5.862448,6.42269,6.641846,6.66215,4.89318,5.696306
S12979,6.247266,6.07418,6.281142,6.78061,6.365042,4.910562,5.321644
S12982,6.19515,6.143802,6.303874,6.675664,6.335182,5.09188,5.41754
S12984,6.217022,6.138728,6.41027,6.826228,6.447912,4.98586,5.477312
S12989,6.161616,5.949246,6.322932,6.791528,6.484142,4.911744,5.43803
S12996,6.1892,6.05881,6.373906,6.809814,6.513256,4.974156,5.568758
S13010,6.323386,5.99596,6.426294,6.878046,6.627276,4.894636,5.614112
S13018,6.147702,6.222564,6.332398,6.712688,6.339028,5.071122,5.457166
S13022,6.187208,5.909808,6.302478,6.722522,6.486422,4.931316,5.57326
S13025,6.141982,5.885632,6.371926,6.684018,6.550568,4.951748,5.51332
S13026,6.153188,5.848632,6.317642,6.604842,6.367522,5.028626,5.69414
S13029,6.299146,5.889278,6.340116,6.629474,6.331308,5.144526,5.774118
S13035,6.183514,5.859756,6.415828,6.653014,6.555072,4.986542,5.82166
S13039,6.223264,6.060926,6.419088,6.74383,6.586616,4.991596,5.473306
S13042,6.158812,6.006066,6.366696,6.710492,6.417136,5.001134,5.487862
S13051,6.235448,6.099748,6.494862,6.766238,6.541808,5.079406,5.665666
