	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
S10001	0.738338539083265	0	0.0689577574855392	0	0	0	0.192703703431196	0	0
S10006	0.726244394291767	0	0.0757358401645118	0	0	0	0.198019765543721	0	0
S1001	0.730734262623344	0	0.0680642932280555	0	0	0	0.201201444148601	0	0
S10010	0.739541239901921	0	0.0594887485509106	0	0	0	0.200970011547168	0	0
S10011	0.738058097775113	0	0.0721731325590893	0	0	0	0.189768769665797	0	0
S10014	0.730347888788946	0	0.0648163334424847	0	0	0	0.204835777768569	0	0
S10026	0.726306004410106	0	0.0736667303975918	0	0	0	0.200027265192302	0	0
S10032	0.735773856694081	0	0.0669285262080085	0	0	0	0.197297617097911	0	0
S10036	0.72502483664743	0	0.0704598522763343	0	0	0	0.204515311076236	0	0
S10042	0.737097102804163	0	0.0624454197198381	0	0	0	0.200457477475999	0	0
S10044	0.722700569734966	0	0.076720160231026	0	0	0	0.200579270034008	0	0
S10049	0.724954818608931	0	0.0751985998403906	0	0	0	0.199846581550678	0	0
S10057	0.727657935727277	0	0.0702905738162847	0	0	0	0.202051490456438	0	0
S10062	0.730611834788194	0	0.0728729415516146	0	0	0	0.196515223660191	0	0
S10066	0.746230976413323	0	0.061740528128109	0	0	0	0.192028495458568	0	0
S10067	0.715200170025315	0	0.0786232366135244	0	0	0	0.206176593361161	0	0
S1007	0.734026438313333	0	0.0680563923321262	0	0	0	0.197917169354541	0	0
S10073	0.721608626591613	0	0.0777939528487772	0	0	0	0.20059742055961	0	0
S10077	0.745637865053612	0	0.0571314551955026	0	0	0	0.197230679750886	0	0
S10080	0.740418719698068	0	0.0626753354902518	0	0	0	0.196905944811681	0	0
S10082	0.717818961709495	0	0.090663418125388	0	0	0	0.191517620165117	0	0
S10087	0.728575500958924	0	0.0727013672939317	0	0	0	0.198723131747144	0	0
S10089	0.736337228250446	0	0.0622181067090543	0	0	0	0.201444665040499	0	0
S1009	0.725875915923345	0	0.0802418558707548	0	0	0	0.1938822282059	0	0
S10090	0.73261372872491	0	0.0668801509003537	0	0	0	0.200506120374736	0	0
S10093	0.734263926475463	0	0.0674837097078395	0	0	0	0.198252363816698	0	0
S10094	0.730471201508625	0	0.0719424101196487	0	0	0	0.197586388371727	0	0
S1010	0.742043968740653	0	0.0623208081848788	0	0	0	0.195635223074468	0	0
S10111	0.722633986913247	0	0.0749475050060436	0	0	0	0.202418508080709	0	0
S10116	0.731878423725549	0	0.0705232905480718	0	0	0	0.19759828572638	0	0
S10119	0.721473411211707	0	0.0826649133920527	0	0	0	0.195861675396241	0	0
S10121	0.723907817235766	0	0.0718448492706844	0	0	0	0.20424733349355	0	0
S10130	0.741127632788342	0	0.0590492608976721	0	0	0	0.199823106313986	0	0
S10140	0.736978536921878	0	0.0650952336506255	0	0	0	0.197926229427497	0	0
S10142	0.720223326840582	0	0.0679306180836571	0	0	0	0.211846055075761	0	0
S10150	0.762223963335042	0	0.0368212002354256	0	0	0	0.200954836429533	0	0
S10155	0.724487448640845	0	0.0773888425915732	0	0	0	0.198123708767582	0	0
