B_cells,Blood_CD34._cells,Dendritic_cells,Eosinophils,Fibroblasts,Keratinocytes,Lymphatic_endothelial_cells,Macrophages,Monocytes,NK_cells,Neutrophils,Plasma_cells_CD138.,Platelets,Reticulocytes,Subcutaneous_Adipose,T_cells_CD3.,T_cells_CD4.,T_cells_CD8.,T_cells_Gamma_Delta,T_cells_Regulatory,Vascular_Endothelial_Cells
mix_1,0,0,0,0.0641736350265914,0.045675778488054,0,0.0475149584529945,0,0,0,0.18766385532858,0,0,0.00760472821437098,0.21912238111695,0,0,0.250256986008457,0.177987677364003,0,0
mix_2,0,0,0,0.0655103679831361,0.0371028140791508,0,0.111160159034453,0,0,0,0.158820758158312,0.0385378225392624,0,0.00773040324335648,0.20631815487639,0,0,0.203689650122001,0.133293585723035,0,0.0378362842409043
mix_3,0,0,0,0.0546846307275023,0.201305860016461,0,0.0674792168967391,0,0,0,0.173455881878214,0.029828358056548,0,0.00895297740195173,0.270300087504693,0,0,0.107729607959142,0.0862633795587484,0,0
mix_4,0,0,0,0.0555259329084154,0.107224861389675,0,0,0,0,0,0.178608730967203,0,0,0.0118642605594202,0.176555380916723,0,0,0.326444619196222,0.143776214062342,0,0
mix_5,0,0,0,0.0494316288811253,0.179237741754373,0,0,0,0,0,0.178696676060721,0.00663694817465373,0,0.0113221491346537,0.215625776089329,0,0,0.247375249710181,0.111673830194966,0,0
mix_6,0,0,0,0.0499238213615493,0.117187512789064,0,0,0,0,0,0.172754638536321,0,0,0.0126516614719701,0.1930334210109,0,0,0.313154201690446,0.14129474313975,0,0
mix_7,0,0,0,0.0509217787794288,0.20814700614512,0,0,0,0,0,0.172691165898618,0.0227270451854867,0,0.011901883747015,0.248832493505575,0,0,0.19843233873234,0.0863462880064178,0,0
mix_8,0,0,0,0.05634595279365,0.152406766712912,0,0.0700717628228082,0,0,0,0.162731192246863,0,0,0.0102240038484308,0.2471879083326,0,0,0.188528762431477,0.11250365081126,0,0
mix_9,0,0,0,0.0527448215267289,0.0557208686157125,0,0,0,0,0,0.182920152914509,0,0,0.0129780693861162,0.159044195504926,0,0,0.364912473961682,0.171679418090326,0,0
mix_10,0,0,0,0.0652899319093792,0.088744803416717,0,0.0196270445245993,0,0,0,0.193855585102466,0.0606403088725431,0,0.0029304087873404,0.201631654252131,0,0,0.230275625261179,0.137004637873644,0,0
mix_11,0,0,0,0.0751291655516674,0,0,0.0322605448224278,0,0,0,0.194480772640933,0.0179290366115266,0,0.00832976442059228,0.154209737498165,0,0,0.285627825001627,0.200576641548736,0,0.0314565119043246
mix_12,0,0,0,0.0488180316987913,0.163046956485782,0,0,0,0,0,0.180531778335399,0,0,0.0104064758525562,0.218395012151377,0,0,0.267588478333878,0.111213267142216,0,0
mix_13,0,0,0,0.056486323582551,0.0281366429240916,0,0.0310023954664825,0,0,0,0.180686129633309,0,0,0.012123686253755,0.201274362235164,0,0,0.31143900475699,0.135055620267943,0,0.0437958348797151
mix_14,0,0,0,0.0650935993145585,0.0342006746346648,0,0,0,0,0,0.20189083890463,0.00947186040841319,0,0.0110649797338754,0.161363289214641,0,0,0.329533820332788,0.187380937456429,0,0
mix_15,0,0,0,0.0476913041743455,0.155886992709104,0,0.025209244213744,0,0,0,0.169270166029476,0,0,0.0115172667335649,0.231752506206816,0,0,0.239915236060603,0.118757283872347,0,0
mix_16,0,0,0,0.0344364831503685,0.238594718398941,0,0.0672298993695152,0,0,0,0.156369960307782,0.078737027454221,0,0.0106534220365845,0.276633499100008,0,0,0.086210107433721,0.0511348827488599,0,0
mix_17,0,0,0,0.043598461545376,0.233237284826265,0,0.0708250715534874,0,0,0,0.15470021720051,0.0409049365980996,0,0.0127361409238432,0.279231278507841,0,0,0.110618546395297,0.0541480624492812,0,0
