B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
mix_1	0.200773108257267	0.278721468152134	0.368297014224498	0.0239451818246279	0.0176512048380521	0.110612022703422
mix_2	0.190381374287037	0.282728039501496	0.330870499181548	0.0280064786519628	0.0209155568847649	0.147098051493191
mix_3	0.257760970769606	0.363950417427818	0.305803289140188	0.0169638533447716	0.0141519710717278	0.0413694982458884
mix_4	0.301348617241083	0.296692074917466	0.305591411063246	0.018819742222539	0.0151997754713546	0.062348379084311
mix_5	0.250414120479852	0.303174255106058	0.35564700531668	0.0185721643309883	0.0145824502812018	0.0576100044852203
mix_6	0.263822412245219	0.295592213956982	0.320966300799172	0.0205667425336816	0.0169600581171616	0.0820922723477837
mix_7	0.324785039173746	0.290266103297234	0.306931908957311	0.0171240061039467	0.0140708936193289	0.0468220488484332
mix_8	0.386707065535628	0.281142338961838	0.19216358082744	0.0223450157814917	0.017706837010653	0.0999351618829491
mix_9	0.199984074598601	0.307261304166364	0.36802292599993	0.0217792279248576	0.0165633573502634	0.0863891099599851
mix_10	0.396992158998374	0.297726263356772	0.210086014072705	0.0184994057689548	0.01579284236508	0.060903315438114
mix_11	0.223229000332418	0.287555604381497	0.308790167905611	0.0286311606015319	0.0205509791422787	0.131243087636663
mix_12	0.166932426813026	0.332660176429355	0.337834494558136	0.025866886776613	0.0193337275693923	0.117372287853477
mix_13	0.36699098693571	0.256339402784837	0.298253059865525	0.0175331652423544	0.0132924614764035	0.0475909236951707
mix_14	0.400204367700996	0.274389702774205	0.238271835032741	0.0176002114622698	0.0149405727828116	0.0545933102469762
mix_15	0.304913746213877	0.255571406621289	0.372722734221799	0.0167676945364172	0.0135305867063418	0.0364938317002766
mix_16	0.282075711401143	0.33522819271941	0.293361396965408	0.0185239315310161	0.0150775776689119	0.0557331897141116
mix_17	0.430960566765967	0.290749328467421	0.229220511967061	0.015977785049405	0.0132639048058175	0.0198279029443284
mix_18	0.249176658676572	0.264279925705575	0.281885909177889	0.0289971786531673	0.021407537781592	0.154252790005205
mix_19	0.320234071561069	0.270330686266895	0.293714741010069	0.0200027606177063	0.0164503402727408	0.07926740027152
mix_20	0.191869998887846	0.383593731369167	0.369846462023194	0.0184237456256565	0.0132837506831408	0.022982311410995
mix_21	0.318385543231936	0.311461790481114	0.28511008494731	0.0177848313692366	0.0153828502596851	0.051874899710718
mix_22	0.320671415362085	0.246065872408253	0.331901874270621	0.0187469153608325	0.0150922704578254	0.0675216521403826
mix_23	0.36720724400785	0.287223911418286	0.229561111360323	0.0212571472336887	0.0159054332825121	0.0788451526973397
mix_24	0.18417573100286	0.248888145291587	0.350210961712797	0.0295608121540364	0.0222388561533594	0.164925493685359
mix_25	0.213545122158009	0.380996632013729	0.269954361899325	0.0227569161828156	0.0184780454776206	0.0942689222685008
mix_26	0.144620510113589	0.377583097700205	0.420983970474436	0.0177874108267889	0.0133088358079646	0.0257161750770173
mix_27	0.381197989835233	0.184158973930415	0.295266223414164	0.0217198878527688	0.0166127902522862	0.101044134715133
mix_28	0.244396836677794	0.365201055208055	0.337628399476867	0.016737976835422	0.0127447790406806	0.0232909527611825
mix_29	0.250637297043913	0.303894752813851	0.331474101623961	0.0203858253605283	0.0161956745494196	0.0774123486083262
mix_30	0.278159979386559	0.296792006546202	0.313044494190257	0.0197046564082974	0.0162236128994475	0.0760752505692366
mix_31	0.253562096878688	0.332698471849455	0.288642730662559	0.0208285042093285	0.0173184265358814	0.0869497698640878
mix_32	0.265877002080846	0.317154504045735	0.318886282216511	0.0193180116690163	0.0158215578545947	0.0629426421332962
mix_33	0.300783350930824	0.285597233958859	0.291084238446062	0.0201211875647073	0.0166778023986814	0.0857361867008661
mix_34	0.179095750523594	0.296119537214921	0.351606418452308	0.0263928110597417	0.0192400702100773	0.127545412539358
mix_35	0.24682150872569	0.287466896963258	0.337435798660117	0.0213499045215142	0.0174471874995421	0.0894787036298784
mix_36	0.344725513929542	0.315130979540867	0.258600880696525	0.0178558757180339	0.0142607669263215	0.0494259831887098
mix_37	0.348181483203744	0.321415909637707	0.2385769319133	0.0182798229958231	0.0148565111209857	0.0586893411284405
mix_38	0.195102867136336	0.373183837393027	0.368091341908442	0.0175527688909636	0.013301776331889	0.0327674083393417
mix_39	0.319324632249595	0.269992598765022	0.347162062461645	0.0159498266980024	0.0130205693636846	0.034550310462051
mix_40	0.314078504455845	0.303369113835689	0.258088707355074	0.0211236106753726	0.0169813929175637	0.0863586707604554
mix_41	0.215768956561601	0.279508755295548	0.358499027302511	0.0235699455310178	0.0177988385236695	0.104854476785653
mix_42	0.331380193298792	0.319663483547576	0.294859631137325	0.0155293734856596	0.0127945768990111	0.0257727416316375
mix_43	0.148761069416763	0.340974718155665	0.415441380816001	0.0206830710879732	0.015470930329869	0.0586688301937296
mix_44	0.185835351743926	0.357798425845012	0.366265790036402	0.0194613336552314	0.0151035732888843	0.0555355254305431
mix_45	0.159163666598356	0.421952642388593	0.282999563264033	0.0244136117483008	0.0187868908158151	0.0926836251849018
mix_46	0.237471701574706	0.326056616928228	0.365260001050323	0.0171976216547328	0.0145917601503692	0.0394222986416416
mix_47	0.318704965744458	0.299041113562626	0.258372853294236	0.0208552423166954	0.0173387594213241	0.08568706566066
mix_48	0.37990684660945	0.168577502401112	0.300995336227728	0.0232033940314658	0.0166546295895179	0.110662291140726
mix_49	0.320530076959073	0.234288493318541	0.321968323437946	0.020671142737796	0.0164428527794346	0.0860991107672091
mix_50	0.323673366894875	0.363221907076664	0.240267130525739	0.0169810533718604	0.0150044624903083	0.040852079640553
mix_51	0.349877687072886	0.217776184523386	0.298059526570161	0.0212618529987004	0.0163215967446473	0.0967031520902197
mix_52	0.34317935900316	0.287491144628382	0.311682629155436	0.0155880113929308	0.0125312547849049	0.0295276010351859
mix_53	0.340110049771657	0.232235716286472	0.299230045505153	0.0213573302517654	0.0162251392832741	0.0908417189016784
mix_54	0.342764825362881	0.312604488428665	0.28524490450461	0.0162643121181032	0.0133617142069359	0.029759755378805
mix_55	0.327158561059422	0.250900680275738	0.297761586664554	0.0204307841633175	0.0160535795143113	0.087694808322658
mix_56	0.27105658149963	0.389128678466633	0.233662670628158	0.0204506860707138	0.017224738543724	0.0684766447911414
mix_57	0.156751125586836	0.340618421286452	0.363900398057127	0.0233103284904075	0.0176081699533816	0.0978115566257957
mix_58	0.256822203124801	0.309789671400702	0.346761823541429	0.0189066362219761	0.0145098811483913	0.0532097845627013
mix_59	0.174745014980163	0.298797211231306	0.377840066590435	0.0243299437780922	0.0186419637632585	0.105645799656745
mix_60	0.385258326961695	0.294865244637579	0.213683169238623	0.0189651123408967	0.0163798045340385	0.070848342287168
mix_61	0.296937668414676	0.388864458503874	0.259291096880094	0.0166147866977294	0.0134687452530726	0.0248232442505545
mix_62	0.265808570344487	0.346824800242794	0.324282789826702	0.016557765160663	0.0131641468427736	0.0333619275825804
mix_63	0.19190924607691	0.331309199474329	0.331676901560819	0.023493934870268	0.0178151863965126	0.103795531621161
mix_64	0.351947127053647	0.309340403047944	0.202190700996094	0.022033127362035	0.0178794227894289	0.0966092187508516
mix_65	0.244986262224369	0.287629655045407	0.371911248492274	0.0199245599040846	0.0147092062748975	0.0608390680589677
mix_66	0.344430705335851	0.20840490421049	0.312946052856077	0.0211701351232338	0.0162876632267722	0.0967605392475752
mix_67	0.31076605386933	0.301807694431062	0.330575702515056	0.0158130849181588	0.0128371652711389	0.0282002989952541
mix_68	0.18429014454407	0.331944395691504	0.409886348387874	0.0187054663326949	0.0144552968414496	0.0407183482024077
mix_69	0.337422522861892	0.292480829975662	0.234157930966933	0.0216413573101149	0.0178677048964024	0.0964296539889957
mix_70	0.385477226407921	0.173393829504775	0.339362306293737	0.0196905068800694	0.0146176266143674	0.0674585042991295
mix_71	0.437669687977923	0.216108415814581	0.184378962714093	0.0235986085323505	0.0186476173586822	0.11959670760237
mix_72	0.429174197004105	0.280273860525712	0.221027730725726	0.0165461593910876	0.0135792082239993	0.0393988441293705
mix_73	0.348792477071234	0.232490029944861	0.333836344178089	0.0177200652553832	0.0141711037884465	0.0529899797619861
mix_74	0.327118474871741	0.288246722610255	0.280838293798239	0.0197916179701796	0.0157011353477218	0.068303755401863
mix_75	0.349235358905741	0.227200435179796	0.277267099844297	0.0223744033987651	0.0174421621447999	0.106480540526601
mix_76	0.189860983387426	0.337498666635779	0.384300083110308	0.0188215086553763	0.014867934828085	0.0546508233830252
mix_77	0.192863282865816	0.396445451453113	0.352131197806274	0.0173668031405161	0.0134011789303086	0.027792085803972
mix_78	0.29952169830926	0.256967731026351	0.315932373974412	0.020894570111063	0.0170881416604235	0.0895954849184906
mix_79	0.215111628629258	0.315664062566332	0.309681636350398	0.0247059646820705	0.0192990222206498	0.115537685551291
mix_80	0.35847214244359	0.323139487120121	0.222774118086012	0.0186721452587732	0.0160736642740922	0.0608684428174114
mix_81	0.264743018078925	0.389106178287727	0.248738739675084	0.0197474374456663	0.016755296890251	0.0609093296223471
mix_82	0.322925935792711	0.276511507082356	0.279777739780158	0.0206884918722743	0.0167868322488393	0.0833094932236614
mix_83	0.322913960420302	0.244258676254814	0.288776194423477	0.0223310538752	0.017301619865026	0.104418495161181
mix_84	0.29947992446412	0.33961371185117	0.258557642201429	0.019374088284225	0.0164861223675218	0.0664885108315341
mix_85	0.260905330549615	0.366220496653294	0.269668107324626	0.0196560733615038	0.0167879613108529	0.0667620308001076
mix_86	0.184224408096342	0.380380396899379	0.361940467389346	0.018081752209818	0.0145699730925512	0.0408030023125637
mix_87	0.262598911169131	0.380068068012424	0.229033537321133	0.0222273527970968	0.0183846831796907	0.0876874475205246
mix_88	0.267621903890199	0.321249592834442	0.328107100174236	0.0178806585309359	0.0146352608456587	0.0505054837245272
mix_89	0.241606340248841	0.363253871616875	0.328875040380849	0.017462674328152	0.0137896946504119	0.035012378774871
mix_90	0.242063542174401	0.351084433013555	0.273379245595223	0.0220461504787775	0.0183711246531819	0.0930555040848618
mix_91	0.300797531848339	0.240188651220379	0.322318600443724	0.0220245919062998	0.0168577152455193	0.0978129093357392
mix_92	0.289752516986961	0.329145227658452	0.256995588347821	0.0210013822961467	0.0173018749259194	0.0858034097846997
mix_93	0.209558861450185	0.260349241082019	0.292473410305243	0.0314907437356992	0.023092699736734	0.18303504369012
mix_94	0.168690010292155	0.266140407681724	0.396487650648997	0.0259701286415732	0.0186906003288611	0.12402120240669
mix_95	0.344239745955902	0.205749453871356	0.319668720088749	0.0220248573189311	0.0161129964499988	0.0922042263150642
mix_96	0.306716333629528	0.214483231863851	0.35590600941621	0.0211850570140578	0.0161016320557917	0.0856077360205619
mix_97	0.276736328369267	0.298083464583118	0.293414680263864	0.0215451411699952	0.0174402755449679	0.0927801100687881
mix_98	0.319028451309876	0.297408040356551	0.255716253738118	0.0209948683955921	0.0171616669106689	0.0896907192891948
mix_99	0.209306159731903	0.42848057852499	0.309653230906531	0.0177800793310593	0.0137707849005282	0.0210091666049888
mix_100	0.28848869607979	0.324181725891128	0.273244427267799	0.0198535760157898	0.0167239921990291	0.0775075825464648
