B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	otherCells
mix_1	0.0462432700303032	0.0464582692215468	0.0464925103670582	0.0466381824549829	0.046407831045494	0.0463877441576213	0.0461801698818893	0.012895399053197	0.0131531157331458	0.0472411648712713	0.140183543825087	0.0472979436399104	0.0457396779247705	0.0387456796300189	0.0459173940143544	0.0471301217743985	0.0479763211916745	0.0480738020167385	0.0462715247577377	0.0465836143141223	0.0479824783497983	2.41744879683989e-07
mix_2	0.04571603564119	0.0462658192564166	0.0465527574508878	0.0472736420611338	0.0461171926534854	0.045847877640793	0.0465062012751835	0.0130926626451674	0.0130609803344457	0.0461236304773604	0.144410596220937	0.0458047292530442	0.0463381595277827	0.0406539543398669	0.0469187889636798	0.0461872201531514	0.0460009632262511	0.0467393573501218	0.0464778541155483	0.0464718170054576	0.0474397169818003	4.34262958145829e-08
mix_3	0.0480810913007523	0.047925971485953	0.0527991382013922	0.0464003993749925	0.0484715314609477	0.0421630763330681	0.0444877213770662	0.013648311733458	0.0131631156922968	0.0475432772119514	0.144926847908742	0.0442920483483469	0.0508071178327933	0.0237591400055801	0.0491291148246495	0.046308637999864	0.0464038449905854	0.0487443337587469	0.0476601389016057	0.0461874223593702	0.0470975901276271	1.28770210257716e-07
mix_4	0.0466560335514905	0.0461741219337258	0.0461536498857067	0.0465671900918206	0.0461108197394489	0.0462573733376725	0.0465141454717357	0.0130526258623716	0.0130453363458942	0.0464667478370387	0.142017533943817	0.046457457489984	0.0461008644174855	0.0444936800128949	0.0461263465215027	0.0462881697499484	0.0463100673905918	0.0466485476294553	0.0461264451701075	0.0462869080256338	0.0461459025766149	3.30150589078179e-08
mix_5	0.0462443690330375	0.0462566657018441	0.0461773363055316	0.0461541584600344	0.0462299248046084	0.046204952317672	0.0462664914158666	0.0130110686562771	0.0130224972878608	0.0462955279190972	0.142214185350289	0.0462211206051288	0.0462399854647363	0.0457778001399522	0.0462528043704753	0.046227983943052	0.0462605031353506	0.0463068426641303	0.0462168524753869	0.0462188488065731	0.046199417265064	6.63878032302513e-07
mix_6	0.0461819188838731	0.0461714508942558	0.0461754908060738	0.0462074492258295	0.0463321589386286	0.046212552143593	0.0463019478287413	0.0130243353128732	0.0130423967220348	0.0462420530450438	0.142177202404643	0.0462098354491529	0.0462250448501429	0.0457423942023064	0.0462482917446197	0.046212445548138	0.0462780599753109	0.0462959472775604	0.0462548720001556	0.0462352678106471	0.0462271071220917	1.77781428464963e-06
mix_7	0.0462291513525317	0.0461609911985085	0.0461779875224754	0.046229439511934	0.0462952665442854	0.0462075094327287	0.046233947920132	0.0130183104443161	0.013028066907067	0.0462076014690658	0.142303802161715	0.0462715944683659	0.0461715316923111	0.0457721562288532	0.0462531298639344	0.0462095793770693	0.046244965519272	0.0462414798786392	0.0462404392987821	0.0462533831774972	0.0462470461626377	2.61986787875201e-06
mix_8	0.0465028137508972	0.0460156014063236	0.046113993988197	0.0462026433181925	0.04639014504753	0.0461447763035367	0.0463169727853917	0.0129887239553593	0.0131113198737821	0.046324410797855	0.14236063318094	0.0464068981554472	0.0461567980531942	0.0444546319358563	0.0466058534037934	0.0462026653761838	0.046149871318633	0.0463013259994199	0.046562162537852	0.0463804942993477	0.0463058951797123	1.36933255502264e-06
mix_9	0.0462307325335764	0.0462210564038952	0.0462388261782869	0.0462368032300345	0.0461676416697898	0.0461951429118757	0.0463074593142356	0.0130015772422644	0.013018398313598	0.0462536753506766	0.142264844514643	0.0461833288222742	0.0462077638646775	0.0458914232019955	0.0461890939284331	0.0462080682774755	0.0462203400388052	0.0462370024977427	0.0462588164616702	0.0462899221074399	0.0461780773264167	5.81019321212403e-09
mix_10	0.0458122135905393	0.0464041873877391	0.0467084404625935	0.0458244499254662	0.046359013595138	0.0460778684232318	0.0468257984967753	0.0128188006269765	0.0134519347505171	0.0460231361827866	0.142923398979018	0.0463888297071846	0.045819370701652	0.0407362869219008	0.0469097902609062	0.04710277641787	0.0462523783058703	0.0474566670353395	0.0464632893993422	0.0464465316573363	0.0471946417740462	1.95397770253894e-07
