Mixture	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	P-value	Correlation	RMSE
mix_1	0.0604919758623193	0.807426092897022	0	0	0.00469183587284932	0.127390095367809	9999	0.593487545118297	0.864600369780491
mix_2	0.0712456600310121	0.760755926903015	0	0	0.00457374041635979	0.163424672649613	9999	0.587289624636425	0.870499603164649
mix_3	0.142822702007913	0.83370534668037	0	0	0.0100266241260857	0.0134453271856303	9999	0.603391467208286	0.85744199079367
mix_4	0.154480681383878	0.786494380636483	0	0	0.00730146280488863	0.0517234751747502	9999	0.600817543373953	0.858349191402687
mix_5	0.129284558646635	0.819468880445454	0	0	0.0053987242516744	0.0458478366562371	9999	0.605429664428851	0.854093227437565
mix_6	0.119871882220335	0.788456214655572	0	0	0.0112857556821692	0.0803861474419237	9999	0.597370568861445	0.860673310833605
mix_7	0.191415532994818	0.76685205885501	0	0	0.0071018852682103	0.0346305228819617	9999	0.600106263213659	0.859749361416523
mix_8	0.165395708471948	0.719342912628699	0	0	0.00981651817431657	0.105444860725037	9999	0.590347969510728	0.867337749517985
mix_9	0.0802403792531339	0.822315052947726	0	0	0.0105628691406164	0.086881698658524	9999	0.601445769704746	0.85656134360851
mix_10	0.202681049408391	0.750123442095597	0	0	0.00385281051671583	0.0433426979792963	9999	0.596599889516421	0.863382883645572
mix_11	0.0604035969322101	0.789766532162931	0	0	0.00920862363677368	0.140621247268085	9999	0.588329066308578	0.869280149164721
mix_12	0.0648585024669042	0.8089630164645	0	0	0.0112875104075445	0.114890970661052	9999	0.595756754375248	0.861790623130143
mix_13	0.212622595931084	0.746163457531673	0	0	0.00134876971292247	0.0398651768243203	9999	0.60065052232461	0.85948352442829
mix_14	0.214433453806371	0.738868938359074	0	0	0.00320092168493776	0.0434966861496167	9999	0.59747995151496	0.86250431367021
mix_15	0.185197843313999	0.793351134802548	0	0	0.00150651632202786	0.0199445055614244	9999	0.608804998273958	0.85179551273847
mix_16	0.146117583249454	0.807027379284662	0	0	0.00711814328481428	0.0397368941810701	9999	0.599263602066966	0.86065051185832
mix_17	0.307856038750149	0.690875870601298	0	0	0.00126809064855268	0	9999	0.58998583155023	0.873081893776421
mix_18	0.0701627545379651	0.759778563289548	0	0	0.00965078192486664	0.16040790024762	9999	0.582523280453532	0.874960581953466
mix_19	0.149952401322313	0.75592164623453	0	0	0.0102901338645783	0.0838358185785785	9999	0.596484579115268	0.861434611105258
mix_20	0.137381515398484	0.856775663999664	0	0	0.00584282060185114	0	9999	0.60564527281949	0.856405706525836
mix_21	0.178748090082886	0.778776597248857	0	0	0.00709393483731685	0.0353813778309403	9999	0.599149850251619	0.860781510160343
mix_22	0.159176071722628	0.756818229868292	0	0	0.0067081974698387	0.077297500939241	9999	0.603942134703923	0.854067357493797
mix_23	0.183054750128818	0.735003486620788	0	0	0.00643509098056244	0.0755066722698309	9999	0.595976705803758	0.862565235500479
mix_24	0.0453991240398079	0.768483811470133	0	0	0.00239842716177587	0.183718637328283	9999	0.583140451060967	0.875130488383536
mix_25	0.0936301238908957	0.823943404048767	0	0	0.0101414453946988	0.0722850266656389	9999	0.596162000314869	0.862625729691717
mix_26	0.100892679898495	0.897697459375081	0	0	0.00140986072642438	0	9999	0.612019330258635	0.850543944918377
mix_27	0.147632841885621	0.697610550850948	0	0	0.00125983443986622	0.153496772823565	9999	0.592547823766235	0.865268322670314
mix_28	0.153313573926656	0.845196003462323	0	0	0.00149042261102076	0	9999	0.608152918821572	0.853977266602976
mix_29	0.109734312314244	0.806737213943182	0	0	0.00714589551578576	0.0763825782267885	9999	0.599416842524555	0.859164955637758
mix_30	0.125111169993865	0.790222540481506	0	0	0.0109662795222538	0.0737000100023744	9999	0.599038394594778	0.859149034041347
mix_31	0.0966982104906978	0.815613877843408	0	0	0.0112000282208106	0.0764878834450838	9999	0.597042244777156	0.861380354490106
mix_32	0.131408878821838	0.812437889477414	0	0	0.00686080499238808	0.0492924267083606	9999	0.602027344009829	0.857390995279272
mix_33	0.132654733214369	0.763981401266646	0	0	0.0102271520472107	0.0931367134717747	9999	0.593716564603522	0.864143182052962
mix_34	0.053339008639245	0.804928220686493	0	0	0.0106397183059798	0.131093052368282	9999	0.591728879910148	0.865824681003195
