B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
A	0.0617549068876101	0.0442691103124407	0.0068907858315347	0.0648461739953307	0.172524151063833	0.0135328195438691	0.0959076549580635	0.224460423225235	0.0141916066721598	0.0371903146320074	0.0536721123967683	0.003577225081313	0.0133928653287672	0.0264294400850093	0.0315536766643669	0.0170395283639601	0.0197715414029315	0.0312048934376259	0.0107748480099921	0.0211093884556285	0.00222428354701334	0.0336822501045393
B	0.0621158786642468	0.0446006988702111	0.00685219203235501	0.0650593563128321	0.172579460135762	0.0134778140589012	0.0972650653753549	0.222894513425049	0.014603217214344	0.0371243224233451	0.053468502980481	0.00315915984509611	0.0131317141960972	0.0236326473978311	0.0329378062010233	0.0180273509947551	0.0179467097187973	0.0315455194925552	0.0107846863439743	0.0223329099721498	0.0023044372892324	0.0341560370556061
C	0.0495552499288081	0.0398486331155247	0.00591404613071633	0.0621614647992024	0.165909207330685	0.0123496277641674	0.108088422373901	0.250699684686264	0.014000620987503	0.0372185139249274	0.0441542701988838	0.00305970325367279	0.0132441550070864	0.0218406868343432	0.0340496370513628	0.0173233066488536	0.0219627052525126	0.0342729680247123	0.0114821680419502	0.0196387728531888	0.00226096755071869	0.0309651882410162
D	0.0519448388139501	0.0410979672935647	0.00595986464464713	0.0634064142362837	0.166125409704019	0.0128214439859497	0.108584773075234	0.250266904756934	0.0141807594838136	0.0367197652935629	0.0384459377351231	0.0026643074698972	0.0117802204441638	0.0212387608191212	0.0334836140137899	0.0177169518532562	0.0219301435998362	0.0328901696619614	0.0116034909123064	0.0222008609177082	0.00222943979502003	0.0327079614898577
E	0.0512905230552062	0.0412295525401052	0.0061186674482689	0.066471114791851	0.174592188699566	0.0126941717263901	0.103421441853958	0.233235272490588	0.0127205531419232	0.0437508252874053	0.0473027973602832	0.00307400964766961	0.0116892136584818	0.0235877044191669	0.0317704400220041	0.0162405487667206	0.0208298428032628	0.0333203503556563	0.0117768572620988	0.0210860714079005	0.00204245284212519	0.0317554004193691
F	0.0557995935792174	0.0409314297944746	0.0068166251410451	0.0790924632567732	0.212621820112719	0.0142103216687713	0.0869625792329094	0.186353559471057	0.0165107769635259	0.0304405672059244	0.0526057053539769	0.00356219646051018	0.0138258179600939	0.024043337375406	0.0351663637139326	0.017491565885078	0.0176874006192753	0.0351351374098645	0.0111562623850186	0.0229974373945345	0.00215740122035982	0.0344316377955329
G	0.0635970626394208	0.0467938708527493	0.00754829481723559	0.0616147520148247	0.162245578170354	0.0162374475051308	0.0913648662752444	0.222271828192948	0.014483266563034	0.0330273713700877	0.0590090317665637	0.00370301118706837	0.0141423879149215	0.0285820891911937	0.0315841962743863	0.0180045692079299	0.0192799571943939	0.0337060366736244	0.00999721028658044	0.0216545198550123	0.00215304187307599	0.0389996101742202
H	0.0582458558601496	0.0449027285919494	0.00815179529546623	0.055958398273977	0.156397739514137	0.0138244699907166	0.0901638426883748	0.231148378564131	0.0170271657595256	0.0329129619377573	0.0626700227504515	0.00413768027174963	0.0146689656561137	0.027427409191183	0.0381418799118045	0.0163034138326402	0.0215901769510808	0.0377042969168134	0.00968246882631293	0.024040609594315	0.00260080307238417	0.0322989365489668
I	0.0611569552935041	0.044914598910391	0.00819373117651589	0.0563117058356232	0.15830625977219	0.0139227139449711	0.0904113158328179	0.235111860401711	0.01464561044251	0.0331837896768269	0.0632730452747732	0.0042496223164792	0.0148412188426392	0.0238614642186238	0.035711843368958	0.0175315467891555	0.0201017515846238	0.0360054618795724	0.0097946105633909	0.0229610535154319	0.00257071149324655	0.0329391288660442
J	0.0483088763540654	0.0399520635764159	0.00431792526831921	0.0573865920626826	0.156898196243896	0.0126433860815042	0.111131579613159	0.263240675216832	0.0147433644160432	0.0272298147845377	0.0438381081534156	0.00274366023806722	0.0125190283552655	0.0260771820911388	0.0350972977656244	0.0198499580528625	0.0201187750549142	0.0365917014261427	0.0117536057668842	0.0222587872101997	0.00259750877498365	0.0307019134930462
K	0.0476135808468365	0.0408784136455971	0.00410802896171855	0.0641449325436779	0.167878012764067	0.0114496977679428	0.105470711253499	0.242369050265099	0.0154726381864181	0.0450481788230025	0.0443804295981098	0.00284408205933708	0.0119814824961963	0.0249754498534486	0.0348479421413773	0.0173754127479935	0.0173103669062684	0.039458704866339	0.0119246542527789	0.0213916626379107	0.00235870601426522	0.026717861368117
L	0.046912976773423	0.0406883356020112	0.00564205015428874	0.058214228054319	0.156510406607796	0.0118132101655546	0.102363198282152	0.26549467489008	0.0134486039091579	0.0282413427420529	0.0471139153181511	0.00296765625250216	0.0129565839985124	0.0254476117096616	0.0383588815678247	0.017044766551521	0.0204722672036568	0.0339348975352682	0.0120955985473184	0.0215919165154649	0.00218042431321426	0.0365064533060698
