Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
Mix_1	0.123930903639375	0	0.0623682536457806	0.083767487816519	0.00432131717135571	0.125156504872214	0	0.278941985561037	0.0259276041931761	0	0	0.0938373582861905	0.137941770969996	0.0269563485533905	0	0.036850465290965	0	0	0	0	9999	0.558425100471129	0.828682920881186
Mix_2	0.165367848899691	0	0.0307277208960846	0.0599560182742369	0.0680380035470493	0.0293157130360208	0	0.475541615449091	0.0062290210644297	0	0	0.0614438245147971	0	0	0	0.0157876012786597	0.0332964079118256	0	0.0030149733814931	0.0512812517466207	9999	0.643114112345558	0.769546658446305
Mix_3	0.0685119911954673	0	0.0364333867505224	0.0641915318012844	0.0820054185818667	0.0209614048712917	0	0.339939803809266	0.187656861747919	0	0	0.0775605654626107	0	0.00549220699776686	0	0.0168316845447642	0.0452729942477065	0	0	0.0551421499895339	9999	0.581994151849377	0.811217819251469
Mix_4	0.100005915115743	0	0.00815934342904667	0.0366748637052967	0.0506744467802061	0.096265887600463	0.00296611774416088	0.45398792089151	0.0841702626358267	0	0	0.0472707377942409	0	0.00470203054756903	0	0.0140769977181381	0.0411811135543488	0	0	0.0598643624834502	9999	0.614007628701243	0.793687294472491
Mix_5	0.26589897509172	0.00516852981237038	0	0.0148440362530146	0.0682029808725403	0.0968542960645981	0.0245689196812306	0.304422207039825	0.0298889636266677	0	0	0.0380142134828547	0.0109792093051512	0.00689618934037106	0	0.00506665911219242	0.00158039771478455	0.00796266979426396	0	0.119651752808416	9999	0.684726762634447	0.748852845419382
Mix_6	0.16656434226798	0	0.0711970266058572	0.149383091589539	0.0984153404635148	0	0	0.194382016167032	0.0665477384527935	0	0	0.0754707726114223	0	0	0	0.0497825758924061	0.0298886639462133	0	0.0109854310581336	0.0873830009451075	9999	0.573835157600373	0.820234042244921
Mix_7	0.13166073713746	0	0	0.0227554350417816	0.0355124016817935	0.0492213763509424	0.00989029453715144	0.443424750140452	0.172585967903162	0	0	0.0359001383094448	0	0	0	0	0.0408541344142528	0.00105290915373826	0	0.0571418553298213	9999	0.643873304475445	0.769823225373191
Mix_8	0.137096511180039	0.00614701449657455	0.0473614051469729	0.0701591832989742	0	0.00887698584134921	0	0.521176208292684	0.0469404432179937	0	0	0.0823710365115278	0	0	0	0	0.0441887206873412	0	0.00102029630852475	0.0346621950180176	9999	0.601075297987337	0.798093410251728
Mix_9	0.186500655612146	0	0.0220969227748462	0.0513550382070431	0.0471662322681765	0.0375954848438153	0.00178965487538203	0.443763084481151	0.0421378871914939	0	0	0.0616803827790701	0	0	0	0.0150275135880692	0.0370422679839606	0.00125724594108636	0.00253425995722816	0.0500533694965311	9999	0.64343093894562	0.769730483562107
Mix_10	0.217650461369532	0	0.0462493540309945	0.0991233745997639	0.077877467486887	0	0	0.259235789939723	0.0805364073290706	0	0	0.0722671745127774	0	0	0	0.0360093577692095	0.0325008680182478	0	0.00910236705050841	0.0694473778932865	9999	0.621538622098025	0.782256921366432
Mix_11	0.123866593705113	0	0.0108490799826922	0.0306793324322384	0.036261476543835	0.107938123999384	0.00557963787128105	0.550843254307329	0.00279928709994692	0	0	0.0425722049579928	0	0	0	0	0.035787203871798	0	0	0.0528238052283889	9999	0.633633346392924	0.783693784034149
