CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
mix_1	0.0448953467197933	0.0589868079173479	0.309801305170482	0.126987248575021	0.0653746064707445	0.0938024231276881	0.181155509564006	0.118996752454917
mix_2	0.0360843630806719	0.0570005028058309	0.380846289188085	0.0804574871067694	0.0768085655472127	0.0889564313259153	0.173191615901452	0.106654745044064
mix_3	0.0940435237954019	0.0782654006591079	0.108913214262215	0.0948888052602962	0.0331324384433905	0.143331679448635	0.317524600228835	0.129900337902118
mix_4	0.110890965967323	0.0939967102645644	0.183880372752676	0.0982702612260195	0.0458657466656616	0.107457055071157	0.237885280172828	0.12175360787977
mix_5	0.086023532725427	0.0814302270751568	0.16599091927963	0.138886909047498	0.0426850020127151	0.101433375577942	0.241666199021257	0.141883835260374
mix_6	0.0795516763776842	0.0803523884136787	0.242580782263332	0.0998302963874604	0.0548227571789889	0.0989258626772404	0.224975248778541	0.118960987923075
mix_7	0.132752193272115	0.104246696547066	0.131598848891679	0.111785253378635	0.0375394907640837	0.111189447076545	0.24489365992823	0.125994410141647
mix_8	0.128723288255384	0.108652607038272	0.282659943125155	0.0326245483463316	0.0607448235785666	0.100493096890488	0.203660696901388	0.0824409958644143
mix_9	0.0495360329572139	0.0605843576821802	0.24736251858759	0.13290302036389	0.0556560078331025	0.105766475135854	0.219590572763299	0.128601014676871
mix_10	0.164795270370124	0.125638716442166	0.17265425085236	0.0395877264329284	0.0436542839677896	0.101890659125482	0.248303672856351	0.1034754199528
mix_11	0.0490010151428482	0.0701010454483804	0.359522558132478	0.0759739073472595	0.0723684552311807	0.100837265522147	0.177297851734123	0.0948979014415826
mix_12	0.0327288608890973	0.0496973797917149	0.320092690192882	0.0797759869890183	0.0675111159194846	0.105650103318884	0.226469580164716	0.118074282734203
mix_13	0.160643562095329	0.12039217837205	0.131301744626749	0.119764159474539	0.0370857366232637	0.098737234309961	0.214602921503496	0.117472462994612
mix_14	0.172954564121175	0.131283102957492	0.161694851413914	0.0553217199104641	0.0422773714055052	0.0969272905394007	0.234417346365717	0.105123753286331
mix_15	0.133642213132611	0.105391211244873	0.0855825154084252	0.19339147653866	0.0297468359916705	0.0925944377562615	0.209923981507134	0.149727328420365
mix_16	0.0990431589416817	0.0871400056860618	0.161636747289623	0.0835481056279683	0.0426650671040258	0.12208465963018	0.277787088057603	0.126095167662856
mix_17	0.228416819499951	0.151112327648381	0.0393709933842456	0.055012995559727	0.0195799623090274	0.106490938397044	0.276448751737931	0.123567211463694
mix_18	0.0493507883602778	0.0685922952405585	0.401815976196668	0.0555120715102084	0.080281747415459	0.0857006457024849	0.162139280581187	0.0966071949931568
mix_19	0.112601929467991	0.0978680797252439	0.23941163746145	0.0831564213939234	0.0539348441882767	0.0925315406854565	0.209379463058858	0.1111160840188
mix_20	0.070316474213249	0.0679326304897549	0.0436349365866887	0.134354296338934	0.0221260986800311	0.129329999005307	0.348016102525326	0.184289462160709
mix_21	0.123822501611623	0.102483342566887	0.149985558947793	0.0767941537310488	0.0418892608415705	0.109892939860044	0.26987020880219	0.125262033638844
mix_22	0.118537091972541	0.100612766745674	0.205325145422531	0.129526690864189	0.0494643029706463	0.0853611879217774	0.189316759807903	0.121856054294738
mix_23	0.134179697345885	0.108568023485678	0.227879856859421	0.0515431627406655	0.0512590770929781	0.106932074845612	0.223227984905326	0.0964101227244347
mix_24	0.0306940982101004	0.0560644012059835	0.408428581746014	0.0970949584097111	0.080854275974393	0.0843626354396146	0.139893186743524	0.102607862270659
mix_25	0.0510996858339256	0.0628809474328746	0.258696203581302	0.0477228493536561	0.0585968486859279	0.126380267509706	0.275991171506793	0.118632026095815
mix_26	0.0428853186336092	0.0494669030259594	0.0487810865167474	0.212447884978704	0.0222868287799044	0.132231535488686	0.308356983838746	0.183543458737643
mix_27	0.130109673887043	0.11434766576625	0.301319152796826	0.110775032116215	0.0638961596528768	0.0699718453221571	0.118430875452739	0.0911495950058931
mix_28	0.0966742254212587	0.0816454274036735	0.0475479898505706	0.125915448066071	0.0219164014756493	0.134528840897277	0.324651200010046	0.167120466875454
mix_29	0.0731460318256126	0.0764250097578629	0.224218753506164	0.111294018736817	0.0522645683499158	0.102018769223089	0.22996513805781	0.130667710542728
mix_30	0.0913878011539122	0.0843111421592105	0.224191700498182	0.0978570979900323	0.0521201311262535	0.10644609198163	0.227655438928572	0.116030596162207
mix_31	0.0719099135059989	0.0752205811066602	0.243946027520017	0.0730775388780405	0.0551763134891681	0.120753974631846	0.248337493039739	0.111578157828531
mix_32	0.0904085210518055	0.0830218598605433	0.183071185450626	0.101297359340786	0.0457735726544268	0.111154421178538	0.258469821116668	0.126803259346607
mix_33	0.0948897147876968	0.0890126970516905	0.250652244514889	0.0863134390914135	0.0558131045101587	0.108658714677059	0.210783778103563	0.103876307263531
mix_34	0.0352579267419585	0.054715633559974	0.339522439789475	0.102339355672629	0.0695848290081636	0.0957318875758175	0.188125347672869	0.114722579979113
mix_35	0.071691684469835	0.0751425011605786	0.265248573862971	0.103018332793887	0.057899062758593	0.0910045882475997	0.211784166966892	0.124211089739643
mix_36	0.138158248255471	0.107628603280074	0.137906315475907	0.0766663015605293	0.0383565877507865	0.124890279462713	0.266927747538203	0.109465916676317
mix_37	0.131371170955036	0.108114290098012	0.161953796576181	0.0567554567918796	0.041612476029013	0.125270521358243	0.265971119831873	0.108951168359762
mix_38	0.0638221000293132	0.0644401391866772	0.0761973041398069	0.157125331820609	0.0275761614847746	0.137344130790853	0.313159792319148	0.160335040228817
mix_39	0.141982327994614	0.105395167404544	0.0892895789829026	0.158174228976661	0.030181898231441	0.0982023479241171	0.234451543192296	0.142322907293424
mix_40	0.0996325012425751	0.0924550765464744	0.249374555785795	0.0650315675581681	0.055133378582417	0.114145361156664	0.226431796329358	0.0977957627985484
mix_41	0.0514994822078411	0.0632551007252817	0.301040462372954	0.119171717513229	0.0643011533101975	0.0891971016166237	0.190458750581555	0.121076231672318
mix_42	0.153023906962528	0.111023438364031	0.0559299464786722	0.10149329939684	0.0232752547419664	0.119182941449331	0.292535340619888	0.143535871986744
mix_43	0.0355005231076022	0.0507524109616638	0.160626387863477	0.171134398141692	0.0428816996790826	0.116008659771307	0.268144075828325	0.154951844646851
mix_44	0.0518527235765978	0.0594003142603397	0.145190130537561	0.137967758341667	0.0388895756345761	0.131261909661493	0.289148141014331	0.146289446973435
