Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE
Mix_1	0.27780899430157	0.320766447398806	0.066816688067674	0.0275763709163673	0	0.0923093861305102	0.214722113185073	9999	0.647818351816103	0.813026371288812
Mix_2	0.34909253401877	0.201853007802352	0.0757787787999015	0.0154166094516082	0	0.163269998144573	0.194589071782796	9999	0.654386165399761	0.804275674708304
Mix_3	0.232916472471013	0.154200544551032	0.106159266563591	0.0363009458503548	0	0.167998955255797	0.302423815308212	9999	0.652875762625077	0.807966805769658
Mix_4	0.302356949397552	0.150243537001403	0.0694696402717987	0.0144200047540622	0	0.16222433664572	0.301285531929465	9999	0.659005457269727	0.800227518806221
Mix_5	0.482047654734902	0.0815827106824326	0.083323997397204	0.0415419969032283	0	0.129205825957625	0.182297814324608	9999	0.652958034761201	0.805584601067319
Mix_6	0.305983671973024	0.332706062324632	0.0764189220804185	0.031202269891981	0	0.0710126041556229	0.182676469574322	9999	0.643719390288905	0.817521876645816
Mix_7	0.299588313065431	0.117306113504558	0.0707654941221079	0	0	0.204376511750096	0.307963567557807	9999	0.663606560254928	0.795345645659655
Mix_8	0.343499320924494	0.266954996731656	0.0633922390219949	0	0	0.183904234731088	0.142249208590767	9999	0.656644374673432	0.801720611867814
Mix_9	0.348963779998238	0.162836783383175	0.088822706615396	0.0168562209932904	0	0.137737404257001	0.244783104752899	9999	0.65612190483272	0.802509728156701
Mix_10	0.379005410451309	0.246740283953342	0.066198968545962	0.028929059939855	0	0.0914556818631371	0.187670595246395	9999	0.649298626102176	0.809831059591645
Mix_11	0.308098479701528	0.16046157909857	0.0619463345424364	0.0019974105188547	0	0.22522252725324	0.24227366888537	9999	0.661644450798581	0.79691742816819
Mix_12	0.20283353703592	0.297195389193914	0.0653341944596614	0.00483797360683297	0	0.136795469683743	0.293003436019929	9999	0.65104302222262	0.810360949358329
Mix_13	0.429926546721506	0.12966650577843	0.0769635325379325	0.0237486895513697	0	0.149869296045377	0.189825429365385	9999	0.657480188430449	0.800353972844708
Mix_14	0.275675794587998	0.0678451712326237	0.0789503800800544	0.00341250860654204	0	0.18035282630358	0.393763319189201	9999	0.661714160180634	0.798989048600257
Mix_15	0.247580566502392	0.185086208275543	0.0623805836353129	0	0	0.22557075562992	0.279381885956833	9999	0.661938614883688	0.797312651244254
Mix_16	0.323754133713343	0.20459923903575	0.0771158644176786	0.00347940093495101	0	0.18404858779971	0.207002774098567	9999	0.658657696441273	0.799661519769833
Mix_17	0.268621230694124	0.161940392135443	0.067904661303415	0	0	0.212099257608084	0.289434458258934	9999	0.662864921966248	0.796082793097172
Mix_18	0.249649206878638	0.201534170312604	0.0573609509407837	0	0	0.248817012335003	0.242638659532972	9999	0.664376484895539	0.794291743592111
Mix_19	0.253084160574174	0.303247189738446	0.0628884267083305	0.0224098320047135	0	0.0885574739780536	0.269812916996283	9999	0.647640374453596	0.813542172144893
Mix_20	0.337260052594163	0.255712827750054	0.0718531317180238	0.0162218686394681	0	0.125647105136803	0.193305014161488	9999	0.653009558357501	0.805987250206315
Mix_21	0.325562416461256	0.291443495638448	0.0724867457777596	0.0104147837931129	0	0.127088081934374	0.17300447639505	9999	0.650923017315346	0.808641999313402
Mix_22	0.247825744956185	0.334538559803337	0.0605899542720763	0.0210373153261943	0	0.0775582688478492	0.258450156794358	9999	0.648034663574788	0.813355632883769
Mix_23	0.41590933204676	0.171645901141948	0.0746313604472224	0.0140051958437397	0	0.178341179345557	0.145467031174774	9999	0.656351970897872	0.801393114561942
Mix_24	0.187190744155533	0.238667719325875	0.0743573677025551	0	0	0.284254285261532	0.215529883554504	9999	0.662325154261882	0.797519116933695
