B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
Mix_33	0.1498	0.3857	0.3813	0.0141	0	0.0692
Mix_34	0.3513	0.113	0.3868	0.0191	0	0.1297
Mix_35	0.2414	0.2602	0.4474	0.0128	0	0.0381
Mix_36	0.2965	0.2507	0.3972	0.0109	0	0.0446
Mix_37	0.1572	0.1803	0.5877	0.0069	0.0037	0.0642
Mix_38	0.1248	0.2911	0.4698	0.0161	6e-04	0.0976
Mix_39	0.4548	0.2582	0.1415	0.0226	0	0.1228
Mix_40	0.2649	0.1485	0.5363	0.008	3e-04	0.042
Mix_41	0.2337	0.1499	0.5389	0.0125	0	0.065
Mix_42	0.3053	0.4136	0.2556	0.0097	0	0.0158
Mix_43	0.3606	0.124	0.4183	0.0123	0	0.0849
Mix_44	0.165	0.2086	0.5097	0.0158	0.0012	0.0998
Mix_45	0.1957	0.2722	0.4491	0.0112	3e-04	0.0716
Mix_46	0.3529	0.3559	0.2326	0.0109	0	0.0477
Mix_47	0.2918	0.1597	0.4164	0.0189	0	0.1131
Mix_48	0.3035	0.2719	0.3719	0.0111	0	0.0417
Mix_49	0.1414	0.2485	0.5736	0.012	0	0.0246
Mix_50	0.1682	0.4277	0.3372	0.0128	0	0.054
Mix_51	0.3058	0.3283	0.3036	0.013	0	0.0494
Mix_52	0.0872	0.2901	0.56	0.0099	0.0034	0.0494
Mix_53	0.3041	0.2583	0.3296	0.0127	0	0.0953
Mix_54	0.1718	0.0437	0.6327	0.0136	0.0068	0.1315
Mix_55	0.1011	0.1821	0.6377	0.016	0.0029	0.0603
Mix_56	0.1872	0.3426	0.3837	0.013	0	0.0734
Mix_57	0.047	0.2036	0.6521	0.0176	0.0041	0.0756
Mix_58	0.1853	0.3942	0.3755	0.0118	0	0.0331
Mix_59	0.1387	0.117	0.6726	0.01	0.0027	0.059
Mix_60	0.41	0.2882	0.2964	0.0054	0	0
Mix_61	0.3956	0.118	0.4051	0.0089	0	0.0724
Mix_62	0.4029	0.1106	0.4585	0.0073	0	0.0207
Mix_63	0.1291	0.1084	0.6215	0.0138	0.0059	0.1213
Mix_64	0.3269	0.1652	0.3631	0.0163	0	0.1285
Mix_65	0.3179	0.229	0.3399	0.0153	0	0.0979
Mix_66	0.3023	0.2661	0.4017	0.0096	0	0.0203
Mix_67	0.4885	0.1232	0.2726	0.0176	0	0.0982
Mix_68	0.2349	0.3783	0.3128	0.0132	0	0.0607
Mix_69	0.4083	0.1576	0.3811	0.0097	0	0.0433
Mix_70	0.2078	0.3973	0.336	0.0092	0	0.0496
Mix_71	0.2325	0.1603	0.5475	0.0085	0	0.0512
Mix_72	0.2277	0.4527	0.1918	0.0213	0	0.1066
Mix_73	0.0828	0.218	0.6342	0.0112	0.0027	0.0511
Mix_74	0.378	0.0856	0.4391	0.0126	0	0.0848
Mix_75	0.2037	0.1992	0.5484	0.0107	0	0.0379
Mix_76	0.2025	0.181	0.5732	0.01	0	0.0333
Mix_77	0.2458	0.2113	0.4118	0.0194	0	0.1116
Mix_78	0.0963	0.3462	0.5375	0.0097	0.0023	0.008
Mix_79	0.1264	0.0669	0.6833	0.0126	0.0062	0.1047
Mix_80	0.2537	0.355	0.3202	0.0176	0	0.0534
Mix_81	0.2569	0.154	0.4956	0.0115	6e-04	0.0815
Mix_82	0.271	0.2248	0.4912	0.0068	0	0.0062
Mix_83	0.3539	0.1666	0.3987	0.0118	0	0.069
Mix_84	0.2623	0.3122	0.3397	0.0113	0	0.0745
Mix_85	0.228	0.2381	0.5006	0.0103	0	0.023
Mix_86	0.1992	0.1368	0.5577	0.0112	0.0028	0.0923
Mix_87	0.546	0.0591	0.2962	0.0151	0	0.0836
Mix_88	0.3707	0.4036	0.1824	0.014	0	0.0292
Mix_89	0.0913	0.2207	0.5432	0.0159	0.006	0.1229
Mix_90	0.2252	0.1234	0.6026	0.0137	0	0.0352
Mix_91	0.5004	0.1942	0.2692	0.0116	0	0.0246
Mix_92	0.2793	0.1549	0.4777	0.0142	0	0.0738
Mix_93	0.2422	0.5094	0.1255	0.0242	0	0.0987
Mix_94	0.4019	0.3415	0.2087	0.0136	0	0.0343
Mix_95	0.2206	0.3024	0.4165	0.0156	0	0.0449
Mix_96	0.1414	0.3964	0.3996	0.0143	0	0.0482
Mix_97	0.3155	0.1125	0.4643	0.0126	0	0.0951
Mix_98	0.531	0.2114	0.0438	0.0333	0	0.1805
Mix_99	0.0319	0.5369	0.3991	0.0171	0	0.0151
Mix_100	0.3043	0.1779	0.3753	0.0224	0	0.1201
