ID,CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
S11477,8.224252,8.006526,8.503726,8.281046,10.127022,8.19321,8.835168,8.212156
S11480,8.184762,7.761718,8.415636,8.052042,9.958486,7.948202,8.596944,8.004626
S11486,8.073214,7.689954,8.16084,7.795884,9.635552,7.838176,8.446618,7.866778
S11501,7.683004,7.419198,8.008406,7.685886,9.580792,7.533294,8.126284,7.620392
S11504,8.021898,7.92999,8.23704,8.163574,9.585668,7.94089,8.686952,8.039496
S11507,8.11093,7.8143,8.028906,8.002314,9.634806,7.912336,8.72867,7.960396
S11518,8.344696,8.414732,8.826642,8.8083,9.813516,8.65448,9.207544,8.613782
S11525,8.090556,7.81727,8.207302,8.018714,9.681608,7.92393,8.63951,8.021844
S11531,8.06481,7.787374,8.36971,8.144256,9.647428,7.916512,8.594334,7.930028
S11532,8.30585,7.885284,8.340696,8.215676,9.75209,8.066242,8.724404,8.109672
S1154,8.197066,8.011482,8.34425,8.102318,9.836948,8.278328,8.943828,8.12371
S11542,7.83595,7.839678,8.099546,8.128306,9.74629,7.780912,8.514646,7.936786
S11543,8.30357,7.886704,8.509094,8.30253,10.030052,8.083772,8.740982,8.121718
S11546,8.304516,8.113484,8.53224,8.340306,10.11794,8.233834,8.865264,8.156292
S1155,8.002394,8.06811,8.490438,8.31158,10.042408,8.113714,8.612046,8.13921
S1156,7.81058,7.712686,7.952172,8.017606,9.429058,8.103192,8.678394,7.979636
S11568,8.124062,7.723224,8.26543,8.097058,9.975692,7.832422,8.543454,7.954048
S11576,8.412168,8.007654,8.526646,8.254378,9.85828,8.388642,8.934942,8.197658
S11584,8.272852,7.881756,8.426212,8.208504,10.040938,8.038176,8.580838,8.080726
S11586,8.439742,8.196518,8.71912,8.529808,10.20383,8.406394,8.883428,8.391186
S11590,8.375656,8.079818,8.680026,8.412562,10.073008,8.339068,8.82905,8.236468
S11592,7.94681,7.809316,8.111404,8.092356,9.659814,7.77589,8.675088,8.014988
S11593,8.512666,8.165212,8.504638,8.492372,10.083096,8.29396,8.898208,8.223876
S11599,8.050666,8.000352,8.368428,8.233042,9.883406,7.947056,8.566148,8.10195
S1160,8.103586,7.795874,8.132176,8.086716,9.62772,7.932346,8.697244,7.926516
S11610,7.893202,7.723314,8.222298,8.005378,10.02007,7.677816,8.641042,7.847456
S11615,8.24927,7.935796,8.427454,8.308442,9.87124,8.107574,8.762808,8.107734
S11629,8.343074,8.294324,8.680698,8.592552,10.235574,8.654018,9.37858,8.403476
S11631,8.463924,7.972266,8.566294,8.260936,9.605962,8.330302,8.851754,8.173352
S1164,8.327516,8.033326,8.501252,8.3781,10.012856,8.184908,8.809438,8.14218
S11642,7.593488,7.757578,8.151426,7.948356,9.591784,7.62753,8.204028,7.81452
S11656,7.893338,7.854264,8.359032,8.200284,9.665762,7.927162,8.61294,7.986322
S11663,8.22256,8.244442,8.60915,8.465242,10.027698,8.282458,8.898398,8.252644
S11667,8.384762,8.299766,8.746546,8.717112,10.089998,8.43297,9.003046,8.407594
S11668,8.170084,7.834614,8.328888,8.1612,9.85617,7.968614,8.651462,8.031438
S1167,8.095018,7.771438,8.312496,8.252732,9.88987,7.972444,8.604062,8.048334
S11673,7.851,7.704574,8.175608,8.125216,9.636696,7.741388,8.335064,7.966386
S11682,8.431848,8.010964,8.641896,8.446952,10.106808,8.279858,8.773432,8.23381
S11693,8.16791,7.882952,8.303638,8.153252,9.768308,8.03203,8.74975,8.105834
S11696,8.331286,7.880746,8.439208,8.177144,9.986266,8.152548,8.6723,8.050466
S11699,8.521354,7.994154,8.715612,8.410674,9.951328,8.333424,8.785152,8.275324
S117,7.386262,7.450172,7.745312,7.48686,9.229682,7.341706,8.2088,7.473514
S1170,8.431266,7.884494,8.340636,8.188062,9.860138,8.130918,8.731798,8.114026
S11709,8.120332,7.737634,8.389414,8.121154,9.812746,7.939684,8.482386,8.12158
S11713,8.238292,7.839586,8.234608,8.111152,9.31798,8.096368,8.689344,8.071386
S11717,8.055294,7.93189,8.31359,8.184478,9.820918,8.103146,8.970386,8.0839
S1173,8.015498,7.869936,8.39668,8.237842,9.965446,7.928978,8.533456,8.09419
S11731,8.277454,7.947842,8.604736,8.388144,10.330468,8.071716,8.515454,8.137944
S11732,8.198096,7.85948,8.222002,8.050404,9.91672,8.05907,8.784864,8.002726
S11733,8.142382,8.257754,8.61732,8.627898,9.869636,8.315962,9.012306,8.344326
S11734,8.12954,7.836612,8.265404,8.133594,9.875652,7.990744,8.61377,8.025024
S11735,8.349092,8.02778,8.604644,8.456934,10.057992,8.125554,8.6981,8.188806
S11737,7.773282,7.759538,8.166466,8.15061,9.645138,7.755022,8.42644,7.833948
S11745,8.072326,8.078378,8.419182,8.36357,9.98199,8.02121,8.831378,8.114886
S11760,7.766174,7.649284,8.065614,7.86634,9.720646,7.550084,8.375852,7.69602
S11761,8.629758,8.048886,8.102832,8.149454,9.267994,7.873704,8.887782,7.949704
S11769,7.917018,7.769022,8.314682,8.041496,9.932596,7.788794,8.49825,7.839024
S11783,8.428382,7.964222,8.442826,8.285472,9.900878,8.335148,8.909348,8.192844
S11784,8.292854,7.844382,8.416822,8.102046,9.883116,7.919786,8.45355,7.93986
S11786,8.329412,8.003554,8.48615,8.345458,10.1676,8.229474,8.82333,8.154384
S11797,8.040898,7.9602,8.405272,8.277876,9.885598,8.018216,8.690858,8.113834
S11799,8.135146,7.967068,8.303876,8.188304,9.801228,8.049184,8.62849,8.030676
S118,8.224026,7.935792,8.421858,8.333102,9.978958,8.10182,8.691266,8.053724
S11800,8.370098,8.027276,8.580804,8.2657,9.976768,8.348646,9.019512,8.283502
S11802,8.00958,8.047762,8.363076,8.212308,9.906204,8.051686,8.692724,8.117796
S11806,7.82446,7.700952,8.198924,8.016776,9.839448,7.709462,8.449964,7.867882
S11807,8.51967,8.259376,8.379946,8.29693,9.585786,8.06143,8.758788,7.947538
S11810,8.099774,7.753096,8.18503,8.115602,9.629722,7.916794,8.553358,7.881476
S11811,8.318486,8.082178,8.575696,8.379414,10.173948,8.263516,8.905516,8.258368
S11812,7.93714,7.75942,8.313484,8.189828,9.79604,7.83195,8.299982,7.846786
S11820,8.315692,8.004676,8.474738,8.293316,9.996446,8.213692,8.757976,8.250276
S11822,8.162026,7.726576,8.407058,8.074014,10.076976,7.977138,8.548614,8.01291
S11823,7.991686,7.785728,8.17897,8.038222,9.936256,7.863254,8.753958,7.89346
S11826,8.038714,7.781246,8.189488,8.160014,9.885314,7.960238,8.656406,8.006876
S1183,7.728188,7.838378,8.075318,7.885576,9.368212,7.750582,8.841736,7.893116
S1184,8.29109,8.00632,8.448398,8.20415,9.785446,8.225746,8.791738,8.140778
S11842,8.168066,8.152416,8.442816,8.356166,9.962486,8.36524,9.20558,8.306448
S11843,8.187712,7.90334,8.366036,8.173718,9.855224,7.999226,8.600312,8.096302
S11844,8.242574,7.866424,8.541516,8.360838,9.930452,8.079914,8.703828,8.103956
S11850,7.829638,8.14784,8.450444,8.581674,9.805116,7.918298,8.629204,8.147874
S11853,8.086484,7.769264,8.129592,8.003998,9.8646,7.95103,8.623352,7.891478
S11857,7.96393,7.787448,8.275856,8.1512,9.8562,7.793618,8.493662,7.930178
S11858,8.014628,7.68619,8.337426,8.070752,9.84988,7.878978,8.51124,7.864314
S11860,8.238272,8.05524,8.526286,8.35379,9.999946,8.204504,8.887002,8.173812
S11864,8.134036,7.860212,8.632608,8.243588,9.74069,7.912168,8.53866,8.034624
S11870,8.284812,7.900626,8.42133,8.124972,9.991216,8.199022,8.868246,8.16294
S11875,8.29958,7.753964,8.328708,8.120056,9.964566,8.00992,8.559132,8.02913
S11877,7.49526,7.51145,8.094246,7.676344,9.554718,7.446812,8.42482,7.614692
S11878,8.322886,8.449748,8.748912,8.706024,9.99528,8.662536,9.342926,8.39624
S11882,7.941832,7.644278,8.13368,7.89188,9.501974,7.780216,8.48484,7.782714
S11883,7.698478,7.545044,8.146632,7.814614,9.81532,7.530476,8.273904,7.641512
S11884,8.43065,8.09929,8.824446,8.613968,10.13944,8.266992,8.741404,8.228214
S11886,7.993312,7.760054,8.251614,8.06512,9.787944,7.96901,8.470408,7.886626
S11897,8.532048,8.068036,8.594566,8.381604,10.159074,8.347012,8.896018,8.200326
S1190,8.379114,7.90657,8.411458,8.192058,9.810024,8.108442,8.61229,8.10162
S11903,8.136054,7.827486,8.2545,8.155582,10.095046,7.999974,8.695134,8.026132
S11905,7.9899,7.878952,8.48276,8.111504,9.861548,7.76636,8.45785,7.888586
S11907,8.051148,8.328582,8.4296,8.288792,9.93696,8.21166,9.033472,8.117058
S11914,7.79061,7.753838,8.249738,7.97359,9.928108,7.793874,8.651106,7.810948
S11917,8.198362,8.030496,8.36333,8.313052,10.02213,8.215272,8.876312,8.15371
S11928,7.971702,7.977876,8.459742,8.319254,9.872374,8.065494,8.729414,8.149994
S11929,8.298364,7.90477,8.481504,8.20839,10.064378,8.03719,8.703424,8.136414
S1193,8.35388,7.906048,8.382798,8.124466,9.671214,8.087128,8.716046,8.003258
S11930,8.160444,7.965982,8.368686,8.313626,9.855986,8.057364,8.806112,8.16419
S11934,8.18295,7.747648,8.052576,8.107782,9.70551,7.959072,8.60046,7.97385
S11939,8.304424,7.79502,8.525692,8.054622,10.07582,8.007002,8.407654,8.043332
S11944,8.248772,7.980428,8.256576,8.199314,9.969858,8.17967,8.894648,8.052994
S11945,7.779658,8.071784,8.30588,8.306724,9.903448,8.25013,9.172754,8.138552
S11957,8.42369,7.880934,8.592104,8.165988,10.108976,8.176272,8.391126,8.22703
S11958,8.035926,8.09456,8.532524,8.51165,10.108118,8.020772,8.574826,8.09092
S1196,8.038436,8.012878,8.410304,8.131986,10.142034,7.977746,8.531286,8.095612
S11960,8.057322,7.811006,8.215656,8.097694,9.774416,7.946932,8.606604,7.94025
S11965,7.946418,7.647002,7.987742,7.919304,9.655524,7.964126,8.818682,7.95792
S11967,7.998212,7.835554,8.313028,8.22247,9.943006,7.936738,8.532786,7.95974
S1197,7.9229,7.820306,8.313428,8.069574,9.76337,7.806144,8.539658,7.891782
S11973,8.442436,8.351462,8.552874,8.584528,10.031448,8.698696,9.310128,8.431274
S11974,8.263936,7.89758,8.551438,8.180374,10.014292,8.157346,8.830844,8.182118
S11980,8.349978,7.947104,8.519648,8.313912,10.096022,8.145506,8.728904,8.19257
S11985,8.291728,8.065586,8.556944,8.40373,9.93101,8.263554,8.794534,8.275428
S11987,8.068484,7.96357,8.481946,8.2007,10.142802,8.056984,8.558466,8.03516
S11993,8.286368,8.038996,8.496784,8.376678,10.035178,8.197802,8.85935,8.252666
S12001,8.080384,7.72136,8.308312,8.160516,9.86514,7.821682,8.398962,7.88857
S12004,7.887646,8.077392,8.495528,8.371442,9.631228,8.000702,8.572818,8.083484
S12006,8.297998,7.746182,8.028132,7.929866,9.57912,7.850438,8.569824,7.873182
S12010,7.798194,7.828474,8.202376,8.217772,9.591694,7.839762,8.59325,7.989054
S12011,8.20056,8.08184,8.638924,8.429798,9.990196,8.183346,8.865142,8.194616
S12012,7.637354,7.705866,8.261018,7.876276,9.770222,7.727206,8.396854,7.812
S12022,7.918816,8.087,8.482966,8.296588,9.66341,8.006616,8.623868,7.96687
S12043,8.630322,8.0058,8.676448,8.376492,10.065118,8.350348,8.732436,8.264878
S12052,8.231236,7.877356,8.225394,8.197024,9.894216,8.162854,8.875466,8.119868
S12056,8.250326,7.87078,8.298962,8.20348,9.986156,7.965952,8.733452,8.030102
S12057,8.1464,7.831882,8.368256,7.997222,9.96974,7.993842,8.692372,8.020038
S12058,7.663724,7.588378,8.136658,7.870116,9.84785,7.569154,8.354248,7.76551
S12061,8.260648,8.060766,8.314676,8.259298,9.9148,8.193386,8.895556,8.132938
S12064,8.131632,8.070754,8.498596,8.33351,9.82967,8.470866,9.095522,8.352426
S12073,7.938414,8.223,8.605314,8.454198,10.24052,8.169216,8.791928,8.183782
S12076,7.920412,7.682492,8.214138,8.025168,9.748182,7.718364,8.379788,7.86719
S12079,7.863222,7.726426,8.142972,7.888282,9.879386,7.907408,8.625152,7.812094
S12089,8.035386,7.783108,8.351112,8.034342,9.783032,7.788756,8.506988,7.879384
S12098,8.214426,7.95308,8.289216,8.27977,9.972932,8.26097,8.852932,8.104668
S1210,8.33394,7.987198,8.382862,8.293892,10.018436,8.18538,8.691954,8.113584
S12101,7.84558,7.77134,8.093604,8.016112,9.722138,7.703074,8.405824,7.848762
S12105,8.479842,8.14392,8.584832,8.413766,10.051588,8.397162,9.067206,8.314444
S12106,7.59403,7.888178,8.25826,8.137668,9.747984,7.763782,8.404352,7.771932
S1212,8.305666,7.895112,8.42954,8.172424,9.86031,8.157884,8.359872,8.17573
S12120,8.362122,7.820394,8.662736,8.277114,10.06083,8.008938,8.174862,8.186908
S12129,8.326098,8.01891,8.407514,8.30749,9.981982,8.141364,8.733434,8.124874
S12137,8.403776,7.868248,8.518854,8.227318,10.076668,8.051018,8.500124,8.03709
S12140,7.900858,7.817412,8.25278,7.942402,9.708618,8.027306,8.711678,7.991838
S12159,8.389626,8.103844,8.427924,8.40583,9.987008,8.364326,9.12552,8.263642
S12170,8.24083,7.831896,8.37769,8.255828,10.074426,8.00092,8.607672,8.085578
S12178,8.21423,7.78662,8.242022,8.072416,9.737098,8.09113,8.570194,8.07085
S12179,8.460278,7.933694,8.366706,8.24264,9.915998,8.22772,8.790028,8.162744
S1218,7.983068,7.92971,8.219338,8.085702,9.789258,7.972416,8.859832,7.918772
S12182,7.867172,7.66137,8.16908,8.079636,9.708996,7.744684,8.49644,7.825564
S12196,8.192098,8.025728,8.348668,8.30094,9.914494,8.17382,8.71519,8.132976
S12198,8.08707,7.977128,8.362428,8.143218,10.024368,8.062364,8.950138,8.134258
S1220,8.320608,7.960592,8.422846,8.163062,9.844696,8.243384,8.869404,8.073126
S12200,8.237638,7.662074,8.22328,7.934906,9.841372,7.954456,8.51497,7.947156
S12202,8.05086,7.866678,8.349332,8.172666,9.918862,7.94759,8.446332,8.105424
S12206,8.204082,8.092372,8.578236,8.490126,10.027106,8.248436,8.786442,8.26219
S12208,8.29019,8.013654,8.60004,8.401622,9.75786,8.250786,8.83601,8.233262
S12215,8.29834,7.895428,8.486116,8.279574,9.81344,8.041788,8.690218,8.02233
S12221,8.570648,8.000234,8.629622,8.540812,9.996828,8.344004,8.364602,8.372106
S12228,8.12104,8.229348,8.614722,8.541476,9.951826,8.268196,8.971198,8.118542
S12231,8.11291,7.79865,8.337202,8.034742,9.914904,7.904412,8.591488,7.956436
S12240,7.864032,8.056938,8.22565,8.21419,9.582198,8.19623,9.160152,8.137762
S12241,8.178632,7.976056,8.541802,8.297538,9.761186,8.04935,8.661166,8.11319
S12244,8.142568,7.80147,8.407084,8.12783,9.80746,7.883982,8.491782,7.95915
S12245,8.097798,7.780228,8.33709,8.086824,9.89972,7.945002,8.548514,7.93287
S12249,8.194114,8.138798,8.5497,8.564834,9.888266,8.321342,8.850024,8.227562
S12251,8.199968,7.796912,8.506766,8.086832,9.800246,7.959022,8.552254,7.985672
S12261,7.846964,7.620864,8.174596,7.948316,9.60042,7.649086,8.346944,7.862476
S12264,8.263616,7.937706,8.46383,8.291286,9.917602,8.236024,8.80949,8.212876
S12265,8.035934,7.859092,8.34929,8.148932,9.965072,7.981772,8.719938,8.041564
S12271,8.319254,7.902178,8.531532,8.204082,10.020036,8.054538,8.599322,8.080242
S12276,8.346974,8.056696,8.51988,8.517654,9.893608,8.277038,8.83497,8.214918
S12278,8.34261,7.824718,8.456092,8.243778,9.949394,8.127284,8.553406,8.08805
S12279,8.336806,8.346556,8.700682,8.503862,10.182642,8.548134,9.1883,8.351516
S12282,8.155098,7.991502,8.418334,8.134982,9.895838,7.93316,8.756384,8.037392
S12285,8.292952,7.989856,8.448674,8.181288,9.887026,8.109616,8.721826,8.17251
S12291,8.329664,7.972436,8.304824,8.179076,10.010012,8.175672,8.798434,8.1077
S12294,8.274732,7.849608,8.516932,8.257674,10.0823,8.09425,8.688282,8.120412
S12308,8.202528,7.75406,8.372854,8.207116,9.81478,7.95567,8.484832,8.099242
S12335,8.158138,8.06652,8.585146,8.366004,9.861628,8.34522,8.811882,8.25445
S12344,8.369182,8.27755,8.629258,8.5112,10.121746,8.63759,9.362952,8.417004
S12347,8.229872,7.93828,8.494972,8.191802,9.851174,7.977044,8.615098,7.948038
S12348,8.21191,7.987306,8.244838,8.344882,9.950038,8.195342,8.878524,8.146304
S12354,8.256482,7.812624,8.332418,8.138796,9.604232,7.832856,8.26096,8.16502
S1236,8.250244,7.911204,8.271996,8.337952,10.031638,8.095686,8.613552,8.076254
S12365,8.0935,7.826284,8.299602,8.005528,9.714026,7.9722,8.757738,8.042112
S12366,8.262566,7.986012,8.58328,8.208802,10.128638,8.081502,8.552824,8.009112
S12374,8.449318,7.951528,8.435406,8.21824,10.068562,8.13236,8.754114,8.171236
S12385,8.321396,8.230852,8.828796,8.604866,10.175588,8.387264,8.818678,8.323328
S1239,8.314446,7.973234,8.51049,8.263652,9.883296,8.150372,8.712142,8.138282
S12391,8.237166,7.85825,8.316068,8.196298,9.946556,8.058288,8.769168,8.109296
S12394,8.076082,7.87287,8.309732,8.10893,9.946352,7.93581,8.633728,7.935176
S12406,8.241262,8.026792,8.4732,8.298946,10.16679,8.197176,8.863682,8.098712
S1241,7.888344,7.942108,8.388338,8.121086,9.999508,8.027042,8.821808,7.963766
S12410,7.879564,7.818104,8.20999,8.145476,9.620558,7.756564,8.584554,7.85759
S12417,8.168534,7.822218,8.289332,8.037406,9.922058,7.92464,8.536256,7.93527
S12419,8.241546,8.277444,8.612934,8.554348,10.205024,8.388302,9.10944,8.243802
S12428,8.055508,7.81681,8.279734,8.112066,9.757136,8.019974,8.695128,7.986706
S12431,8.46147,7.933722,8.506274,8.246694,10.12012,8.190264,8.59637,8.187274
S12432,8.368118,8.04528,8.456072,8.56047,9.910002,8.28492,8.78747,8.231492
S12436,8.200294,8.100544,8.431746,8.36605,10.026464,8.230132,8.889416,8.151798
S12437,8.319992,7.99114,8.644904,8.418896,10.087862,8.194372,8.74393,8.236752
S12439,7.975232,8.13358,8.499704,8.38191,9.866936,8.114756,8.872488,8.119892
S12440,8.053962,7.787956,8.240296,7.989816,9.829026,7.875482,8.645554,7.928496
S12441,8.234964,7.942886,8.673818,8.349874,9.928252,7.963318,8.33621,8.265628
S12447,8.149076,7.926828,8.494508,8.23865,10.076278,8.101674,8.816998,8.061312
S12450,8.016832,7.776108,8.352906,8.129438,10.188436,7.980076,8.44964,8.081464
S12452,8.2977,7.781284,8.358262,8.091142,9.800314,8.101536,8.579802,8.048708
S1246,8.31643,7.896198,8.450572,8.200222,9.92255,8.10162,8.784714,8.141812
S12463,8.21391,7.764272,8.289018,8.09918,9.839178,8.085772,8.734508,8.061
S12464,8.347182,8.087602,8.245314,8.295278,9.60756,8.26158,8.932872,8.21826
S12488,8.258704,7.80889,8.08011,8.012588,9.438398,7.879546,8.56545,7.900642
S12489,8.02505,7.884836,8.395104,8.119156,9.920786,7.846084,8.585682,7.913916
S12496,7.969196,8.062496,8.367514,8.142626,9.747078,8.13829,9.159366,8.12752
S12500,8.256528,7.7315,8.354318,8.150484,9.861234,7.87611,8.461466,8.02991
S12501,8.254458,7.96462,8.465594,8.34629,9.949816,8.240474,8.926824,8.249036
S1251,8.121588,7.815646,8.275006,8.137056,9.870464,8.114904,8.68659,7.923292
S12516,8.415316,8.487566,8.777634,8.783194,10.019192,8.707462,9.209946,8.471704
S1252,8.207966,7.966166,8.458102,8.244974,9.995366,8.092072,8.693988,8.124798
S12524,8.086436,8.02932,8.421938,8.370766,10.061682,8.233914,8.859254,8.15851
S12527,7.98882,7.731998,8.225546,7.972532,9.881668,7.906718,8.46482,7.863564
S12535,8.043028,8.274568,8.90154,8.524262,10.34384,8.23733,8.856582,8.202388
S12540,8.278316,7.816006,8.465776,8.150618,9.934376,8.000372,8.472038,8.103226
S12548,8.319366,7.972756,8.505768,8.368002,9.936414,8.11403,8.509442,8.102974
S12556,8.334304,8.020458,8.586724,8.32989,10.090166,8.283148,8.86337,8.191314
S12563,8.232656,7.98083,8.621948,8.26612,10.022676,8.033692,8.647908,8.107222
S12568,8.871046,8.29865,8.39547,8.179556,9.564094,8.178112,8.939684,7.95985
S12569,8.274542,7.918044,8.400918,8.14223,9.822358,8.101046,8.785648,8.056656
S12570,8.235186,7.963946,8.62902,8.36472,9.952108,8.149432,8.646046,8.171008
S12577,8.274666,8.11461,8.47845,8.445662,10.181958,8.293446,8.864368,8.20553
S12582,8.250064,7.959212,8.68633,8.15925,9.897792,8.080514,8.690966,8.052412
S12583,8.304778,7.984406,8.558748,8.40418,10.064656,8.287018,8.861756,8.189522
S12585,8.178198,7.880632,8.28651,8.092742,9.73322,7.940684,8.687064,7.905808
S12590,7.988734,7.833536,8.084278,7.861138,9.759812,7.925258,8.831876,7.926298
S12596,8.072596,7.991024,8.542792,8.323756,9.918536,8.05436,8.590612,8.106002
S12597,8.287006,7.874082,8.464678,8.20507,9.987668,8.038948,8.66359,8.050656
S12604,8.216324,8.009854,8.293598,8.167436,9.734616,8.215506,8.778714,8.095962
S12605,8.188558,7.690156,8.200594,8.106442,9.67537,7.852858,8.553832,7.98803
S12608,8.011512,7.79081,8.407336,8.12252,9.761388,7.871606,8.566364,7.995706
S12617,8.23036,8.128328,8.437766,8.527176,9.935858,8.417056,9.116756,8.228926
S12618,8.100922,7.825402,8.197606,8.044224,9.774848,8.1533,8.681224,8.014308
S12624,8.135096,7.808542,8.318084,8.163976,9.891296,7.961024,8.48212,8.00893
S12628,8.097926,7.737742,8.279754,8.153446,9.734782,7.80975,8.387202,7.863766
S12637,8.206734,7.84515,8.318654,8.193242,9.882078,8.045452,8.7304,8.036734
S12655,8.220022,7.945138,8.402728,8.274528,9.881106,8.256576,8.827176,8.169312
S12658,8.244682,8.176726,8.68729,8.535872,10.300276,8.21828,8.785454,8.226268
S1266,8.362558,8.068338,8.410266,8.300612,9.947674,8.18111,8.957872,8.20038
S12665,8.300398,7.849818,8.621362,8.353182,9.826838,8.038786,8.255358,8.310752
S12666,8.25779,8.028046,8.386606,8.269934,9.870226,8.182346,8.669378,8.141666
S12667,8.198976,7.907448,8.28213,8.19348,9.754174,8.014732,8.651188,8.025758
S12675,8.271356,8.059862,8.254914,8.223542,9.815854,8.32128,8.931724,8.26718
S12682,8.244266,7.78414,8.393238,8.07935,9.778538,7.994404,8.564192,8.00704
S12691,8.153864,7.735798,8.285712,8.08327,9.951636,7.887248,8.552772,7.91961
S12704,8.247574,8.197516,8.627236,8.608096,10.039716,8.395798,8.912258,8.28134
S12706,7.930876,7.868892,8.03284,7.972546,9.695674,7.919918,8.750512,7.931692
S12707,8.415578,8.130296,8.638278,8.446492,10.085966,8.447262,9.129812,8.297238
S12721,8.220674,7.974996,8.296092,8.479262,9.941666,8.204006,8.784592,8.165834
S12722,8.02813,7.891578,8.435024,8.120972,9.880674,8.005968,8.572014,8.05244
S12731,7.85011,7.744622,8.243612,7.956178,9.91249,7.689076,8.461674,7.782012
S12734,8.343666,7.75855,8.250524,8.031388,9.571882,7.937974,8.64175,8.02658
S12735,8.063296,7.7912,8.342286,8.062066,9.765008,7.965602,8.693632,7.943802
S12736,8.197952,8.166658,8.841064,8.507952,10.079502,8.20227,8.709936,8.139844
S12742,8.210558,7.834404,8.467042,8.290676,10.115862,7.934026,8.579872,7.977746
