ID,HPCA_B_cells,HPCA_Monocytes_CD14plusCD16minus,HPCA_NK_cells,HPCA_Neutrophils,HPCA_T_cells_CD4+,HPCA_T_cells_CD8+
S13618,6.78761,8.56426,7.176554,8.823638,7.536332,7.528784
S13625,6.824526,8.32127,7.345974,8.59723,7.588226,7.547714
S13627,6.842398,8.306522,7.170266,8.704696,7.22058,7.218976
S13633,7.3525,8.268764,7.446138,8.54292,7.784982,7.818546
S13636,6.76904,8.370316,7.342252,8.22534,7.354392,7.31421
S13638,6.728892,8.579518,7.07763,8.851316,6.994212,7.095388
S13646,6.972834,8.608994,7.378118,8.758556,7.442564,7.505458
S13647,7.210758,8.245486,7.47432,8.562358,8.035268,7.97603
S13649,6.849486,8.358922,7.273512,8.572662,7.434062,7.450746
S1365,7.088068,8.468398,7.302262,8.751016,7.66542,7.621646
S13654,7.013148,8.166016,6.967668,8.67198,7.218242,7.241834
S13656,7.216754,8.685878,7.438262,8.809434,7.395916,7.60137
S13658,6.615926,8.317166,7.042808,8.566034,7.37629,7.18197
S13664,6.576382,8.475068,6.894544,8.776788,7.058106,6.909752
S13672,6.66431,8.619188,7.097084,8.74961,7.39349,7.219766
S13674,6.84802,8.189552,7.213782,8.531782,7.356242,7.388088
S13675,7.047752,8.765142,7.276922,9.05576,7.61096,7.679592
S13678,6.854784,8.529088,7.13025,8.639702,7.583422,7.480382
S13679,6.80744,8.698538,6.977476,9.030016,7.443956,7.347894
S13698,7.125898,8.353544,7.263394,8.73658,7.77415,7.765388
S13706,6.586442,7.937744,6.837382,8.248074,7.303176,7.115904
S13708,6.852716,8.628294,7.213136,8.754156,7.631498,7.468662
S1371,6.900282,8.1212,7.224358,8.566296,7.590046,7.532452
S13716,6.890428,8.15259,7.225528,8.31105,7.788838,7.62328
S13717,7.128894,8.438194,7.505728,8.682442,7.978746,8.00074
S13725,6.732616,8.400036,6.98714,8.749114,7.342832,7.203052
S1373,6.913186,8.514026,7.075746,8.90193,7.224708,7.22698
S13749,6.899896,8.223536,7.248238,8.423994,7.377288,7.427306
S13751,6.5185,8.02872,7.078934,8.300814,7.0688,7.165198
S13759,6.903122,8.367266,7.300936,8.61601,7.541998,7.591762
S13761,6.84346,8.376622,7.217362,8.75592,7.739316,7.568624
S13766,6.644728,7.955332,7.085208,8.183124,7.545402,7.357572
S13778,6.72352,8.213042,7.154646,8.629378,7.698926,7.508096
S1378,6.875432,7.856694,7.050496,7.675674,7.69589,7.374236
S13780,7.009618,8.214176,7.186378,8.39031,7.717964,7.552622
S13785,6.727256,8.283358,7.009922,8.345182,7.331788,7.137658
S13789,7.01072,8.49885,7.343356,8.989934,7.626524,7.604022
S13791,6.825704,8.25961,7.057124,8.216042,7.18846,7.096908
S13794,6.618998,8.239506,7.139018,8.461846,7.390344,7.24866
S13795,7.062578,8.303966,7.309276,8.644756,7.799276,7.733454
S13796,6.798062,8.204942,6.985904,8.559276,7.315712,7.125466
S13824,7.003086,8.402436,7.088016,8.63533,7.701266,7.40896
S13827,7.144794,8.287796,7.31014,8.557706,7.92358,7.78377
S13834,6.50236,7.999482,7.12866,8.315128,7.084752,7.0949
S13837,7.148502,8.605656,7.146482,8.881836,7.452566,7.295568
S13846,6.939444,8.743206,7.533666,8.655528,7.463962,7.685076
S1385,6.947876,8.309442,6.996994,8.64942,7.556142,7.309128
S13851,6.832098,8.298964,7.143734,8.746292,7.620818,7.57456
S13856,6.76522,8.078916,7.048118,8.332322,7.221672,7.21975
S13858,7.18134,7.956164,7.536956,7.918238,8.318384,8.135124
S13866,6.880638,8.370758,7.47612,8.726242,7.695282,7.74164
S13877,7.247416,8.541642,7.365222,8.84276,8.0978,8.014124
S13881,6.69733,8.409938,7.155002,8.677548,7.308932,7.34156
S13883,7.169912,8.442798,7.383056,8.798488,7.939876,7.981164
S13903,6.492584,8.168134,6.809654,8.61848,7.037514,6.783318
S13904,7.229502,8.405972,7.21861,8.72654,7.489452,7.512194
S13920,6.55998,8.164728,7.19373,8.382884,7.281516,7.26268
S13925,6.707804,8.215604,6.948012,8.522092,7.215208,7.151078
S13926,7.112398,8.42523,7.445624,8.709226,7.941502,7.994134
S1393,6.985178,7.831432,7.170968,8.18221,7.834532,7.614518
S13936,7.04099,8.130678,7.255058,8.370648,7.728042,7.485892
S13938,6.761528,8.047756,7.053022,8.436818,7.321398,7.194094
S13948,7.201684,8.299434,7.568032,8.532408,7.905922,8.030022
S13952,7.329816,8.30718,7.464398,8.235866,8.054146,7.956534
S13955,6.969824,8.227804,7.204688,8.468578,7.699592,7.60283
S13956,6.444866,8.093278,7.166746,8.335304,6.923832,7.07132
S13959,7.503302,8.39052,7.424508,8.648426,7.9777,7.860836
S13972,6.917388,8.380594,7.373988,8.455294,7.599592,7.664738
S13980,6.790524,8.67941,6.764064,8.911554,6.786252,6.794888
S13982,6.541496,7.991884,7.253164,8.013658,7.388262,7.453262
S13988,6.844686,8.18471,6.739544,8.810276,7.41916,7.132656
S14012,7.186804,8.348912,6.9689,8.427174,7.382688,7.216546
S14014,6.83983,8.24513,7.155492,8.61109,7.530836,7.491834
S14022,6.829714,8.27763,7.037706,8.64603,7.430992,7.38286
S14028,6.773148,8.145054,7.073444,8.300742,7.34305,7.10053
S14030,6.476982,8.126286,7.004184,8.212924,7.045352,6.988468
S14035,7.211728,8.256058,7.415594,8.557254,7.988976,7.86764
S14037,6.495206,8.075542,7.176696,8.215294,7.17556,7.199226
S14038,6.5299,8.491108,7.41571,8.931756,7.541792,7.534306
S14049,6.87786,8.615534,7.04314,8.567538,7.633206,7.470726
S14051,6.65182,8.479974,7.414176,8.740312,7.391054,7.520406
S14056,6.861634,8.230716,7.330848,8.50188,7.863862,7.784308
S14070,6.73222,8.42009,7.25061,8.500002,7.363732,7.439368
S1408,7.0366,8.647496,6.994616,9.055446,7.356748,7.241224
S14089,6.99807,8.4176,6.979326,8.75786,7.370594,7.280372
S14090,6.888358,8.456378,7.408694,8.695662,7.676774,7.668794
S14121,6.768726,8.725324,7.287636,9.149584,7.239426,7.450332
S14122,7.067154,8.090522,6.99456,8.17608,7.630828,7.360552
S14129,6.670766,8.402038,7.59959,8.758364,7.554544,7.87101
S14133,7.140206,8.51183,7.529122,9.038858,7.557332,7.89542
S14138,6.890244,8.185602,7.0157,8.58554,7.673058,7.469136
S14141,7.256898,8.342038,7.161662,8.64922,7.501132,7.46975
S14151,6.560188,8.075794,7.092494,8.597536,7.27957,7.27846
S14154,7.09898,8.16451,7.12633,8.371538,7.676976,7.490484
S14157,7.263156,8.339754,7.450494,8.487612,7.880194,7.776964
S14161,6.810804,8.360066,7.12557,8.600736,7.557464,7.442716
S14167,6.980628,8.23037,7.451784,8.596578,7.637494,7.788682
S14185,6.975126,8.561728,7.394094,8.899546,7.670864,7.635054
S1419,6.641658,8.46407,7.228268,8.699218,7.317154,7.389836
S14193,7.02259,8.59102,7.352998,8.772214,7.711144,7.717276
S14197,6.79601,8.404492,7.438834,8.670278,7.4245,7.719262
S142,6.72376,8.157648,7.05036,8.531668,7.42481,7.246746
S14206,6.793812,7.75771,7.017648,7.875128,7.728506,7.333598
S14215,7.058112,8.531508,7.053534,8.824022,7.587454,7.36887
S14220,6.60693,8.153714,7.245354,8.412338,7.100948,7.286946
S14222,6.661386,8.400724,7.472146,8.570298,7.665328,7.607048
S14225,6.897762,8.250384,7.0722,8.378762,7.44301,7.462844
S1423,7.206062,8.462292,7.09382,9.05933,7.413224,7.38612
S14233,7.001138,8.437054,7.156652,8.57947,7.428136,7.287074
S14251,6.927208,8.298376,7.33383,8.655432,7.689172,7.733164
S14260,7.086944,8.26564,7.325808,8.613088,8.059792,7.91675
S14266,7.456702,8.785956,7.64424,9.03318,8.108546,8.186118
S14278,6.755638,8.521288,7.1285,8.732876,7.0197,7.094802
S14280,6.853664,8.284712,7.264814,8.723402,7.448076,7.464704
S14286,7.151026,8.00355,7.109802,7.992554,7.783536,7.465374
S14287,7.443062,8.599786,7.385514,9.056262,7.828406,7.955038
S14290,6.92802,8.192938,7.144914,8.332092,7.550736,7.399882
S14297,6.977186,8.51506,7.35161,8.61417,7.75835,7.584762
S14303,6.52411,7.649974,6.845028,8.193916,7.090714,6.870558
S14305,6.74618,8.341418,7.291304,8.618086,7.440884,7.444624
S1432,7.529156,8.488456,7.506776,8.533126,8.090602,8.11872
S14320,6.83511,8.328236,7.259238,8.60696,7.520298,7.53715
S14332,6.920232,8.092422,7.087584,8.302188,7.670958,7.296952
S14339,6.613142,8.56024,7.382384,8.875286,7.556186,7.653056
S14340,7.115198,8.343206,7.68987,8.684506,7.885628,8.15296
S14342,7.022578,8.441616,7.317468,8.720392,7.737592,7.7377
S14346,6.894326,8.459616,6.72235,8.624362,7.03278,6.835726
S14348,7.399236,8.496122,7.443676,8.865908,7.853332,7.896682
S14354,7.31003,8.267958,7.195254,8.661592,7.915068,7.6172
S14358,6.615542,8.436152,6.970834,8.77368,7.109644,7.015458
S1436,6.896728,8.059084,7.316118,8.256138,7.48119,7.380308
S1437,6.735114,8.411428,7.24656,8.692126,7.431254,7.479074
S14372,7.125396,8.365448,7.081566,8.366736,7.353312,7.373256
S14379,6.912034,8.250352,7.39667,8.554654,7.895708,7.829516
S14381,6.788552,8.311658,7.335322,8.425078,7.464982,7.571072
S14389,7.324594,8.412934,7.217464,8.822276,7.949022,7.725988
S14392,7.179374,8.5195,7.191392,8.830758,7.540392,7.479902
S14393,7.054372,8.375888,7.426638,8.55625,7.828234,7.894126
S14395,6.47194,8.661906,6.91076,8.804808,6.822482,6.788336
S14397,7.890604,7.809922,7.059086,8.140726,7.166982,7.341252
S144,6.882318,8.191806,7.23095,8.570426,7.56049,7.553802
S14402,7.224236,8.502552,7.5319,8.602926,7.937696,7.960894
S14405,6.638978,8.076296,7.067146,8.34208,7.114322,7.023122
S14409,6.645682,8.32091,7.020734,8.591614,7.215466,7.214764
S1441,7.353826,8.015862,7.246656,8.283368,7.640572,7.583262
S14414,6.963396,8.529346,7.40176,8.749424,7.737806,7.77564
S14415,6.637066,8.263186,6.690458,8.702332,6.941816,6.779878
S14416,7.111414,8.534996,7.21031,8.773998,7.693482,7.626724
S14417,6.921968,8.191348,7.086076,8.622622,7.54496,7.573978
S14428,6.787756,8.39605,7.206328,8.74062,7.386318,7.394106
S14432,6.566482,8.135764,7.18209,8.670834,7.26016,7.399234
S14433,7.208372,8.333444,7.436672,8.641112,7.662294,7.829982
S14434,7.005122,8.158196,7.355606,8.429078,7.671872,7.84716
S14437,6.928386,8.58426,7.33748,8.854366,7.72729,7.912056
S14438,6.93296,8.30216,7.373894,8.644794,7.650246,7.672882
S14440,7.156262,8.416988,7.531238,8.692892,7.792468,7.785376
S14462,6.724036,8.515496,7.22021,8.843142,7.336622,7.362824
S14467,6.94263,7.952732,6.987644,7.956266,7.496526,7.279556
S14469,7.073234,8.192204,7.261048,8.359662,7.844482,7.732094
S14488,7.041028,8.57946,7.299896,8.90487,7.879682,7.71244
S14492,7.173854,8.896666,7.507528,9.239668,7.80964,7.84681
S14493,6.915102,8.54114,6.978064,8.763734,7.510988,7.31781
S14495,7.16346,8.297262,7.388784,8.661456,7.936472,7.998852
S14502,6.94543,8.339502,7.255752,8.697822,7.700962,7.58557
S14507,6.646276,8.196074,7.036418,8.229608,7.104754,7.200128
S14513,7.166082,8.228228,7.26243,8.587138,7.625626,7.621656
S14522,6.505672,8.2581,7.032448,8.207982,7.300784,7.04799
S14532,6.66832,8.666166,7.062346,9.194036,7.252454,7.173984
S14533,7.153704,8.0957,7.786402,8.043564,8.137024,8.17704
S14534,6.63962,8.46922,7.077316,8.974388,7.192298,7.102494
S14538,7.010392,8.398686,7.629646,8.478384,7.73981,7.918694
S1454,7.091506,8.464912,7.22987,8.78685,7.756964,7.62369
S14549,6.334306,8.227354,7.11588,8.182296,6.988768,7.21185
S14554,6.622182,8.477556,6.809138,8.96942,6.872766,6.818584
S14562,6.598918,8.301714,7.187064,8.526412,7.38675,7.314408
S14564,7.120846,8.574236,7.561306,8.370302,7.955152,7.87178
S1457,7.315306,8.380082,7.511136,8.528538,7.675822,7.867616
S14570,6.810722,8.3686,7.222854,8.971458,7.522894,7.433342
S14571,6.921252,8.807852,7.264646,9.119878,7.64249,7.632816
S14579,6.779006,8.450134,7.326906,8.6355,7.56414,7.580982
S1458,6.781464,8.461808,6.933976,8.624286,7.19049,7.117624
S1459,7.060854,8.812774,7.540478,8.858196,7.605554,7.832608
S14594,7.103224,8.251432,7.103372,8.690354,7.733528,7.57755
S14595,6.52741,8.378842,7.233514,8.598536,7.329812,7.35676
S14599,7.008648,8.008618,7.139494,7.829622,7.656708,7.505904
S14608,6.679416,8.190672,7.180658,8.513388,7.660946,7.577098
S14614,6.926988,8.324212,6.9833,8.540332,7.309068,7.133732
S14619,6.886642,8.49048,7.37013,8.81682,7.767898,7.786318
S14640,6.997294,8.8429,6.834472,9.292602,7.249882,7.059696
S14641,7.047186,8.412814,7.250898,8.552464,7.847006,7.762926
S14644,6.914174,8.062448,7.550378,8.465428,7.889826,8.007576
S14647,6.881572,8.291416,7.300636,8.550268,7.514898,7.450564
S1465,6.689858,7.898328,7.114704,8.157494,7.386048,7.449286
S14650,7.101486,8.442126,7.15761,8.957854,7.863606,7.71837
S14653,6.643814,8.076046,6.78834,8.250736,7.142508,6.819754
S14660,6.722634,8.394326,7.178222,8.542086,7.281926,7.352898
S14663,7.069292,8.339604,7.208238,8.559938,7.599032,7.479936
S14664,6.898682,8.201408,7.148786,8.759788,7.394694,7.35475
S14674,6.754884,8.4682,7.045964,8.84762,7.3768,7.2652
S14676,6.872994,8.135276,7.295872,8.512566,7.638904,7.574886
S14678,6.984952,8.272736,7.150354,8.490524,7.55472,7.41927
S14682,6.762776,8.147418,7.15607,8.659936,7.511768,7.422138
S14683,6.743838,8.290248,7.080936,8.597644,7.401132,7.305344
S14685,6.67003,8.800154,7.125774,9.315388,7.049708,7.08364
S14694,7.219036,8.304232,7.15609,8.628876,7.595138,7.506486
S14696,7.11256,8.593518,7.119088,8.95484,7.664792,7.500222
S14705,7.495524,8.692914,7.201444,8.742812,7.687984,7.739192
S14707,7.090288,8.607486,7.191694,8.746806,7.680404,7.596758
S14714,7.39138,8.108696,7.315572,8.20873,8.044524,8.009622
S14729,6.958166,8.203874,7.259468,8.461256,7.598626,7.52756
S14733,6.964914,8.071722,7.602254,8.47117,7.696212,7.96796
S14735,7.101498,8.4121,7.211458,8.846686,7.760192,7.712826
S14749,6.64282,8.056674,6.901752,8.343816,7.47167,7.20959
S14761,6.494844,8.243996,6.954472,8.405078,6.986892,6.922936
S14762,6.565644,7.633232,6.860182,8.144096,7.108234,6.981756
S14766,6.867262,8.20591,7.282598,8.697124,7.683258,7.700684
S14767,6.726456,8.31273,7.088606,8.629592,7.43962,7.280238
S14769,6.620642,7.69391,6.868228,8.07957,7.188654,6.985154
S14770,8.112608,6.603988,6.52321,6.776424,6.90891,6.662922
S14774,6.916654,8.499266,7.435632,8.858156,7.542842,7.721242
S14780,6.8094,7.969596,7.203726,7.919188,7.63967,7.527148
S14793,6.81228,8.468812,7.267276,8.803556,7.503694,7.549686
S14796,7.1885,8.3643,7.275586,8.352996,7.855112,7.734894
S14803,6.66772,7.906072,7.177746,8.072208,7.386088,7.264952
S14804,6.778596,8.197588,7.488434,8.44024,7.835106,7.88375
S14805,6.700084,8.449582,7.267996,8.757112,7.413426,7.390258
S14814,6.898698,8.296244,7.578276,8.534038,7.810994,7.92154
S14816,6.421192,8.170076,6.89002,8.69332,6.889944,6.762794
S1482,6.754074,7.97127,6.934046,8.285518,7.55102,7.347232
S14823,6.891122,8.587292,7.05134,8.789498,7.314524,7.239632
S14824,6.790136,8.30012,7.61714,8.23871,7.947166,7.921094
S14829,6.861462,7.834458,7.049416,8.225206,7.393344,7.207032
S14838,6.891402,8.56087,7.08267,8.948978,7.394632,7.28687
S14841,6.65781,8.323334,7.214472,8.550952,7.468878,7.401572
S14848,6.696796,8.096172,7.284954,8.23567,7.329824,7.30421
S14853,7.071472,8.38388,7.296762,8.687734,7.749444,7.700906
S1486,6.47449,7.845028,6.991556,8.307964,6.977112,6.951074
S14862,6.812674,8.345542,7.164452,8.516956,7.581456,7.444336
S14873,6.826612,8.284492,7.707156,8.553484,7.915508,7.95734
S14885,6.84927,8.31338,7.245396,8.499736,7.821952,7.612318
S14888,7.080528,8.286874,7.23295,8.625736,7.967824,7.665938
S14890,6.673888,8.280318,7.014582,8.581836,7.345074,7.232512
S14895,6.67874,8.043014,7.216106,8.29523,7.275424,7.29723
S14896,7.02057,8.60204,7.215922,8.813884,7.663072,7.654906
S14900,6.964278,8.490838,7.327254,8.877658,7.739918,7.805184
S14906,6.854702,8.196206,7.199066,8.530398,7.475694,7.431512
S14909,7.036864,8.204926,7.13916,8.5137,7.669322,7.591068
S1491,6.668802,8.442644,7.303952,8.788516,7.648348,7.721548
S14913,6.91112,8.024224,7.325648,8.459904,7.686284,7.6719
S14914,6.908164,8.84612,7.264714,9.229522,7.655954,7.522748
S14916,7.371572,7.911914,7.23384,8.012218,8.198648,7.887338
S14919,6.875376,8.645384,7.135614,9.201096,7.452514,7.351138
S14949,7.168886,8.215988,7.309244,8.505406,8.02756,7.89066
S1495,6.828278,7.841922,7.106316,8.089344,7.579948,7.285904
S14954,7.077372,8.242786,7.0585,8.524154,7.85947,7.532422
S14956,6.960932,8.470866,7.423178,8.74441,7.815442,7.864346
S14961,7.50424,7.320728,6.871218,7.383832,7.065204,6.894414
S14976,6.998788,8.116154,6.908096,8.453242,7.303684,7.142264
S14978,6.740712,8.31167,7.166002,8.307286,7.532038,7.383384
S14980,6.969702,8.287558,6.998352,8.765996,7.730458,7.575746
S14983,6.779388,8.553198,7.178016,8.848406,7.572818,7.455026
S14989,6.796002,8.539518,7.153122,8.902094,7.515748,7.45385
S14991,7.206192,8.382024,7.06748,8.919142,7.301624,7.320336
S14999,6.597704,7.811908,6.971452,8.022834,7.332134,7.19328
S15000,7.19598,8.629714,7.231444,8.82034,7.912366,7.881496
S15012,6.618434,8.403692,7.092776,8.571366,7.162268,7.066048
S15013,6.773186,8.281458,7.006338,8.489804,7.344886,7.29973
S1502,7.072232,8.013154,7.386316,8.246678,7.926756,7.847978
S15023,7.029432,8.16613,7.015806,8.494704,7.579224,7.34327
S15024,6.794064,8.70411,7.308286,9.060926,7.436858,7.469386
S15025,7.176674,8.609846,7.35355,8.97211,7.68161,7.695618
S15032,7.224642,8.681928,7.467166,9.026932,7.851834,7.84255
S15033,6.839192,8.409288,7.523476,8.70359,7.527622,7.723184
S15041,7.132156,8.39152,7.238482,8.66828,7.788938,7.652532
S1505,6.789646,8.521118,6.988326,8.986028,7.166802,7.198078
S15054,7.392758,8.948668,7.191984,9.23699,7.668364,7.564574
S15061,7.000632,8.334606,7.243806,8.530162,7.775692,7.68532
S15063,6.782714,8.219566,7.353254,8.422174,7.653644,7.628096
S15065,7.078692,8.066534,7.612226,8.197692,7.835092,7.83966
S15069,7.092818,8.533664,7.298018,8.649188,7.776656,7.655668
S15070,7.009426,8.490308,7.194162,8.8567,7.642324,7.616748
S15071,7.151512,8.557202,7.056314,8.659396,7.69623,7.437392
S15077,6.652616,8.099054,7.198038,8.335808,7.3508,7.408764
S15078,7.528454,8.358976,7.448786,8.63168,7.896802,7.742452
S1508,6.982698,7.76926,7.18903,8.149042,7.711336,7.629608
S15080,7.020532,8.42758,7.297566,8.769074,7.93652,7.758214
S15085,6.808212,8.315772,7.385522,8.664502,7.55398,7.759112
S15089,7.09281,8.290398,7.344014,8.551646,7.750784,7.7498
S15092,6.83433,8.07175,7.214732,8.551476,7.34944,7.37302
S15093,6.867296,8.239482,7.173476,8.524504,7.49814,7.285188
S15099,6.76885,7.854202,6.963814,8.03433,7.25873,7.05523
S1510,6.84887,8.196872,7.139154,8.125478,7.832666,7.533212
S15100,6.977982,8.024064,7.335484,8.237684,7.894024,7.846696
S15107,6.895942,8.307454,7.157276,8.80521,7.469238,7.340874
S15108,6.826426,8.511324,7.450074,8.586192,7.504202,7.680794
S1511,7.009098,8.63336,7.491118,8.860544,7.84099,7.922578
S15110,6.804462,8.171382,7.337226,8.532014,7.540482,7.500944
S15111,6.734464,8.065332,7.176636,8.55699,7.292898,7.324602
S15113,6.78271,8.187246,6.930004,8.448934,7.090684,6.984922
S15115,6.848862,8.082238,7.353688,8.235402,7.57081,7.612634
S15120,7.035332,8.354522,7.126098,8.68535,7.691968,7.593214
S15121,7.265362,7.881352,7.137574,8.128572,7.643938,7.484026
S15124,6.807966,8.170184,7.27298,8.40519,7.507448,7.529352
S15126,6.665414,8.10417,7.231482,8.349912,7.47043,7.397234
S15129,6.881182,8.423704,7.178916,8.871396,7.450906,7.426328
S15130,6.969632,8.342996,7.565572,8.67827,7.86293,8.004834
S15153,6.579352,8.44335,7.397592,8.64999,7.351246,7.42889
S15160,6.604248,8.508356,7.40908,8.997072,7.527944,7.595432
S15167,6.635646,8.04643,7.085852,8.351606,7.234458,7.242106
S1517,6.798152,8.661584,7.238964,8.888374,7.559008,7.437204
S15179,6.983048,8.32018,7.170712,8.431596,7.398148,7.436978
S15184,7.212772,8.376676,6.998632,8.50364,7.542962,7.441026
S15192,7.332976,8.441404,7.471048,8.506316,7.693892,7.83941
S15193,6.886418,8.374754,7.167766,8.47684,7.615798,7.54035
S15198,6.905814,8.3481,7.22577,9.067542,7.293968,7.397596
S1520,6.797708,8.366514,7.070286,8.638322,7.372328,7.295894
S15208,6.901724,8.351838,7.188624,8.409732,7.564022,7.550274
S1521,6.46003,7.97102,6.86759,8.294472,7.004808,6.920018
S15216,7.038654,8.201556,7.215196,8.70742,7.510484,7.532062
S15218,6.426062,8.029298,6.894502,8.432928,6.869928,6.849434
S1522,6.955688,8.565386,7.21443,8.940168,7.609176,7.507722
S15223,6.723018,8.367464,7.116538,8.457068,7.373482,7.274844
S15237,7.306524,8.438354,7.26417,8.658436,7.952866,7.847228
S15239,7.119512,8.497332,7.205992,8.888028,7.682534,7.621322
S15241,6.393174,8.102034,6.996204,8.186802,7.143882,6.99642
S15246,6.631864,8.446754,7.261754,8.79752,7.523786,7.427582
S15254,7.105334,7.85072,7.040266,7.764498,7.89548,7.593712
S15258,6.81756,8.344304,7.287222,8.56133,7.383898,7.374416
S15259,7.192266,8.325892,7.43387,8.653174,8.028548,8.133398
S15264,6.958182,8.711344,7.687854,9.029956,7.988152,8.07283
S15266,6.521722,7.828138,6.91767,7.982952,7.069738,6.951688
S15273,6.65078,8.570932,7.184732,8.86069,7.298038,7.25175
S1528,6.89206,8.491818,7.306544,9.055742,7.518644,7.44941
S15285,6.812134,8.109852,7.309192,8.42625,7.857992,7.793074
S15294,6.842564,8.31207,7.679032,8.310762,7.916134,8.043776
S15304,6.806626,8.564044,6.934676,8.978344,7.50007,7.158596
S15308,6.67269,8.193884,7.397666,8.650438,7.575864,7.673642
S15313,7.140408,8.35584,7.239726,8.774454,7.718866,7.588756
S15329,6.848544,8.566888,7.23609,8.78693,7.354174,7.443618
S1533,6.424528,7.957342,6.659106,8.256978,7.152104,6.97623
S15338,6.781742,8.032978,7.28458,8.46903,7.700726,7.685504
S15340,7.159822,8.184652,7.163126,8.5282,7.55516,7.644144
S15345,6.466092,8.461894,6.999008,8.823794,7.064862,6.918012
S15354,6.55774,8.163304,7.168018,8.286352,6.970178,7.02568
S15366,6.697806,7.973392,7.106118,8.064292,7.226008,7.203284
S15368,6.963224,8.283752,7.161152,8.627642,7.590012,7.408778
S15372,6.57388,8.736002,7.39532,8.833362,7.515862,7.438208
S15374,6.892656,7.997304,7.269164,8.206914,7.553466,7.348334
S15375,7.263252,8.607368,7.392374,9.051968,7.839898,7.821236
S15380,6.78198,7.924828,7.040948,8.28649,7.495636,7.294698
S15382,6.736614,8.173608,7.162788,8.4008,7.67361,7.446542
S1539,7.0381,8.407798,7.518868,8.525768,7.696984,7.8614
S15394,6.694622,8.041316,7.207038,8.23292,7.544222,7.337934
S15401,6.855598,8.169378,7.092158,8.376736,7.597304,7.394506
S15413,6.585584,7.877272,6.994034,8.117336,7.184148,6.963972
S15417,6.949436,8.57676,7.180346,8.986528,7.62699,7.469192
S1542,6.82342,8.078446,7.028552,8.299274,7.421632,7.195634
S15420,6.812932,7.92763,7.547932,7.879078,7.778912,7.717238
S15427,7.162858,8.238902,7.238482,8.472668,7.77371,7.572804
S15428,7.071302,8.051822,7.328658,8.130032,7.687424,7.525466
S15429,6.635346,8.106518,6.952842,8.497084,7.206866,7.071994
S15432,6.764162,8.387732,7.182932,8.542058,7.344902,7.318228
S15433,6.99441,8.352374,7.351456,8.4236,7.614616,7.684638
S1544,7.217776,8.49389,7.486502,8.977112,7.89394,7.962568
S15446,6.840326,8.336074,7.253502,8.491184,7.536588,7.462482
S15452,7.11113,8.611684,7.331118,8.91939,7.587016,7.85431
S15455,6.745824,8.4555,7.257406,8.823208,7.199274,7.40757
S15458,7.018416,8.184934,7.164562,8.348136,7.49411,7.451636
S1546,6.971876,8.777248,7.291812,9.133704,7.566104,7.67777
S15463,6.970566,8.447038,7.097886,8.785502,7.669682,7.562712
S15470,6.699778,8.10192,7.250758,8.525714,7.441324,7.476792
S15479,6.891922,8.57928,7.343282,8.995832,7.605374,7.689076
S15487,6.866416,8.21748,7.30481,8.457812,7.646168,7.603572
S15490,6.444872,7.883722,7.225146,8.206686,7.560636,7.471768
S15496,7.200776,7.995998,7.52498,8.104172,7.933932,8.04069
S1550,7.020032,8.483922,7.224818,8.664326,7.590462,7.49919
S15503,6.719374,8.45733,7.161286,8.750942,7.157784,7.236818
S15513,7.239874,8.627486,7.182262,9.014422,7.805256,7.558426
S15515,7.164994,8.675446,7.43603,8.913944,7.727378,7.817032
S15525,6.939496,8.398116,7.210648,8.622752,7.311334,7.234564
S15526,7.17854,8.322358,7.396278,8.684548,7.805422,7.917186
S15527,6.932372,8.488614,7.115956,8.831336,7.340924,7.393976
S15528,7.074108,8.590082,7.49157,8.843016,7.721962,7.795302
S15543,6.738014,8.063562,7.381582,8.507472,7.512442,7.68078
S15545,6.507702,8.581006,6.841378,8.9572,7.291222,7.007348
S15556,7.018102,8.524448,7.354678,8.787844,7.746626,7.684764
S15558,6.790274,8.199444,7.100556,8.382632,7.30639,7.278576
S15570,6.316322,7.896138,6.779996,8.29505,6.698442,6.617178
S15571,7.222162,8.262916,7.103664,8.50527,7.63668,7.498206
S15574,6.902982,8.072994,7.13336,8.316292,7.584576,7.480866
S15580,6.886464,8.443238,7.100926,8.617494,7.590292,7.486486
S15585,6.707412,8.154252,7.388968,8.413434,7.5363,7.611026
S15587,6.94371,8.253242,7.225156,8.609156,7.717998,7.604024
S15589,6.83124,8.337786,7.275944,8.675248,7.706874,7.6725
S15600,7.021856,8.338548,7.17325,8.480154,7.532126,7.330608
S15605,6.648054,8.138616,7.043114,8.491394,7.336606,7.238158
S1561,6.80411,8.531722,7.188708,8.75865,7.452196,7.251184
S15618,7.243262,8.225396,7.478016,8.404062,8.035526,8.091174
S15621,6.541264,7.832584,6.908894,8.371724,7.315738,7.136046
S15628,6.8485,8.519832,7.541898,8.766948,7.563386,7.77375
S15629,7.021038,8.440718,7.485492,8.568226,7.655456,7.772724
S15631,6.894134,8.19578,7.233984,8.360834,7.584418,7.47154
S15634,6.758734,8.296962,7.074676,8.506728,7.4527,7.36117
S1564,6.77462,8.90897,7.48675,8.842996,7.24511,7.39667
S15648,7.104108,8.391184,7.526072,8.64489,7.79827,7.934346
S15659,7.02887,8.61594,7.477278,8.804752,7.79035,7.902156
S15677,7.31993,8.490308,7.522428,8.70505,8.15257,8.130612
S15683,6.696118,8.488888,7.133868,8.675772,7.293688,7.146024
S15689,6.799632,8.090266,6.964216,8.538872,7.40449,7.243578
