CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
A	0.0056360205188067	0.00641500371482276	0.00600007632974097	0.00748891389170695	0.0053613280936347	0.00555861295462041	0.00733296312241262	0.00742214156707693	0.00715693639719741
B	0.00588617782199948	0.00743246309792795	0.00689140715713976	0.00834608838951761	0.00613574833174223	0.00632698690062538	0.00896807207459878	0.00869279695188107	0.00795552121955657
C	0.00196783982089136	0.00550740700170337	0.00783342919813138	0.00943860292915033	0.00715375060331906	0.00702571514834318	0.00640104102655735	0.00945115351390117	0.00928584255160168
D	0.00215709720076559	0.0062263619013943	0.00843797900265519	0.0100599004631892	0.00774104449657581	0.00757168858087367	0.00746953933765021	0.0104256404488599	0.00999035224318049
E	0.00313716038150542	0.00656533972475664	0.00788860050006922	0.00939012886085301	0.00725252442378821	0.00713816683514296	0.0104068140982641	0.010671835110387	0.0094705656333664
F	0.0028220099849158	0.00207708140091144	0.00295705304666975	0.00348007410682232	0.00241387636312391	0.00275048453692424	0.0108813066454257	0.00400393351502165	0.00296495563494125
G	0.00606535036118991	0.00356943822822214	0.00280592530867958	0.00378613843059868	0.00223197218176307	0.00270331050003715	0.00315130418836892	0.00291863178641697	0.00309832339870433
H	0.00759937472330962	0.00495523505240685	0.00404877192965432	0.0052356592861971	0.00328304738064022	0.00378001333414627	0.00288010436165319	0.00455571710480694	0.00450123943732252
I	0.00740214362525865	0.00540036709861073	0.00400180679845703	0.00504411492208182	0.00339521365191679	0.00376683336385301	0.00314667850491824	0.00474140576108559	0.00447062206401994
J	0.000567638280880827	0.00721324404824597	0.00975516713668879	0.0116871165164629	0.00894997781190464	0.00889192415154996	0.0068249377703955	0.0119058034380069	0.0113313841940284
K	0.00058653403764959	0.00680561299787884	0.00898430012033472	0.0107096207862595	0.00822108105674805	0.00814409319042632	0.00997803181830531	0.0119214707641697	0.0108444541801262
L	0.00281214715884938	0.00632499107978186	0.00910851309034594	0.0110504571383293	0.00804794198215218	0.00831767623005161	0.00661037165605206	0.0108789104891025	0.0103735761046688
