Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
mix_1,0,0.456718252215035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134486666767587,0.277276466696313,0,0,0,0,0,0,0,0,0,0,0.0523231573298845,0,0,0.0791954569911817,0
mix_2,0,0.460626442179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149969923718621,0.301719879009731,0,0,0,0,0,0,0,0,0,0,0.037706220066175,0,0,0.04997753502648,0
mix_3,0,0.493226051365113,0,0,0,0,0,0,0,0,0,0,0,0.0689027859449078,0,0,0,0,0.181524550351636,0,0,0,0,0,0,0,0,0,0,0.0394540988244258,0,0,0.216892513513947,0
mix_4,0,0.497884514258672,0,0,0,0,0,0,0,0,0,0,0,0.0545697793867358,0,0,0,0.0421632212678906,0.211746784420236,0,0,0,0,0,0,0,0,0,0,0.0403228567462043,0,0,0.153312843920313,0
mix_5,0,0.487047011408299,0,0,0,0,0,0,0,0,0,0,0,0.0627437553214067,0,0,0,0.0353638137786717,0.20495146231579,0,0,0,0,0,0,0,0,0,0,0.035737749200908,0,0,0.17415620797496,0
mix_6,0,0.484631923843216,0,0,0,0,0,0,0,0,0,0,0,0.0247434676204847,0,0,0,0.073045628293085,0.234638516942197,0,0,0,0,0,0,0,0,0,0,0.0558410413415047,0,0,0.127099421959505,0
mix_7,0,0.527587753337718,0,0,0,0,0,0,0,0,0,0,0,0.0492230305268949,0,0,0,0.0148986490202291,0.196206181395756,0,0,0,0,0,0,0,0,0,0,0.0523513516874429,0,0,0.159733034031985,0
mix_8,0,0.522061478483514,0,0,0,0,0,0,0,0,0,0,0,0.00746804388314675,0,0,0,0.105345139411761,0.247323352773782,0,0,0,0,0,0,0,0,0,0,0.0568200544299947,0,0,0.0609819310178136,0
mix_9,0,0.454842114995889,0,0,0,0,0,0,0,0,0,0,0,0.0150298578842162,0,0,0,0.0866985688393972,0.244712881557626,0,0,0,0,0,0,0,0,0,0,0.0570931784925748,0,0,0.141623398230348,0
mix_10,0,0.541790990841646,0,0,0,0,0,0,0,0,0,0,0,0.0403384902593249,0,0,0,0.0219068030367148,0.203858521023515,0,0,0,0,0,0,0,0,0,0,0.0581943228168681,0,0,0.13391087202193,0
mix_11,0,0.464038451165446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143889415988463,0.297841508516021,0,0,0,0,0,0,0,0,0,0,0.0417970823837281,0,0,0.0524335419463469,0
mix_12,0,0.448980613030031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10641883967099,0.269338291582886,0,0,0,0,0,0,0,0,0,0,0.0589121051921652,0,0,0.11635015052393,0
mix_13,0,0.554596918445041,0,0,0,0,0,0,0,0,0,0,0,0.0491439718633315,0,0,0,0.01664659804116,0.198923019284029,0,0,0,0,0,0,0,0,0,0,0.051970744342155,0,0,0.128718748024264,0
mix_14,0,0.551373428314191,0,0,0,0,0,0,0,0,0,0,0,0.044887328032369,0,0,0,0.0151840638368649,0.204633963193526,0,0,0,0,0,0,0,0,0,0,0.0554889984371871,0,0,0.128432218185826,0
mix_15,0,0.522688909777041,0,0,0.0124619586218891,0,0,0,0,0,0,0,0,0.0457481425636091,0,0,0,0,0.198273963106877,0,0,0,0,0,0,0,0,0,0,0.0524301092998159,0,0,0.168396916630768,0
mix_16,0,0.499915520121545,0,0,0,0,0,0,0,0,0,0,0,0.0469523961427082,0,0,0,0.0119454666057494,0.205237819495049,0,0,0,0,0,0,0,0,0,0,0.0531389110853294,0,0,0.182809886549622,0
mix_17,0,0.592064174093249,0,0,0,0,0,0,0,0,0,0,0,0.0568880531443848,0,0,0,0,0.131151799707864,0,0,0,0,0,0,0,0,0,0,0.070698188901631,0.014843830109563,0,0.134353954043316,0
mix_18,0,0.486786221054568,0,0.00080401934633598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164624717752176,0.294137958837823,0,0,0,0,0,0,0,0,0,0,0.0413238481016471,0,0,0.0123232349074507,0
mix_19,0,0.504231892564805,0,0,0,0,0,0,0,0,0,0,0,0.0252068266909249,0,0,0,0.0722084686465528,0.234285247798263,0,0,0,0,0,0,0,0,0,0,0.055826325242609,0,0,0.108241239056858,0
mix_20,0,0.466067038082449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162391947645459,0,0,0,0,0,0,0,0,0,0,0.0505993493092926,0.0606475953839356,0,0.260294069578882,0
mix_21,0,0.516094274673838,0,0,0,0,0,0,0,0,0,0,0,0.049017393279244,0,0,0,0.0127012484399465,0.198152477421587,0,0,0,0,0,0,0,0,0,0,0.0530206646715412,0,0,0.171013941513819,0
mix_22,0,0.501426628338789,0,0,0,0,0,0,0,0,0,0,0,0.0284403793775031,0,0,0,0.0715811767236228,0.234204420736076,0,0,0,0,0,0,0,0,0,0,0.0494482312797982,0,0,0.114899163544238,0
mix_23,0,0.520869190338236,0,0,0,0,0,0,0,0,0,0,0,0.0334869052115746,0,0,0,0.0704355972983049,0.221477489307872,0,0,0,0,0,0,0,0,0,0,0.0519833474760092,0,0,0.10174747036799,0
mix_24,0,0.482181841943,0,0.00354031679600353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173439492985566,0.300136972447264,0,0,0,0,0,0,0,0,0,0,0.0375438125759965,0,0,0.00315756325216781,0
mix_25,0,0.462142615022781,0,0,0,0,0,0,0,0,0,0,0,0.0330639538926582,0,0,0,0.0646823488594084,0.225757666837195,0,0,0,0,0,0,0,0,0,0,0.052604465250957,0,0,0.161748950137003,0
mix_26,0,0.450302699253426,0,0,0.0117254778721816,0,0,0,0,0,0,0,0,0.0677082217538959,0,0,0,0,0.174357326708417,0,0,0,0,0,0,0,0,0,0,0.0340010270009938,0,0,0.261905247411099,0
mix_27,0,0.520854129018164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148784425668949,0.290204730435305,0,0,0,0,0,0,0,0,0,0,0.0401567148775833,0,0,0,0
mix_28,0,0.487392433969374,0,0,0,0,0,0,0,0,0,0,0,0.0736168258387413,0,0,0,0,0.167581592047186,0,0,0,0,0,0,0,0,0,0,0.0305302076298919,0,0,0.240878940514828,0
mix_29,0,0.480764748490186,0,0,0,0,0,0,0,0,0,0,0,0.0272397128767667,0,0,0,0.0720253227556567,0.229494287208159,0,0,0,0,0,0,0,0,0,0,0.0547398738184195,0,0,0.135736054850808,0
mix_30,0,0.490915423290283,0,0,0,0,0,0,0,0,0,0,0,0.0335656153993022,0,0,0,0.0663396700966377,0.224474392210411,0,0,0,0,0,0,0,0,0,0,0.0517788258815413,0,0,0.132926073121842,0
mix_31,0,0.4793440240036,0,0,0,0,0,0,0,0,0,0,0,0.0268876686710739,0,0,0,0.0722253236773043,0.230272320539875,0,0,0,0,0,0,0,0,0,0,0.054924223544273,0,0,0.136346439563855,0
mix_32,0,0.488012525787075,0,0,0,0,0,0,0,0,0,0,0,0.0594722305965117,0,0,0,0.0352938517551546,0.210091687586661,0,0,0,0,0,0,0,0,0,0,0.0380628864528922,0,0,0.169066817821702,0
mix_33,0,0.497911451678316,0,0,0,0,0,0,0,0,0,0,0,0.0165835132182381,0,0,0,0.0860106618504956,0.238235441888699,0,0,0,0,0,0,0,0,0,0,0.0601715541166721,0,0,0.10108737724758,0
mix_34,0,0.454775372722987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139848355273926,0.282825502251223,0,0,0,0,0,0,0,0,0,0,0.0488572618454576,0,0,0.0736935079064065,0
mix_35,0,0.467007446577163,0,0,0,0,0,0,0,0,0,0,0,0.0105776685112127,0,0,0,0.086693657416512,0.251059530180566,0,0,0,0,0,0,0,0,0,0,0.0598182019307112,0,0,0.124843495383858,0
mix_36,0,0.528186660454253,0,0,0,0,0,0,0,0,0,0,0,0.0506360571007651,0,0,0,0.0146057264528665,0.194992533023918,0,0,0,0,0,0,0,0,0,0,0.0512598070821638,0,0,0.160319215886017,0
mix_37,0,0.523861604013386,0,0,0,0,0,0,0,0,0,0,0,0.0456342968362514,0,0,0,0.0192716457231789,0.199479451774843,0,0,0,0,0,0,0,0,0,0,0.0537191292674019,0,0,0.158033872384917,0
mix_38,0,0.474952897730869,0,0,0,0,0,0,0,0,0,0,0,0.076788452414744,0,0,0,0,0.176669074945955,0,0,0,0,0,0,0,0,0,0,0.0313400928089001,0,0,0.24024948209942,0
mix_39,0,0.534332101226081,0,0,0,0,0,0,0,0,0,0,0,0.0681500341444454,0,0,0,0,0.185394716483755,0,0,0,0,0,0,0,0,0,0,0.0400931707307051,0,0,0.172029977415028,0
mix_40,0,0.49473919567573,0,0,0,0,0,0,0,0,0,0,0,0.0253960513522291,0,0,0,0.0738469421105848,0.234516099611029,0,0,0,0,0,0,0,0,0,0,0.0551050563034475,0,0,0.116396654947013,0
mix_41,0,0.45972487890023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109735252657179,0.274858178278582,0,0,0,0,0,0,0,0,0,0,0.0555220820359365,0,0,0.10015960812808,0
mix_42,0,0.533092203359986,0,0,0,0,0,0,0,0,0,0,0,0.0854886022086598,0,0,0,0,0.1635082731867,0,0,0,0,0,0,0,0,0,0,0.0264413881983112,0,0,0.191469533046362,0
