Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
mix_1	0.0376	0	0.0679	0.0728	0.0833	0	0.0718	0.0748	0	0.0258	0.021	0.0298	0.0681	0.0148	0	0.0123	6e-04	0.0987	0.0227	0.0329	0	0	0	0	0	0	0	0	0	0	0	0	0.0594	0.2057
mix_2	0.0392	0	0.0951	0.0332	0.0514	0.0027	0.0826	0.1446	0	0.0427	0.0329	0.0331	0.0654	8e-04	0	0.0054	0	0.0749	0.037	0.0316	0	0	0	0	0	0.0066	0.0029	0	0	0	0	5e-04	0.1041	0.1132
mix_3	0.0524	0	0.08	0.0936	0.0359	0	0.0413	0.0693	0	0.0225	0.018	0.1077	0.1043	0.0228	0	0.0248	0.0054	0.0996	0.0207	0.0304	0	0	0	0	0	0.0252	0.0263	0	0	0	0	0.0084	0.0876	0.0238
mix_4	0.0254	0	0.0954	0.0204	0.0494	0	0.0247	0.0033	0	0.0187	0.0098	0.0429	0.0934	0.0535	0	0.0194	0.0273	0.0671	0.0384	0.0398	0	0	0	0.0097	0	0	0.0061	0	0	0	0	0.0147	0.1865	0.1543
mix_5	0.0391	0	0.087	0.0435	0.0471	0	0.0068	0.0059	0	0.0178	2e-04	0.0871	0.1081	0.0586	0	0.0269	0.033	0.0744	0.0335	0.0383	0	0	0	0	0	0.0067	0.0255	0.0032	0	0	0	0.0068	0.1106	0.1397
mix_6	0.0263	0	0.0902	0.0141	0.0565	0	0.0356	0.025	0	0.019	0.014	0.0547	0.092	0.0454	0	0.0202	0.0168	0.0619	0.0361	0.0348	0	0	0	0.0047	0	0.0054	0.0132	0	0	0	0	0.0115	0.1527	0.1698
mix_7	0.0485	0	0.0839	0.0511	0.0352	0	0.005	0.0269	0	0.0192	0.0087	0.1072	0.109	0.0538	0	0.027	0.0225	0.0796	0.0315	0.0367	0	0	0	0	0	0.0107	0.0281	0.0104	0	0	0	0.0088	0.0963	0.0997
mix_8	0.0507	0	0.0665	0.0384	0.0598	0	0.0498	0.0924	0	0.0296	0.0178	0.0837	0.0948	0.0381	0	0.0213	0	0.0679	0.0346	0.0313	0	0	0	0	0	0.009	0.0124	0	0	0	0	0	0.0867	0.1151
mix_9	0.0176	0	0.0986	0.0174	0.0572	0	0.0366	0.0079	0	0.018	0.0128	0.0266	0.0775	0.0395	0	0.0172	0.0235	0.063	0.0371	0.0355	0	0	0	0.0098	0	0	0	0	0	0	0	0.0123	0.1709	0.2209
mix_10	0.0201	0	0.1093	0.0976	0.0248	0	0.0421	0.041	0	0.0192	0.0253	0.0402	0.0882	0.0326	0	0.0136	0.0046	0.1142	0.027	0.0323	0	0	0	0	0	0	0.0043	0	0	0	0	0.0225	0.1963	0.0449
mix_11	0.0068	0	0.1064	0.0826	0.0662	0	0.0844	0.0787	0	0.0357	0.0296	0	0.0542	0	0	0	0.0019	0.106	0.0289	0.0319	0	0	0	0	0	0	0	0	0	0	0	0	0.0924	0.1945
