Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0609501516502998	0	0.153599080419751	0.0559176634443949	0	0	0.395112535494646	0.393045484522832	0.0203778564236796	0.00843028393481424	0	0.0154533564460188	0	0	0	0.0293924318035623	0	0	0	0.0585718359481167	9999	0.614986132617932	0.799098939852532	1.19085068008811
S10006	0.0671477075195889	0.0291210365051879	0.010594412002845	0.0318445893907748	0.122357344612655	0	0.363003539972855	0.351980758315913	0.0258782373519738	0.00587767610308085	0	0.0124568006276059	0.00289894600093534	0	0.0122105916066957	0.0272081651735619	0	0	0	0.0510285091113804	9999	0.549177488665566	0.842924721950888	1.11360831429505
S1001	0.00768393292893968	0.0513446132316326	0.20442974885194	0	0.143487626141813	0	0.258016274613723	0.344422766915557	0.0477038914759991	0.0200105542360209	0	0	0.0103228857730945	0	0.0159650688251719	0.0229605362003493	0.00583634381025202	0	0	0.0650990424014436	9999	0.548972773480133	0.840341732242858	1.19728328540594
S10010	0	0.0607249211499704	0.130065335307292	0.0257479026012665	0.00678789851342043	0	0.555178972476465	0.201969937275191	0.0175774131867736	0.00829413530134361	0	0.0209514681947357	0	0	0	0.0600152973891476	0	0	0.00347420082401752	0.0199802706062096	9999	0.609024621627579	0.798349313039375	1.11076775282583
S10011	0.0266759803242466	0.0329898089683856	0.129102062367012	0.0388044285411864	0	0	0.334816395034915	0.437779437231291	0.0209555356059691	0.00490539351693123	0	0.0175447364383105	0	0	0	0	0	0	0.00175762480813553	0.0499167403943761	9999	0.642235778660397	0.786811570976632	1.09524814323076
S10014	0.00292719685309575	0.0464459957557529	0.135093994403871	0.00412556783595842	0.134524808526418	0	0.345827447370538	0.286685739327147	0.0273046892895856	0.00589483501185823	0	0	0	0	0.0295057949187754	0.0409634846631475	0	0	0	0.0254106208286696	9999	0.582309172739479	0.820549186190783	1.08471017478482
S10026	0	0.0999416496674222	0.113858237967439	0	0.151210567007004	0	0.363283142609978	0.303062561188044	0.0343197152672734	0.0243219294558719	0	0.00189635221537133	0	0	0	0.020264174835962	0.00809675472531936	0	0	0.0237122279545877	9999	0.535321050121672	0.847887410764446	1.14396731289427
S10032	0.0344561332504626	0.0208865912457247	0.23227742458603	0.0148665008549038	0.12963080966603	0	0.354514155849539	0.303603831452517	0.0323924726083888	0.00270725733815281	0	0.000479675988510266	0	0	0	0.0673272248380658	0	0	0	0.0459270674371342	9999	0.645355659133809	0.778907739561851	1.23906914511546
S10036	0	0.0804162343717242	0.0564152189913423	0	0.161198264280542	0	0.319085141544545	0.410380635302877	0.0279058451406833	0.0149254050314475	0	0	0.0115753306466406	0	0	0	0	0	0	0.0493566433763026	9999	0.489314878651335	0.873633300473009	1.1312587186861
S10042	0.0305155498693508	0.0329354454527316	0.121915381092155	0	0.132945298949424	0	0.404881510929905	0.361555711248481	0.0226031234219599	0.0237649174214462	0	0	0.00273259008162527	0	0	0.065004449641085	0.00397588531125181	0	0	0.0284346639743623	9999	0.60424813496933	0.81076835790902	1.23126452739378
S10044	2.48452134310286e-05	0.0602348692206901	0.188180450044165	0	0.158936545748823	0	0.395280149866271	0.324457104691215	0.0211976755872123	0.0154277591662615	0	0	0.00288729441961352	0	0	0.0121692775229725	0.00666570593870505	0	0	0.0262615184780796	9999	0.606251792855352	0.805059378721812	1.21172319589744
S10049	0.0260564180355963	0.0545850283130525	0.126658513564066	0	0.163347144671371	0	0.308090251330774	0.319129443012161	0.0368124546544926	0.0136162031058798	0	0.00156617059634453	0	0	0	0.106084016247813	0.0039291938144433	0	0	0.0149781314588144	9999	0.593983303091615	0.814589434840362	1.17485296880481
S10057	0	0.111557409798514	0.0566944789839947	0.0474385938507315	0.0545248711108916	0	0.243069610557807	0.463961794317317	0.045587415836048	0.00454385606373029	0	0.0290855001783344	0	0	0	0.015666795987542	0.00429218461255479	0	0	0.0660095255388893	9999	0.587905995402888	0.823085609935258	1.14243203683635
S10062	0	0.0606860555863015	0.177883845234786	0.0160629213597953	0.10735226895038	0	0.308365677054547	0.292385605207642	0.0416755862331247	0.0221228259278515	0	0.0111729809621611	0	0	0	0.102613260368007	0	0	0	0.0147629598557601	9999	0.653411978635371	0.775568336616241	1.15508398674035
S10066	0	0.0760663292072157	0.177019333241434	0	0	0	0.511553979469939	0.372330875374929	0.00990359507176721	0.00737308304937277	0	0.0155110763948243	0	0	0	0	0	0	0.00511608340521391	0.0213492637041296	9999	0.651585626758347	0.776262355806872	1.19622361891883
S10067	0.0173219167895749	0.0666778491921567	0.137673806071428	0	0.212161054903476	0	0.213960799127283	0.335073761711965	0.0365276808392536	0.00280300649768268	0	0.0103359809734171	0	0	0	0.0394851192307463	0.00342384924189613	0	0	0.0125518536971519	9999	0.599366730534984	0.809578881937817	1.08799667827603
