Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
mix_1	0	9.95445049473709e-05	0.000350280675410341	7.17625481371725e-05	0.000263790293631953	0.00103018771724327
mix_2	0	0	0.000217265673408484	0	0.000216552057123905	0.00141059707258775
mix_3	0.00046147170412408	0.000607868201467869	0.000262745954701035	0.000320084763900568	0.000266887707547643	0
mix_4	0.000418496274794704	0.00046570325919957	0.000301142644994035	0.000296345823171441	0.000240515806390909	0
mix_5	0.000439167398601985	0.00062665694969988	0.000505412381909798	0.000430585328114361	0.000328227294539623	0
mix_6	0.000114668100984123	0.000321474406621397	0.000253886278985958	0.000151805304919289	0.000292781257078237	0
mix_7	0.000695709208276692	0.000449910257246699	0.000226391761670701	0.000281635816566694	0.000169794732982289	0
mix_8	0.000218976491437541	8.04252406894282e-06	0	0	8.16145343959368e-05	0.000378386461382396
mix_9	0	0.000451065717159319	0.000611256269874435	0.000246239896882322	0.00034699461431684	0
mix_10	0.00071332665616357	0.000297018800708616	2.57496900888181e-05	0.000159385726008838	0.0001023555165484	0
mix_11	0	0	0.000229891122912397	0	0.000218678438082735	0.00134267538818234
mix_12	0	0.000245334229646053	0.000371044161926875	4.55478795908708e-05	0.000284456103859184	0
mix_13	0.000962977916080048	0.00042132342000481	0.00026556259264977	0.000350127563132941	0.000117790111665081	0
mix_14	0.000829263128183188	0.000326510545540955	7.67372341930471e-05	0.000226050390951206	9.83648047549926e-05	0
mix_15	0.000956737367224753	0.000776682968574164	0.000812314316645455	0.000619183370371816	0.000279545488995011	0
mix_16	0.000387918945227552	0.000430699650999505	0.000124478361278448	0.000190701333216235	0.000216038616734542	0
mix_17	0.00114049259785187	0.000155340293070935	0	0.00023771198604488	0	0
mix_18	0	0	0	0	0.000187746264342773	0.00199609150969572
mix_19	0.000295016108083161	0.000280724683797776	0.000215454206336913	0.000152589323571999	0.000244428907716348	0
mix_20	0.000461765925178711	0.000777121440413689	0.000527661456479848	0.000489711602436629	0.000335661490597405	0
mix_21	0.000548994417824949	0.00043222950938319	0.000137726336930308	0.000237248253776449	0.000198520741193466	0
mix_22	0.000538292219193649	0.000539285169003525	0.000705820667052112	0.000450455719170057	0.000325845103239734	0
mix_23	0.000476758343752905	0.000247528077190901	0.000146578004542646	0.000159303127962549	0.000171402445696827	0
mix_24	0	0	0	0	0.000217121475454306	0.00222907493025578
mix_25	0	0.00029615137106837	7.82216922428548e-05	5.58860670972857e-05	0.000272664101277051	0
mix_26	0.000296382969212362	0.000955593707978389	0.000862538962541772	0.000572453911637385	0.000383703397064188	0
mix_27	0.000310131788137993	0	0.00038969483316988	0.000150948654912888	8.05034978306337e-05	0.00260723779019262
mix_28	0.000614438234970335	0.00082355601960938	0.000622953875315389	0.000517595452538878	0.000280303037011201	0
mix_29	0.000135576890951442	0.000375595145279165	0.00031107711154862	0.000204231525374756	0.000312544142107862	0
mix_30	0.00021703230452079	0.000378244037110576	0.000289768768980707	0.000205157977049564	0.000295119952936988	0
mix_31	5.16798046335718e-05	0.000289230267387664	0.00016740979055607	8.76648384128967e-05	0.000262083327986928	0
mix_32	0.000359135891251092	0.00050515500319854	0.000324086011641537	0.000320576666292056	0.000258510569731479	0
mix_33	0.000113573757331217	0.00016197380368685	0.000130653045572997	4.89801304407703e-05	0.000152280330311952	0
mix_34	0	6.0555028549208e-05	0.000297886060827993	4.72501132231274e-05	0.000278221037859821	0.00115852554076003
mix_35	1.57337348150799e-05	0.000366654369696198	0.000494385388195452	0.000220931386298872	0.00030095824958016	0
mix_36	0.000687564687768938	0.00042127752308109	0.000130097459624063	0.000268067001184567	0.000162195385994485	0
mix_37	0.000609804135767266	0.000370784861362797	7.24158933009753e-05	0.000197415919547144	0.000157662502731381	0
mix_38	0.000338178697701245	0.000728492527239322	0.000429260733453729	0.000425415834448336	0.000285064466072783	0
mix_39	0.000861905398154231	0.000595519819765039	0.000419089556619763	0.000475063029806566	0.000147533157892478	0
mix_40	0.000150285726904897	0.000224554586830695	0.000132859429484066	6.54734963112627e-05	0.000204151370691504	0
mix_41	0	0.000240809637093625	0.000447732640820637	0.000127001787959351	0.000283172463027074	0.000302491924391086
mix_42	0.000866629791552663	0.000619953732380536	0.000308341866738338	0.000440019081356594	0.000126387586963734	0
mix_43	7.17427308661234e-05	0.00066634287777437	0.000519520311593573	0.000367531359052938	0.000375136505116794	0
mix_44	0.000164334529625021	0.000540787642842674	0.00027171523577951	0.000229226413381525	0.000299041406025731	0
mix_45	0	0.000361054398823963	0.000105305966876343	7.03489387927501e-05	0.000276478181878538	0
mix_46	0.000483590689148503	0.000661313296597494	0.00038670931822129	0.000412630627140662	0.000295605669192827	0
mix_47	0.000177637136208813	0.000212556903990387	0.000105709099324885	6.56368477708925e-05	0.000198863302633427	0
mix_48	0.000246938198925588	0	0.00043092230426792	0.000212832737772412	0.000129316017200256	0.00281653395792797
mix_49	0.000337212703491791	0.000327573736260642	0.000571979726806324	0.000264785696946905	0.000288199876047298	0.000723232588962135
mix_50	0.000629389062765558	0.000522664053215743	0.000142645747309094	0.00030600471905286	0.000171804618924998	0
mix_51	0.00027217312979325	0.000135285932110572	0.000459865329687527	0.000174859583567446	0.000129152821195762	0.00137471745350034
mix_52	0.000971565302468374	0.000599715837502962	0.000373546333064227	0.000482507975103746	0.000108971812549041	0
mix_53	0.000344319276826719	0.000270887397929689	0.00051051563039082	0.000228829446915325	0.000249845985086453	0.000881552106345416
mix_54	0.000811634391134724	0.000444860334392668	7.79946240791107e-05	0.000410831890273017	0.000165334688989672	0
mix_55	0.000290311926208533	0.00028298254267206	0.000490405021458477	0.000211519187151011	0.000250736348837488	0.000678486167665824
mix_56	0.00021055596817457	0.000372836904539766	1.44874072549955e-06	9.16838761734137e-05	0.000238098234942323	0
mix_57	0	0.00036052035268662	0.000454469344906708	0.000160700229866785	0.000313423887981808	0
mix_58	0.00036683716407835	0.000457559888019453	0.00023269609780787	0.000224962020074481	0.00024254501582754	0
mix_59	0	0.000299244892664652	0.000486103575418892	0.000109437830208401	0.000318421398610882	3.72876467325384e-05
mix_60	0.000535816067063056	0.000214405594930132	0	5.80089194023589e-05	0.000126856380854363	0
mix_61	0.000543944487228819	0.00042536547055939	0	0.000260348065341731	8.60829690387931e-05	0
mix_62	0.000567671115138272	0.000646396090897608	0.000330516168286689	0.00040921536454566	0.000230601240011984	0
mix_63	0	0.000312162454708945	0.000422702992646619	0.000132434579833762	0.000315164855405557	0
mix_64	0.000136975860516943	0.000114307530305545	4.02142977569903e-05	0	0.000143467259175928	0
mix_65	0.000469913186716085	0.000793329593346824	0.000949092197202107	0.000600150024618352	0.000435343401232633	0
mix_66	0.00025286081173462	0.000157899170634289	0.000484302423819036	0.000206495432221847	0.000165431841921056	0.00133936048409912
mix_67	0.000866205801845907	0.000676390841891845	0.000450987778226738	0.000505804419600498	0.000174154052547003	0
mix_68	0.00036340287958663	0.000827576978024563	0.000740838471405004	0.000505064965767187	0.000401781362180947	0
mix_69	9.11756074475492e-05	8.87610364893451e-05	2.59572643646182e-05	0	0.000133670905268548	0
mix_70	0.00104821530643602	0.000453492356013858	0.000937726917466127	0.00061044972508225	0.000198746579547692	0.00139455034888257
mix_71	0.000264050674007669	0	0.000198076612000613	8.20041778027495e-05	7.5234263860176e-05	0.0023069519569492
mix_72	0.00117697902885576	0.000420095823582631	0.000162512275433686	0.000364333709686537	2.7620962925243e-05	0
