naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
A	0.0378368538563354	0.0795321312124491	0.0459296880094651	0.055022352863145	0.0469912251675012	0.109589859679123	0.058035967965898	0.112593066963842	0.0237216506943094	0.00975717728489953	0.0307363573689749	0.034808611262954	0.0506376668875176	0.0122104319340738	0.0311093878942478	0.0210710086373997	0.0320113625010455	0.0678426755557477	0.0361971795922423	0.104365344668828
B	0.0374256386740007	0.0791327870749289	0.0472539782867544	0.0547072518126157	0.0467274492333728	0.108352145269732	0.0578169439035344	0.111134486370875	0.0237090260539129	0.00914080677415422	0.0307748857920252	0.030604221532911	0.0488691189411998	0.0121971049241995	0.0311700316103291	0.0209869702037686	0.0321466837165041	0.0668867164988523	0.0359081595824859	0.115055593743844
C	0.0323123306383693	0.0742304471424396	0.0389737883717178	0.0488784260163252	0.0466703407476625	0.111089290598653	0.0544883596697463	0.13017589737914	0.024549986833862	0.0108554219455599	0.0253780405450335	0.0325376344669335	0.055666615901118	0.014099537145589	0.0268080704372675	0.0241401050182648	0.0323939559193454	0.0731409508463721	0.0396304360597509	0.10398036431685
D	0.0329378608342647	0.0750760899375608	0.0396767353977017	0.0485484764726839	0.0465610768497242	0.109564543253659	0.0517276928976847	0.12764923682138	0.0243588931779957	0.0101044791395076	0.024221963385659	0.0445437512144593	0.0549383331781889	0.0136652791655231	0.0295098574996841	0.0238676782259928	0.0321547270129032	0.0727789654210165	0.0356960211024891	0.102418339011921
E	0.0315305325276054	0.0723348803035632	0.0416547663687381	0.0499543724222864	0.0495070771313856	0.121622508839157	0.0555845234392135	0.117780563715522	0.0271089433788753	0.0106023303840193	0.0277257075237998	0.0359043832751572	0.0536671316969546	0.0118255299094081	0.0296475424907756	0.0228262378358306	0.033934465315971	0.0692710583802658	0.0343472811387176	0.103170163922754
F	0.0327372243711599	0.0765408544456423	0.0453749950727159	0.0539535040655541	0.0578001865503747	0.128027046064054	0.0598958633783282	0.0941180859490361	0.0246038275259643	0.0107656879918335	0.0297114677397562	0.0301451642659223	0.0519135133639523	0.0126222820106706	0.0313597567847387	0.018799981932014	0.0337407535360151	0.0695451113198522	0.0367275210508948	0.101617172581521
G	0.0379676560475208	0.0784980291685061	0.0511110504181827	0.0571363852906771	0.0432075845907216	0.0926862190413975	0.0723185024403503	0.102278613277044	0.0204748733423254	0.0109096085359999	0.0321743309262609	0.0342898341159225	0.0496130924000896	0.0119785445557803	0.0382486471303947	0.0190968412525918	0.0314472928421422	0.0680693515594379	0.0355235753471702	0.112969967717484
H	0.0383784525055855	0.0794629412353621	0.0549693047441167	0.0637310886300939	0.0405595882691844	0.102985374673124	0.046887302270724	0.10410426029608	0.0209935289655887	0.0129327842413794	0.0363798749238901	0.0421631050309643	0.0535639254540205	0.0117932287700922	0.0223550174069909	0.0195295043351874	0.0342883427815436	0.073066673417386	0.0331295540182461	0.10872614803044
I	0.0373561483437423	0.0771632881972918	0.054216738130809	0.0626300120057561	0.0404836155306094	0.0959840975180774	0.051494262738928	0.101607334104387	0.020689181525677	0.0105127149274422	0.035439456562849	0.0401829799113901	0.0516541184697675	0.0119269139806223	0.0236104297868928	0.0190542198055989	0.0337888128719425	0.0685690786873774	0.0343128319162313	0.129323764984608
J	0.0335111823439142	0.0818032494402142	0.0338793523169264	0.0396064729824424	0.0442683623871436	0.0922742239804529	0.0382920079811632	0.139331794163162	0.0177902600834877	0.0113342285753834	0.0244945007520483	0.0386271362091058	0.0608259124419143	0.0148843757780434	0.0244829672484082	0.0257441382251311	0.0333199459720945	0.0801452442048446	0.0455808013419592	0.119803843572161
K	0.0300772207076947	0.0801677865255341	0.0223773731417551	0.0379031492797171	0.050160738983898	0.134292071012856	0.0459020058099734	0.128916278521558	0.029632838914059	0.0107308216030067	0.0234034376388454	0.0390054034950889	0.0580290725175257	0.0124739760093883	0.0195295708893815	0.0250323849341956	0.0365317793163845	0.0773030755895543	0.0399680438562478	0.0985629712533358
L	0.0270880460095383	0.0651550400700579	0.0425523305152793	0.0465452800036089	0.0431369848096041	0.0833506972762774	0.0536764936894388	0.135778002552361	0.0192010231384974	0.0119745974226971	0.027395772324496	0.0374391778278434	0.0589593048186484	0.016115352625741	0.0367520508505091	0.0256217710626665	0.0324416302654821	0.0781073118106518	0.0432338227409548	0.115475310185647
