Mixture	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.270464872178518	0.0132474394656277	0.782386595783168	0	0	0	0.117504625753901	0	0	9999	0.278367002733125	1.10848193820503	1.18360353318121
S10006	0.215546002082093	0	0.793172429938374	0.0564716191511075	0	0	0.118729633218586	0	0	9999	0.264256058741828	1.13434563547022	1.18391968439016
S1001	0.185469495070858	0	0.82581266960563	0.0653631390021943	0	0	0.119820547838734	0	0	9999	0.289131112081637	1.12275065472377	1.19646585151742
S10010	0.229552585174605	0.00486233733337108	0.81783445389345	0.0373252855548173	0	0	0.108684895940743	0	0	9999	0.283680612319528	1.11517969357812	1.19825955789699
S10011	0.213572273209332	0	0.802897418241394	0.088060827191216	0	0	0.082033092417223	0	0	9999	0.309357510718485	1.09960505754047	1.18656361105917
S10014	0.148211829342677	0.0142507977536641	0.844057406999712	0	0	0	0.165446770273212	0	0.0113964407858512	9999	0.294053131502477	1.12650615810998	1.18336324515512
S10026	0.204652208416797	0	0.877514673496348	0.0148509447517154	0	0	0.104363392691775	0	0	9999	0.269744281103687	1.13010534131886	1.20138121935663
S10032	0.193403400470944	0.0327557741944111	0.895736830543698	0	0	0	0.083579262658771	0	0	9999	0.286813947186037	1.11635908118503	1.20547526786782
S10036	0.232336272783368	0	0.786173749181216	0	0	0	0.15666610065609	0	0	9999	0.289524887327534	1.1107814325256	1.17517612262067
S10042	0.179264808073788	0.00543698142985956	0.854575547565737	0.0304445229316146	0	0	0.130184435359856	0	0	9999	0.307682191596263	1.10827544477603	1.19990629536086
S10044	0.157281481127009	0.00840049763498428	0.932451157888984	0.0273440139956476	0	0	0.0816425927886366	0	0	9999	0.274470486148192	1.13623203968547	1.20711974343526
S10049	0.106682944882898	0.0321504521224932	0.979891125281142	0	0	0	0.0879791253854382	0	0	9999	0.273206321192406	1.14678134190705	1.20670364767197
S10057	0.181936932243837	0.0101507096462155	0.7695798573332	0.0514926966124595	0	0	0.139821405821457	0	0	9999	0.322469964482579	1.09631489925794	1.15298160165717
S10062	0.197663692894339	0.0544111952733544	0.86663918057055	0	0	0	0.0821700484199902	0	0	9999	0.297041823583046	1.10648819374863	1.20088411715823
S10066	0.224112276351848	0	0.848590817936974	0.00126005421512435	0	0	0.114545864511311	0	0	9999	0.286650381191319	1.11247101272589	1.18850901301526
S10067	0.102209925533437	0.0344740249777464	0.93589073885707	0	0	0	0.129295474727385	0	0	9999	0.300585265845727	1.12846653809835	1.20187016409564
S1007	0.223892304608673	0.000306838920039265	0.788615762639786	0.0500975991494169	0	0	0.118923668060006	0	0	9999	0.289300611112718	1.1129744234214	1.18183617337792
S10073	0.151486011625529	0.0223222460706998	0.916301033101399	0	0	0	0.120697581755363	0	0	9999	0.307524592582737	1.11193318222605	1.21080687255299
S10077	0.261819424386602	0.0129669187080646	0.792691813145239	0	0	0	0.121030856775351	0	0	9999	0.302759859924512	1.09216778405268	1.18850901301526
S10080	0.252425858955721	0.0109681646232786	0.762011888328892	0.029435621503778	0	0	0.134636798692586	0	0	9999	0.312186866606315	1.08916550364821	1.18947833210426
S10082	0.141005276360889	0.0358171014170366	0.920322882139667	0.00318404890654595	0	0	0.104818998101421	0	0	9999	0.307879753772036	1.11251016823761	1.20514830692556
S10087	0.127872640369418	0.0779739309538365	0.913025139250811	0	0	0	0.0872555782043908	0	0	9999	0.28336085173237	1.1319651074045	1.20612728877846
S10089	0.207930441293851	0.0222360692437115	0.821405043660815	0	0	0	0.122335094877272	0	0	9999	0.321403964311669	1.08796143094625	1.17390664907565
S1009	0.147812070839301	0.0774603386290916	0.821534737982889	0.0386745617120234	0	0	0.11524228682238	0	0	9999	0.335091489169201	1.08992489591773	1.20072399598569
S10090	0.202359218615168	0.0185991775454659	0.842652811547819	0	0	0	0.111324042912855	0	0	9999	0.280751530617072	1.12023433897627	1.17493525062131
S10093	0.242546971317018	0	0.800070915876299	0.0013440142001735	0	0	0.116668231653356	0	0	9999	0.290965708841341	1.10438012400989	1.16063013304685
S10094	0.169402629878206	0.025299539386998	0.883048061298389	0.0212101373035459	0	0	0.104391635028001	0	0	9999	0.276638345262047	1.13194828777601	1.20335200289514
S1010	0.222444821053203	0.0544042725681021	0.783147558273957	0.00482069514942409	0	0	0.119010960212971	0	0.00322316998455296	9999	0.307853744091539	1.09494721342166	1.18705147724221
S10111	0.132712583997957	0.0435614190411573	0.866690448987788	0.0669961135272851	0	0	0.0978946691343052	0	0	9999	0.285117900157732	1.13498403934129	1.20785523468849
S10116	0.207815366045692	0.0148002347638616	0.766310215993129	0.0406052793878637	0	0	0.152225704931553	0	0	9999	0.343047116537773	1.07516364035493	1.1817568011221
S10119	0.180496910405791	0	0.867371211513831	0.0238441055893321	0	0	0.118413294371733	0	0	9999	0.327154638995526	1.09145500119235	1.19012552188069
S10121	0.152904370168707	0.0444974547328989	0.875444629213891	0	0	0	0.117115667485731	0	0	9999	0.30399382135367	1.11284073435319	1.18996212160123
S10130	0.266308406414654	0	0.785848531103971	0	0	0	0.12943893689435	0	0	9999	0.320938689575603	1.07799013197414	1.18159587441297
S10140	0.214004724111453	0.0243186284782244	0.842850593929908	0.0427774008323468	0	0	0.0838207362147158	0	0	9999	0.283187690528584	1.11729327245705	1.20777208356665
S10142	0.107201938272754	0.0685989136440552	0.877069140149027	0	0	0	0.143274230921639	0	0	9999	0.28209180757664	1.1415263996115	1.19614422298748
S10150	0.301948414750808	0	0.724619285498088	0	0	0	0.146697450228956	0	0	9999	0.304621008484232	1.08431978973148	1.17326515047785
S10155	0.169530965578284	0.0417774162709668	0.884616707405593	0	0	0	0.102171384418563	0	0	9999	0.331543986013083	1.0867449790598	1.19809647367341
S1016	0.171931769145994	0.00255495125441518	0.909134047776791	0	0	0	0.0922740230517265	0	0	9999	0.280864689901435	1.12654588771685	1.17589479122893
S10163	0.293340681367596	0.00369752594678563	0.73639494549386	0	0	0	0.147758187786182	0	0	9999	0.295893336546461	1.09288557004373	1.18119134059442
S10167	0.150301564581422	0	0.872583423378917	0	0	0	0.158065449730196	0	0	9999	0.305482942906715	1.11657900404014	1.18095043769053
S10168	0.130070475357276	0.0381800647670717	0.862275980438498	0	0	0	0.14099764443727	0	0.0264923452664213	9999	0.297122309461426	1.12628265273022	1.19801651026654
S10173	0.151148641071555	0.0353322767251987	0.916329189710367	0.00267455643645419	0	0	0.0901661330339778	0	0	9999	0.335024939345699	1.08751469705379	1.19565079697755
S10175	0.141980655783647	0.00737560976403151	0.918854901838503	0.0412013398998186	0	0	0.0868905075641755	0	0	9999	0.279413172338814	1.13667804597119	1.19630301485018
S10179	0.111538493076277	0.0111449053097524	0.988800789287409	0	0	0	0.101065197481152	0	0	9999	0.276968833401802	1.14447532544367	1.21254938515459
S10186	0.112545746923494	0.0676507438312922	0.927142075229018	0	0	0	0.092567729377051	0	0	9999	0.301772086353271	1.12151346418424	1.19990629536086
S1019	0.170944945225575	0.0276980465600177	0.882191996001016	0	0	0	0.110580790853444	0	0	9999	0.296099132859357	1.11535405568626	1.19141577864005
S10190	0.174527998733254	0.0061499948001559	0.946729956226393	0	0	0	0.076270822405027	0	0	9999	0.321631328129167	1.09383418360694	1.20367877216483
S10195	0.234795099265457	0	0.811091941372105	0.0434378645041433	0	0	0.0962771894641382	0	0	9999	0.237544768067682	1.1480860222283	1.18560209460584
S10196	0.165805537593966	0	0.903597403886328	0	0	0	0.104859026504335	0.0280997187353266	0	9999	0.29279427247154	1.12319249850205	1.20236168671996
S10200	0.162051607012877	0.015850397538883	0.908944268503827	0	0	0	0.108478258468612	0	0	9999	0.289232795118781	1.12315815061427	1.1953245315242
S10201	0.31062194568836	0.00126412994509453	0.714474724488137	0	0	0	0.145552637306373	0	0	9999	0.249097070167512	1.12369131222057	1.17191343742796
S10202	0.174627773505042	0.0286712040847394	0.80216425172838	0	0	0	0.180138865287682	0	0	9999	0.302340235341418	1.11429260059673	1.18560209460584
S10205	0.130544117453854	0.0443348838919396	0.924427077159652	0	0	0	0.109693895467769	0	0	9999	0.269094110162285	1.14520442018526	1.20899997397321
S10211	0.178557908350014	0.0245819454934413	0.839494084600487	0.0371547953081676	0	0	0.0955500190124241	0	0	9999	0.270478214606659	1.13418746090385	1.17533875276453
S10221	0.167926308155849	0	0.927164326507146	0.00503925171603785	0	0	0.104525834767723	0	0	9999	0.299343310886586	1.11487372570923	1.20465572114676
S10222	0.228301055413437	0.00613953090695054	0.825019741740902	0	0	0	0.109180395862058	0.0105412414049125	0	9999	0.292958594610893	1.10690299656177	1.17918196532826
S10226	0.175310097188314	0.051332804545461	0.886738601519002	0	0	0	0.08463500701376	0	0	9999	0.294620836094743	1.11331953282308	1.19801651026654
S10227	0.182608277980911	0	0.916812993961627	0	0	0	0.0887663143579805	0	0	9999	0.276968236846231	1.12742759380415	1.18818758630052
S10228	0.172072957166659	0.0100637469095621	0.831754018490211	0.0532778177001277	0	0	0.128155991257639	0	0	9999	0.311322888184173	1.10768416004994	1.1953245315242
S10232	0.121569936716718	0.0251942711242312	0.916418945733824	0.00564025626645827	0	0	0.103066696161499	0.0047317177810063	0	9999	0.32629650057191	1.10247193888014	1.17662182378374
S10248	0.141865631463134	0	0.914914926483439	0	0	0	0.119900960419352	0.0168501803949408	0	9999	0.284480230322149	1.13466162830735	1.19353169876087
S10249	0.233522108051965	0.0395122459847557	0.857554924851389	0	0	0	0.0652250284884076	0	0	9999	0.295646490364841	1.09961719483024	1.19581430737652
