Bcells	CD4_Tcells	CD8_Tcells	Monocytes	Neutrophils	NKcells	otherCells
mix_1	0.00855769686920944	0.080190018166122	0.403330915952958	0.0235661679090602	0.0220244379112696	4.88697319606335e-09	0.462330758304408
mix_2	0.0232360504647983	0.0928899671010871	0.281964887130852	0.0135423635277198	0.0288809104650389	5.11054772964849e-09	0.559485816199956
mix_3	0.0128944128772127	0.128181835516955	0.162554597994463	0.023735214376112	0.0240874035546268	3.04078667571599e-10	0.648546535376552
mix_4	0.0192124192140918	0.264406651173176	0.294757442180264	0.0107490482752934	0.0235188947321118	1.1253018788084e-09	0.387355543299761
mix_5	0.0171361320187727	0.154925619372749	0.286532089300661	0.0154358108723717	0.0222733404450679	8.82716653782345e-09	0.503696999163211
mix_6	0.0192922155689545	0.204878156770796	0.322000734929217	0.0104334169122604	0.0231066111911188	1.03030276528291e-09	0.420288863597351
mix_7	0.0168146838413547	0.123060409793184	0.245157520764864	0.0158240837400534	0.0224614603548195	4.49815260497586e-10	0.576681841055908
mix_8	0.012253414826939	0.0792215558062694	0.282064194220147	0.0119705496162691	0.0219256241762712	2.46299012672323e-09	0.592564658891114
mix_9	0.0199867020701969	0.253870046375206	0.369015878868232	0.0131105601167268	0.0233990601476477	8.16133124037938e-10	0.320617751605858
mix_10	0.0236621456337181	0.311292306821867	0.183196031436355	0.0267670882106847	0.0196797745964666	4.85840273680769e-10	0.435402652815068
mix_11	0.0230312049268672	0.10967072674842	0.408030881399254	0.0293145138058381	0.0248743062501979	1.03319276329832e-09	0.405078365836231
mix_12	0.00865424918497414	0.222218457331324	0.276738131841461	0.0120280756659372	0.0194100945358132	1.60691444025798e-09	0.460950989833576
mix_13	0.0105247747679735	0.354739793315498	0.235889515223792	0.0112426805750989	0.0253328575040269	6.70569760017118e-10	0.36227037794304
mix_14	0.0226923417975491	0.309644334227261	0.307066929131516	0.025196274124567	0.0243843312602143	2.85891032940096e-10	0.311015789173002
mix_15	0.0160204842472928	0.143398769443374	0.284787632570162	0.0120563311895125	0.0228965435984916	4.17369067331441e-10	0.520840238533798
mix_16	0.0227635179285777	0.0977285470908087	0.143335117053797	0.016541389578875	0.0221372541380863	1.20426377167551e-10	0.697494174089429
mix_17	0.0176445458762806	0.15080911207751	0.12969281513266	0.0112095472198962	0.0215678504463547	1.41509513861074e-09	0.669076127832203
mix_18	0.0167079433125534	0.379582620782985	0.114515908446016	0.0205304544683937	0.0224193692940911	2.02270067982204e-10	0.446243703493691
mix_19	0.00667343186000878	0.110656363922827	0.192958006256415	0.0204186764941589	0.0196248407911052	2.97671831414663e-10	0.649668680377813
mix_20	0.0228123766932154	0.226637858924601	0.2785980037241	0.0112775302846241	0.0219423706314841	1.63369526672257e-10	0.438731859578605
mix_21	0.0106868866954798	0.262278348571846	0.133695860025273	0.00930394946574257	0.0186474282812613	7.88025120486343e-10	0.565387526172373
mix_22	0.0135068522940788	0.20139339688892	0.350818991125792	0.0285817124864124	0.0166762606017998	5.90995787974518e-10	0.389022786012
mix_23	0.0209866912716169	0.236355400422782	0.321809833737443	0.0203325682131036	0.0243365466720864	2.47529704705571e-09	0.37617895720767
mix_24	0.015493083492945	0.191495555234824	0.247170750093349	0.0101744680822244	0.0234788676724452	5.65408467958216e-10	0.512187274858804
mix_25	0.0216217587088625	0.287134108093643	0.321696754764716	0.0129437897569496	0.0229088180232384	1.41231092712375e-08	0.333694756529481
mix_26	0.00878565739380118	0.263240712751133	0.118642591243396	0.0177530527962665	0.0213959672639592	7.50861419322858e-10	0.570182017800582
mix_27	0.0383200256687763	0.372520524852105	0.169069222146651	0.0516306679905575	0.361096664462178	0.0073628941509918	7.2874034242632e-10
mix_28	0.0185509265926027	0.202737392941176	0.29745359614104	0.0120210519602827	0.0225440436402977	9.44539404312979e-10	0.446692987780061
mix_29	0.0152944736829936	0.118106667077074	0.371347622260693	0.0216806049406553	0.0225751090064988	4.47967009863983e-10	0.450995522584119
mix_30	0.0169206067307177	0.273665192492829	0.30534376395185	0.013179097112344	0.0221946725948189	5.81590908083016e-09	0.368696661301531
mix_31	0.0117815565134083	0.256065618339226	0.264731303926215	0.0184593186832822	0.0211796966375987	2.16733617197328e-09	0.427782503732933
mix_32	0.0226250042604766	0.356004636940556	0.308714514517594	0.0305710453770006	0.0260123046303664	2.15359618479171e-09	0.25607249212041
mix_33	0.011041717377721	0.319270454868562	0.185712612691272	0.0223858461791942	0.0189789820043195	2.08937463604282e-09	0.442610384789557
mix_34	0.0142534471197566	0.222460289580158	0.106938310506364	0.0244981612145018	0.0201363142111335	1.63043392778282e-08	0.611713461063747
mix_35	0.0100937393346552	0.227460518736706	0.303288462417908	0.0142469389298779	0.0231940124729565	3.04880233513906e-10	0.421716327803016
mix_36	0.0141392445140387	0.202196517776066	0.27661379641109	0.0211872616608581	0.0198353824249842	2.74896375641897e-10	0.466027796938067
mix_37	0.0128218114278023	0.147736084186993	0.185783744844912	0.0132765709822509	0.0215178968768491	2.20062961595274e-10	0.61886389146113
mix_38	0.0144272520994515	0.110268434493766	0.256039854674054	0.020131518163796	0.0215581794014986	8.45249947537233e-10	0.577574760322184
mix_39	0.0183642540646454	0.198968431861278	0.308084061832744	0.0109996341559239	0.0243251103993167	1.49299208489788e-09	0.4392585061931
mix_40	0.0117761713622084	0.272914564820251	0.239523965166065	0.0219175672280057	0.0205619617748586	1.04015039823393e-09	0.433305768608461
mix_41	0.0125219524872831	0.235314720934483	0.141074481828577	0.0242147070307115	0.0190531543549009	1.61905614870579e-10	0.567820983202139
mix_42	0.0261357287776026	0.423062258281703	0.209922225150168	0.0140953263592792	0.0262758282068578	9.8268203813698e-09	0.300508623397569
mix_43	0.018784659145262	0.282198692663291	0.11579848570847	0.0235562893208215	0.0214347733539928	1.61604394550301e-09	0.538227098192118
mix_44	0.0249419745281895	0.212033007701885	0.297428895221264	0.0200467543870646	0.0245262759262904	3.60635782852227e-09	0.421023088628949
mix_45	0.0179085671351969	0.133052027103247	0.286592160111852	0.0156798984606777	0.0231830657907865	5.50907952340445e-09	0.523584275889161
mix_46	0.00798960051766132	0.241085767777357	0.20143765281577	0.0306194220847635	0.0228579944154021	8.09648837783751e-09	0.496009554292558
