B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..	otherCells
mix_1	1.54324304630279e-08	8.37387200584853e-08	0.0385741651106785	0.139443315894966	0.30423089219208	0.0650210229167556	0.010616279009428	0.442114225704942
mix_2	8.65060236217062e-08	4.03410653527181e-08	0.0442591756481644	0.139272183109282	0.274583674405426	0.0700619684373462	0.0136507743091716	0.458172097243521
mix_3	1.38106009033053e-08	3.5042757393128e-06	0.0805073119974905	0.117202732390584	0.243725398224991	0.0653340502732002	0.0136896852042128	0.479537303823181
mix_4	1.02189029485863e-08	2.14696307961598e-08	0.0156169119159587	0.130393369633764	0.308860468545382	0.10701371989331	0.000509520853335284	0.437605977469716
mix_5	2.74688893165704e-09	8.16859623388481e-08	0.0384528665616051	0.134061299315312	0.285201200904022	0.0814154402972482	0.00741596736155087	0.45345314112741
mix_6	5.60544315190567e-08	3.75429254805113e-06	0.0180338000125055	0.13794729746063	0.300525541094425	0.0991370249502646	0.00119318227266255	0.443159343862533
mix_7	3.63700076520224e-08	7.63887023567182e-09	0.0533786397021506	0.130911980809617	0.267473998820414	0.0748254950672179	0.0088513880969632	0.464558453494759
mix_8	3.19652231767448e-08	1.25507924661617e-08	0.0496634050627847	0.133546810857022	0.268379476505862	0.0694153533863302	0.0136458652803542	0.465349044391631
mix_9	2.08447148027716e-08	7.70624408274604e-09	0.00644648652071801	0.137112260481376	0.31976281746136	0.105188993669412	0.000143300042250362	0.431346113273924
mix_10	2.71920111964901e-07	7.96305225080159e-08	0.0480801429717083	0.110726284125617	0.297652650256337	0.10143734879789	1.54304476570405e-06	0.442101679253047
mix_11	1.77968410615887e-08	3.53128636985447e-06	0.0320850539628906	0.143867034585874	0.316853762852424	0.0689951708256456	0.00598690432556931	0.432208524364386
mix_12	5.42747038998371e-08	1.86581803160433e-08	0.0333270152007803	0.128184613007256	0.29113871757139	0.0985539241294471	1.42025079527055e-07	0.448795515133162
mix_13	3.13309971600053e-06	8.18667384508839e-07	0.0209809908785673	0.112131863182849	0.308900409147711	0.120435624888096	1.27674478051788e-05	0.437534392687871
mix_14	2.81291227025667e-08	1.9421324740454e-07	0.0219594726574789	0.12174467621982	0.325101771417921	0.103571184723956	1.17702112926332e-05	0.427610902427161
mix_15	8.06712319294546e-09	7.57411484537864e-08	0.0386303389882129	0.132901556595811	0.280159024482021	0.0872658024203356	0.00438173767608736	0.456661456029261
mix_16	6.67728258113588e-06	1.73152087787808e-08	0.073039766794849	0.122725339144616	0.225712882424904	0.0654232432773313	0.0173575013287805	0.495734572431729
mix_17	6.30427502762693e-05	1.16211862945129e-08	0.067223845359082	0.121941025447843	0.234180842459451	0.0790106256280992	0.00883817060897696	0.488742436125084
mix_18	2.18703403157329e-08	5.59680953824879e-08	0.0451852461015243	0.0995381863060065	0.297204183875922	0.113525231974267	0.00165245044941022	0.442894623454435
mix_19	1.54701023385061e-08	5.54032139325829e-07	0.0766085275682741	0.117016292496529	0.249551683938559	0.0644922655693793	0.01461139164827	0.477719269276747
mix_20	3.69521070746897e-09	3.69484886851334e-08	0.0207027002329195	0.130055180867023	0.298411445063135	0.105626002675058	0.00162341892288952	0.443581211595275
mix_21	2.39973947826014e-07	3.79827189245644e-08	0.0502938891721998	0.113969050116817	0.260884682274117	0.104653674787576	0.0017653441599422	0.468433081532682
mix_22	1.03737132141728e-06	4.71263163522537e-07	0.0351426173353924	0.128635672391387	0.32338201582625	0.0831573629849057	0.000396722120703969	0.429284100706876
mix_23	1.26039177066002e-07	3.68383051108084e-07	0.0240696100436269	0.12687128572099	0.314770279619485	0.0987158238229125	0.00237005749821977	0.433202448872538
mix_24	1.59725607334652e-08	1.32369113644448e-07	0.0347944211647299	0.127713748823195	0.279655129444847	0.0961287545941397	0.00518339527273212	0.456524402358682
mix_25	2.03262488198349e-08	1.96424148884167e-08	0.00600185054694856	0.130233142411836	0.31911515705264	0.113702554854829	3.25522422141716e-07	0.430946929642661
mix_26	6.5144059669629e-08	1.46357179189678e-08	0.0647673546501705	0.106857490184605	0.260807096635772	0.0987351425717142	0.0015892865110647	0.467243549666896
mix_27	9.13944734855336e-09	2.86403544040767e-07	0.0237753344875986	0.135880902865999	0.317482914960396	0.0821392388303435	0.00714442141010637	0.433576891902565
mix_28	8.00617516855542e-08	6.09255683487825e-09	0.0243540409116008	0.133360722223281	0.296965433689789	0.0998122525696201	0.000146642240309175	0.445360822211092
mix_29	1.55780161374892e-08	2.99809842401031e-07	0.034703560459033	0.135672708513734	0.310023041203545	0.0732222027567593	0.00817104356584608	0.438207128113225
mix_30	1.98370877289431e-09	7.25107756035146e-05	0.0162098100055545	0.128917700453965	0.315062412697351	0.106195960895156	0.000302444552402627	0.433239158636258
mix_31	1.29220220016917e-08	6.80321438767367e-08	0.0354292592138466	0.121345151852648	0.304051423259612	0.0974689373401547	0.00177139773798962	0.439933749641584
mix_32	1.30116159094392e-08	7.85114553515725e-09	0.020867560235669	0.113824218729663	0.343387893602919	0.103472888952126	0.00118127346393732	0.417266144152924
mix_33	5.37589871649894e-05	1.90380280486134e-07	0.0414192428340188	0.108077286576985	0.297987903317014	0.108601811698797	1.40299249706791e-09	0.443859804802747
mix_34	1.55982560118971e-08	4.23400707639489e-05	0.076520535232458	0.10690641707269	0.266915596636328	0.0776736427588146	0.0080276681684641	0.463913784462224
mix_35	2.00786426095751e-08	3.06423787256534e-08	0.0288247466500111	0.131373814486619	0.305435952283614	0.0943800420988456	4.07621219633957e-05	0.439944631637925
mix_36	4.65649497100534e-06	2.33436971473712e-06	0.0421903243759709	0.127386010442998	0.29852900898251	0.0881239484417437	0.000834538292189759	0.442929178599902
mix_37	2.76258875384534e-06	1.125279005859e-08	0.0597703184638792	0.124324499049328	0.252989212559897	0.0800385671979466	0.00775186958317932	0.475122759304226
mix_38	6.72568879339776e-09	2.72243424276824e-07	0.0578431734536044	0.126917072014246	0.266184375984274	0.0715375518655457	0.0119394797386251	0.465578067974592
mix_39	6.1347291854803e-09	3.51264868507038e-08	0.0238228081406932	0.134782991532789	0.299655881834635	0.0936122884584051	0.0044002731577735	0.443725715614488
mix_40	1.62098604785855e-06	5.84228782904687e-08	0.0431760503097261	0.119947174017843	0.303786628526961	0.0934619008246371	1.37103464254605e-07	0.439626429808442
mix_41	1.11915391304884e-07	3.41493586182817e-08	0.0695077949251341	0.107983423797672	0.267718967832992	0.0865343254249394	0.00538638526504151	0.46286895668947
mix_42	3.95121563313463e-08	4.33697337900739e-06	0.0107379555947733	0.113661077937928	0.327786127246704	0.122127229336795	3.93062871785947e-08	0.425683194091978
mix_43	3.70915146086587e-08	1.38949733521051e-07	0.0611405815150552	0.107399927198106	0.275011057064185	0.0969977667832479	0.00314022506070074	0.456310266337457
mix_44	6.91483554816838e-09	1.44986979124141e-08	0.0268029694281143	0.133364789523537	0.307452310739765	0.0947651409159764	0.000102919726074022	0.437511848253
mix_45	4.97065386564629e-08	1.84314058668364e-08	0.0392982510462019	0.13657620971108	0.294040328190233	0.0745167962416386	0.00694343487196272	0.448624911800939
mix_46	4.07926100385456e-08	1.24948307875098e-07	0.063664262246935	0.109743372242245	0.286446949133474	0.0891848364893171	0.00209196485453953	0.448868449292572
mix_47	0.00394122999396083	4.63385694931033e-08	0.0883929299665028	0.119693181662654	0.18691239966432	0.058813365393167	0.0175602001276852	0.524686646853141
mix_48	2.02374940884984e-07	7.36053738597182e-07	0.035370288766104	0.10744335248945	0.310351280958201	0.11220503758953	0.000240757004717901	0.434388344763319
mix_49	3.14860441793049e-09	2.47520427671275e-09	0.0521570735378413	0.119646205398781	0.329211476224303	0.0744945503718449	0.00049557926304471	0.423995109580376
mix_50	7.63060119399549e-08	2.09935748709534e-07	0.0231458614836759	0.135540030230786	0.307490682717888	0.0895330054215625	0.00432615842024016	0.439963975484087
mix_51	2.65431091943322e-07	1.52206071028663e-07	0.0716906711388617	0.111579046094713	0.248425114261159	0.0847668006010464	0.00704435970997407	0.476493590557083
mix_52	6.87463311066799e-08	3.23438022602925e-08	0.0645346868380912	0.111613516837218	0.267736406614284	0.0879950799696161	0.00577545051776917	0.462344758132888
mix_53	2.00839134339328e-08	3.89155174546064e-07	0.0576933400262754	0.115808612422032	0.278761505957811	0.0891036172407636	0.00415271361071507	0.454479801503315
mix_54	2.06629535836338e-09	8.3829010865986e-08	0.033855533789937	0.120029309233167	0.293667277103243	0.103803364598127	0.00199925866876706	0.446645170711453
mix_55	1.27137510209525e-08	2.20481013270858e-07	0.0463724899683747	0.106527574327432	0.277738233278378	0.113054970321784	0.000101719018134141	0.456204779891134
mix_56	7.87553494338409e-08	2.96392360967363e-08	0.0250162832642975	0.116072511005573	0.318141720766603	0.109019952287663	1.33616560919718e-05	0.431736062625186
mix_57	4.36467582630779e-09	5.31517658615039e-08	0.0157275181399819	0.134959101174875	0.316154748872783	0.100306265608678	1.29274802738512e-05	0.432839381206966
mix_58	6.33291985576189e-07	7.348402382028e-06	0.0351041474525498	0.12875548555846	0.285445824752146	0.0942900581868731	0.00366623981972579	0.452730262535878
mix_59	3.60247959041643e-08	3.15604732114268e-07	0.074027729830789	0.114260009868066	0.263299648681723	0.0737166610400367	0.0101229352212149	0.464572663728643
mix_60	3.76236125092238e-08	1.97576519110569e-08	0.0423190227790245	0.110064673923408	0.288438317839938	0.110753550679634	2.18568744117058e-07	0.448424158827987
mix_61	2.01795349740134e-09	1.8405955196411e-08	0.0413681218156602	0.128942241917604	0.2883514666031	0.0900586544790321	0.00177249848380371	0.449506996276892
mix_62	6.56111100583142e-08	9.40929377729726e-07	0.06696039958204	0.117407177421091	0.262417051751805	0.0761470166941755	0.0104071197623105	0.46666022824809
mix_63	5.21403815258954e-07	2.62534110979843e-07	0.0315785671474454	0.12535192213581	0.291747017273874	0.10265914658196	3.91438726071864e-06	0.448658648535725
mix_64	0.00478891570944791	3.25734239490963e-08	0.0841632102019612	0.124145579466954	0.202236426236296	0.0567254925122185	0.0166418232774022	0.511298520022296
mix_65	3.97050533424526e-08	1.36563040360973e-06	0.0715845938499866	0.11323000128179	0.261869180070821	0.0803930992585214	0.0066288887794538	0.46629283142397
mix_66	3.62541188463877e-09	1.09420954432305e-07	0.0622230365904091	0.124520338987605	0.280387305062746	0.0668275522223026	0.0131113875099321	0.452930266580639
mix_67	2.05715224729787e-08	9.34357013283594e-08	0.0432791000344179	0.135801028362117	0.291934265300541	0.0734677608336753	0.00888555435613033	0.446632177105895
mix_68	4.73125902278451e-08	5.21378949577333e-09	0.0501578580509588	0.123166644365014	0.266537707554229	0.0934019473373668	0.00385836151705202	0.462877428649
mix_69	2.69479045105348e-08	9.73920121310788e-09	0.0206613777059926	0.130316804881879	0.297827215671516	0.106904981852187	1.34396004549567e-06	0.444288239241275
mix_70	9.32976098124486e-08	1.08655143548715e-07	0.0619478345720243	0.10999390757504	0.256848625269754	0.0911244286495867	0.0074382294117243	0.472646772569117
mix_71	1.34154430506696e-08	9.49551804093911e-08	0.0567271673291636	0.123708927370037	0.262669148427808	0.0809916704900625	0.00949887851889419	0.466404099493411
mix_72	8.96714064400797e-08	3.23698025004479e-07	0.0660832127227089	0.120101403193925	0.258136821825511	0.0726394440038821	0.0120676926081581	0.470971012276384
mix_73	1.39488851223214e-08	6.31676015110165e-07	0.0601563705184726	0.117951003678299	0.245475995937628	0.0928104270235715	0.00444963227073125	0.479155924946398
mix_74	6.61234488401263e-09	7.0709144448412e-06	0.00187235188831368	0.12376108345871	0.332992256721046	0.116478922280363	6.22833407306907e-07	0.424887685291371
mix_75	6.93950890169962e-09	1.31128812634917e-05	0.040576982434199	0.113057137213479	0.292716937050217	0.108115671904381	0.00010477627714812	0.445415375299803
mix_76	1.01964655847739e-09	1.07263604369555e-07	0.0556915642479048	0.13233634451113	0.281177932292483	0.0630173157269179	0.0112471977754054	0.456529537162908
mix_77	4.95498422640333e-09	3.39101760074337e-08	0.0279287315650651	0.126558113948626	0.304629909623472	0.102102668549582	0.000234853961193609	0.438545683486901
mix_78	7.75815423325571e-09	9.03630376803729e-08	0.0470697558599105	0.119317707976907	0.26870644117146	0.100362541383014	0.00222489632065667	0.462318559166859
mix_79	1.73009285408446e-07	7.9965837970241e-09	0.0809760576337101	0.112477503252294	0.24409790582924	0.0683862424940643	0.0140325009704717	0.480029608814351
mix_80	1.35017549607458e-06	1.32734606558076e-09	0.0580941290548279	0.108019158195647	0.287646956701005	0.0971257386478708	0.00295207128634461	0.446160594611463
mix_81	5.06347811178799e-07	2.85653945838521e-07	0.085297836679351	0.110647824732943	0.262275844930134	0.0657249259011363	0.0101474379527714	0.465905337801907
mix_82	8.34670942924629e-08	0.000261789444847228	0.0967229523545742	0.115173193892678	0.207227018816116	0.047012390103864	0.0216793016576203	0.511923270263205
mix_83	6.15848511636881e-08	3.95218283207829e-07	0.0446214752718631	0.114527903442338	0.268923614037912	0.106244389715506	0.00116913490780421	0.464513025821442
mix_84	2.54396488034126e-09	4.89725614666939e-08	0.0496468741452233	0.12722024138384	0.274754358087515	0.0797667040949867	0.00866007177246208	0.459951698999447
mix_85	4.02327505676125e-09	5.07363473404133e-08	0.0765814869775133	0.118646169408504	0.256278922599939	0.0665586106473388	0.0111975468138447	0.470737208793238
mix_86	1.6885541560816e-08	1.9528186245135e-08	0.0343211394554843	0.126181832837091	0.285911098241182	0.095135920231499	0.00624165753393193	0.452208315287084
