B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..	otherCells
mix_87	7.16310081316774e-06	2.6588084393837e-09	0.000404073335971326	0.132488342851974	0.355695750814405	0.0981423955835791	2.74048458048249e-07	0.413261997605991
mix_88	5.48439713942822e-08	3.49263430418889e-07	0.0288010716993896	0.125688292780164	0.316821912699174	0.0969358867260618	4.21419576451614e-08	0.431752389845851
mix_89	0.00653120838739891	2.80720694610049e-07	0.0824011538216178	0.111876219799719	0.237965936117675	0.0666025731010703	0.0107518522138338	0.483870775837991
mix_90	3.09385623873737e-10	1.06080682991852e-06	0.00356540212121597	0.137196198932986	0.337282771538586	0.0990570748356696	1.74465468400783e-06	0.422895746800642
mix_91	1.41448359051115e-08	2.85329621974813e-08	0.0331451438603329	0.129457856679753	0.304912893664443	0.0919357086745368	1.05343682299862e-06	0.440547301006314
mix_92	3.90177301188466e-08	3.51342053772455e-08	0.0262550643779359	0.125307581324626	0.300061964839793	0.106233027639331	7.75695668347167e-08	0.442142210096811
mix_93	6.68866998607324e-08	6.3590154374141e-07	0.0707074620925445	0.12013609640101	0.215947562803259	0.0788335076912671	0.0119620425374279	0.502412625686248
mix_94	1.68368643688551e-08	5.58132143996046e-08	0.0116101429192599	0.128717181818174	0.325330613328057	0.105744722395754	1.53718992373378e-07	0.428597113169684
mix_95	2.51025098068741e-08	2.23462073788961e-06	0.0207649019041338	0.120184154338222	0.307947389375936	0.112748611198287	2.36819345013125e-09	0.43835268109198
mix_96	3.11275407880153e-07	8.65463962149939e-08	0.0477815757015263	0.119668804863522	0.295972494011809	0.090288305294465	0.00267562670165046	0.443612795605223
mix_97	7.17469367391852e-09	2.60024200435454e-08	0.0220050728574322	0.122251370589848	0.33834806055319	0.0960783642426694	0.00100282105105191	0.420314277528694
mix_98	1.75841751219127e-07	3.19980694505005e-08	0.0354266485242649	0.110628040807503	0.313191318839103	0.10424755352401	0.00199458012911634	0.434511650336182
mix_99	0.000391454310261366	1.37930730677705e-07	0.0845170060733602	0.11972236189085	0.230806448314281	0.0540624035849878	0.0179777439013115	0.492522443994218
mix_100	8.45000379505083e-08	3.37302605089485e-08	0.0343456606216593	0.124883712764964	0.292437272498833	0.0990814902917017	7.20715790984881e-07	0.449251024876753
