Mixture	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	P-value	Correlation	RMSE
mix_1	0	0.206312363695709	0.65881550968001	0	0	0.13487212662428	9999	0.578245642088317	0.819838658242643
mix_2	0.0240141467804494	0.19630214448355	0.662901555446596	0	0	0.116782153289404	9999	0.575142363204354	0.822080082289016
mix_3	0.00946626039299264	0.316629373325893	0.673904366281114	0	0	0	9999	0.563867464465273	0.830282629191229
mix_4	0.010480910190382	0.16159724821728	0.744465564639175	0	0	0.0834562769531629	9999	0.573111046069123	0.823193297124778
mix_5	0	0.206991515280101	0.696287845874918	0	0	0.096720638844981	9999	0.572299965716352	0.82404770422388
mix_6	0.0058369598067774	0.162091438974226	0.738937419127005	0	0	0.0931341820919924	9999	0.572368218550116	0.823904959193019
mix_7	0	0.229751284406037	0.659817616436804	0	0	0.110431099157159	9999	0.571254373000088	0.825158270320597
mix_8	0.00527729868904982	0.219631624501877	0.69604770001383	0	0	0.0790433767952427	9999	0.569468754756237	0.826096807561633
mix_9	0.0049292717082059	0.135994750145338	0.719921919064219	0	0	0.139154059082237	9999	0.573725412697943	0.823525070157522
mix_10	0.0291218558593449	0.230778257328166	0.740099886812489	0	0	0	9999	0.576253016224358	0.819940468497246
mix_11	0.0511582115384727	0.170677054627799	0.778164733833728	0	0	0	9999	0.577854005593268	0.818559796340012
mix_12	0	0.194535424697527	0.703853277495809	0	0	0.101611297806664	9999	0.572628536304568	0.823824792981442
mix_13	0.00353884674338565	0.197413649858788	0.585269919207931	0	0	0.213777584189895	9999	0.573345239370279	0.825226400442408
mix_14	0.0333868698753679	0.177002844643179	0.735860419017074	0	0	0.0537498664643793	9999	0.576896511195925	0.819849236249106
mix_15	0.00488426804629625	0.210324074230121	0.735018374317129	0	0	0.0497732834064544	9999	0.570776822779368	0.82468365564208
mix_16	0.019744712518204	0.297658972513633	0.682596314968163	0	0	0	9999	0.552989824498247	0.838517382855572
mix_17	0	0.332767798158524	0.482250696399895	0	0	0.184981505441581	9999	0.559246157175282	0.8374215073397
mix_18	0.0256653387814632	0.26727613000821	0.634819988756736	0	0	0.0722385424535911	9999	0.576433875856873	0.820788291343751
mix_19	0	0.301376598713345	0.652431997181729	0	0	0.0461914041049254	9999	0.564871095347566	0.829876829406214
mix_20	0.0165135372361502	0.167457407454901	0.760949082639831	0	0	0.0550799726691176	9999	0.572428872694154	0.823389680657137
mix_21	0	0.259551531893858	0.543852675026383	0	0	0.196595793079758	9999	0.569680623580998	0.828210285160349
