Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	otherCells
Mix_25	0.373261840343049	0.546452086148664	1.12371378005614e-09	0.000141396398181204	0.0801446080753031	2.87926565925471e-09	6.50318240339821e-08
Mix_26	0.357405334618236	0.545397643130702	3.7252965246381e-07	0.0120255805961357	0.0851710665599689	1.09201653088334e-09	1.47328814841917e-09
Mix_27	0.453118031066268	0.398428818842885	3.19912745430353e-06	7.74707180829433e-05	0.148367716780059	2.74522365791767e-09	4.76072002732728e-06
Mix_28	0.386328997848684	0.457158334777326	9.17579913577147e-09	4.61950763205858e-07	0.156511663134951	1.07195148920939e-08	5.22392962224407e-07
Mix_29	0.373690288526991	0.508402870077082	3.80847829779511e-08	0.00734894457293426	0.110557828331469	1.44994422152608e-09	2.89567973297985e-08
Mix_30	0.31742441956893	0.583404298504693	3.61129567648896e-09	4.41855107613069e-06	0.0991643179513723	4.29632752601991e-07	2.11217987985225e-06
Mix_31	0.401908149282409	0.473256579769806	1.03373569198419e-08	3.6572754252157e-07	0.124834776670478	5.5094182680709e-08	6.3118225473347e-08
Mix_32	0.332424231672543	0.515286247824144	3.45196330550017e-09	7.69300028073923e-07	0.152288721964167	8.36359045891722e-10	2.49507960527707e-08
Mix_33	0.306766479087076	0.517063376768943	6.93569441558423e-09	0.0029989045462904	0.173171177210925	1.11847779582227e-08	4.42662936027838e-08
Mix_34	0.408724597301702	0.401445506831936	8.87994888799367e-09	0.000917541295541906	0.18152527451153	0.00210482718591221	0.0052822439934289
Mix_35	0.317796968229216	0.554186655457453	6.89637495422399e-09	5.90826857145964e-06	0.128009807460458	8.63238187430525e-09	6.45055544536549e-07
Mix_36	0.351698699190966	0.508092412177983	1.93188926444756e-08	0.0182850943450298	0.121923669553516	1.76219732986789e-08	8.77916385232239e-08
Mix_37	0.291859635835264	0.570851433053553	1.39395259894599e-08	2.5550724345834e-06	0.13728588807109	9.72253061882562e-09	4.64305602032736e-07
Mix_38	0.284065069741602	0.541695493014464	6.08073189319568e-08	6.37632790890684e-07	0.168170050935154	7.43938307181905e-09	0.00606868042928764
Mix_39	0.473123172927186	0.342117325011678	2.00266078240595e-08	0.00413991108293068	0.180602770721527	1.67395236952647e-05	6.07063748606285e-08
Mix_40	0.339500810867123	0.54154255403276	2.03297263200867e-08	4.10086746186984e-07	0.118956173672214	1.42920936165781e-09	2.95822213545593e-08
Mix_41	0.315163494810684	0.536940433063613	2.38681936919678e-07	1.28321349840029e-08	0.127957897350746	2.38181013488818e-08	0.0199378994427847
Mix_42	0.358293339974457	0.511557377150066	1.17428166297329e-07	1.48162592196358e-07	0.13014886582616	1.73398113375185e-09	1.49724577059072e-07
Mix_43	0.41602731528115	0.432970240622419	3.28215817740351e-09	5.46558339729184e-06	0.150996222460607	7.11673532737949e-09	7.45653532785091e-07
Mix_44	0.287692623749205	0.530529152815221	2.97963009197406e-08	0.00532152246847785	0.15384923428721	8.39906486693098e-10	0.0226074360436789
Mix_45	0.44046913552414	0.379723575608702	3.20746449515665e-08	4.83496935061629e-08	0.17980716645732	4.39320314648313e-09	3.7592296651993e-08
Mix_46	0.415760887320294	0.449027423919551	3.40044237826632e-09	5.20618297040786e-06	0.135205802227503	2.04652665511474e-09	6.74902712980068e-07
Mix_47	0.383317815904619	0.440111688529685	2.52180815383362e-08	0.00133567117021734	0.171903535312711	3.33944349678386e-08	0.00333123047025032
Mix_48	0.363746603038943	0.476772685677751	6.02096227632011e-09	0.0196134833222551	0.139866618419952	5.55283298300264e-09	5.97967304534433e-07
Mix_49	0.250713173737339	0.63362813986034	1.44188044223054e-07	2.43500671452995e-07	0.108493569375789	3.11473940751649e-08	0.00716469819042204
Mix_50	0.310567172670261	0.517240712560907	3.43292186857997e-08	0.00418683207043376	0.168004595001448	2.22632041687546e-09	6.51141410633012e-07
Mix_51	0.361626436561687	0.486672360513298	1.56514338976839e-08	0.00353837775228661	0.148162803892253	4.28644836250086e-09	1.34259185396343e-09
Mix_52	0.33146675267809	0.518002487268515	2.92757771502892e-06	9.30944778756721e-06	0.150518505080169	1.70998679382523e-10	1.77767246485008e-08
Mix_53	0.38413720281149	0.439607561053605	3.77366026897188e-08	4.33230814140341e-06	0.176250791140368	2.82961344749377e-08	4.66536575813517e-08
Mix_54	0.269060251544271	0.534290139742066	4.93342203476627e-09	0.00402331155406981	0.134001770192465	0.00558596270115841	0.0530385593325481
Mix_55	0.249685754002267	0.610751760729118	1.52546553981655e-08	1.20767802358248e-06	0.126388070521361	8.05088005078306e-09	0.0131731837636951
Mix_56	0.442712820812483	0.375225450157135	1.42633034636822e-08	1.07348921244129e-05	0.182029604879871	5.85326973619362e-08	2.13164623858538e-05
Mix_57	0.190710832628944	0.648715875587356	1.26024000372157e-08	2.10820233890245e-06	0.112651150804763	2.12846626817692e-08	0.0479199988895343
Mix_58	0.341614394789723	0.486279240010052	2.07663239338631e-07	6.3047979189874e-08	0.172103715060166	1.61658435355394e-07	2.21777040600237e-06
Mix_59	0.2538117470666	0.613179340507511	2.26456212002486e-05	6.46157645133275e-07	0.10874124152864	1.55146135065288e-09	0.0242443775669421
Mix_60	0.389305951514211	0.481269045703374	1.75606310150195e-07	4.54793834078716e-08	0.129424181057328	1.24216107425014e-09	5.99397232544942e-07
Mix_61	0.428984897661315	0.429729816665421	0.000504076192937605	2.68174040998242e-07	0.140663397728122	0.000117529201640349	1.43765237880335e-08
Mix_62	0.398560453130171	0.505112490456877	2.19317860657694e-06	2.34529768569916e-06	0.0963202590502277	2.63109846728399e-07	1.99577658602061e-06
Mix_63	0.267178772070089	0.553021594336225	2.46375745760898e-09	4.10991755600583e-05	0.136453740105856	0.00148174331551051	0.0418230485330022
Mix_64	0.410159251324678	0.405588713012518	1.9813448626596e-09	2.93415379219959e-05	0.184212994204332	8.089431441553e-07	8.88899606138111e-06
Mix_65	0.400496242274296	0.426981532141079	3.19646890414336e-08	0.000606850635645105	0.171914967244629	3.60565966902511e-07	1.51736948583468e-08
Mix_66	0.342565360997054	0.548696912968591	2.50489931924074e-08	1.40059386554993e-07	0.108737422467695	1.06072888727641e-08	1.27850991188701e-07
Mix_67	0.474359556431791	0.351178776204975	1.48648936234653e-05	0.0223042579955167	0.150598386534794	8.19895064126868e-09	0.00154414974034794
Mix_68	0.352110649365718	0.507015776494349	3.74522672350251e-08	0.000654233488010421	0.140219268975901	8.06503313195136e-09	2.61587207295121e-08
Mix_69	0.422271116228111	0.379506468738753	4.60535795205718e-07	0.0331867793939646	0.165035159863744	6.94498821218781e-09	8.2946446291466e-09
Mix_70	0.338498811478528	0.521442483209662	5.47748687098982e-06	4.1389215937641e-05	0.140011395839402	4.42205929795814e-07	5.6366891859432e-10
Mix_71	0.358066476319636	0.517277450282519	1.57665935199964e-06	2.32326311839003e-08	0.124637059358741	5.7698423840051e-08	1.73564486968551e-05
Mix_72	0.357203694924169	0.459667500432392	4.43825355669913e-09	6.69124884327857e-05	0.183056621208821	1.93460108630096e-08	5.2471619202846e-06
Mix_73	0.234972730707147	0.62979638660748	1.36295350139232e-05	3.97847307743204e-05	0.124884419237464	1.1948154638393e-09	0.0102930479873057
Mix_74	0.415694985888201	0.432715482897071	1.37511399393765e-08	0.00324629398071683	0.142433334038866	3.16329145814038e-10	0.00590988912767678
Mix_75	0.277005507540863	0.608410756347225	6.86096051244329e-09	1.16274461770151e-06	0.0996679175236303	6.08588224062318e-10	0.0149146483741154
Mix_76	0.288114039897196	0.595500481510344	8.32688505099937e-06	1.64902055732082e-06	0.110280078534715	1.41218765383472e-08	0.00609541003026052
Mix_77	0.339778195791924	0.470016597217347	1.48697892412376e-09	0.0115474090426881	0.167397238391115	7.67815027056001e-07	0.0112597902549199
Mix_78	0.237567752751866	0.648185410387045	7.9357822328836e-05	0.000398420547065713	0.113769041323841	2.02207592362708e-09	1.5145777372949e-08
Mix_79	0.235876925046312	0.591679511677824	9.28936938766206e-08	0.000587890405199854	0.11354181854947	6.54196936367531e-08	0.0583136960078065
Mix_80	0.38961579107497	0.429927403085148	1.06403328400877e-06	0.0600526979153854	0.120402864847307	1.7812433687904e-07	9.19567928716741e-10
Mix_81	0.348044202404716	0.50038280955853	9.23422335891835e-06	2.5286400723665e-07	0.150998320921146	2.00610061508165e-09	0.000565178022141532
Mix_82	0.303746295941898	0.599037504175485	2.17130325978217e-08	0.000227397481879455	0.0969887778577234	2.55480699411854e-09	2.7517460505084e-10
Mix_83	0.396123973566536	0.46014184008665	3.41774967983507e-08	4.96019295189941e-06	0.143728898379645	3.65649028460718e-09	2.89940229683192e-07
Mix_84	0.360485577577046	0.491488487557631	1.97000087821777e-07	0.0550627329596558	0.0929610406036575	3.58467472778381e-09	1.96071724696579e-06
Mix_85	0.300806602347815	0.587146767931728	1.85738678822744e-09	1.46075994661078e-06	0.112044035988347	2.05002915147586e-08	1.11061448535174e-06
Mix_86	0.344774159740337	0.48728854466997	1.00564892535644e-07	1.31263429716731e-06	0.161412338820514	2.02084558318633e-08	0.00652352336153376
Mix_87	0.50267240842052	0.339730359965482	1.64553631918345e-06	0.0234610300889323	0.132837196307546	2.02290327910709e-08	0.00129733945216718
Mix_88	0.377335209368624	0.433742115644815	2.05025028131771e-08	0.00217846933292903	0.186744111288932	8.6038641449512e-10	7.30018108658985e-08
Mix_89	0.262348997255121	0.539196660589316	9.87941365563927e-09	2.83164879807428e-06	0.1732936128879	7.9861534169289e-06	0.0251499015860333
Mix_90	0.274592878481589	0.604743267694296	2.14156072551226e-08	3.66818243901893e-06	0.0851360013347061	2.69283984965789e-09	0.035524160198523
Mix_91	0.462189429760248	0.430258056402476	6.19767638308595e-08	0.000299998095497443	0.10725238924762	1.37734700822894e-08	5.07439247828008e-08
Mix_92	0.331295865750534	0.521051497214566	3.91375792390381e-08	0.00342188344126452	0.120376915625627	5.66581262231848e-10	0.023853798263849
Mix_93	0.359280078598747	0.461628480124702	2.98212024079418e-08	0.00203559683267682	0.177055764465892	3.40908589678424e-09	4.67476947698513e-08
Mix_94	0.411246596494649	0.453760290631131	3.26362447786946e-08	0.00196760636000385	0.133025430133922	4.46959025028795e-09	3.92744593984985e-08
Mix_95	0.296057697908814	0.561137479825661	3.7756083203547e-08	4.58491783899797e-06	0.136881187579666	4.3179146358689e-10	0.00591901158014531
Mix_96	0.294086768486223	0.553529953614516	7.63540595698244e-09	2.96778471204142e-06	0.152380260662156	1.09260801742978e-08	3.08909073560153e-08
Mix_97	0.37545191424399	0.461650876228867	1.00154804434428e-05	7.88828621499557e-05	0.153236900026625	6.89432937650669e-09	0.00957140426359415
Mix_98	0.50096051744994	0.266917786688145	2.0882040350175e-08	0.0121628896385639	0.205162401812353	0.0147962860748876	9.74540702233602e-08
Mix_99	0.25960960336057	0.638720096148868	2.97251019492562e-09	0.000409499592085511	0.101260461509817	1.47849949426903e-08	3.21631153253172e-07
Mix_100	0.362526564643154	0.439382283069817	2.00526269083029e-08	0.0137037638765193	0.159350945822475	0.00446773738667325	0.0205686851487347
