naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
S10001	0.0402671744801409	0.0928249405719946	0.0605879652854068	0.0531054580832936	0.0288401609509756	0.0769902978396851	0.0771886314033844	0.106872051116425	0.0192643442122776	0.0113578650951144	0.0149322885110773	0.0448509643159733	0.0481822769438025	0.0067362333927722	0.0344000885651106	0.0218466242589032	0.034460084799006	0.0697906435100862	0.0272614990165977	0.130240407647972
S10006	0.0385053190716329	0.0849025522109991	0.0663245849853814	0.050248520932008	0.0384397295842776	0.0955086421643754	0.0735904637404742	0.101021160097481	0.0184717308806762	0.0108704025859464	0.0165016313468978	0.045045878408732	0.0435222853705652	0.00639163098682674	0.0301129350787827	0.0211286381824284	0.0392808335868049	0.0648819435023878	0.0262397454006937	0.129011371882629
S1001	0.0361782370899726	0.0796645198420852	0.0667170998582153	0.0496635926814006	0.0406253386014609	0.105361012016943	0.0800488936344221	0.0970975656470092	0.0190870254053732	0.0105310839650803	0.0170806265543434	0.0448635982004483	0.0440941827252324	0.00609102945879596	0.0321694046568573	0.0218485105734447	0.0369096080994926	0.0617798223032467	0.0258452926809743	0.124343556005202
S10010	0.0306314907230351	0.0839400941822474	0.0722857987427768	0.0522680504857629	0.0382387942188849	0.0924853265611637	0.0842207560341798	0.0972616999857565	0.0196935679287908	0.0110999172169233	0.0157720200906476	0.0447326059592765	0.0449615955715108	0.00666472467565964	0.0346645161068775	0.0221156180306472	0.0326931228705342	0.0644389625331362	0.0254030063993362	0.126428331682853
S10011	0.0378037171177486	0.0868703223370799	0.0697537875918505	0.0524955777279144	0.0332377655380863	0.0810038869199089	0.0745788147797163	0.10819240780158	0.0190319172561146	0.0110954337019203	0.0152623628799162	0.0442790731201118	0.0473472755330944	0.0064555332747738	0.0294579012164375	0.0234818067332566	0.0332081999451326	0.0690673772397308	0.0261555033024303	0.131221335983196
S10014	0.0377492687877097	0.0837272794785415	0.0661649365541417	0.0503077222793248	0.035182086805745	0.0886067264971089	0.0791251174566299	0.102560443302859	0.0184666909698011	0.0107312925045354	0.0164703966135724	0.0466217202196525	0.0465915388890185	0.00634431347578321	0.0400119210171291	0.0214976189739339	0.0302916263458813	0.0686165998407049	0.0262419297836997	0.124690770204227
S10026	0.0328530164856986	0.0858123338552012	0.0704694475263367	0.0497441730053946	0.0410004705529801	0.0951868919972913	0.0789850872423955	0.100414756459472	0.0189855933979378	0.0106329721490407	0.0146121092881894	0.0426558275337517	0.0451464680273873	0.00645320634593519	0.031436456270749	0.0226763664994698	0.035939466440047	0.0678908305609341	0.0254747451036413	0.123629781258147
S10032	0.0403142658646306	0.0861964951061515	0.0696179817744339	0.0518824583472843	0.0370724728303092	0.0883799346809721	0.0757568839486733	0.0971600535981691	0.0187176080237569	0.0106618675209176	0.0180361586072751	0.0461239071142562	0.0436031382066803	0.00614882926365314	0.029215805309266	0.021626458983423	0.0369156922970628	0.0715770462961337	0.025898280091586	0.125094662135365
S10036	0.0341134649534255	0.0877968272476198	0.0716949543319835	0.0487535418758418	0.0408742432136804	0.0932554914781889	0.0735495192181775	0.101149418466837	0.0184447328896199	0.0104716940979712	0.0156826842071087	0.0433070841630015	0.045980061512397	0.0068244664930474	0.0332958349495684	0.0213109825316844	0.0350699001062769	0.065877816014054	0.0259545201284112	0.126592762121105
S10042	0.0388303546782686	0.0844103666082004	0.0682676092001249	0.0496819858044733	0.0415095503262237	0.0961077806613388	0.0774905071196662	0.100542227684645	0.0188178322602189	0.0104988793263339	0.015220002641344	0.0429006998657446	0.0446134052914942	0.00719098470860285	0.0332040976062702	0.0224526878163243	0.0371134231469367	0.0627245881912785	0.0253502333831672	0.123072783679343
S10044	0.0341861085583435	0.0852884221308467	0.068790262328214	0.0491035376883745	0.0407942231980039	0.0960638899663601	0.0809593670739557	0.101435675847768	0.0187246279740995	0.0101268132157607	0.0138454165536817	0.0464602387660426	0.0438694118190046	0.00674946377296608	0.035535638765322	0.0228273430161817	0.0356370879616751	0.0621827528472123	0.0265013194246059	0.120918399091582
S10049	0.0363864922200236	0.0867612777412516	0.0677549408519541	0.0489761557092903	0.0395293784011887	0.0910451325758639	0.0734909980217248	0.10047244485419	0.0196339248166771	0.0106462554821477	0.0141881955114845	0.0449519772981209	0.0443826605064122	0.00683470974105568	0.0379484452364569	0.0224609095827792	0.0382995574068073	0.0636373062316474	0.0257127344077036	0.12688650340322
S10057	0.0346137803066094	0.0891707789567055	0.0624973085257785	0.0504676311442649	0.0349326081925826	0.087352116355737	0.0724937548587873	0.102324490137179	0.0196591343171243	0.0115344123942695	0.0166696290150859	0.0483434736608586	0.0475116104995336	0.00640306478596277	0.0304096791335202	0.0225915972443867	0.035281869463305	0.0684171858021625	0.0269178144932075	0.132408060712939
S10062	0.0361115404212655	0.0887797314449135	0.0659313301433335	0.0520952879593355	0.0359542177746745	0.0886198185049607	0.0782016761665302	0.100899946765376	0.019907035611924	0.0112912089608638	0.015567967433506	0.0468582794269334	0.045750451227582	0.00709700186189867	0.0326773810543669	0.0226367917492103	0.0334299332362124	0.064611905248009	0.026618005210606	0.126960489798498
S10066	0.0322969722932886	0.086632468093536	0.0699264852552198	0.0523726251467602	0.0293029273702528	0.0789661005748366	0.0807955520257711	0.106564834641027	0.01899883813214	0.0103533779242353	0.0167058907145032	0.0447579368103863	0.0444596549930093	0.00712698629637489	0.0354139624098818	0.0216349044535623	0.0368565651913729	0.0727541490832935	0.0266202580528607	0.127459510537688
S10067	0.0367736083597988	0.0850813902152941	0.0651507167130372	0.0488508901536335	0.0432734669580492	0.102553473203487	0.0679351806553462	0.102354922377244	0.0195785054911699	0.0104299818338304	0.0145167455850235	0.0459092217594369	0.0431879282840216	0.00629196209679235	0.033695065331455	0.0226721831846756	0.035131795517484	0.0654764577451242	0.0257376015225814	0.125398903012515
S1007	0.0380595182417344	0.088343940618023	0.0643164249008865	0.0507081060194764	0.0357144442302011	0.0938255061616121	0.0705238212608007	0.0997711406862677	0.0182852539150975	0.0103563273200206	0.0159434703266341	0.0453011964936748	0.0483670116712227	0.006911083328941	0.0363474246888815	0.02167567072789	0.0346716996117203	0.0633566791697011	0.0265401270728376	0.130981153554377
S10073	0.0369476445050293	0.0864188258156041	0.0652780429123041	0.0493977901764385	0.0344504816508431	0.0997505948175261	0.076211332448593	0.104160608543363	0.0201765663270292	0.0104659938257123	0.0179643065820736	0.0454602392556064	0.041432402932271	0.00667713610762039	0.0320100285284712	0.0240389824981427	0.0347754356366987	0.0673327174978138	0.0255790631814683	0.121471806757392
S10077	0.0384203143837524	0.0889777416592986	0.0615556806630537	0.0534845896492146	0.0324612312232621	0.0836069020805465	0.0777553889567677	0.101653474060229	0.0188182488166683	0.0108731710281803	0.0158848124061809	0.0467445723054809	0.0461061370949729	0.00682948398310743	0.0365762217640952	0.0220000137842126	0.0305424296461559	0.0690105798877392	0.0263068426045948	0.132392164002487
