ID,Bcells,Monocytes,NKcells,Neutrophils,CD4_Tcells,CD8_Tcells
S14694,8.110816,8.723434,8.618904,10.017812,8.584426,7.857502
S14696,8.103318,8.924512,8.664654,10.073288,8.475688,7.889456
S14705,8.367374,9.140226,8.635954,10.099116,8.974154,8.092036
S14707,8.333478,8.901664,8.6989,10.022818,8.523496,7.962488
S14714,8.16738,8.625436,8.599228,9.668932,9.00289,8.126488
S14729,8.205306,8.798628,8.798884,10.075214,8.422362,7.893986
S14733,8.240866,8.653152,8.89271,9.92898,8.700804,7.992926
S14735,8.132008,8.812374,8.681224,10.158456,8.713302,7.924862
S14749,7.954994,8.698346,8.481862,9.943046,8.407134,7.60085
S14761,7.929726,8.83431,8.533928,9.989844,8.299898,7.59415
S14762,8.03073,8.391236,8.508048,9.852806,8.134308,7.425396
S14766,7.839606,8.606304,8.562132,9.960144,8.56511,7.943796
S14767,8.054372,8.832844,8.615442,10.004894,8.295332,7.750158
S14769,8.09053,8.567646,8.582506,9.939648,8.2553,7.594672
S14770,8.732448,8.15005,8.424666,9.144576,8.67096,7.800294
S14774,8.134234,8.838918,8.897782,10.261066,8.584656,7.921584
S14780,7.996394,8.632928,8.56025,9.703514,8.519674,7.723842
S14793,7.994002,8.743534,8.583026,10.112564,8.428298,7.78846
S14796,8.161436,8.846468,8.636326,9.927678,8.685522,7.907552
S14803,8.286108,8.695178,8.761632,9.843944,8.297154,7.694576
S14804,8.039066,8.751828,8.749138,9.941028,8.638908,7.898726
S14805,8.238772,8.95277,8.762732,10.306416,8.48411,7.806694
S14814,8.07206,8.762148,8.812538,9.977368,8.55959,7.999798
S14816,8.135066,8.82284,8.520716,10.266274,8.170986,7.439184
S1482,7.949718,8.568564,8.475196,9.822846,8.478694,7.711006
S14823,8.20004,9.05507,8.616214,10.208534,8.531456,7.772642
S14824,8.394522,8.935254,8.887964,9.918976,8.956812,8.104242
S14829,8.046924,8.502246,8.552262,9.83341,8.149378,7.595946
S14838,7.943804,8.755252,8.539578,10.21819,8.42463,7.749322
S14841,7.95433,8.8397,8.616268,10.023074,8.543294,7.818132
S14848,8.03949,8.680128,8.715672,9.932036,8.198196,7.612782
S14853,8.25326,8.784406,8.638886,10.048492,8.52339,7.928134
S1486,7.86082,8.59566,8.536514,9.899628,7.88716,7.494048
S14862,8.220172,8.79425,8.720798,10.016882,8.61407,7.838014
S14873,8.24702,9.01301,9.060028,10.164534,8.7085,8.090128
S14885,8.161396,8.85449,8.785326,10.014954,8.496228,7.953666
S14888,8.41756,8.915136,8.891272,10.165298,8.530696,8.053128
S14890,7.814096,8.587774,8.473546,9.97755,8.379202,7.656648
S14895,7.92656,8.4663,8.583348,9.847342,8.231318,7.559048
S14896,8.251106,8.919174,8.745048,10.122962,8.705632,7.98316
S14900,8.091548,8.804962,8.619008,10.084902,8.71913,7.923448
S14906,8.003334,8.67721,8.642662,9.928114,8.389228,7.719584
S14909,8.016404,8.659426,8.578442,9.884416,8.530212,7.950378
S1491,8.086732,8.750266,8.693102,10.093704,8.25386,7.852876
S14913,7.959636,8.575318,8.59897,9.823192,8.360806,7.831526
S14914,8.244178,9.23952,8.858926,10.36143,8.754096,8.005656
S14916,8.403678,8.749878,8.721752,9.793028,8.902926,8.164512
S14919,8.139064,8.925726,8.671472,10.392916,8.2219,7.740454
S14949,8.171748,8.75576,8.74444,9.945262,8.700414,8.05776
S1495,7.986974,8.433926,8.619032,9.746058,8.432586,7.768652
S14954,8.086974,8.743132,8.601654,10.018206,8.649104,7.97698
S14956,8.109374,8.88533,8.775732,10.106712,8.7004,8.10753
S14961,8.374162,8.301226,8.457468,9.451638,8.27572,7.56283
S14976,8.030624,8.625272,8.482922,9.96177,8.345164,7.721276
S14978,8.114164,8.97292,8.727912,9.988494,8.45401,7.74469
S14980,7.920126,8.575618,8.370422,9.95101,8.627238,7.901566
S14983,8.075712,8.868928,8.694398,10.235656,8.602692,7.914496
S14989,7.997116,8.802456,8.647368,10.139892,8.436136,7.843186
S14991,8.033696,8.756476,8.545234,10.137532,8.410006,7.786934
S14999,7.964196,8.468958,8.406112,9.57447,8.335828,7.469654
S15000,8.349658,9.005852,8.561818,10.082442,8.900388,8.094942
S15012,8.278036,8.973486,8.752776,10.27303,8.27182,7.631902
S15013,7.869142,8.67514,8.484344,9.882164,8.306154,7.73143
S1502,8.221778,8.609752,8.705372,9.775124,8.540406,7.910288
S15023,8.038328,8.668694,8.489758,9.897598,8.455806,7.779458
S15024,7.981838,8.85481,8.588226,10.305598,8.409994,7.812596
S15025,8.270196,9.03751,8.81741,10.293228,8.74036,7.96856
S15032,8.1796,9.047396,8.864884,10.309788,8.785588,8.127888
S15033,7.900198,8.76653,8.67335,10.046148,8.663588,7.793544
S15041,8.083256,8.599244,8.63425,9.901792,8.549608,7.91297
S1505,7.903578,8.754714,8.488064,10.024154,8.318878,7.652658
S15054,8.550566,9.364468,8.86489,10.573168,9.00557,8.121432
S15061,8.121938,8.867152,8.759708,10.002534,8.592254,7.941668
S15063,7.990012,8.768168,8.733572,10.017142,8.311256,7.809218
S15065,8.268352,8.792612,8.880946,9.93141,8.718856,7.957542
S15069,8.210054,9.083684,8.805268,10.109868,8.665438,8.0326
S15070,8.183308,8.815356,8.620218,10.176688,8.814414,7.87133
S15071,8.304422,9.168348,8.715586,10.129002,8.752372,7.928232
S15077,7.996224,8.792794,8.52247,9.93071,8.72598,7.753118
S15078,8.483066,9.008224,8.901692,10.051372,8.783288,7.998102
S1508,7.995904,8.404336,8.567936,9.774282,8.429612,7.842106
S15080,8.249496,9.040046,8.764836,10.253882,8.847512,8.02094
S15085,7.937284,8.702028,8.680014,9.950998,8.427136,7.803214
S15089,8.006848,8.730356,8.64337,9.926634,8.598348,7.92367
S15092,7.972678,8.612878,8.59864,9.927654,8.252098,7.633318
S15093,8.216052,8.883494,8.781588,10.152584,8.246766,7.817436
S15099,8.10152,8.529414,8.545364,9.72619,8.330582,7.540044
S1510,8.099784,8.749622,8.639272,9.812714,8.642906,7.956698
S15100,8.155062,8.807938,8.826164,9.846742,8.643646,8.009306
S15107,8.277078,8.854492,8.733658,10.27654,8.41089,7.831228
S15108,8.280956,8.97424,8.842046,10.104248,8.48983,7.874956
S1511,8.0953,8.969316,8.760704,10.107626,8.723664,8.063658
S15110,8.17033,8.78664,8.742594,10.089372,8.290732,7.71048
S15111,7.831892,8.488752,8.48235,9.800668,8.211044,7.615186
S15113,7.927778,8.5798,8.502074,9.912458,8.133408,7.492298
S15115,8.142256,8.792354,8.760284,9.976398,8.659836,7.94612
S15120,8.179084,8.737852,8.634222,10.082002,8.357772,7.861144
S15121,8.341206,8.582398,8.616284,9.7898,8.845254,7.905232
S15124,8.06503,8.639828,8.63382,9.872138,8.480174,7.776614
S15126,8.04559,8.733756,8.620972,9.921854,8.244782,7.772486
S15129,8.093282,8.861524,8.677666,10.179326,8.393342,7.810226
S15130,7.981624,8.731858,8.718704,9.897792,8.811392,8.04793
S15153,7.990028,8.849414,8.859352,10.160096,8.331638,7.755596
S15160,7.874406,8.736604,8.679954,10.289506,8.444984,7.804202
S15167,7.884028,8.574792,8.527566,9.882216,8.223276,7.541682
S1517,8.240462,9.145298,8.752562,10.262668,8.666078,7.889088
S15179,8.24778,8.93214,8.802362,10.069112,8.392086,7.806282
S15184,8.269798,8.85218,8.675286,9.985422,8.800322,7.940158
S15192,8.218882,8.938558,8.773394,9.981934,8.6082,7.99178
S15193,7.991512,8.793462,8.582306,9.919544,8.509022,7.85159
S15198,7.932216,8.6855,8.463596,10.232296,8.568284,7.781582
S1520,7.894226,8.767978,8.522656,10.082634,8.37982,7.722316
S15208,8.271138,8.870728,8.691976,10.042158,8.830898,7.82042
S1521,7.778478,8.465732,8.366398,9.8888,8.145082,7.447
S15216,7.772032,8.372298,8.463428,10.004302,8.270516,7.69308
S15218,7.984048,8.748974,8.502298,10.08213,8.18979,7.493436
S1522,7.94772,8.767282,8.634212,10.181866,8.522742,7.910794
S15223,8.199176,9.011784,8.819668,10.115178,8.224292,7.737382
S15237,8.250862,8.757714,8.67527,10.00759,8.61155,8.04842
S15239,8.054698,8.67449,8.489592,10.058326,8.770164,7.988054
S15241,8.103406,8.836944,8.589894,9.846754,8.3664,7.644662
S15246,8.073544,8.848136,8.75332,10.194888,8.427062,7.78442
S15254,8.40306,8.723254,8.607892,9.571312,8.818628,7.97944
S15258,8.053062,8.792902,8.743228,10.04865,8.4644,7.718272
S15259,8.06202,8.60233,8.458948,9.911682,8.966486,8.022548
S15264,8.312606,9.014856,8.965118,10.320836,8.762446,8.150598
S15266,7.921992,8.543296,8.386876,9.703538,8.384004,7.509036
S15273,8.033786,8.93902,8.698848,10.163376,8.351412,7.72277
S1528,8.079954,8.882238,8.7484,10.29145,8.25302,7.801782
S15285,7.894042,8.530458,8.608,9.828052,8.287432,7.828726
S15294,8.33085,9.098314,9.121274,10.026074,8.607802,8.073832
S15304,8.302834,9.01556,8.657694,10.272736,8.574838,7.798552
S15308,7.88782,8.686002,8.781496,10.037592,8.401234,7.906976
S15313,8.152122,8.80457,8.676186,10.040782,8.66993,7.859908
S15329,7.855092,8.838176,8.605564,10.038578,8.26611,7.8054
S1533,7.91335,8.559564,8.305944,9.851734,8.43328,7.530552
S15338,8.037914,8.541124,8.687722,9.891306,8.544722,7.885934
S15340,8.004716,8.685652,8.547772,9.868384,8.697144,7.913462
S15345,8.218606,9.144832,8.7752,10.488716,8.224336,7.531878
S15354,8.08942,8.814388,8.703976,10.000306,8.197906,7.502286
S15366,7.957158,8.614642,8.523758,9.702592,8.41472,7.603284
S15368,8.216102,8.864632,8.758194,10.133416,8.534462,7.913512
S15372,8.260062,9.239126,8.93488,10.314888,8.75253,7.97738
S15374,8.483364,9.003086,8.9235,9.994112,8.708264,7.885094
S15375,8.368856,8.958908,8.835908,10.26439,8.66437,8.05133
S15380,8.001526,8.618394,8.61368,9.884448,8.336524,7.734874
S15382,8.24016,8.765536,8.755448,9.991394,8.409246,7.812016
S1539,8.149674,8.918118,8.855762,10.077022,8.601906,7.988462
S15394,8.143964,8.757782,8.702876,9.903776,8.384802,7.716458
S15401,8.045924,8.738106,8.658918,9.968298,8.412086,7.7931
S15413,8.105222,8.746424,8.57532,9.849212,8.304918,7.497682
S15417,8.145236,8.94719,8.754068,10.277078,8.554844,7.895294
S1542,8.12563,8.800708,8.569134,9.963498,8.559108,7.682658
S15420,8.09577,8.688506,8.79694,9.789098,8.416994,7.914666
S15427,8.224494,8.782022,8.701588,9.98227,8.63491,7.947044
S15428,8.52979,8.963222,8.946986,10.013172,8.404792,7.919698
S15429,8.200274,8.872906,8.54644,10.0749,8.265508,7.54247
S15432,8.02203,8.89006,8.672226,10.033862,8.381126,7.676668
S15433,8.12598,8.862156,8.72643,9.988356,8.705554,7.923072
S1544,8.175674,8.882638,8.856064,10.114596,8.712662,8.181798
S15446,8.117298,8.866916,8.62196,10.052548,8.58691,7.767452
S15452,8.019446,8.85836,8.72444,10.176698,8.413416,7.892784
S15455,8.059778,8.859796,8.768126,10.212956,8.24591,7.68869
S15458,8.115778,8.71489,8.664034,9.928036,8.260482,7.753546
S1546,8.231834,9.093554,8.725406,10.411526,8.844028,7.848094
S15463,8.06968,8.818822,8.678824,10.098018,8.39758,7.921918
S15470,7.924164,8.569228,8.613006,9.980698,8.171436,7.665594
S15479,8.216662,8.919472,8.745102,10.193154,8.799006,8.001264
S15487,8.29345,8.815252,8.839232,10.042766,8.335254,7.95019
S15490,7.85593,8.601164,8.685732,10.049854,8.428532,7.810618
S15496,8.123548,8.70926,8.808554,9.849762,8.547416,8.005408
S1550,8.182854,8.971756,8.703214,10.145386,8.805704,7.950314
S15503,8.086436,8.834068,8.628468,10.186524,8.372344,7.73829
S15513,8.106788,8.877758,8.690902,10.145916,8.483488,7.99736
S15515,8.263894,8.877488,8.731236,10.17515,8.880336,7.99663
S15525,8.484768,9.127192,8.913284,10.285398,8.372046,7.798922
S15526,8.10596,8.649376,8.56506,9.902942,8.989162,8.021556
S15527,8.116802,8.884278,8.624036,10.153364,8.45513,7.740852
S15528,8.258582,9.132426,8.942612,10.346908,8.895438,8.0992
S15543,7.881626,8.537852,8.65891,9.851426,8.420442,7.766514
S15545,7.91294,8.97455,8.58277,10.283452,8.343668,7.728912
S15556,8.342088,8.991126,8.97755,10.311402,8.442638,7.97391
S15558,8.287078,8.801224,8.667352,9.968318,8.450766,7.812964
S15570,7.681046,8.53689,8.387288,9.861084,7.859434,7.43384
S15571,8.039594,8.651932,8.472284,9.76283,8.578174,7.800204
S15574,8.095712,8.680168,8.505314,9.868956,8.49406,7.84573
S15580,8.0292,8.802472,8.538086,10.013752,8.571594,7.82735
S15585,8.089,8.79348,8.697042,9.928762,8.47383,7.789398
S15587,8.112514,8.74047,8.669012,10.008208,8.59546,7.921752
S15589,8.01152,8.715548,8.65477,10.109174,8.846102,7.923876
S15600,8.26768,8.892076,8.744642,10.010286,8.34102,7.780834
S15605,7.921166,8.63503,8.558558,9.98071,8.28096,7.701646
S1561,8.352244,9.259768,8.878002,10.1994,8.754444,7.914832
S15618,8.235754,8.778404,8.840512,9.928754,8.882748,8.073406
S15621,7.762154,8.384242,8.452854,9.938646,8.213738,7.59898
S15628,8.337298,8.98316,8.889058,10.240436,8.548722,7.976206
S15629,8.229288,8.86669,8.837668,10.04391,8.342616,7.916136
S15631,8.02848,8.714072,8.680686,9.925914,8.422262,7.80218
S15634,8.191754,8.834572,8.543792,9.9604,8.36046,7.704802
S1564,8.130816,9.203306,8.829208,10.332532,8.434796,7.771294
S15648,8.048486,8.764296,8.825924,9.974164,8.454802,7.998782
S15659,8.132376,8.826058,8.56361,10.080374,9.171628,7.979414
S15677,8.319172,8.93519,8.802714,10.115388,9.103582,8.17823
S15683,8.348094,9.03744,8.832126,10.253908,8.145584,7.779266
S15689,7.832576,8.516308,8.488628,9.948854,8.039464,7.614098
S15690,7.89571,8.68095,8.54733,10.154548,8.457286,7.791864
S15692,8.05903,8.76155,8.599708,10.095058,8.266306,7.76608
S15693,7.947918,8.633488,8.533404,10.009654,8.130454,7.650626
S15703,7.799844,8.591528,8.452692,10.026058,8.275338,7.725428
S15705,8.425034,8.453234,8.634302,9.807108,8.567072,7.960788
S1572,7.973746,8.922626,8.56886,10.298732,8.72289,7.839644
S15722,7.941716,8.692926,8.453258,9.9536,8.294198,7.684798
S15730,8.379978,8.836894,8.844326,10.194496,8.291682,7.79564
S15732,8.158486,8.776086,8.616746,9.614938,8.775702,7.974034
S15738,8.346334,8.833264,8.719322,10.031326,8.622222,7.888908
S1574,8.131904,8.893974,8.698012,9.989274,8.727908,7.913812
S1576,7.97733,8.68437,8.642478,10.045836,8.334662,7.672834
S15768,8.123858,8.822836,8.669496,10.023068,8.445258,7.854696
S1577,8.263216,8.71658,8.46607,9.967084,8.787764,7.896188
S15770,7.918446,8.613452,8.579872,9.931842,8.560334,7.864534
S15778,8.068158,8.819702,8.65363,9.975502,8.432774,7.857628
S1578,8.06608,8.687532,8.560074,9.952744,7.859804,7.544814
S15781,8.12336,8.735714,8.780488,9.96449,8.44822,7.921922
S15789,8.35673,8.9821,9.011118,9.98783,8.594978,8.082742
S15791,7.985762,8.636148,8.530954,10.016462,8.43619,7.845766
S15795,8.151718,8.598952,8.642992,9.700818,8.856412,7.916558
S15802,8.176268,8.943596,8.619804,10.081198,8.764138,7.917382
S15816,7.729194,8.319212,8.313224,9.51004,8.596676,7.653564
S15819,7.800082,8.593318,8.57235,9.806574,8.106188,7.49382
S15825,8.375124,9.02597,9.004098,10.284796,8.68985,8.08354
S15828,8.135624,8.944188,8.81937,10.299768,8.220228,7.647228
S15833,8.111132,8.97456,8.846766,10.088584,8.377378,7.845254
S15834,8.137536,8.66443,8.692756,9.954284,8.402416,7.708248
S15840,8.16633,8.866386,8.754188,10.007568,8.521126,7.889774
S15844,8.054868,8.951378,8.690502,10.432484,8.279308,7.693194
S15851,8.072424,8.754442,8.74449,10.034184,8.501702,7.850258
S15862,8.248946,8.89421,8.79424,10.161852,8.593404,7.947474
S15863,7.679834,8.492242,8.438244,9.573858,8.044136,7.261132
S15878,7.956024,8.684128,8.400832,9.672224,8.4933,7.78633
S1588,8.1268,8.807492,8.615198,10.086608,8.76006,7.97695
S15886,7.969696,8.689462,8.545906,10.071858,8.21071,7.763372
S15887,8.352626,8.919826,8.681378,10.165532,8.478536,7.913988
S15895,8.232732,8.84266,8.761156,9.936414,8.565392,7.817854
S15898,8.156744,8.899966,8.820802,10.094378,8.599794,7.8814
S15903,7.804444,8.458024,8.43791,9.901316,8.176742,7.61724
S15908,8.08064,8.88093,8.77489,10.12316,8.622978,7.984754
S15910,8.24323,8.938252,8.982934,10.06546,8.58388,7.981546
S15925,8.005586,8.789282,8.58062,10.064498,8.254224,7.649516
S1593,8.188958,8.645934,8.696788,9.919768,8.348644,7.745074
S15931,8.103652,9.209092,8.751666,10.328396,8.66353,7.832776
S15941,8.131158,9.033196,8.746714,10.173146,8.48267,7.815872
S15946,8.170822,8.752578,8.631478,9.987364,8.722066,7.852218
S15955,7.807648,8.52311,8.43109,9.859522,8.31801,7.6347
S15956,8.583136,8.320186,8.526572,9.31512,8.736212,7.909876
S15960,7.96236,8.948278,8.63934,10.289472,8.383928,7.908318
S15966,8.18371,8.88607,8.799854,10.039746,8.516592,7.96152
S15973,8.199366,8.789164,8.58502,10.076404,8.329588,7.711272
S15974,8.174636,8.606468,8.580634,10.064322,8.312434,7.835502
S15976,7.73429,8.322638,8.365708,9.779536,8.237876,7.684018
S15978,8.40945,8.873348,8.747082,10.054832,8.84917,8.035734
S15979,8.152674,8.705964,8.59151,9.89978,8.622272,7.839292
S15981,8.230798,8.821496,8.657922,9.716254,8.663282,7.991778
S15984,8.160744,8.6597,8.585272,9.827986,8.258186,7.57757
S15994,8.05864,8.919668,8.637732,10.19698,8.710524,7.973406
S15996,7.904418,8.743582,8.647724,10.077278,8.513468,7.968732
S15998,8.261842,8.533472,8.596488,9.606096,8.91197,8.131286
S160,8.19807,8.96287,8.9762,10.033416,8.829266,8.012856
S1600,8.177298,8.786604,8.651064,10.062174,8.70409,7.916048
S16012,8.302706,8.982544,9.185636,10.021044,8.788924,8.152694
S16013,8.022362,8.756186,8.652598,10.157248,8.58209,7.912444
S16022,7.892568,8.794856,8.618566,10.209224,8.548628,7.825444
S16037,7.97686,8.740066,8.681328,10.078026,8.374418,7.815376
S16038,7.932364,8.575656,8.604568,9.905832,8.25912,7.688522
S16040,8.207358,8.725222,8.615522,9.961764,8.4317,7.74166
S16048,7.960254,8.794634,8.56829,10.115178,8.352484,7.584006
S16054,8.08623,8.886914,8.822734,10.197734,8.4995,7.913446
S16056,7.941072,8.870276,8.693896,10.02665,8.660128,7.888396
S16069,8.291638,8.803662,8.657914,9.817774,8.757672,7.956364
S1609,7.798208,8.487054,8.379198,9.67092,8.200958,7.488838
S16093,8.189248,8.846236,8.613488,10.058092,8.258076,7.683242
S16097,7.794206,8.435732,8.359002,9.953248,8.139748,7.548622
S16099,9.0172,8.45337,8.504898,9.30514,8.763612,7.952108
S16108,8.146952,8.910218,8.897192,10.102218,8.621304,8.04038
S16109,8.077678,8.540652,8.583174,9.612642,8.614716,7.830202
S1611,8.134552,8.869346,8.783538,10.104506,8.753538,8.09384
S16112,8.245308,8.90711,8.78561,10.162596,8.530494,7.81769
S16116,7.597466,8.426462,8.28675,9.883658,8.303166,7.634254
S16118,8.086778,8.884896,8.731816,10.072494,8.378478,7.784112
S16122,7.96189,8.627826,8.345008,9.99651,8.045674,7.552742
S16126,7.906828,8.690116,8.508092,9.90999,8.493458,7.78307
S16130,8.043178,8.851254,8.67527,10.032348,8.368694,7.735224
S16138,8.106386,8.512938,8.579044,9.952172,8.59929,7.72668
S16146,8.292446,9.041382,8.724204,10.194784,8.511742,7.91463
S16147,7.99198,8.769008,8.618154,10.116344,8.427912,7.881618
S16151,8.138764,8.541408,8.620254,9.851028,8.465342,7.85329
S16154,8.054728,8.945454,8.748522,10.12285,8.458882,7.746124
S16155,8.262316,8.88895,8.839742,10.060974,8.427516,7.90057
S16160,8.045118,8.84886,8.680258,10.007932,8.539538,7.7597
S16163,7.976742,8.88939,8.600348,10.108102,8.563398,7.898192
S16167,7.721876,8.16608,8.31458,9.595288,8.221134,7.42804
S16168,8.01437,8.947922,8.781194,10.115126,8.439936,7.75739
S16169,8.103422,8.843308,8.707138,10.000768,8.365062,7.57144
S16170,8.389752,8.817838,8.816076,9.907934,8.601842,7.96681
S16171,8.018738,8.617806,8.642898,9.891712,8.740756,7.903376
S16178,8.060332,9.009048,8.732784,10.293252,8.681284,7.89796
S16180,7.99337,8.889874,8.631504,10.270322,8.597334,7.796142
S16187,8.132748,9.050384,8.646826,10.409082,8.46374,7.761952
S16195,8.245134,8.82487,8.71487,10.086376,8.725308,7.947488
S16199,8.25986,8.89093,8.752148,10.015692,8.334318,7.750862
S1620,8.263384,8.898228,8.700744,10.262674,8.488782,7.839834
S16203,7.976082,8.610044,8.54263,9.816036,8.341002,7.713482
S16208,8.1355,8.751656,8.675914,10.15249,8.739176,7.887884
S16211,8.067426,8.770574,8.630338,10.279212,8.56019,7.849236
S16213,8.249202,9.025936,8.82104,10.071674,8.805386,7.995118
S16229,8.303234,9.152312,8.856542,10.27678,8.455498,7.80301
S16232,8.168442,9.046564,8.71044,10.062958,8.448248,8.003182
S16237,8.0108,8.835306,8.630374,10.142152,8.199034,7.682752
S16239,8.022674,8.706894,8.550296,9.858794,8.460388,7.777058
S16249,8.129518,8.877326,8.607162,10.11284,8.195214,7.612492
S16253,7.99372,8.675292,8.72446,10.00547,8.668782,7.933544
S16255,8.466324,9.056498,8.988572,10.18088,8.740304,8.067864
S16257,8.29101,8.88875,8.759574,9.934058,8.19731,7.616322
S16272,7.872428,8.739326,8.508012,9.99092,8.172064,7.55978
S16274,8.20085,8.854226,8.455298,10.239266,8.091954,7.776614
S16275,7.910092,8.58428,8.546662,9.956976,8.309752,7.684756
S1628,8.072108,8.848256,8.750274,10.151526,8.332636,7.738024
S16282,8.06211,8.800942,8.701558,9.93908,8.820648,8.033404
S16288,8.150216,8.856826,8.653316,10.16056,8.401598,7.868516
S16294,8.014546,8.723616,8.654516,9.903624,8.667372,8.041504
S16297,7.773458,8.53264,8.400058,10.00299,8.04603,7.524504
S16305,8.17906,9.052174,8.726756,10.240378,8.834622,7.941736
S16306,8.203416,8.864148,8.703716,10.120586,8.252742,7.77175
S16308,8.047086,8.893012,8.597784,10.229214,8.677966,7.891978
S16311,8.447636,9.09373,8.98472,10.057084,8.666256,7.983732
S16318,8.141458,8.93356,8.879708,10.132436,8.790588,7.951032
S16322,7.989142,8.744682,8.469052,9.941308,8.265396,7.702762
S16327,8.216242,8.826452,8.72623,10.09791,8.638088,7.913874
S16352,8.240146,8.97376,8.971,10.280574,8.530968,8.017044
S16354,7.74174,8.658472,8.35861,10.160646,7.988024,7.390344
S16358,8.33304,8.983518,8.893538,10.048098,8.588266,7.956774
S1636,8.254324,8.860894,8.834706,10.1408,8.77047,7.925114
S16367,8.081338,8.660872,8.65351,9.948792,8.48785,7.770468
S16368,8.125148,8.982462,8.740954,10.233356,8.459034,7.73736
S16372,8.287812,8.985612,8.645266,10.152012,9.141956,8.059524
S16373,7.838648,8.610882,8.53876,10.05832,8.039252,7.540412
S16379,8.11833,9.05085,8.862816,10.239196,8.4189,7.834572
S16386,7.980442,8.852362,8.6072,10.000096,8.572036,7.90707
S16389,8.197272,8.89793,8.804784,10.13114,8.361802,7.787064
S1639,8.143854,8.80803,8.795558,9.870484,8.709436,8.046432
S16391,8.096076,8.850204,8.610566,9.93646,8.618768,7.940868
S16401,7.945844,8.672462,8.681886,9.880492,8.674658,7.917934
S16407,8.16178,8.674298,8.683484,9.79344,8.540212,7.75978
S16408,8.161346,9.05962,8.826176,10.18993,9.002336,8.078932
S16412,8.182506,9.062372,8.829856,10.31213,8.443182,7.88129
S16414,7.943248,8.535408,8.49842,9.868342,8.443812,7.756664
S16419,8.20106,8.577504,8.56173,9.973344,8.480838,7.799208
S16420,8.125748,8.901146,8.813642,10.085982,8.473488,7.938736
S16422,7.851782,8.536424,8.498154,9.943352,8.109616,7.604944
S16423,7.915102,8.511642,8.461468,9.744166,8.330496,7.59774
S16428,8.190148,8.922756,8.779952,10.101742,8.694004,7.965846
S16439,8.0336,8.691356,8.665252,10.075952,8.637378,7.978984
S16441,7.874264,8.630866,8.553898,9.870872,8.425708,7.812568
S16450,8.494888,9.161332,8.999476,10.109808,8.91023,8.087942
S16455,8.296064,8.971538,8.773804,10.22049,8.809192,8.08047
S16460,8.297728,9.043842,8.70812,10.297322,8.984986,8.089896
S16473,8.339294,9.048596,8.76792,10.301816,8.397052,7.791726
S16475,8.336928,8.762178,8.910954,9.703908,8.6018,8.007386
S16476,8.23569,9.07956,8.84349,10.122502,8.675304,7.962168
S16478,8.354392,9.078592,8.7994,10.109774,8.592176,7.97764
S16480,8.1941,8.85267,8.68684,10.20537,8.46188,7.803002
S16488,8.432368,9.13163,8.8892,10.187636,8.86255,8.24048
S1649,7.785824,8.584884,8.394542,10.166032,7.977866,7.453126
S16498,8.325808,9.0018,8.889984,10.209328,9.07826,8.188632
S16503,8.22919,8.906896,8.782356,9.924564,8.819738,8.008682
S16504,8.239596,8.781822,8.780036,9.885824,8.436356,7.792674
S16505,8.02787,8.901994,8.555968,10.373496,8.41542,7.66645
S16506,7.978358,8.555314,8.670698,10.024078,8.3348,7.740724
S16515,7.886758,8.793966,8.601578,10.100868,8.186196,7.58762
S16518,8.12205,9.040906,8.7405,10.209774,8.654714,7.957714
S16526,8.147018,8.853448,8.943858,10.01091,8.499186,7.971704
S16529,8.27665,8.98897,8.663178,10.06725,8.661996,7.85856
S1653,8.454906,9.05922,8.847688,10.135692,8.851588,8.076036
S16532,8.204956,8.990362,8.961024,9.985466,8.64211,8.105034
S16535,8.139362,8.61125,8.456382,9.912052,8.120958,7.378876
S1655,8.459604,7.92756,8.357368,9.071566,8.485292,7.801694
S16551,8.201448,8.863364,8.71008,10.181028,8.531352,7.968258
S16561,8.05051,8.885538,8.77879,9.93449,8.601636,7.940296
S16571,7.950172,8.559764,8.6059,9.861784,8.167154,7.653586
S16575,8.56358,8.969012,9.057772,10.088068,8.700372,8.13133
S16584,7.922496,8.542814,8.524182,9.999962,8.429354,7.744738
S1659,8.111672,8.65631,8.580582,10.049076,8.374342,7.867824
S16591,8.369276,8.761114,8.830332,10.023672,8.585266,8.082822
S166,8.27886,8.840898,8.856076,10.013802,8.493982,7.877486
S1660,7.994112,8.84994,8.62986,10.023062,8.54419,7.794342
S16604,8.153312,8.971134,8.721788,10.235056,8.491444,7.723044
S16606,8.23603,8.955712,8.768582,10.13518,8.73439,8.0768
S16609,7.958582,8.650596,8.868022,9.985192,8.541492,7.802336
S16612,7.833896,8.579576,8.504336,9.845308,8.452956,7.747086
S16619,7.98004,8.876022,8.694248,10.011836,8.389472,7.754714
S16623,8.04467,8.7655,8.71403,9.91353,8.569982,7.839154
S16632,7.72481,8.385526,8.33248,9.879792,8.1938,7.655268
S16640,8.298596,8.695216,8.913864,10.015174,8.633376,7.940536
S16641,7.9887,8.813698,8.587996,10.062212,8.512776,7.78377
S16644,7.832318,8.525404,8.41243,9.858464,8.738254,7.824964
S16646,8.017624,8.61745,8.46682,9.802176,8.432588,7.595402
S16649,8.02943,8.642106,8.738836,9.942348,8.52647,7.858868
S16652,8.264762,8.844976,8.758356,10.129308,8.445314,7.876832
S16654,8.043552,8.625728,8.590742,9.962534,8.35183,7.827888
S16655,8.044582,8.839058,8.69152,10.118638,8.615582,7.960356
S16656,8.264518,8.929336,8.857516,10.239804,8.894534,8.04674
