ID,Bcells,Monocytes,NKcells,Neutrophils,CD4_Tcells,CD8_Tcells
S4285,8.135448,8.6861,8.648478,9.997996,8.623298,8.045418
S4286,7.845114,8.678068,8.489166,9.86418,8.409786,7.661402
S4287,7.999564,8.787692,8.722776,10.063526,8.561128,7.934444
S4294,7.93629,8.72104,8.49694,10.00823,8.230824,7.602344
S4299,7.70097,8.304066,8.45011,9.677232,8.325966,7.696696
S4310,8.335092,8.929346,8.820746,10.002518,8.468608,8.069478
S4315,8.225016,8.730814,8.781718,9.899678,8.559124,7.953728
S4317,7.951056,8.58399,8.48982,9.927364,8.72196,7.99283
S4321,8.050076,8.66659,8.65247,9.85299,8.508614,7.906628
S4345,8.15223,8.806702,8.683404,9.86551,8.579834,7.861354
S435,8.310348,8.941348,8.80263,10.226482,8.645338,7.995826
S4354,8.16006,8.588716,8.664926,10.027256,8.337748,7.8323
S4356,8.236654,8.883696,8.72206,9.96893,8.491152,7.641826
S4357,8.373808,8.958694,8.816672,9.959512,8.438996,7.876934
S4358,7.814282,8.400136,8.57871,9.719928,8.18652,7.499316
S4359,8.364186,8.879644,8.66063,10.137608,8.510942,7.860622
S4360,8.140326,9.219186,8.773114,10.46288,8.223488,7.65705
S4361,7.902576,8.74256,8.533864,10.13572,8.504404,7.804732
S4366,8.160054,8.584076,8.700794,9.748458,8.653308,7.926394
S4370,8.433782,8.874546,8.7386,9.982706,8.70178,7.789032
S4377,8.14093,8.98918,8.906732,10.145138,8.668236,8.102788
S4379,7.947946,8.812194,8.607838,10.07067,8.393602,7.800088
S4384,8.079892,8.96105,8.90434,10.190134,8.568896,7.966056
S4390,8.034258,8.827694,8.720122,10.0953,8.060606,7.528668
S4393,7.935202,8.852992,8.617812,10.204648,8.373074,7.750852
S4399,8.096864,8.624458,8.487516,9.859176,8.406752,7.72967
S4400,7.907764,8.676136,8.556528,9.978282,8.369032,7.77134
S4407,8.070762,8.78872,8.621296,9.92351,8.447484,7.634766
S4416,8.369362,9.045536,8.813614,10.204432,9.080168,8.13734
S4418,7.95401,8.58443,8.702074,9.88905,8.283712,7.81116
S4419,8.092344,8.91612,8.628916,10.147716,8.525912,7.821374
S4421,8.18898,8.79208,8.715956,10.033928,8.39597,7.773132
S4423,8.049652,9.03099,8.863612,10.260032,8.389914,8.01706
S4426,7.929798,8.736678,8.650824,10.03633,8.313474,7.77924
S4437,8.261042,8.78047,8.715068,9.965206,8.477702,7.93515
S4438,8.573822,9.215632,8.996274,10.372892,8.935404,8.181326
S4442,8.028196,8.80903,8.579516,10.169668,8.464966,7.801664
S4450,8.22169,8.948734,8.772918,9.960712,8.653374,7.968548
S4451,8.112438,8.873654,8.748022,10.020394,8.515376,7.899972
S4453,7.907226,8.678052,8.664198,9.975934,8.126004,7.519126
S4456,8.148556,8.74996,8.65095,10.05304,8.586408,7.812018
S446,8.23235,9.016188,8.892508,10.24525,8.570938,7.962364
S4460,7.96876,8.654094,8.58767,9.774368,8.544858,7.80712
S4464,7.79481,8.415764,8.390606,9.879294,7.91795,7.269222
S4475,8.073852,8.690772,8.689896,9.833392,8.544752,7.779018
S4480,8.014314,8.801702,8.618452,9.992356,8.301258,7.799046
S4490,8.243244,9.010008,8.727728,9.961534,8.35759,7.808302
S4494,8.303208,8.747878,8.672246,9.930076,8.434452,7.779066
S4499,8.106392,8.936164,8.55853,10.190118,8.307692,7.61758
S451,8.1032,8.871452,8.662056,10.077292,8.626152,7.887048
S4517,8.178122,8.797004,8.775528,10.046118,8.487254,7.787276
S4522,7.819984,8.61845,8.39677,9.919238,8.106732,7.488908
S4523,7.940834,8.634544,8.717204,9.767978,8.305812,7.66556
S4524,8.10518,8.75752,8.816576,9.964366,8.390242,7.70756
S4526,8.236652,9.232348,8.830822,10.29111,8.707646,7.83378
S4530,8.273404,8.794978,8.703054,9.833616,8.531448,7.919388
S4534,8.27113,8.730434,8.713814,9.914054,8.506214,7.89615
S4535,8.212606,8.808526,8.70733,9.911462,8.503748,7.832278
S455,7.968146,8.789754,8.671182,10.001734,8.421884,7.84041
S4551,8.025372,8.773856,8.695184,10.044326,8.375868,7.774046
S4558,8.189308,8.75758,8.572176,9.88331,8.321704,7.709452
S456,7.772894,8.495322,8.54734,9.836622,8.404288,7.631588
S4560,7.808288,8.302838,8.30575,9.650856,8.041676,7.404374
S4566,8.142556,8.972294,8.757914,10.102834,8.372858,7.670288
S4573,8.063142,8.754872,8.663718,10.078976,8.331286,7.684394
S4585,8.018018,8.669106,8.549294,9.978044,8.409684,7.591944
S4590,7.576876,8.256906,8.247648,9.578672,7.976296,7.322694
S4595,8.233426,8.73025,8.794782,9.920772,8.601176,7.917098
S4601,7.711724,8.499106,8.371422,9.836774,8.198544,7.582118
S4602,8.030776,8.7894,8.713404,10.028266,8.502778,7.837256
S4603,8.224934,8.845802,8.63709,9.971042,8.273512,7.78038
S4606,8.07478,8.84052,8.679582,10.007432,8.387176,7.866334
S4607,8.059972,8.767594,8.67937,10.162582,8.60291,7.888526
S4610,8.02426,8.64043,8.530026,9.998786,8.354154,7.690706
S4612,8.04258,8.768052,8.658432,10.210518,8.404266,7.897136
S4618,7.955424,8.452498,8.433852,9.70295,8.426564,7.770328
S4619,8.147062,8.785612,8.627094,10.054728,8.191696,7.60356
S4621,8.166308,8.823444,8.76483,10.01818,8.48541,7.87432
S4629,8.493364,9.156978,8.817072,10.284024,8.467062,7.849008
S4630,7.840932,8.45106,8.471356,9.925252,8.350976,7.771212
S4631,7.994356,8.467066,8.595852,9.8382,8.497784,7.919076
S4635,8.019512,8.887204,8.802962,10.170282,8.481838,7.941294
S4638,7.942686,8.615858,8.518062,9.977834,8.161252,7.610976
S4651,8.1176,8.76459,8.612544,9.993076,8.656548,7.903286
S4652,8.14869,8.826156,8.731592,10.197174,8.50455,7.893968
S4660,8.221206,8.832048,8.67182,10.062626,8.99014,8.016966
S4670,8.041534,8.790106,8.717588,9.907966,8.436324,7.730652
S4686,8.313622,8.80081,8.703512,10.049136,8.3343,7.921154
S4691,8.138172,8.962974,8.715674,10.153832,8.703326,7.91108
S4697,8.04332,8.778378,8.636074,9.968828,8.389678,7.890884
S4703,8.21959,8.701372,8.572248,9.83222,8.131674,7.714304
S4705,7.5665,8.256662,8.31096,9.756478,8.13424,7.544256
S4706,8.059668,8.751306,8.652496,9.922468,8.412412,7.770274
S4708,8.497864,8.950518,8.90163,9.712838,8.93594,8.125896
S4714,7.624132,8.224114,8.125392,9.474674,8.087234,7.26052
S4715,8.419974,8.896646,8.820024,9.999914,8.691806,8.029542
S4717,7.748264,8.601146,8.511794,10.01823,7.887016,7.542332
S4718,8.402972,9.087018,9.05704,9.986606,8.880248,8.027804
S4720,8.314772,9.024252,8.825162,10.06489,8.723004,8.03686
S4722,8.368458,9.184992,8.804348,10.494888,8.373098,7.913162
S4726,8.135982,8.801748,8.764718,10.080952,8.751788,8.023854
S4733,8.429274,9.202492,9.057912,10.184886,8.872146,8.101816
S4744,8.399852,9.095238,8.917884,10.122458,8.838892,8.06848
S4748,7.948504,8.841746,8.53516,10.118866,8.54681,7.796218
S4766,8.565394,8.96624,8.74296,9.886988,8.638418,7.84196
S4767,8.265438,9.045348,8.84701,10.137818,8.479738,7.803696
S4775,7.960044,8.470662,8.37661,9.816862,8.611418,7.635982
S4783,7.962748,8.79461,8.583616,10.139714,8.393858,7.643626
S4790,8.115462,8.88683,8.76296,10.039222,8.383552,7.731988
S4793,8.02507,8.759982,8.720684,10.032944,8.65225,7.844784
S482,7.653384,8.33005,8.390592,9.776442,8.157218,7.53983
S4820,7.922418,8.747244,8.562092,9.951728,8.081096,7.536398
S4827,8.52761,9.441884,8.970666,10.421288,8.930912,8.089786
S4831,8.177568,8.758884,8.757846,10.312378,8.42447,7.753172
S4839,8.312912,9.182842,8.813028,10.427344,8.615592,8.015924
S4847,7.915678,8.699016,8.53804,10.223666,8.204422,7.618478
S4851,8.022788,8.739598,8.624394,10.098432,8.60951,7.986754
S4853,7.69906,8.388406,8.436148,9.723912,8.250278,7.567546
S4854,8.004312,9.002836,8.604074,10.392598,8.660554,7.965854
S4875,7.941424,8.856088,8.736662,10.186828,8.313918,7.808394
S4889,8.4649,8.9572,8.744552,10.07884,8.503134,7.886934
S4892,8.386696,9.07784,8.926474,10.376558,8.473858,7.961206
S4897,8.248976,8.718634,8.612106,10.095736,8.390794,7.87724
S4902,8.078952,8.598216,8.499186,9.846568,8.576508,7.851186
S4908,8.167692,8.985566,8.785062,10.177048,8.439012,7.880364
S4915,7.881256,8.476326,8.410678,9.776412,8.238086,7.572054
S4917,8.1356,8.908126,8.80581,9.936872,8.561602,7.970738
S4918,8.084234,8.716922,8.652478,9.823762,8.758616,7.93709
S4923,7.971216,8.678904,8.647156,9.918184,8.533676,7.812594
S4936,8.187906,8.803316,8.777048,9.957466,8.556844,7.968906
S4944,7.74464,8.3851,8.509306,9.6944,8.07338,7.499996
S4946,8.354464,8.830672,8.938802,10.031906,8.751764,8.1541
S4948,8.060764,8.601496,8.689262,9.874628,8.585058,7.965134
S496,8.510782,9.180154,8.965934,10.21083,8.844494,8.075752
S4960,7.819034,8.526526,8.562414,9.969894,8.387608,7.684542
S4963,8.559318,9.356366,9.09681,10.525232,8.764256,8.117544
S497,8.014644,8.568592,8.45285,9.837536,8.548158,7.698628
S4976,8.160786,8.762438,8.685088,10.109542,8.5353,7.924262
S4980,7.916588,8.631046,8.477226,10.043844,8.43607,7.716844
S4981,8.28197,8.988322,8.833622,9.96884,8.67671,8.058556
S4984,8.062908,8.809024,8.758876,10.020342,8.624068,7.901578
S4995,8.434744,8.991866,8.943962,10.257472,8.654474,7.966984
S5,8.15589,8.40707,8.41227,9.84991,8.312734,7.691122
S5006,8.278744,8.742586,8.755446,9.891094,8.44775,7.646558
S5047,7.954216,8.642368,8.509108,9.827458,8.39027,7.553546
S5048,7.514484,8.248652,8.313868,9.731974,8.092842,7.663408
S5049,8.09918,8.89559,8.727802,10.043774,8.401466,7.97515
S5052,7.99382,8.644024,8.66414,9.936078,8.588582,8.012244
S5055,7.991274,8.79765,8.573526,10.074978,8.415152,7.741148
S5063,7.981928,8.831462,8.678726,10.495524,8.30295,7.740572
S5066,8.12187,8.675274,8.605248,9.768658,8.607996,7.879532
S5075,8.215992,8.778094,8.781896,9.978378,8.864282,8.116558
S5077,8.181168,9.080252,8.729912,10.34414,8.622378,7.894402
S5079,8.084498,8.564288,8.628154,9.963438,8.406398,7.801878
S5080,8.61037,8.94756,8.99101,9.99282,8.631314,7.96927
S5082,8.178968,8.962284,8.769234,10.133058,8.971036,8.11624
S5084,8.130284,8.86482,8.687912,10.089662,8.561278,7.925606
S5085,7.858918,8.590484,8.40161,10.070718,8.011812,7.407482
S5091,8.163724,8.826622,8.670658,10.07307,8.540836,7.906954
S51,8.019734,8.700248,8.601692,10.013464,8.355436,7.676244
S5105,7.714516,8.138992,8.360334,9.66062,8.052846,7.38075
S5106,8.094268,8.63771,8.626058,9.993762,8.457968,7.672536
S511,8.137498,8.761206,8.637296,10.007106,8.85939,7.956238
S5114,8.034944,8.533538,8.523806,9.68596,8.566156,7.911636
S5118,7.99638,8.8105,8.634936,10.115516,8.467906,7.800736
S5122,8.167656,8.98083,8.661188,10.049596,8.779164,7.971372
S513,8.216112,9.036752,8.71725,10.239696,8.595022,7.877554
S5133,8.154376,9.018186,8.739252,10.211936,8.653374,7.8466
S5141,8.229394,8.900964,8.559178,10.278324,8.977816,7.873132
S5144,7.970762,8.708292,8.780334,10.014418,8.533756,8.046448
S5153,7.873724,8.713732,8.525984,9.999856,8.328498,7.701386
S5169,8.002864,8.349254,8.395182,9.81445,8.49001,7.760608
S5176,8.36713,9.009596,8.853602,10.277564,8.681394,8.057616
S5181,7.872114,8.719892,8.470378,9.921728,8.790762,7.768804
S5185,7.906244,8.599216,8.714048,9.888514,8.400796,7.757356
S5186,8.427916,9.0105,8.815418,10.33578,8.455486,7.807726
S5187,8.471222,9.049714,8.9508,10.08655,8.713336,8.073666
S5190,7.95668,9.13896,8.358048,9.77142,8.511,7.54741
S5191,8.20645,9.200778,8.873714,10.398374,8.606944,7.85019
S5197,8.164244,8.708094,8.745554,9.997748,8.168388,7.702962
S5201,7.985144,8.989304,8.680724,10.208204,8.173184,7.774352
S5203,7.919644,8.76072,8.487936,10.055978,8.4144,7.772122
S521,8.04549,8.84831,8.782152,10.077776,8.400784,7.850658
S5215,8.198554,8.696708,8.615612,9.774334,8.625674,7.937604
S5218,8.106056,8.989238,8.691968,10.176112,8.748734,8.005732
S5220,8.162122,8.831942,8.698572,9.990332,8.541006,7.76252
S5222,8.33844,9.052652,8.932188,10.12685,8.2909,7.74191
S5226,8.208228,8.927332,8.729952,10.145368,8.333528,7.859198
S5233,8.266158,9.065904,8.754084,10.33401,8.547716,7.802378
S5244,7.846362,8.459498,8.467302,9.925492,8.273644,7.600066
S5251,8.256674,8.96727,8.870714,10.24761,8.562732,7.906828
S5256,8.29269,8.96559,8.929424,10.131382,8.548296,8.001174
S5276,8.166678,8.914492,8.797776,10.10211,8.71786,7.859188
S5286,8.170624,8.891512,8.672126,10.12723,9.118492,8.07819
S5289,8.101464,8.925702,8.718056,9.969124,8.572672,7.868478
S5294,8.303364,8.686958,8.655868,9.959206,8.600258,7.974216
S5297,8.321624,9.269516,8.807046,10.398728,8.85629,7.915782
S5299,8.137838,8.905744,8.657146,10.263906,8.38738,7.72871
S530,8.166556,9.051544,8.915726,10.156716,8.814916,8.054328
S5303,8.133834,8.737396,8.673932,10.09027,8.216174,7.835798
S531,8.219518,8.628658,8.684178,9.949188,8.478716,7.928216
S5310,8.113404,8.667698,8.591784,10.139062,8.432576,7.784878
S5311,7.98662,8.789086,8.67129,10.19903,8.408928,7.76328
S5318,8.143614,8.837784,8.63269,9.794326,8.41434,7.658352
S532,8.000886,8.705646,8.688354,9.816564,8.539808,7.74217
S5335,8.236196,8.95119,8.614426,10.227034,8.338072,7.734144
S5338,8.052056,8.964988,8.716462,10.136384,8.628866,7.993786
S534,8.124492,8.645202,8.516962,10.011762,8.236368,7.58679
S5342,7.770676,8.50593,8.270374,9.648192,8.55948,7.657818
S5346,8.145198,9.00458,8.784148,10.244268,8.659868,8.029696
S5349,8.237094,8.963036,8.74363,10.332876,8.327516,7.666008
S5354,8.315834,9.017206,8.87188,10.209608,8.679542,7.899638
S5360,8.254546,8.855374,8.648938,9.99531,8.404458,7.762454
S5367,7.884994,8.915782,8.624076,10.282168,8.419104,7.843534
S5374,7.909884,8.44085,8.499612,9.696018,8.282362,7.629276
S5381,8.204982,9.01917,8.785434,10.247186,8.775934,8.068504
S5398,8.138478,8.914334,8.745954,9.961068,8.498048,7.842978
S5400,7.892012,8.653968,8.567998,10.068074,8.327506,7.659518
S5403,7.922038,8.786016,8.665458,10.08934,8.270026,7.760628
S5405,7.95728,8.8552,8.59589,10.289778,8.30132,7.721328
S5409,8.250068,8.922392,8.738862,10.069722,8.458056,7.659138
S5423,8.312934,9.09019,8.921686,10.190574,8.826832,8.023844
S5428,8.094268,8.839978,8.533326,10.090242,8.434858,7.729024
S5438,8.056198,8.817768,8.645004,9.973704,8.687298,7.928046
S5445,7.987132,8.635388,8.610142,10.084674,8.341188,7.81691
S5455,7.706446,8.28897,8.293682,9.73795,8.019196,7.350484
S5464,8.080006,8.757658,8.699,9.919304,8.606004,7.925902
S5467,8.073034,8.713118,8.669946,9.864638,8.836818,7.847008
S5473,7.851216,8.421296,8.436636,9.760264,8.393138,7.677156
S5475,7.991092,8.59645,8.367892,9.86436,8.38359,7.523912
S548,7.971574,8.430138,8.452634,9.73657,8.18253,7.519044
S5481,7.944088,8.783054,8.481234,10.0733,8.375504,7.663672
S5486,8.189008,8.83616,8.722138,9.960154,8.811776,7.973212
S549,8.009418,8.525408,8.554892,9.76009,8.46415,7.714606
S5492,8.032986,8.764798,8.546644,9.913414,8.48062,7.672084
S5493,8.512368,9.348792,9.013038,10.520052,8.834266,8.073576
S5495,8.04965,8.785522,8.575052,10.119858,8.26173,7.715322
S5507,8.031002,8.653436,8.53733,9.893998,8.265566,7.749968
S5513,7.970342,8.701878,8.562324,9.86191,8.309754,7.527998
S5517,8.339022,8.804206,8.820324,9.902862,8.845946,8.169328
S5522,8.245642,9.027912,8.751382,10.270828,8.497658,7.899558
S5533,8.361286,9.142916,9.039242,10.189586,8.914244,8.045728
S554,8.174468,8.963204,8.788734,10.249814,8.627182,8.09054
S5543,7.991348,8.572598,8.617842,9.923938,8.210296,7.741128
S5545,8.128252,9.04139,8.670438,10.306082,8.627304,7.840476
S5547,8.052478,8.727048,8.61916,10.00531,8.43402,7.812672
S5548,8.097528,8.835104,8.73785,10.09514,8.447408,7.88704
S5558,8.022836,8.637464,8.513152,9.919474,8.208526,7.581236
S5566,8.123634,8.825798,8.682408,10.119314,8.885046,7.944244
S5571,8.026702,8.597132,8.50125,9.856888,8.328208,7.707518
S5577,8.304644,8.754842,8.676732,9.903658,8.431584,7.960532
S5578,8.231346,9.068824,8.842212,10.074644,8.349028,7.58332
S558,8.700146,9.308262,8.967582,10.310614,8.772384,8.052144
S5583,8.138276,8.810032,8.690006,10.080408,8.245134,7.75219
S5586,8.247688,8.728034,8.7567,9.958204,8.666686,7.959338
S559,8.075472,8.699874,8.740084,9.886306,8.657612,7.875524
S5597,8.118642,8.776892,8.664992,10.036964,8.275206,7.635044
S560,7.93613,8.527762,8.616892,9.72135,8.495852,7.880982
S5602,8.32674,8.818044,8.670424,10.060772,8.233002,7.535036
S5603,8.23497,8.970868,8.850496,10.317656,8.676994,7.999664
S5615,8.160658,8.851292,8.825146,9.96879,8.618234,7.91753
S5622,8.394284,8.633402,8.538264,9.654468,8.520982,7.80476
S5628,8.596964,9.08316,8.943964,10.324398,9.305666,8.367486
S5630,8.040882,8.8845,8.739814,9.94464,8.550796,8.023696
S5635,8.095688,9.06783,8.79168,10.08638,8.663172,7.893346
S564,7.984326,8.76132,8.54164,10.210558,8.367882,7.741226
S5641,8.169086,8.911294,8.720994,10.167866,8.36436,7.798166
S565,8.399822,8.978476,8.884596,10.158644,8.200978,7.79951
S5652,8.00586,8.843882,8.661196,10.128974,8.421752,7.8605
S5657,8.265496,8.904058,8.820398,10.196446,8.562412,7.905274
S5663,7.99131,8.612134,8.574186,9.682532,8.46045,7.800594
S5671,8.205962,8.828852,8.74828,10.142374,8.187162,7.659278
S5676,8.141194,9.035076,8.69275,10.18837,8.429074,7.799682
S569,8.22539,9.018316,8.7471,10.24297,8.794758,7.928162
S5690,8.197574,9.056294,8.795648,10.23774,8.470236,7.912454
S5694,7.981186,8.73558,8.65826,9.955718,8.457798,7.80881
S5697,8.14697,8.836162,8.551466,9.98149,8.47508,7.768252
S5699,7.96557,8.828506,8.669506,10.102848,8.310604,7.677276
S5703,8.228176,9.11871,8.697814,10.165562,8.586038,7.721262
S5706,8.301038,8.981772,8.839832,10.145292,8.722228,7.90294
S5722,8.117168,8.79845,8.680554,10.20699,8.367898,7.76174
S5730,7.959776,8.537098,8.460032,9.813252,8.400794,7.73258
S5733,8.020848,8.882654,8.74779,10.20703,8.483194,7.893828
S5760,8.23931,8.740342,8.58639,10.00071,7.952526,7.709462
S5762,7.983112,8.661202,8.714988,9.800726,8.352308,7.84591
S5763,7.951138,8.8141,8.734154,10.063242,8.19935,7.77517
S5766,8.02624,8.883374,8.737748,10.183784,8.313656,7.811156
S5767,8.098216,8.842566,8.731554,10.020088,8.491416,7.729942
S5768,8.032732,8.743318,8.464046,9.876792,8.531862,7.675324
S5777,8.093666,9.173658,8.619018,10.49392,8.697786,7.931422
S578,8.240186,8.8862,8.67488,9.949832,8.570556,7.682598
S5788,8.080874,8.636102,8.542536,9.938118,8.827372,7.906778
S5793,7.97287,8.689506,8.425548,10.04968,8.111832,7.39402
S5799,7.57353,8.23089,8.35498,9.544294,8.115752,7.593684
S581,8.147694,8.802132,8.50061,10.056706,8.837604,7.86775
S5815,7.870058,8.757418,8.602488,9.940698,8.40766,7.805858
S582,8.33566,9.01459,8.49216,10.153656,8.65047,7.656468
S5821,7.93391,8.497374,8.523326,9.789418,8.414914,7.808224
S5822,7.83911,8.310604,8.453356,9.820094,8.245862,7.46572
S5823,8.57447,9.053832,8.998172,10.334266,8.512314,7.940758
S5827,8.618706,9.268266,8.926806,10.362476,8.820982,8.104206
S5833,7.978828,8.44958,8.453968,9.661624,8.31224,7.74542
S5844,8.039996,8.698652,8.755314,9.935466,8.877904,7.982766
S5846,8.204322,8.876202,8.715488,10.0814,8.660658,7.918004
S5852,8.165424,8.722634,8.749618,9.850762,8.525516,8.078812
S5853,7.870978,8.540242,8.499518,9.760414,8.313238,7.791778
S5863,8.303948,8.939898,8.73691,10.187042,8.54918,7.897204
S5877,8.37684,8.837774,8.718362,9.939582,8.60666,7.852004
S5881,8.336646,9.090602,8.785928,10.423396,8.330338,7.814136
S5883,8.136384,8.93939,8.817006,10.062706,8.46217,7.822352
S5884,8.2027,8.933646,8.720806,10.005974,8.795398,7.89815
S5889,8.323032,8.986514,8.80863,10.066526,8.721856,8.012598
S589,7.984448,8.650432,8.59457,10.065112,8.8097,7.848026
S5903,8.230026,9.041988,8.841146,10.189554,8.697448,8.149542
S5905,8.069042,8.615878,8.709998,9.952604,8.179558,7.76162
S5910,8.00111,8.846302,8.55391,10.133834,8.40567,7.834894
S5911,7.86991,8.599682,8.47017,10.068916,8.450042,7.837922
S5922,7.799656,8.685834,8.482918,10.160824,8.433038,7.701678
S5923,7.93164,8.57587,8.571032,9.753498,8.566452,8.007356
S5925,7.92398,8.676582,8.489874,9.894612,8.156286,7.391962
S5929,8.060064,8.71651,8.734832,9.843652,8.275044,7.727194
S5931,8.284204,8.895012,8.788312,10.000088,8.622714,8.005276
S5938,7.99648,8.50319,8.574806,9.827764,8.394142,7.606978
S5955,7.813354,8.79895,8.324028,10.141758,8.574956,7.851294
S5960,7.853462,8.547714,8.600672,9.749186,8.603804,7.993848
S5961,8.160536,8.645476,8.553644,10.067756,8.286294,7.81119
S5967,8.18497,8.850672,8.706072,10.237706,8.475554,7.792802
S5969,7.92759,8.709802,8.371482,9.978938,8.805338,7.776646
S5978,8.699742,9.02193,8.865172,10.08286,8.828726,8.048118
S5986,8.458054,9.250852,8.952272,10.26148,8.742552,8.039124
S5987,8.160806,8.629958,8.66488,9.860436,8.432642,7.726864
S5988,8.484604,9.00723,8.921538,10.200538,8.762682,8.113796
S599,8.266544,8.870554,8.866354,10.024064,9.038726,8.213722
S5990,8.053524,8.966452,8.64774,10.28032,8.190526,7.677412
S5997,8.074946,8.941598,8.76515,10.247146,8.42242,7.807662
S6001,7.897436,8.490588,8.5991,10.019586,8.126448,7.684568
S6011,8.234114,8.721162,8.803084,9.845712,8.459162,7.952638
S6014,8.242662,8.65411,8.761128,9.900546,8.427344,7.755734
S6019,8.163032,8.751604,8.762788,9.897538,8.476972,7.790972
S6021,8.199012,9.128758,8.72808,10.342174,8.601434,7.810472
S6022,7.9848,8.692616,8.570708,9.846496,8.461842,7.856828
S6028,8.159628,8.798894,8.703206,10.066744,8.464684,7.820488
S603,7.954858,8.393234,8.41455,9.71716,8.387908,7.626088
S6033,8.092576,8.630912,8.598462,9.90115,8.595862,7.951494
S6034,8.243618,9.130418,8.93408,10.306334,8.67207,8.03006
S6041,7.741092,8.44536,8.343102,9.743332,8.238664,7.516478
S6047,7.987624,8.667134,8.514562,9.880964,8.264558,7.59025
S6049,8.463804,8.802752,8.788586,9.957482,8.845074,8.05755
S6051,8.061556,8.541114,8.618032,9.79873,8.360294,7.681496
S6058,8.01908,8.948208,8.531638,10.294768,9.066244,7.952806
S6063,8.176914,8.80815,8.773686,10.032068,8.926412,8.049606
S6065,8.030796,8.792306,8.672988,10.1489,8.595928,7.899894
S6068,8.149484,8.842306,8.757514,10.194748,8.393392,7.923232
S6099,8.099524,8.153606,8.282954,9.382782,8.343572,7.530014
S6104,8.403486,9.129552,8.867984,10.28891,8.460416,7.961832
S6105,8.12197,9.039658,8.72204,10.21584,8.806232,7.973516
S6106,8.156216,9.047718,8.658326,10.200382,8.893344,7.864348
S6107,8.247132,8.96691,8.487682,10.255642,8.093242,7.757396
S6114,8.230458,9.046684,8.873654,10.254774,9.003458,8.109622
S613,7.98724,8.695236,8.474726,9.953954,8.201608,7.681052
S6131,8.480726,8.96613,8.788372,10.247876,8.784626,8.045824
S6134,7.936208,8.429142,8.467938,9.902346,8.22333,7.466164
S6140,8.213622,8.966298,8.72898,10.117926,8.437108,7.853894
S6156,8.655798,9.133394,8.842314,10.410028,8.553874,7.879648
S6164,8.112204,8.751418,8.699546,9.964938,8.445786,7.84342
S6173,7.923468,8.46097,8.387174,9.713256,8.293332,7.50838
S618,8.267078,9.015906,8.912066,10.200712,8.607584,7.884708
S6195,7.908472,8.701016,8.517276,9.941926,7.941992,7.40072
S6198,8.064886,8.735016,8.626118,9.971564,8.366998,7.880258
S620,8.163096,9.188174,8.893944,10.283682,8.566146,7.813888
S6200,7.722312,8.502528,8.5194,9.818792,8.464644,7.754052
S6203,8.25856,8.7363,8.78034,10.014736,8.401576,7.88199
S6205,8.75494,8.391214,8.553064,9.405548,8.622586,7.9089
S6210,7.934196,8.56161,8.656266,9.843262,8.29186,7.67537
S6214,8.119654,8.775562,8.796164,10.114372,8.32692,7.662476
S6216,7.891074,8.57219,8.465956,10.014616,8.136338,7.614398
S6219,8.196096,8.790436,8.78387,9.890142,8.772706,8.10531
S6225,8.197372,8.57945,8.566358,9.786058,8.69747,7.960374
S6227,8.203396,8.865516,8.748228,10.19979,8.846404,7.97709
S6234,8.124764,8.654692,8.563982,9.844708,8.369184,7.708618
S624,8.268518,8.824556,8.548068,9.922396,8.618238,7.874816
S6240,8.09834,9.042276,8.635254,10.270278,8.625224,7.964064
S6244,8.103728,8.720572,8.620104,9.987946,8.465352,7.81252
S6250,8.261384,9.196876,8.742302,10.385732,8.174856,7.6747
S6255,8.079934,8.981226,8.742872,10.157144,8.50913,7.930978
S6256,8.181302,8.857398,8.87768,10.038856,8.577222,7.987926
S626,7.99506,8.80257,8.568326,9.965038,8.252886,7.55993
S6260,7.99211,8.475818,8.54759,9.930814,8.595816,7.984174
S6263,8.178478,8.886564,8.712402,10.0145,8.397038,7.702532
S6284,7.801568,8.531102,8.356646,9.68559,8.195108,7.47635
S6302,7.776258,8.433196,8.456742,9.827754,8.178366,7.570768
S6310,8.18709,8.809736,8.851452,10.124416,8.565118,7.886196
S6321,8.22853,8.880228,8.658684,10.183076,8.134076,7.607478
S6324,8.046502,8.83375,8.630272,10.15561,8.58461,7.88661
S6330,8.63134,9.20369,8.988706,10.310014,9.301956,8.333758
S6331,8.122194,8.96992,8.785372,10.372442,8.489002,7.831418
S6333,8.021222,8.778374,8.728164,10.030886,8.260786,7.786576
S6336,8.113372,8.639594,8.74283,9.7414,8.630436,7.884272
S6337,8.330998,9.068528,8.644696,10.479814,8.701056,7.923526
S6351,7.906458,8.62905,8.504664,9.75345,8.420314,7.636798
S6355,7.790888,8.75159,8.532624,10.329076,8.494342,7.812332
S6356,8.096986,9.085582,8.741208,10.212442,8.4162,7.88528
S6358,8.05958,8.768752,8.59744,9.982814,8.338428,7.814716
S6360,7.963916,8.862454,8.628914,10.146642,8.412482,7.846252
S6364,8.390682,9.155112,9.003152,10.37583,8.331492,7.767302
S6367,8.284696,8.870508,8.69791,10.144524,8.233402,7.591044
S6370,7.905528,8.683888,8.58721,10.011958,8.409208,7.731224
S6388,8.56037,9.164492,8.81707,10.300734,8.647952,7.896516
S6391,8.343932,8.812492,8.645202,10.059122,8.504988,7.867926
S6395,8.019748,8.681894,8.582016,10.084286,8.66968,7.87553
S6399,7.932092,8.560828,8.547498,9.894048,8.641674,7.928832
